question_id,task,image,prompt,groundtruth
projectile_motion_0004_q4,Compound Reasoning,projectile_motion_0004.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 1.9, 'range_m': 36.4}"
projectile_motion_0004_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0004.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase
projectile_motion_0005_q1,Image Description,projectile_motion_0005.png,"What is the initial launch angle shown, in degrees?",31
projectile_motion_0005_q2,Basic Relational Reasoning,projectile_motion_0005.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no
projectile_motion_0005_q3,Comparative Reasoning,projectile_motion_0005.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",13.0
projectile_motion_0005_q4,Compound Reasoning,projectile_motion_0005.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 1.8, 'range_m': 26.0}"
projectile_motion_0005_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0005.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase
projectile_motion_0006_q1,Image Description,projectile_motion_0006.png,"What is the initial launch angle shown, in degrees?",42
projectile_motion_0006_q2,Basic Relational Reasoning,projectile_motion_0006.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no
projectile_motion_0006_q3,Comparative Reasoning,projectile_motion_0006.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",31.7
projectile_motion_0006_q4,Compound Reasoning,projectile_motion_0006.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 3.4, 'range_m': 63.4}"
projectile_motion_0006_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0006.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase
projectile_motion_0007_q1,Image Description,projectile_motion_0007.png,"What is the initial launch angle shown, in degrees?",56
projectile_motion_0007_q2,Basic Relational Reasoning,projectile_motion_0007.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no
projectile_motion_0007_q3,Comparative Reasoning,projectile_motion_0007.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",9.3
projectile_motion_0007_q4,Compound Reasoning,projectile_motion_0007.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 2.4, 'range_m': 18.5}"
projectile_motion_0007_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0007.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase
projectile_motion_0008_q1,Image Description,projectile_motion_0008.png,"What is the initial launch angle shown, in degrees?",39
projectile_motion_0008_q2,Basic Relational Reasoning,projectile_motion_0008.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no
projectile_motion_0008_q3,Comparative Reasoning,projectile_motion_0008.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",14.4
projectile_motion_0008_q4,Compound Reasoning,projectile_motion_0008.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 2.2, 'range_m': 28.8}"
projectile_motion_0008_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0008.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase
projectile_motion_0009_q1,Image Description,projectile_motion_0009.png,"What is the initial launch angle shown, in degrees?",72
projectile_motion_0009_q2,Basic Relational Reasoning,projectile_motion_0009.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no
projectile_motion_0009_q3,Comparative Reasoning,projectile_motion_0009.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",4.3
projectile_motion_0009_q4,Compound Reasoning,projectile_motion_0009.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 2.3, 'range_m': 8.6}"
projectile_motion_0009_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0009.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase
projectile_motion_0010_q1,Image Description,projectile_motion_0010.png,"What is the initial launch angle shown, in degrees?",56
projectile_motion_0010_q2,Basic Relational Reasoning,projectile_motion_0010.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,yes
projectile_motion_0010_q3,Comparative Reasoning,projectile_motion_0010.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",39.8
projectile_motion_0010_q4,Compound Reasoning,projectile_motion_0010.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 4.9, 'range_m': 79.6}"
projectile_motion_0010_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0010.png,"Does the projectile clear the obstacle shown, or does it hit it? If it clears, by how much height in meters? If it hits, at what height does it strike?",clears; by 14.4 m
projectile_motion_0011_q1,Image Description,projectile_motion_0011.png,"What is the initial launch angle shown, in degrees?",75
projectile_motion_0011_q2,Basic Relational Reasoning,projectile_motion_0011.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no
projectile_motion_0011_q3,Comparative Reasoning,projectile_motion_0011.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",3.1
projectile_motion_0011_q4,Compound Reasoning,projectile_motion_0011.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 2.2, 'range_m': 6.2}"
projectile_motion_0011_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0011.png,"Does the projectile clear the obstacle shown, or does it hit it? If it clears, by how much height in meters? If it hits, at what height does it strike?",hits; at 5.7 m
projectile_motion_0012_q1,Image Description,projectile_motion_0012.png,"What is the initial launch angle shown, in degrees?",69
projectile_motion_0012_q2,Basic Relational Reasoning,projectile_motion_0012.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no
projectile_motion_0012_q3,Comparative Reasoning,projectile_motion_0012.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",4.9
projectile_motion_0012_q4,Compound Reasoning,projectile_motion_0012.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 2.3, 'range_m': 9.8}"
projectile_motion_0012_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0012.png,"Does the projectile clear the obstacle shown, or does it hit it? If it clears, by how much height in meters? If it hits, at what height does it strike?",clears; by 2.7 m
projectile_motion_0013_q1,Image Description,projectile_motion_0013.png,"What is the initial launch angle shown, in degrees?",32
projectile_motion_0013_q2,Basic Relational Reasoning,projectile_motion_0013.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no
projectile_motion_0013_q3,Comparative Reasoning,projectile_motion_0013.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",36.0
projectile_motion_0013_q4,Compound Reasoning,projectile_motion_0013.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 3.0, 'range_m': 71.9}"
projectile_motion_0013_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0013.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase
projectile_motion_0014_q1,Image Description,projectile_motion_0014.png,"What is the initial launch angle shown, in degrees?",27
projectile_motion_0014_q2,Basic Relational Reasoning,projectile_motion_0014.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no
projectile_motion_0014_q3,Comparative Reasoning,projectile_motion_0014.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",4.1
projectile_motion_0014_q4,Compound Reasoning,projectile_motion_0014.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 0.9, 'range_m': 8.3}"
projectile_motion_0014_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0014.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase
projectile_motion_0015_q1,Image Description,projectile_motion_0015.png,"What is the initial launch angle shown, in degrees?",31
projectile_motion_0015_q2,Basic Relational Reasoning,projectile_motion_0015.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no
projectile_motion_0015_q3,Comparative Reasoning,projectile_motion_0015.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",23.8
projectile_motion_0015_q4,Compound Reasoning,projectile_motion_0015.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 2.4, 'range_m': 47.7}"
projectile_motion_0015_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0015.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase
projectile_motion_0016_q1,Image Description,projectile_motion_0016.png,"What is the initial launch angle shown, in degrees?",65
projectile_motion_0016_q2,Basic Relational Reasoning,projectile_motion_0016.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,yes
projectile_motion_0016_q3,Comparative Reasoning,projectile_motion_0016.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",37.6
projectile_motion_0016_q4,Compound Reasoning,projectile_motion_0016.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 5.7, 'range_m': 75.1}"
projectile_motion_0016_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0016.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase
projectile_motion_0017_q1,Image Description,projectile_motion_0017.png,"What is the initial launch angle shown, in degrees?",71
projectile_motion_0017_q2,Basic Relational Reasoning,projectile_motion_0017.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,yes
projectile_motion_0017_q3,Comparative Reasoning,projectile_motion_0017.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",24.6
projectile_motion_0017_q4,Compound Reasoning,projectile_motion_0017.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 5.4, 'range_m': 49.3}"
projectile_motion_0017_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0017.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase
projectile_motion_0018_q1,Image Description,projectile_motion_0018.png,"What is the initial launch angle shown, in degrees?",57
projectile_motion_0018_q2,Basic Relational Reasoning,projectile_motion_0018.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no
projectile_motion_0018_q3,Comparative Reasoning,projectile_motion_0018.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",11.9
projectile_motion_0018_q4,Compound Reasoning,projectile_motion_0018.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 2.7, 'range_m': 23.9}"
projectile_motion_0018_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0018.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase
projectile_motion_0019_q1,Image Description,projectile_motion_0019.png,"What is the initial launch angle shown, in degrees?",61
projectile_motion_0019_q2,Basic Relational Reasoning,projectile_motion_0019.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,yes
projectile_motion_0019_q3,Comparative Reasoning,projectile_motion_0019.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",29.2
projectile_motion_0019_q4,Compound Reasoning,projectile_motion_0019.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 4.6, 'range_m': 58.5}"
projectile_motion_0019_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0019.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase
projectile_motion_0020_q1,Image Description,projectile_motion_0020.png,"What is the initial launch angle shown, in degrees?",24
projectile_motion_0020_q2,Basic Relational Reasoning,projectile_motion_0020.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no
projectile_motion_0020_q3,Comparative Reasoning,projectile_motion_0020.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",7.4
projectile_motion_0020_q4,Compound Reasoning,projectile_motion_0020.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 1.2, 'range_m': 14.9}"
projectile_motion_0020_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0020.png,"Does the projectile clear the obstacle shown, or does it hit it? If it clears, by how much height in meters? If it hits, at what height does it strike?",clears; by 0.4 m
projectile_motion_0021_q1,Image Description,projectile_motion_0021.png,"What is the initial launch angle shown, in degrees?",63
projectile_motion_0021_q2,Basic Relational Reasoning,projectile_motion_0021.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,yes
projectile_motion_0021_q3,Comparative Reasoning,projectile_motion_0021.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",21.8
projectile_motion_0021_q4,Compound Reasoning,projectile_motion_0021.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 4.2, 'range_m': 43.7}"
projectile_motion_0021_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0021.png,"Does the projectile clear the obstacle shown, or does it hit it? If it clears, by how much height in meters? If it hits, at what height does it strike?",hits; at 18.3 m
projectile_motion_0022_q1,Image Description,projectile_motion_0022.png,"What is the initial launch angle shown, in degrees?",53
projectile_motion_0022_q2,Basic Relational Reasoning,projectile_motion_0022.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,yes
projectile_motion_0022_q3,Comparative Reasoning,projectile_motion_0022.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",50.2
projectile_motion_0022_q4,Compound Reasoning,projectile_motion_0022.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 5.2, 'range_m': 100.4}"
projectile_motion_0022_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0022.png,"Does the projectile clear the obstacle shown, or does it hit it? If it clears, by how much height in meters? If it hits, at what height does it strike?",clears; by 12.0 m
projectile_motion_0023_q1,Image Description,projectile_motion_0023.png,"What is the initial launch angle shown, in degrees?",71
projectile_motion_0023_q2,Basic Relational Reasoning,projectile_motion_0023.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,yes
projectile_motion_0023_q3,Comparative Reasoning,projectile_motion_0023.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",13.9
projectile_motion_0023_q4,Compound Reasoning,projectile_motion_0023.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 4.1, 'range_m': 27.7}"
projectile_motion_0023_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0023.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase
projectile_motion_0024_q1,Image Description,projectile_motion_0024.png,"What is the initial launch angle shown, in degrees?",34
projectile_motion_0024_q2,Basic Relational Reasoning,projectile_motion_0024.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no
projectile_motion_0024_q3,Comparative Reasoning,projectile_motion_0024.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",20.9
projectile_motion_0024_q4,Compound Reasoning,projectile_motion_0024.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 2.4, 'range_m': 41.7}"
projectile_motion_0024_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0024.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase
projectile_motion_0025_q1,Image Description,projectile_motion_0025.png,"What is the initial launch angle shown, in degrees?",40
projectile_motion_0025_q2,Basic Relational Reasoning,projectile_motion_0025.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no
projectile_motion_0025_q3,Comparative Reasoning,projectile_motion_0025.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",45.2
projectile_motion_0025_q4,Compound Reasoning,projectile_motion_0025.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 3.9, 'range_m': 90.4}"
projectile_motion_0025_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0025.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase
projectile_motion_0026_q1,Image Description,projectile_motion_0026.png,"What is the initial launch angle shown, in degrees?",17
projectile_motion_0026_q2,Basic Relational Reasoning,projectile_motion_0026.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no
projectile_motion_0026_q3,Comparative Reasoning,projectile_motion_0026.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",34.9
projectile_motion_0026_q4,Compound Reasoning,projectile_motion_0026.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 2.1, 'range_m': 69.9}"
projectile_motion_0026_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0026.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase
projectile_motion_0027_q1,Image Description,projectile_motion_0027.png,"What is the initial launch angle shown, in degrees?",31
projectile_motion_0027_q2,Basic Relational Reasoning,projectile_motion_0027.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no
projectile_motion_0027_q3,Comparative Reasoning,projectile_motion_0027.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",21.8
projectile_motion_0027_q4,Compound Reasoning,projectile_motion_0027.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 2.3, 'range_m': 43.6}"
projectile_motion_0027_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0027.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase
projectile_motion_0028_q1,Image Description,projectile_motion_0028.png,"What is the initial launch angle shown, in degrees?",15
projectile_motion_0028_q2,Basic Relational Reasoning,projectile_motion_0028.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no
projectile_motion_0028_q3,Comparative Reasoning,projectile_motion_0028.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",3.7
projectile_motion_0028_q4,Compound Reasoning,projectile_motion_0028.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 0.6, 'range_m': 7.3}"
projectile_motion_0028_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0028.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase
projectile_motion_0029_q1,Image Description,projectile_motion_0029.png,"What is the initial launch angle shown, in degrees?",56
projectile_motion_0029_q2,Basic Relational Reasoning,projectile_motion_0029.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,yes
projectile_motion_0029_q3,Comparative Reasoning,projectile_motion_0029.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",61.3
projectile_motion_0029_q4,Compound Reasoning,projectile_motion_0029.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 6.1, 'range_m': 122.6}"
projectile_motion_0029_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0029.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase
projectile_motion_0030_q1,Image Description,projectile_motion_0030.png,"What is the initial launch angle shown, in degrees?",66
projectile_motion_0030_q2,Basic Relational Reasoning,projectile_motion_0030.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,yes
projectile_motion_0030_q3,Comparative Reasoning,projectile_motion_0030.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",60.7
projectile_motion_0030_q4,Compound Reasoning,projectile_motion_0030.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 7.5, 'range_m': 121.3}"
projectile_motion_0030_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0030.png,"Does the projectile clear the obstacle shown, or does it hit it? If it clears, by how much height in meters? If it hits, at what height does it strike?",clears; by 16.6 m
projectile_motion_0031_q1,Image Description,projectile_motion_0031.png,"What is the initial launch angle shown, in degrees?",40
projectile_motion_0031_q2,Basic Relational Reasoning,projectile_motion_0031.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,yes
projectile_motion_0031_q3,Comparative Reasoning,projectile_motion_0031.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",51.5
projectile_motion_0031_q4,Compound Reasoning,projectile_motion_0031.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 4.2, 'range_m': 102.9}"
projectile_motion_0031_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0031.png,"Does the projectile clear the obstacle shown, or does it hit it? If it clears, by how much height in meters? If it hits, at what height does it strike?",hits; at 21.4 m
projectile_motion_0032_q1,Image Description,projectile_motion_0032.png,"What is the initial launch angle shown, in degrees?",42
projectile_motion_0032_q2,Basic Relational Reasoning,projectile_motion_0032.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no
projectile_motion_0032_q3,Comparative Reasoning,projectile_motion_0032.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",6.1
projectile_motion_0032_q4,Compound Reasoning,projectile_motion_0032.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 1.5, 'range_m': 12.3}"
projectile_motion_0032_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0032.png,"Does the projectile clear the obstacle shown, or does it hit it? If it clears, by how much height in meters? If it hits, at what height does it strike?",clears; by 1.1 m
projectile_motion_0033_q1,Image Description,projectile_motion_0033.png,"What is the initial launch angle shown, in degrees?",47
projectile_motion_0033_q2,Basic Relational Reasoning,projectile_motion_0033.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,yes
projectile_motion_0033_q3,Comparative Reasoning,projectile_motion_0033.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",48.9
projectile_motion_0033_q4,Compound Reasoning,projectile_motion_0033.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 4.6, 'range_m': 97.8}"
projectile_motion_0033_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0033.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase
projectile_motion_0034_q1,Image Description,projectile_motion_0034.png,"What is the initial launch angle shown, in degrees?",68
projectile_motion_0034_q2,Basic Relational Reasoning,projectile_motion_0034.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,yes
projectile_motion_0034_q3,Comparative Reasoning,projectile_motion_0034.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",25.8
projectile_motion_0034_q4,Compound Reasoning,projectile_motion_0034.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 5.1, 'range_m': 51.7}"
projectile_motion_0034_q5,Extrapolative/Counterfactual Reasoning,projectile_motion_0034.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase
projectile_motion_0035_q1,Image Description,projectile_motion_0035.png,"What is the initial launch angle shown, in degrees?",27
projectile_motion_0035_q2,Basic Relational Reasoning,projectile_motion_0035.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no
projectile_motion_0035_q3,Comparative Reasoning,projectile_motion_0035.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",50.6
