task,image,prompt,groundtruth,metadata
Image Description,projectile_motion_0003.png,"What is the initial launch angle shown, in degrees?",40,"{""canvas_height"":400,""canvas_width"":610,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.37,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":39.39231012048832,""initial_speed_m_s"":28,""initial_velocity_x_m_s"":21.449244407331385,""initial_velocity_y_m_s"":17.998053071223097,""launch_angle_degrees"":40,""max_height_m"":16.527036446661384,""obstacle"":null,""range_at_45_degrees_m"":80.0,""range_change_at_45_degrees"":""increase"",""range_m"":78.78462024097664,""seed"":3,""time_of_flight_s"":3.673072055351652}"
Basic Relational Reasoning,projectile_motion_0003.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no,"{""canvas_height"":400,""canvas_width"":610,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.37,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":39.39231012048832,""initial_speed_m_s"":28,""initial_velocity_x_m_s"":21.449244407331385,""initial_velocity_y_m_s"":17.998053071223097,""launch_angle_degrees"":40,""max_height_m"":16.527036446661384,""obstacle"":null,""range_at_45_degrees_m"":80.0,""range_change_at_45_degrees"":""increase"",""range_m"":78.78462024097664,""seed"":3,""time_of_flight_s"":3.673072055351652}"
Comparative Reasoning,projectile_motion_0003.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",39.4,"{""canvas_height"":400,""canvas_width"":610,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.37,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":39.39231012048832,""initial_speed_m_s"":28,""initial_velocity_x_m_s"":21.449244407331385,""initial_velocity_y_m_s"":17.998053071223097,""launch_angle_degrees"":40,""max_height_m"":16.527036446661384,""obstacle"":null,""range_at_45_degrees_m"":80.0,""range_change_at_45_degrees"":""increase"",""range_m"":78.78462024097664,""seed"":3,""time_of_flight_s"":3.673072055351652}"
Compound Reasoning,projectile_motion_0003.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 3.7, 'range_m': 78.8}","{""canvas_height"":400,""canvas_width"":610,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.37,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":39.39231012048832,""initial_speed_m_s"":28,""initial_velocity_x_m_s"":21.449244407331385,""initial_velocity_y_m_s"":17.998053071223097,""launch_angle_degrees"":40,""max_height_m"":16.527036446661384,""obstacle"":null,""range_at_45_degrees_m"":80.0,""range_change_at_45_degrees"":""increase"",""range_m"":78.78462024097664,""seed"":3,""time_of_flight_s"":3.673072055351652}"
Extrapolative/Counterfactual Reasoning,projectile_motion_0003.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase,"{""canvas_height"":400,""canvas_width"":610,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.37,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":39.39231012048832,""initial_speed_m_s"":28,""initial_velocity_x_m_s"":21.449244407331385,""initial_velocity_y_m_s"":17.998053071223097,""launch_angle_degrees"":40,""max_height_m"":16.527036446661384,""obstacle"":null,""range_at_45_degrees_m"":80.0,""range_change_at_45_degrees"":""increase"",""range_m"":78.78462024097664,""seed"":3,""time_of_flight_s"":3.673072055351652}"
Image Description,projectile_motion_0004.png,"What is the initial launch angle shown, in degrees?",27,"{""canvas_height"":425,""canvas_width"":630,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.49,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":18.202882373436317,""initial_speed_m_s"":21,""initial_velocity_x_m_s"":18.711137007955728,""initial_velocity_y_m_s"":9.533800494530482,""launch_angle_degrees"":27,""max_height_m"":4.6374159117096765,""obstacle"":null,""range_at_45_degrees_m"":45.0,""range_change_at_45_degrees"":""increase"",""range_m"":36.405764746872634,""seed"":4,""time_of_flight_s"":1.9456735703123431}"
Basic Relational Reasoning,projectile_motion_0004.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no,"{""canvas_height"":425,""canvas_width"":630,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.49,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":18.202882373436317,""initial_speed_m_s"":21,""initial_velocity_x_m_s"":18.711137007955728,""initial_velocity_y_m_s"":9.533800494530482,""launch_angle_degrees"":27,""max_height_m"":4.6374159117096765,""obstacle"":null,""range_at_45_degrees_m"":45.0,""range_change_at_45_degrees"":""increase"",""range_m"":36.405764746872634,""seed"":4,""time_of_flight_s"":1.9456735703123431}"
Comparative Reasoning,projectile_motion_0004.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",18.2,"{""canvas_height"":425,""canvas_width"":630,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.49,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":18.202882373436317,""initial_speed_m_s"":21,""initial_velocity_x_m_s"":18.711137007955728,""initial_velocity_y_m_s"":9.533800494530482,""launch_angle_degrees"":27,""max_height_m"":4.6374159117096765,""obstacle"":null,""range_at_45_degrees_m"":45.0,""range_change_at_45_degrees"":""increase"",""range_m"":36.405764746872634,""seed"":4,""time_of_flight_s"":1.9456735703123431}"
Compound Reasoning,projectile_motion_0004.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 1.9, 'range_m': 36.4}","{""canvas_height"":425,""canvas_width"":630,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.49,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":18.202882373436317,""initial_speed_m_s"":21,""initial_velocity_x_m_s"":18.711137007955728,""initial_velocity_y_m_s"":9.533800494530482,""launch_angle_degrees"":27,""max_height_m"":4.6374159117096765,""obstacle"":null,""range_at_45_degrees_m"":45.0,""range_change_at_45_degrees"":""increase"",""range_m"":36.405764746872634,""seed"":4,""time_of_flight_s"":1.9456735703123431}"
Extrapolative/Counterfactual Reasoning,projectile_motion_0004.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase,"{""canvas_height"":425,""canvas_width"":630,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.49,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":18.202882373436317,""initial_speed_m_s"":21,""initial_velocity_x_m_s"":18.711137007955728,""initial_velocity_y_m_s"":9.533800494530482,""launch_angle_degrees"":27,""max_height_m"":4.6374159117096765,""obstacle"":null,""range_at_45_degrees_m"":45.0,""range_change_at_45_degrees"":""increase"",""range_m"":36.405764746872634,""seed"":4,""time_of_flight_s"":1.9456735703123431}"
Image Description,projectile_motion_0005.png,"What is the initial launch angle shown, in degrees?",31,"{""canvas_height"":450,""canvas_width"":650,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.49,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":13.018972160011726,""initial_speed_m_s"":17,""initial_velocity_x_m_s"":14.57184411193591,""initial_velocity_y_m_s"":8.75564727347092,""launch_angle_degrees"":31,""max_height_m"":3.9112938355836095,""obstacle"":null,""range_at_45_degrees_m"":29.489795918367346,""range_change_at_45_degrees"":""increase"",""range_m"":26.037944320023453,""seed"":5,""time_of_flight_s"":1.7868667905042692}"
Basic Relational Reasoning,projectile_motion_0005.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no,"{""canvas_height"":450,""canvas_width"":650,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.49,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":13.018972160011726,""initial_speed_m_s"":17,""initial_velocity_x_m_s"":14.57184411193591,""initial_velocity_y_m_s"":8.75564727347092,""launch_angle_degrees"":31,""max_height_m"":3.9112938355836095,""obstacle"":null,""range_at_45_degrees_m"":29.489795918367346,""range_change_at_45_degrees"":""increase"",""range_m"":26.037944320023453,""seed"":5,""time_of_flight_s"":1.7868667905042692}"
Comparative Reasoning,projectile_motion_0005.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",13.0,"{""canvas_height"":450,""canvas_width"":650,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.49,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":13.018972160011726,""initial_speed_m_s"":17,""initial_velocity_x_m_s"":14.57184411193591,""initial_velocity_y_m_s"":8.75564727347092,""launch_angle_degrees"":31,""max_height_m"":3.9112938355836095,""obstacle"":null,""range_at_45_degrees_m"":29.489795918367346,""range_change_at_45_degrees"":""increase"",""range_m"":26.037944320023453,""seed"":5,""time_of_flight_s"":1.7868667905042692}"
Compound Reasoning,projectile_motion_0005.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 1.8, 'range_m': 26.0}","{""canvas_height"":450,""canvas_width"":650,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.49,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":13.018972160011726,""initial_speed_m_s"":17,""initial_velocity_x_m_s"":14.57184411193591,""initial_velocity_y_m_s"":8.75564727347092,""launch_angle_degrees"":31,""max_height_m"":3.9112938355836095,""obstacle"":null,""range_at_45_degrees_m"":29.489795918367346,""range_change_at_45_degrees"":""increase"",""range_m"":26.037944320023453,""seed"":5,""time_of_flight_s"":1.7868667905042692}"
Extrapolative/Counterfactual Reasoning,projectile_motion_0005.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase,"{""canvas_height"":450,""canvas_width"":650,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.49,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":13.018972160011726,""initial_speed_m_s"":17,""initial_velocity_x_m_s"":14.57184411193591,""initial_velocity_y_m_s"":8.75564727347092,""launch_angle_degrees"":31,""max_height_m"":3.9112938355836095,""obstacle"":null,""range_at_45_degrees_m"":29.489795918367346,""range_change_at_45_degrees"":""increase"",""range_m"":26.037944320023453,""seed"":5,""time_of_flight_s"":1.7868667905042692}"
Image Description,projectile_motion_0006.png,"What is the initial launch angle shown, in degrees?",42,"{""canvas_height"":400,""canvas_width"":550,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.37,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":31.71307064312096,""initial_speed_m_s"":25,""initial_velocity_x_m_s"":18.578620636934858,""initial_velocity_y_m_s"":16.728265158971457,""launch_angle_degrees"":42,""max_height_m"":14.277288532084606,""obstacle"":null,""range_at_45_degrees_m"":63.77551020408163,""range_change_at_45_degrees"":""increase"",""range_m"":63.42614128624192,""seed"":6,""time_of_flight_s"":3.4139316650962153}"
Basic Relational Reasoning,projectile_motion_0006.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no,"{""canvas_height"":400,""canvas_width"":550,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.37,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":31.71307064312096,""initial_speed_m_s"":25,""initial_velocity_x_m_s"":18.578620636934858,""initial_velocity_y_m_s"":16.728265158971457,""launch_angle_degrees"":42,""max_height_m"":14.277288532084606,""obstacle"":null,""range_at_45_degrees_m"":63.77551020408163,""range_change_at_45_degrees"":""increase"",""range_m"":63.42614128624192,""seed"":6,""time_of_flight_s"":3.4139316650962153}"
Comparative Reasoning,projectile_motion_0006.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",31.7,"{""canvas_height"":400,""canvas_width"":550,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.37,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":31.71307064312096,""initial_speed_m_s"":25,""initial_velocity_x_m_s"":18.578620636934858,""initial_velocity_y_m_s"":16.728265158971457,""launch_angle_degrees"":42,""max_height_m"":14.277288532084606,""obstacle"":null,""range_at_45_degrees_m"":63.77551020408163,""range_change_at_45_degrees"":""increase"",""range_m"":63.42614128624192,""seed"":6,""time_of_flight_s"":3.4139316650962153}"
Compound Reasoning,projectile_motion_0006.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 3.4, 'range_m': 63.4}","{""canvas_height"":400,""canvas_width"":550,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.37,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":31.71307064312096,""initial_speed_m_s"":25,""initial_velocity_x_m_s"":18.578620636934858,""initial_velocity_y_m_s"":16.728265158971457,""launch_angle_degrees"":42,""max_height_m"":14.277288532084606,""obstacle"":null,""range_at_45_degrees_m"":63.77551020408163,""range_change_at_45_degrees"":""increase"",""range_m"":63.42614128624192,""seed"":6,""time_of_flight_s"":3.4139316650962153}"
Extrapolative/Counterfactual Reasoning,projectile_motion_0006.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase,"{""canvas_height"":400,""canvas_width"":550,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.37,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":31.71307064312096,""initial_speed_m_s"":25,""initial_velocity_x_m_s"":18.578620636934858,""initial_velocity_y_m_s"":16.728265158971457,""launch_angle_degrees"":42,""max_height_m"":14.277288532084606,""obstacle"":null,""range_at_45_degrees_m"":63.77551020408163,""range_change_at_45_degrees"":""increase"",""range_m"":63.42614128624192,""seed"":6,""time_of_flight_s"":3.4139316650962153}"
Image Description,projectile_motion_0007.png,"What is the initial launch angle shown, in degrees?",56,"{""canvas_height"":425,""canvas_width"":570,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.49,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":9.271838545667872,""initial_speed_m_s"":14,""initial_velocity_x_m_s"":7.828700648590456,""initial_velocity_y_m_s"":11.606526015770584,""launch_angle_degrees"":56,""max_height_m"":6.87303296707956,""obstacle"":null,""range_at_45_degrees_m"":20.0,""range_change_at_45_degrees"":""increase"",""range_m"":18.543677091335745,""seed"":7,""time_of_flight_s"":2.3686787787286905}"
Basic Relational Reasoning,projectile_motion_0007.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no,"{""canvas_height"":425,""canvas_width"":570,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.49,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":9.271838545667872,""initial_speed_m_s"":14,""initial_velocity_x_m_s"":7.828700648590456,""initial_velocity_y_m_s"":11.606526015770584,""launch_angle_degrees"":56,""max_height_m"":6.87303296707956,""obstacle"":null,""range_at_45_degrees_m"":20.0,""range_change_at_45_degrees"":""increase"",""range_m"":18.543677091335745,""seed"":7,""time_of_flight_s"":2.3686787787286905}"
Comparative Reasoning,projectile_motion_0007.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",9.3,"{""canvas_height"":425,""canvas_width"":570,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.49,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":9.271838545667872,""initial_speed_m_s"":14,""initial_velocity_x_m_s"":7.828700648590456,""initial_velocity_y_m_s"":11.606526015770584,""launch_angle_degrees"":56,""max_height_m"":6.87303296707956,""obstacle"":null,""range_at_45_degrees_m"":20.0,""range_change_at_45_degrees"":""increase"",""range_m"":18.543677091335745,""seed"":7,""time_of_flight_s"":2.3686787787286905}"
Compound Reasoning,projectile_motion_0007.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 2.4, 'range_m': 18.5}","{""canvas_height"":425,""canvas_width"":570,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.49,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":9.271838545667872,""initial_speed_m_s"":14,""initial_velocity_x_m_s"":7.828700648590456,""initial_velocity_y_m_s"":11.606526015770584,""launch_angle_degrees"":56,""max_height_m"":6.87303296707956,""obstacle"":null,""range_at_45_degrees_m"":20.0,""range_change_at_45_degrees"":""increase"",""range_m"":18.543677091335745,""seed"":7,""time_of_flight_s"":2.3686787787286905}"
Extrapolative/Counterfactual Reasoning,projectile_motion_0007.png,"If the launch angle were changed to 45 degrees while keeping the same initial speed, would the horizontal range increase, decrease, or stay the same?",increase,"{""canvas_height"":425,""canvas_width"":570,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.49,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":9.271838545667872,""initial_speed_m_s"":14,""initial_velocity_x_m_s"":7.828700648590456,""initial_velocity_y_m_s"":11.606526015770584,""launch_angle_degrees"":56,""max_height_m"":6.87303296707956,""obstacle"":null,""range_at_45_degrees_m"":20.0,""range_change_at_45_degrees"":""increase"",""range_m"":18.543677091335745,""seed"":7,""time_of_flight_s"":2.3686787787286905}"
Image Description,projectile_motion_0008.png,"What is the initial launch angle shown, in degrees?",39,"{""canvas_height"":450,""canvas_width"":590,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.49,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":14.422686561840296,""initial_speed_m_s"":17,""initial_velocity_x_m_s"":13.211481344768504,""initial_velocity_y_m_s"":10.698446647847236,""launch_angle_degrees"":39,""max_height_m"":5.839630646777232,""obstacle"":null,""range_at_45_degrees_m"":29.489795918367346,""range_change_at_45_degrees"":""increase"",""range_m"":28.84537312368059,""seed"":8,""time_of_flight_s"":2.183356458744334}"
Basic Relational Reasoning,projectile_motion_0008.png,Will the projectile reach a higher maximum height than 20 meters? Answer yes or no.,no,"{""canvas_height"":450,""canvas_width"":590,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.49,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":14.422686561840296,""initial_speed_m_s"":17,""initial_velocity_x_m_s"":13.211481344768504,""initial_velocity_y_m_s"":10.698446647847236,""launch_angle_degrees"":39,""max_height_m"":5.839630646777232,""obstacle"":null,""range_at_45_degrees_m"":29.489795918367346,""range_change_at_45_degrees"":""increase"",""range_m"":28.84537312368059,""seed"":8,""time_of_flight_s"":2.183356458744334}"
Comparative Reasoning,projectile_motion_0008.png,"At what horizontal distance from launch does the projectile reach its maximum height? Answer in meters, rounded to 1 decimal.",14.4,"{""canvas_height"":450,""canvas_width"":590,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.49,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":14.422686561840296,""initial_speed_m_s"":17,""initial_velocity_x_m_s"":13.211481344768504,""initial_velocity_y_m_s"":10.698446647847236,""launch_angle_degrees"":39,""max_height_m"":5.839630646777232,""obstacle"":null,""range_at_45_degrees_m"":29.489795918367346,""range_change_at_45_degrees"":""increase"",""range_m"":28.84537312368059,""seed"":8,""time_of_flight_s"":2.183356458744334}"
Compound Reasoning,projectile_motion_0008.png,What are the total time of flight in seconds and total horizontal range in meters? Round both to 1 decimal.,"{'time_of_flight_s': 2.2, 'range_m': 28.8}","{""canvas_height"":450,""canvas_width"":590,""dataset_version"":""projectile-motion-1.0.0"",""difficulty_score"":0.49,""gravity_m_s2"":9.8,""has_obstacle"":false,""horizontal_position_at_peak_m"":14.422686561840296,""initial_speed_m_s"":17,""initial_velocity_x_m_s"":13.211481344768504,""initial_velocity_y_m_s"":10.698446647847236,""launch_angle_degrees"":39,""max_height_m"":5.839630646777232,""obstacle"":null,""range_at_45_degrees_m"":29.489795918367346,""range_change_at_45_degrees"":""increase"",""range_m"":28.84537312368059,""seed"":8,""time_of_flight_s"":2.183356458744334}"
