task,image,prompt,groundtruth,metadata
Extrapolative/Counterfactual Reasoning,combination_0003.png,"If one extra unit cell were attached along an edge of the correctly assembled connected target, would the result remain connected? Answer yes or no.",yes,"{""correct_answer_choice"":""C"",""difficulty_score"":0.58,""seed"":3,""target_cell_count"":10}"
Image Description,combination_0004.png,How many unit cells make up the target shape?,6,"{""correct_answer_choice"":""D"",""difficulty_score"":0.3,""seed"":4,""target_cell_count"":6}"
Basic Relational Reasoning,combination_0004.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",D,"{""correct_answer_choice"":""D"",""difficulty_score"":0.3,""seed"":4,""target_cell_count"":6}"
Comparative Reasoning,combination_0004.png,How many separate pieces are shown in candidate D?,2,"{""correct_answer_choice"":""D"",""difficulty_score"":0.3,""seed"":4,""target_cell_count"":6}"
Compound Reasoning,combination_0004.png,Which candidate has the correct area but would require flipping (mirroring) its pieces to form the target?,B,"{""correct_answer_choice"":""D"",""difficulty_score"":0.3,""seed"":4,""target_cell_count"":6}"
Extrapolative/Counterfactual Reasoning,combination_0004.png,"If the topmost, then leftmost, target cell were removed, would the remaining target be connected or disconnected?",connected,"{""correct_answer_choice"":""D"",""difficulty_score"":0.3,""seed"":4,""target_cell_count"":6}"
Image Description,combination_0005.png,How many unit cells make up the target shape?,8,"{""correct_answer_choice"":""A"",""difficulty_score"":0.41,""seed"":5,""target_cell_count"":8}"
Basic Relational Reasoning,combination_0005.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",A,"{""correct_answer_choice"":""A"",""difficulty_score"":0.41,""seed"":5,""target_cell_count"":8}"
Comparative Reasoning,combination_0005.png,Does candidate D have the same total number of unit cells as the target? Answer yes or no.,no,"{""correct_answer_choice"":""A"",""difficulty_score"":0.41,""seed"":5,""target_cell_count"":8}"
Compound Reasoning,combination_0005.png,Which candidate has the correct area but would require flipping (mirroring) its pieces to form the target?,C,"{""correct_answer_choice"":""A"",""difficulty_score"":0.41,""seed"":5,""target_cell_count"":8}"
Extrapolative/Counterfactual Reasoning,combination_0005.png,"If the topmost, then leftmost, target cell were removed, would the remaining target be connected or disconnected?",connected,"{""correct_answer_choice"":""A"",""difficulty_score"":0.41,""seed"":5,""target_cell_count"":8}"
Image Description,combination_0006.png,How many unit cells make up the target shape?,6,"{""correct_answer_choice"":""B"",""difficulty_score"":0.3,""seed"":6,""target_cell_count"":6}"
Basic Relational Reasoning,combination_0006.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",B,"{""correct_answer_choice"":""B"",""difficulty_score"":0.3,""seed"":6,""target_cell_count"":6}"
Comparative Reasoning,combination_0006.png,Does candidate D have the same total number of unit cells as the target? Answer yes or no.,no,"{""correct_answer_choice"":""B"",""difficulty_score"":0.3,""seed"":6,""target_cell_count"":6}"
Compound Reasoning,combination_0006.png,Which candidate cannot form the target because its combined area has the wrong number of unit cells?,D,"{""correct_answer_choice"":""B"",""difficulty_score"":0.3,""seed"":6,""target_cell_count"":6}"
Extrapolative/Counterfactual Reasoning,combination_0006.png,"If one extra unit cell were attached along an edge of the correctly assembled connected target, would the result remain connected? Answer yes or no.",yes,"{""correct_answer_choice"":""B"",""difficulty_score"":0.3,""seed"":6,""target_cell_count"":6}"
Image Description,combination_0007.png,How many unit cells make up the target shape?,9,"{""correct_answer_choice"":""C"",""difficulty_score"":0.465,""seed"":7,""target_cell_count"":9}"
Basic Relational Reasoning,combination_0007.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",C,"{""correct_answer_choice"":""C"",""difficulty_score"":0.465,""seed"":7,""target_cell_count"":9}"
Comparative Reasoning,combination_0007.png,Does candidate B have the same total number of unit cells as the target? Answer yes or no.,no,"{""correct_answer_choice"":""C"",""difficulty_score"":0.465,""seed"":7,""target_cell_count"":9}"
Compound Reasoning,combination_0007.png,Which candidate has the correct area but would require flipping (mirroring) its pieces to form the target?,D,"{""correct_answer_choice"":""C"",""difficulty_score"":0.465,""seed"":7,""target_cell_count"":9}"
Extrapolative/Counterfactual Reasoning,combination_0007.png,"If the topmost, then leftmost, target cell were removed, would the remaining target be connected or disconnected?",connected,"{""correct_answer_choice"":""C"",""difficulty_score"":0.465,""seed"":7,""target_cell_count"":9}"
Image Description,combination_0008.png,How many unit cells make up the target shape?,9,"{""correct_answer_choice"":""D"",""difficulty_score"":0.465,""seed"":8,""target_cell_count"":9}"
Basic Relational Reasoning,combination_0008.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",D,"{""correct_answer_choice"":""D"",""difficulty_score"":0.465,""seed"":8,""target_cell_count"":9}"
Comparative Reasoning,combination_0008.png,Does candidate C have the same total number of unit cells as the target? Answer yes or no.,no,"{""correct_answer_choice"":""D"",""difficulty_score"":0.465,""seed"":8,""target_cell_count"":9}"
Compound Reasoning,combination_0008.png,Which candidate cannot form the target because its combined area has the wrong number of unit cells?,C,"{""correct_answer_choice"":""D"",""difficulty_score"":0.465,""seed"":8,""target_cell_count"":9}"
Extrapolative/Counterfactual Reasoning,combination_0008.png,"If one extra unit cell were attached along an edge of the correctly assembled connected target, would the result remain connected? Answer yes or no.",yes,"{""correct_answer_choice"":""D"",""difficulty_score"":0.465,""seed"":8,""target_cell_count"":9}"
Image Description,combination_0009.png,How many unit cells make up the target shape?,8,"{""correct_answer_choice"":""A"",""difficulty_score"":0.41,""seed"":9,""target_cell_count"":8}"
Basic Relational Reasoning,combination_0009.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",A,"{""correct_answer_choice"":""A"",""difficulty_score"":0.41,""seed"":9,""target_cell_count"":8}"
Comparative Reasoning,combination_0009.png,How many separate pieces are shown in candidate C?,2,"{""correct_answer_choice"":""A"",""difficulty_score"":0.41,""seed"":9,""target_cell_count"":8}"
Compound Reasoning,combination_0009.png,Which candidate has the wrong total number of unit cells compared with the target?,D,"{""correct_answer_choice"":""A"",""difficulty_score"":0.41,""seed"":9,""target_cell_count"":8}"
Extrapolative/Counterfactual Reasoning,combination_0009.png,"If the topmost, then leftmost, target cell were removed, would the remaining target be connected or disconnected?",connected,"{""correct_answer_choice"":""A"",""difficulty_score"":0.41,""seed"":9,""target_cell_count"":8}"
Image Description,combination_0010.png,How many unit cells make up the target shape?,9,"{""correct_answer_choice"":""B"",""difficulty_score"":0.525,""seed"":10,""target_cell_count"":9}"
Basic Relational Reasoning,combination_0010.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",B,"{""correct_answer_choice"":""B"",""difficulty_score"":0.525,""seed"":10,""target_cell_count"":9}"
Comparative Reasoning,combination_0010.png,Does candidate C have the same total number of unit cells as the target? Answer yes or no.,yes,"{""correct_answer_choice"":""B"",""difficulty_score"":0.525,""seed"":10,""target_cell_count"":9}"
Compound Reasoning,combination_0010.png,Which candidate has the wrong total number of unit cells compared with the target?,D,"{""correct_answer_choice"":""B"",""difficulty_score"":0.525,""seed"":10,""target_cell_count"":9}"
Extrapolative/Counterfactual Reasoning,combination_0010.png,"If the topmost, then leftmost, target cell were removed, would the remaining target be connected or disconnected?",connected,"{""correct_answer_choice"":""B"",""difficulty_score"":0.525,""seed"":10,""target_cell_count"":9}"
Image Description,combination_0011.png,How many unit cells make up the target shape?,9,"{""correct_answer_choice"":""C"",""difficulty_score"":0.525,""seed"":11,""target_cell_count"":9}"
Basic Relational Reasoning,combination_0011.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",C,"{""correct_answer_choice"":""C"",""difficulty_score"":0.525,""seed"":11,""target_cell_count"":9}"
Comparative Reasoning,combination_0011.png,How many separate pieces are shown in candidate D?,3,"{""correct_answer_choice"":""C"",""difficulty_score"":0.525,""seed"":11,""target_cell_count"":9}"
Compound Reasoning,combination_0011.png,Which candidate has the wrong total number of unit cells compared with the target?,A,"{""correct_answer_choice"":""C"",""difficulty_score"":0.525,""seed"":11,""target_cell_count"":9}"
Extrapolative/Counterfactual Reasoning,combination_0011.png,"If the topmost, then leftmost, target cell were removed, would the remaining target be connected or disconnected?",connected,"{""correct_answer_choice"":""C"",""difficulty_score"":0.525,""seed"":11,""target_cell_count"":9}"
Image Description,combination_0012.png,How many unit cells make up the target shape?,10,"{""correct_answer_choice"":""D"",""difficulty_score"":0.52,""seed"":12,""target_cell_count"":10}"
Basic Relational Reasoning,combination_0012.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",D,"{""correct_answer_choice"":""D"",""difficulty_score"":0.52,""seed"":12,""target_cell_count"":10}"
Comparative Reasoning,combination_0012.png,How many separate pieces are shown in candidate C?,2,"{""correct_answer_choice"":""D"",""difficulty_score"":0.52,""seed"":12,""target_cell_count"":10}"
Compound Reasoning,combination_0012.png,Which candidate has the wrong total number of unit cells compared with the target?,B,"{""correct_answer_choice"":""D"",""difficulty_score"":0.52,""seed"":12,""target_cell_count"":10}"
Extrapolative/Counterfactual Reasoning,combination_0012.png,"If the topmost, then leftmost, target cell were removed, would the remaining target be connected or disconnected?",connected,"{""correct_answer_choice"":""D"",""difficulty_score"":0.52,""seed"":12,""target_cell_count"":10}"
Image Description,combination_0013.png,How many unit cells make up the target shape?,7,"{""correct_answer_choice"":""A"",""difficulty_score"":0.415,""seed"":13,""target_cell_count"":7}"
Basic Relational Reasoning,combination_0013.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",A,"{""correct_answer_choice"":""A"",""difficulty_score"":0.415,""seed"":13,""target_cell_count"":7}"
Comparative Reasoning,combination_0013.png,How many separate pieces are shown in candidate D?,3,"{""correct_answer_choice"":""A"",""difficulty_score"":0.415,""seed"":13,""target_cell_count"":7}"
Compound Reasoning,combination_0013.png,Which candidate cannot form the target because its combined area has the wrong number of unit cells?,C,"{""correct_answer_choice"":""A"",""difficulty_score"":0.415,""seed"":13,""target_cell_count"":7}"
Extrapolative/Counterfactual Reasoning,combination_0013.png,"If one extra unit cell were attached along an edge of the correctly assembled connected target, would the result remain connected? Answer yes or no.",yes,"{""correct_answer_choice"":""A"",""difficulty_score"":0.415,""seed"":13,""target_cell_count"":7}"
Image Description,combination_0014.png,How many unit cells make up the target shape?,10,"{""correct_answer_choice"":""B"",""difficulty_score"":0.58,""seed"":14,""target_cell_count"":10}"
Basic Relational Reasoning,combination_0014.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",B,"{""correct_answer_choice"":""B"",""difficulty_score"":0.58,""seed"":14,""target_cell_count"":10}"
Comparative Reasoning,combination_0014.png,How many separate pieces are shown in candidate B?,3,"{""correct_answer_choice"":""B"",""difficulty_score"":0.58,""seed"":14,""target_cell_count"":10}"
Compound Reasoning,combination_0014.png,Which candidate has the correct area but would require flipping (mirroring) its pieces to form the target?,C,"{""correct_answer_choice"":""B"",""difficulty_score"":0.58,""seed"":14,""target_cell_count"":10}"
Extrapolative/Counterfactual Reasoning,combination_0014.png,"If the topmost, then leftmost, target cell were removed, would the remaining target be connected or disconnected?",connected,"{""correct_answer_choice"":""B"",""difficulty_score"":0.58,""seed"":14,""target_cell_count"":10}"
Image Description,combination_0015.png,How many unit cells make up the target shape?,10,"{""correct_answer_choice"":""C"",""difficulty_score"":0.58,""seed"":15,""target_cell_count"":10}"
Basic Relational Reasoning,combination_0015.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",C,"{""correct_answer_choice"":""C"",""difficulty_score"":0.58,""seed"":15,""target_cell_count"":10}"
Comparative Reasoning,combination_0015.png,How many separate pieces are shown in candidate C?,3,"{""correct_answer_choice"":""C"",""difficulty_score"":0.58,""seed"":15,""target_cell_count"":10}"
Compound Reasoning,combination_0015.png,Which candidate has the wrong total number of unit cells compared with the target?,A,"{""correct_answer_choice"":""C"",""difficulty_score"":0.58,""seed"":15,""target_cell_count"":10}"
Extrapolative/Counterfactual Reasoning,combination_0015.png,"If the topmost, then leftmost, target cell were removed, would the remaining target be connected or disconnected?",connected,"{""correct_answer_choice"":""C"",""difficulty_score"":0.58,""seed"":15,""target_cell_count"":10}"
Image Description,combination_0016.png,How many unit cells make up the target shape?,9,"{""correct_answer_choice"":""D"",""difficulty_score"":0.525,""seed"":16,""target_cell_count"":9}"
Basic Relational Reasoning,combination_0016.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",D,"{""correct_answer_choice"":""D"",""difficulty_score"":0.525,""seed"":16,""target_cell_count"":9}"
Comparative Reasoning,combination_0016.png,Does candidate B have the same total number of unit cells as the target? Answer yes or no.,yes,"{""correct_answer_choice"":""D"",""difficulty_score"":0.525,""seed"":16,""target_cell_count"":9}"
Compound Reasoning,combination_0016.png,Which candidate cannot form the target because its combined area has the wrong number of unit cells?,C,"{""correct_answer_choice"":""D"",""difficulty_score"":0.525,""seed"":16,""target_cell_count"":9}"
Extrapolative/Counterfactual Reasoning,combination_0016.png,"If one extra unit cell were attached along an edge of the correctly assembled connected target, would the result remain connected? Answer yes or no.",yes,"{""correct_answer_choice"":""D"",""difficulty_score"":0.525,""seed"":16,""target_cell_count"":9}"
Image Description,combination_0017.png,How many unit cells make up the target shape?,8,"{""correct_answer_choice"":""A"",""difficulty_score"":0.47,""seed"":17,""target_cell_count"":8}"
Basic Relational Reasoning,combination_0017.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",A,"{""correct_answer_choice"":""A"",""difficulty_score"":0.47,""seed"":17,""target_cell_count"":8}"
Comparative Reasoning,combination_0017.png,Does candidate C have the same total number of unit cells as the target? Answer yes or no.,yes,"{""correct_answer_choice"":""A"",""difficulty_score"":0.47,""seed"":17,""target_cell_count"":8}"
Compound Reasoning,combination_0017.png,Which candidate has the wrong total number of unit cells compared with the target?,D,"{""correct_answer_choice"":""A"",""difficulty_score"":0.47,""seed"":17,""target_cell_count"":8}"
Extrapolative/Counterfactual Reasoning,combination_0017.png,"If the topmost, then leftmost, target cell were removed, would the remaining target be connected or disconnected?",connected,"{""correct_answer_choice"":""A"",""difficulty_score"":0.47,""seed"":17,""target_cell_count"":8}"
Image Description,combination_0018.png,How many unit cells make up the target shape?,9,"{""correct_answer_choice"":""B"",""difficulty_score"":0.525,""seed"":18,""target_cell_count"":9}"
Basic Relational Reasoning,combination_0018.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",B,"{""correct_answer_choice"":""B"",""difficulty_score"":0.525,""seed"":18,""target_cell_count"":9}"
Comparative Reasoning,combination_0018.png,Does candidate D have the same total number of unit cells as the target? Answer yes or no.,no,"{""correct_answer_choice"":""B"",""difficulty_score"":0.525,""seed"":18,""target_cell_count"":9}"
Compound Reasoning,combination_0018.png,Which candidate cannot form the target because its combined area has the wrong number of unit cells?,D,"{""correct_answer_choice"":""B"",""difficulty_score"":0.525,""seed"":18,""target_cell_count"":9}"
Extrapolative/Counterfactual Reasoning,combination_0018.png,"If one extra unit cell were attached along an edge of the correctly assembled connected target, would the result remain connected? Answer yes or no.",yes,"{""correct_answer_choice"":""B"",""difficulty_score"":0.525,""seed"":18,""target_cell_count"":9}"
Image Description,combination_0019.png,How many unit cells make up the target shape?,10,"{""correct_answer_choice"":""C"",""difficulty_score"":0.52,""seed"":19,""target_cell_count"":10}"
Basic Relational Reasoning,combination_0019.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",C,"{""correct_answer_choice"":""C"",""difficulty_score"":0.52,""seed"":19,""target_cell_count"":10}"
Comparative Reasoning,combination_0019.png,How many separate pieces are shown in candidate A?,2,"{""correct_answer_choice"":""C"",""difficulty_score"":0.52,""seed"":19,""target_cell_count"":10}"
Compound Reasoning,combination_0019.png,Which candidate has the wrong total number of unit cells compared with the target?,B,"{""correct_answer_choice"":""C"",""difficulty_score"":0.52,""seed"":19,""target_cell_count"":10}"
Extrapolative/Counterfactual Reasoning,combination_0019.png,"If the topmost, then leftmost, target cell were removed, would the remaining target be connected or disconnected?",connected,"{""correct_answer_choice"":""C"",""difficulty_score"":0.52,""seed"":19,""target_cell_count"":10}"
Image Description,combination_0020.png,How many unit cells make up the target shape?,7,"{""correct_answer_choice"":""D"",""difficulty_score"":0.415,""seed"":20,""target_cell_count"":7}"
Basic Relational Reasoning,combination_0020.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",D,"{""correct_answer_choice"":""D"",""difficulty_score"":0.415,""seed"":20,""target_cell_count"":7}"
Comparative Reasoning,combination_0020.png,How many separate pieces are shown in candidate C?,3,"{""correct_answer_choice"":""D"",""difficulty_score"":0.415,""seed"":20,""target_cell_count"":7}"
Compound Reasoning,combination_0020.png,Which candidate cannot form the target because its combined area has the wrong number of unit cells?,B,"{""correct_answer_choice"":""D"",""difficulty_score"":0.415,""seed"":20,""target_cell_count"":7}"
Extrapolative/Counterfactual Reasoning,combination_0020.png,"If one extra unit cell were attached along an edge of the correctly assembled connected target, would the result remain connected? Answer yes or no.",yes,"{""correct_answer_choice"":""D"",""difficulty_score"":0.415,""seed"":20,""target_cell_count"":7}"
Image Description,combination_0021.png,How many unit cells make up the target shape?,9,"{""correct_answer_choice"":""A"",""difficulty_score"":0.585,""seed"":21,""target_cell_count"":9}"
Basic Relational Reasoning,combination_0021.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",A,"{""correct_answer_choice"":""A"",""difficulty_score"":0.585,""seed"":21,""target_cell_count"":9}"
Comparative Reasoning,combination_0021.png,How many separate pieces are shown in candidate A?,4,"{""correct_answer_choice"":""A"",""difficulty_score"":0.585,""seed"":21,""target_cell_count"":9}"
Compound Reasoning,combination_0021.png,Which candidate cannot form the target because its combined area has the wrong number of unit cells?,C,"{""correct_answer_choice"":""A"",""difficulty_score"":0.585,""seed"":21,""target_cell_count"":9}"
Extrapolative/Counterfactual Reasoning,combination_0021.png,"If one extra unit cell were attached along an edge of the correctly assembled connected target, would the result remain connected? Answer yes or no.",yes,"{""correct_answer_choice"":""A"",""difficulty_score"":0.585,""seed"":21,""target_cell_count"":9}"
Image Description,combination_0022.png,How many unit cells make up the target shape?,6,"{""correct_answer_choice"":""B"",""difficulty_score"":0.3,""seed"":22,""target_cell_count"":6}"
Basic Relational Reasoning,combination_0022.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",B,"{""correct_answer_choice"":""B"",""difficulty_score"":0.3,""seed"":22,""target_cell_count"":6}"
Comparative Reasoning,combination_0022.png,How many separate pieces are shown in candidate C?,2,"{""correct_answer_choice"":""B"",""difficulty_score"":0.3,""seed"":22,""target_cell_count"":6}"
Compound Reasoning,combination_0022.png,Which candidate has the wrong total number of unit cells compared with the target?,A,"{""correct_answer_choice"":""B"",""difficulty_score"":0.3,""seed"":22,""target_cell_count"":6}"
Extrapolative/Counterfactual Reasoning,combination_0022.png,"If the topmost, then leftmost, target cell were removed, would the remaining target be connected or disconnected?",connected,"{""correct_answer_choice"":""B"",""difficulty_score"":0.3,""seed"":22,""target_cell_count"":6}"
Image Description,combination_0023.png,How many unit cells make up the target shape?,6,"{""correct_answer_choice"":""C"",""difficulty_score"":0.3,""seed"":23,""target_cell_count"":6}"
Basic Relational Reasoning,combination_0023.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",C,"{""correct_answer_choice"":""C"",""difficulty_score"":0.3,""seed"":23,""target_cell_count"":6}"
Comparative Reasoning,combination_0023.png,Does candidate B have the same total number of unit cells as the target? Answer yes or no.,yes,"{""correct_answer_choice"":""C"",""difficulty_score"":0.3,""seed"":23,""target_cell_count"":6}"
Compound Reasoning,combination_0023.png,Which candidate has the wrong total number of unit cells compared with the target?,A,"{""correct_answer_choice"":""C"",""difficulty_score"":0.3,""seed"":23,""target_cell_count"":6}"
Extrapolative/Counterfactual Reasoning,combination_0023.png,"If the topmost, then leftmost, target cell were removed, would the remaining target be connected or disconnected?",connected,"{""correct_answer_choice"":""C"",""difficulty_score"":0.3,""seed"":23,""target_cell_count"":6}"
Image Description,combination_0024.png,How many unit cells make up the target shape?,10,"{""correct_answer_choice"":""D"",""difficulty_score"":0.58,""seed"":24,""target_cell_count"":10}"
Basic Relational Reasoning,combination_0024.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",D,"{""correct_answer_choice"":""D"",""difficulty_score"":0.58,""seed"":24,""target_cell_count"":10}"
Comparative Reasoning,combination_0024.png,Does candidate B have the same total number of unit cells as the target? Answer yes or no.,no,"{""correct_answer_choice"":""D"",""difficulty_score"":0.58,""seed"":24,""target_cell_count"":10}"
Compound Reasoning,combination_0024.png,Which candidate has the wrong total number of unit cells compared with the target?,B,"{""correct_answer_choice"":""D"",""difficulty_score"":0.58,""seed"":24,""target_cell_count"":10}"
Extrapolative/Counterfactual Reasoning,combination_0024.png,"If the topmost, then leftmost, target cell were removed, would the remaining target be connected or disconnected?",connected,"{""correct_answer_choice"":""D"",""difficulty_score"":0.58,""seed"":24,""target_cell_count"":10}"
Image Description,combination_0025.png,How many unit cells make up the target shape?,6,"{""correct_answer_choice"":""A"",""difficulty_score"":0.3,""seed"":25,""target_cell_count"":6}"
Basic Relational Reasoning,combination_0025.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",A,"{""correct_answer_choice"":""A"",""difficulty_score"":0.3,""seed"":25,""target_cell_count"":6}"
Comparative Reasoning,combination_0025.png,How many separate pieces are shown in candidate A?,2,"{""correct_answer_choice"":""A"",""difficulty_score"":0.3,""seed"":25,""target_cell_count"":6}"
Compound Reasoning,combination_0025.png,Which candidate has the wrong total number of unit cells compared with the target?,D,"{""correct_answer_choice"":""A"",""difficulty_score"":0.3,""seed"":25,""target_cell_count"":6}"
Extrapolative/Counterfactual Reasoning,combination_0025.png,"If the topmost, then leftmost, target cell were removed, would the remaining target be connected or disconnected?",connected,"{""correct_answer_choice"":""A"",""difficulty_score"":0.3,""seed"":25,""target_cell_count"":6}"
Image Description,combination_0026.png,How many unit cells make up the target shape?,7,"{""correct_answer_choice"":""B"",""difficulty_score"":0.355,""seed"":26,""target_cell_count"":7}"
Basic Relational Reasoning,combination_0026.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",B,"{""correct_answer_choice"":""B"",""difficulty_score"":0.355,""seed"":26,""target_cell_count"":7}"
Comparative Reasoning,combination_0026.png,How many separate pieces are shown in candidate D?,2,"{""correct_answer_choice"":""B"",""difficulty_score"":0.355,""seed"":26,""target_cell_count"":7}"
Compound Reasoning,combination_0026.png,Which candidate has the wrong total number of unit cells compared with the target?,C,"{""correct_answer_choice"":""B"",""difficulty_score"":0.355,""seed"":26,""target_cell_count"":7}"
Extrapolative/Counterfactual Reasoning,combination_0026.png,"If the topmost, then leftmost, target cell were removed, would the remaining target be connected or disconnected?",connected,"{""correct_answer_choice"":""B"",""difficulty_score"":0.355,""seed"":26,""target_cell_count"":7}"
Image Description,combination_0027.png,How many unit cells make up the target shape?,8,"{""correct_answer_choice"":""C"",""difficulty_score"":0.41,""seed"":27,""target_cell_count"":8}"
Basic Relational Reasoning,combination_0027.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",C,"{""correct_answer_choice"":""C"",""difficulty_score"":0.41,""seed"":27,""target_cell_count"":8}"
Comparative Reasoning,combination_0027.png,How many separate pieces are shown in candidate C?,2,"{""correct_answer_choice"":""C"",""difficulty_score"":0.41,""seed"":27,""target_cell_count"":8}"
Compound Reasoning,combination_0027.png,Which candidate cannot form the target because its combined area has the wrong number of unit cells?,A,"{""correct_answer_choice"":""C"",""difficulty_score"":0.41,""seed"":27,""target_cell_count"":8}"
Extrapolative/Counterfactual Reasoning,combination_0027.png,"If one extra unit cell were attached along an edge of the correctly assembled connected target, would the result remain connected? Answer yes or no.",yes,"{""correct_answer_choice"":""C"",""difficulty_score"":0.41,""seed"":27,""target_cell_count"":8}"
Image Description,combination_0028.png,How many unit cells make up the target shape?,7,"{""correct_answer_choice"":""D"",""difficulty_score"":0.355,""seed"":28,""target_cell_count"":7}"
Basic Relational Reasoning,combination_0028.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation, with no mirroring, to exactly form the target?",D,"{""correct_answer_choice"":""D"",""difficulty_score"":0.355,""seed"":28,""target_cell_count"":7}"
