question_id,task,image,prompt,groundtruth
cube_net_0027_q4,Compound Reasoning,cube_net_0027.png,"If this net is folded into a cube, are face C and face D adjacent or opposite? Answer 'adjacent' or 'opposite'.",adjacent
cube_net_0027_q5,Extrapolative/Counterfactual Reasoning,cube_net_0027.png,"If the positions of faces A and E were swapped in this net, would face A still end up opposite the same face it currently is opposite to? Answer yes or no.",no
cube_net_0028_q1,Image Description,cube_net_0028.png,How many squares (faces) make up this cube net?,6
cube_net_0028_q2,Basic Relational Reasoning,cube_net_0028.png,Name one face that shares a fold edge with face B.,A
cube_net_0028_q3,Comparative Reasoning,cube_net_0028.png,"If this net is folded into a cube, which face will be OPPOSITE face E?",D
cube_net_0028_q4,Compound Reasoning,cube_net_0028.png,"If this net is folded into a cube, are face A and face F adjacent or opposite? Answer 'adjacent' or 'opposite'.",opposite
cube_net_0028_q5,Extrapolative/Counterfactual Reasoning,cube_net_0028.png,"If the positions of faces D and B were swapped in this net, would face D still end up opposite the same face it currently is opposite to? Answer yes or no.",no
cube_net_0029_q1,Image Description,cube_net_0029.png,How many squares (faces) make up this cube net?,6
cube_net_0029_q2,Basic Relational Reasoning,cube_net_0029.png,Name one face that shares a fold edge with face A.,C
cube_net_0029_q3,Comparative Reasoning,cube_net_0029.png,How many faces share a fold edge with face D?,2
cube_net_0029_q4,Compound Reasoning,cube_net_0029.png,"If this net is folded into a cube, are face B and face D adjacent or opposite? Answer 'adjacent' or 'opposite'.",adjacent
cube_net_0029_q5,Extrapolative/Counterfactual Reasoning,cube_net_0029.png,"If the positions of faces A and D were swapped in this net, would face A still end up opposite the same face it currently is opposite to? Answer yes or no.",no
cube_net_0030_q1,Image Description,cube_net_0030.png,How many squares (faces) make up this cube net?,6
cube_net_0030_q2,Basic Relational Reasoning,cube_net_0030.png,Name one face that shares a fold edge with face D.,B
cube_net_0030_q3,Comparative Reasoning,cube_net_0030.png,How many faces share a fold edge with face E?,1
cube_net_0030_q4,Compound Reasoning,cube_net_0030.png,"If this net is folded into a cube, are face A and face D adjacent or opposite? Answer 'adjacent' or 'opposite'.",opposite
cube_net_0030_q5,Extrapolative/Counterfactual Reasoning,cube_net_0030.png,"If the positions of faces A and F were swapped in this net, would face A still end up opposite the same face it currently is opposite to? Answer yes or no.",no
cube_net_0031_q1,Image Description,cube_net_0031.png,How many squares (faces) make up this cube net?,6
cube_net_0031_q2,Basic Relational Reasoning,cube_net_0031.png,Name one face that shares a fold edge with face B.,E
cube_net_0031_q3,Comparative Reasoning,cube_net_0031.png,"If this net is folded into a cube, which face will be OPPOSITE face F?",E
cube_net_0031_q4,Compound Reasoning,cube_net_0031.png,"If this net is folded into a cube, are face A and face B adjacent or opposite? Answer 'adjacent' or 'opposite'.",adjacent
cube_net_0031_q5,Extrapolative/Counterfactual Reasoning,cube_net_0031.png,"If the positions of faces B and F were swapped in this net, would face B still end up opposite the same face it currently is opposite to? Answer yes or no.",no
cube_net_0032_q1,Image Description,cube_net_0032.png,How many squares (faces) make up this cube net?,6
cube_net_0032_q2,Basic Relational Reasoning,cube_net_0032.png,Name one face that shares a fold edge with face A.,D
cube_net_0032_q3,Comparative Reasoning,cube_net_0032.png,"If this net is folded into a cube, which face will be OPPOSITE face C?",A
cube_net_0032_q4,Compound Reasoning,cube_net_0032.png,"If this net is folded into a cube, are face E and face F adjacent or opposite? Answer 'adjacent' or 'opposite'.",opposite
cube_net_0032_q5,Extrapolative/Counterfactual Reasoning,cube_net_0032.png,"If the positions of faces B and E were swapped in this net, would face B still end up opposite the same face it currently is opposite to? Answer yes or no.",no
cube_net_0033_q1,Image Description,cube_net_0033.png,How many squares (faces) make up this cube net?,6
cube_net_0033_q2,Basic Relational Reasoning,cube_net_0033.png,Name one face that shares a fold edge with face F.,E
cube_net_0033_q3,Comparative Reasoning,cube_net_0033.png,"If this net is folded into a cube, which face will be OPPOSITE face D?",B
cube_net_0033_q4,Compound Reasoning,cube_net_0033.png,"If this net is folded into a cube, are face D and face F adjacent or opposite? Answer 'adjacent' or 'opposite'.",adjacent
cube_net_0033_q5,Extrapolative/Counterfactual Reasoning,cube_net_0033.png,"If the positions of faces F and A were swapped in this net, would face F still end up opposite the same face it currently is opposite to? Answer yes or no.",no
cube_net_0034_q1,Image Description,cube_net_0034.png,How many squares (faces) make up this cube net?,6
cube_net_0034_q2,Basic Relational Reasoning,cube_net_0034.png,Name one face that shares a fold edge with face C.,A
cube_net_0034_q3,Comparative Reasoning,cube_net_0034.png,"If this net is folded into a cube, which face will be OPPOSITE face E?",A
cube_net_0034_q4,Compound Reasoning,cube_net_0034.png,"If this net is folded into a cube, are face A and face E adjacent or opposite? Answer 'adjacent' or 'opposite'.",opposite
cube_net_0034_q5,Extrapolative/Counterfactual Reasoning,cube_net_0034.png,"If the positions of faces A and C were swapped in this net, would face A still end up opposite the same face it currently is opposite to? Answer yes or no.",no
cube_net_0035_q1,Image Description,cube_net_0035.png,How many squares (faces) make up this cube net?,6
cube_net_0035_q2,Basic Relational Reasoning,cube_net_0035.png,Name one face that shares a fold edge with face F.,D
cube_net_0035_q3,Comparative Reasoning,cube_net_0035.png,"If this net is folded into a cube, which face will be OPPOSITE face F?",A
cube_net_0035_q4,Compound Reasoning,cube_net_0035.png,"If this net is folded into a cube, are face E and face F adjacent or opposite? Answer 'adjacent' or 'opposite'.",adjacent
cube_net_0035_q5,Extrapolative/Counterfactual Reasoning,cube_net_0035.png,"If the positions of faces E and A were swapped in this net, would face E still end up opposite the same face it currently is opposite to? Answer yes or no.",no
cube_net_0036_q1,Image Description,cube_net_0036.png,How many squares (faces) make up this cube net?,6
cube_net_0036_q2,Basic Relational Reasoning,cube_net_0036.png,Name one face that shares a fold edge with face F.,D
cube_net_0036_q3,Comparative Reasoning,cube_net_0036.png,"If this net is folded into a cube, which face will be OPPOSITE face C?",D
cube_net_0036_q4,Compound Reasoning,cube_net_0036.png,"If this net is folded into a cube, are face E and face F adjacent or opposite? Answer 'adjacent' or 'opposite'.",opposite
cube_net_0036_q5,Extrapolative/Counterfactual Reasoning,cube_net_0036.png,"If the positions of faces A and E were swapped in this net, would face A still end up opposite the same face it currently is opposite to? Answer yes or no.",no
cube_net_0037_q1,Image Description,cube_net_0037.png,How many squares (faces) make up this cube net?,6
cube_net_0037_q2,Basic Relational Reasoning,cube_net_0037.png,Name one face that shares a fold edge with face D.,C
cube_net_0037_q3,Comparative Reasoning,cube_net_0037.png,How many faces share a fold edge with face D?,2
cube_net_0037_q4,Compound Reasoning,cube_net_0037.png,"If this net is folded into a cube, are face B and face E adjacent or opposite? Answer 'adjacent' or 'opposite'.",adjacent
cube_net_0037_q5,Extrapolative/Counterfactual Reasoning,cube_net_0037.png,"If the positions of faces D and B were swapped in this net, would face D still end up opposite the same face it currently is opposite to? Answer yes or no.",no
cube_net_0038_q1,Image Description,cube_net_0038.png,How many squares (faces) make up this cube net?,6
cube_net_0038_q2,Basic Relational Reasoning,cube_net_0038.png,Name one face that shares a fold edge with face B.,A
cube_net_0038_q3,Comparative Reasoning,cube_net_0038.png,"If this net is folded into a cube, which face will be OPPOSITE face C?",D
cube_net_0038_q4,Compound Reasoning,cube_net_0038.png,"If this net is folded into a cube, are face B and face E adjacent or opposite? Answer 'adjacent' or 'opposite'.",opposite
cube_net_0038_q5,Extrapolative/Counterfactual Reasoning,cube_net_0038.png,"If the positions of faces E and C were swapped in this net, would face E still end up opposite the same face it currently is opposite to? Answer yes or no.",no
cube_net_0039_q1,Image Description,cube_net_0039.png,How many squares (faces) make up this cube net?,6
cube_net_0039_q2,Basic Relational Reasoning,cube_net_0039.png,Name one face that shares a fold edge with face F.,E
cube_net_0039_q3,Comparative Reasoning,cube_net_0039.png,"If this net is folded into a cube, which face will be OPPOSITE face A?",B
cube_net_0039_q4,Compound Reasoning,cube_net_0039.png,"If this net is folded into a cube, are face A and face D adjacent or opposite? Answer 'adjacent' or 'opposite'.",adjacent
cube_net_0039_q5,Extrapolative/Counterfactual Reasoning,cube_net_0039.png,"If the positions of faces C and A were swapped in this net, would face C still end up opposite the same face it currently is opposite to? Answer yes or no.",no
cube_net_0040_q1,Image Description,cube_net_0040.png,How many squares (faces) make up this cube net?,6
cube_net_0040_q2,Basic Relational Reasoning,cube_net_0040.png,Name one face that shares a fold edge with face D.,E
cube_net_0040_q3,Comparative Reasoning,cube_net_0040.png,How many faces share a fold edge with face E?,2
cube_net_0040_q4,Compound Reasoning,cube_net_0040.png,"If this net is folded into a cube, are face A and face C adjacent or opposite? Answer 'adjacent' or 'opposite'.",opposite
cube_net_0040_q5,Extrapolative/Counterfactual Reasoning,cube_net_0040.png,"If the positions of faces A and B were swapped in this net, would face A still end up opposite the same face it currently is opposite to? Answer yes or no.",no
cube_net_0041_q1,Image Description,cube_net_0041.png,How many squares (faces) make up this cube net?,6
cube_net_0041_q2,Basic Relational Reasoning,cube_net_0041.png,Name one face that shares a fold edge with face E.,F
cube_net_0041_q3,Comparative Reasoning,cube_net_0041.png,How many faces share a fold edge with face B?,3
cube_net_0041_q4,Compound Reasoning,cube_net_0041.png,"If this net is folded into a cube, are face A and face B adjacent or opposite? Answer 'adjacent' or 'opposite'.",adjacent
cube_net_0041_q5,Extrapolative/Counterfactual Reasoning,cube_net_0041.png,"If the positions of faces D and B were swapped in this net, would face D still end up opposite the same face it currently is opposite to? Answer yes or no.",no
cube_net_0042_q1,Image Description,cube_net_0042.png,How many squares (faces) make up this cube net?,6
cube_net_0042_q2,Basic Relational Reasoning,cube_net_0042.png,Name one face that shares a fold edge with face A.,E
cube_net_0042_q3,Comparative Reasoning,cube_net_0042.png,"If this net is folded into a cube, which face will be OPPOSITE face A?",C
cube_net_0042_q4,Compound Reasoning,cube_net_0042.png,"If this net is folded into a cube, are face D and face F adjacent or opposite? Answer 'adjacent' or 'opposite'.",opposite
cube_net_0042_q5,Extrapolative/Counterfactual Reasoning,cube_net_0042.png,"If the positions of faces E and A were swapped in this net, would face E still end up opposite the same face it currently is opposite to? Answer yes or no.",no
cube_net_0043_q1,Image Description,cube_net_0043.png,How many squares (faces) make up this cube net?,6
cube_net_0043_q2,Basic Relational Reasoning,cube_net_0043.png,Name one face that shares a fold edge with face E.,D
cube_net_0043_q3,Comparative Reasoning,cube_net_0043.png,"If this net is folded into a cube, which face will be OPPOSITE face E?",B
cube_net_0043_q4,Compound Reasoning,cube_net_0043.png,"If this net is folded into a cube, are face C and face F adjacent or opposite? Answer 'adjacent' or 'opposite'.",adjacent
cube_net_0043_q5,Extrapolative/Counterfactual Reasoning,cube_net_0043.png,"If the positions of faces D and F were swapped in this net, would face D still end up opposite the same face it currently is opposite to? Answer yes or no.",no
cube_net_0044_q1,Image Description,cube_net_0044.png,How many squares (faces) make up this cube net?,6
