task,image,prompt,groundtruth,metadata
Basic Relational Reasoning,cube_net_0004.png,Name one face that shares a fold edge with face C.,A,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.65,""net_layout_type"":""t_middle_cap"",""seed"":4,""square_size_px"":65,""stroke_width_px"":0.73}"
Comparative Reasoning,cube_net_0004.png,"If this net is folded into a cube, which face will be OPPOSITE face B?",F,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.65,""net_layout_type"":""t_middle_cap"",""seed"":4,""square_size_px"":65,""stroke_width_px"":0.73}"
Compound Reasoning,cube_net_0004.png,"If this net is folded into a cube, are face B and face F adjacent or opposite? Answer 'adjacent' or 'opposite'.",opposite,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.65,""net_layout_type"":""t_middle_cap"",""seed"":4,""square_size_px"":65,""stroke_width_px"":0.73}"
Extrapolative/Counterfactual Reasoning,cube_net_0004.png,"If the positions of faces C and B were swapped in this net, would face C still end up opposite the same face it currently is opposite to? Answer yes or no.",no,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.65,""net_layout_type"":""t_middle_cap"",""seed"":4,""square_size_px"":65,""stroke_width_px"":0.73}"
Image Description,cube_net_0005.png,How many squares (faces) make up this cube net?,6,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.45,""net_layout_type"":""t_right_cap"",""seed"":5,""square_size_px"":75,""stroke_width_px"":0.96}"
Basic Relational Reasoning,cube_net_0005.png,Name one face that shares a fold edge with face A.,D,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.45,""net_layout_type"":""t_right_cap"",""seed"":5,""square_size_px"":75,""stroke_width_px"":0.96}"
Comparative Reasoning,cube_net_0005.png,How many faces share a fold edge with face D?,2,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.45,""net_layout_type"":""t_right_cap"",""seed"":5,""square_size_px"":75,""stroke_width_px"":0.96}"
Compound Reasoning,cube_net_0005.png,"If this net is folded into a cube, are face B and face E adjacent or opposite? Answer 'adjacent' or 'opposite'.",adjacent,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.45,""net_layout_type"":""t_right_cap"",""seed"":5,""square_size_px"":75,""stroke_width_px"":0.96}"
Extrapolative/Counterfactual Reasoning,cube_net_0005.png,"If the positions of faces E and A were swapped in this net, would face E still end up opposite the same face it currently is opposite to? Answer yes or no.",yes,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.45,""net_layout_type"":""t_right_cap"",""seed"":5,""square_size_px"":75,""stroke_width_px"":0.96}"
Image Description,cube_net_0006.png,How many squares (faces) make up this cube net?,6,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.5,""net_layout_type"":""offset_cross"",""seed"":6,""square_size_px"":97,""stroke_width_px"":0.69}"
Basic Relational Reasoning,cube_net_0006.png,Name one face that shares a fold edge with face A.,E,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.5,""net_layout_type"":""offset_cross"",""seed"":6,""square_size_px"":97,""stroke_width_px"":0.69}"
Comparative Reasoning,cube_net_0006.png,How many faces share a fold edge with face D?,1,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.5,""net_layout_type"":""offset_cross"",""seed"":6,""square_size_px"":97,""stroke_width_px"":0.69}"
Compound Reasoning,cube_net_0006.png,"If this net is folded into a cube, are face C and face D adjacent or opposite? Answer 'adjacent' or 'opposite'.",opposite,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.5,""net_layout_type"":""offset_cross"",""seed"":6,""square_size_px"":97,""stroke_width_px"":0.69}"
Extrapolative/Counterfactual Reasoning,cube_net_0006.png,"If the positions of faces D and E were swapped in this net, would face D still end up opposite the same face it currently is opposite to? Answer yes or no.",no,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.5,""net_layout_type"":""offset_cross"",""seed"":6,""square_size_px"":97,""stroke_width_px"":0.69}"
Image Description,cube_net_0007.png,How many squares (faces) make up this cube net?,6,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.8,""net_layout_type"":""zigzag_staircase"",""seed"":7,""square_size_px"":66,""stroke_width_px"":0.96}"
Basic Relational Reasoning,cube_net_0007.png,Name one face that shares a fold edge with face B.,C,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.8,""net_layout_type"":""zigzag_staircase"",""seed"":7,""square_size_px"":66,""stroke_width_px"":0.96}"
Comparative Reasoning,cube_net_0007.png,"If this net is folded into a cube, which face will be OPPOSITE face A?",B,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.8,""net_layout_type"":""zigzag_staircase"",""seed"":7,""square_size_px"":66,""stroke_width_px"":0.96}"
Compound Reasoning,cube_net_0007.png,"If this net is folded into a cube, are face A and face D adjacent or opposite? Answer 'adjacent' or 'opposite'.",adjacent,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.8,""net_layout_type"":""zigzag_staircase"",""seed"":7,""square_size_px"":66,""stroke_width_px"":0.96}"
Extrapolative/Counterfactual Reasoning,cube_net_0007.png,"If the positions of faces B and A were swapped in this net, would face B still end up opposite the same face it currently is opposite to? Answer yes or no.",yes,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.8,""net_layout_type"":""zigzag_staircase"",""seed"":7,""square_size_px"":66,""stroke_width_px"":0.96}"
Image Description,cube_net_0008.png,How many squares (faces) make up this cube net?,6,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.85,""net_layout_type"":""double_step"",""seed"":8,""square_size_px"":65,""stroke_width_px"":0.92}"
Basic Relational Reasoning,cube_net_0008.png,Name one face that shares a fold edge with face E.,A,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.85,""net_layout_type"":""double_step"",""seed"":8,""square_size_px"":65,""stroke_width_px"":0.92}"
Comparative Reasoning,cube_net_0008.png,How many faces share a fold edge with face D?,3,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.85,""net_layout_type"":""double_step"",""seed"":8,""square_size_px"":65,""stroke_width_px"":0.92}"
Compound Reasoning,cube_net_0008.png,"If this net is folded into a cube, are face C and face F adjacent or opposite? Answer 'adjacent' or 'opposite'.",opposite,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.85,""net_layout_type"":""double_step"",""seed"":8,""square_size_px"":65,""stroke_width_px"":0.92}"
Extrapolative/Counterfactual Reasoning,cube_net_0008.png,"If the positions of faces D and F were swapped in this net, would face D still end up opposite the same face it currently is opposite to? Answer yes or no.",no,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.85,""net_layout_type"":""double_step"",""seed"":8,""square_size_px"":65,""stroke_width_px"":0.92}"
Image Description,cube_net_0009.png,How many squares (faces) make up this cube net?,6,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.65,""net_layout_type"":""long_l"",""seed"":9,""square_size_px"":81,""stroke_width_px"":0.95}"
Basic Relational Reasoning,cube_net_0009.png,Name one face that shares a fold edge with face A.,F,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.65,""net_layout_type"":""long_l"",""seed"":9,""square_size_px"":81,""stroke_width_px"":0.95}"
Comparative Reasoning,cube_net_0009.png,How many faces share a fold edge with face E?,2,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.65,""net_layout_type"":""long_l"",""seed"":9,""square_size_px"":81,""stroke_width_px"":0.95}"
Compound Reasoning,cube_net_0009.png,"If this net is folded into a cube, are face E and face F adjacent or opposite? Answer 'adjacent' or 'opposite'.",adjacent,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.65,""net_layout_type"":""long_l"",""seed"":9,""square_size_px"":81,""stroke_width_px"":0.95}"
Extrapolative/Counterfactual Reasoning,cube_net_0009.png,"If the positions of faces A and D were swapped in this net, would face A still end up opposite the same face it currently is opposite to? Answer yes or no.",no,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.65,""net_layout_type"":""long_l"",""seed"":9,""square_size_px"":81,""stroke_width_px"":0.95}"
Image Description,cube_net_0010.png,How many squares (faces) make up this cube net?,6,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.7,""net_layout_type"":""t_cross_left"",""seed"":10,""square_size_px"":91,""stroke_width_px"":0.57}"
Basic Relational Reasoning,cube_net_0010.png,Name one face that shares a fold edge with face D.,B,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.7,""net_layout_type"":""t_cross_left"",""seed"":10,""square_size_px"":91,""stroke_width_px"":0.57}"
Comparative Reasoning,cube_net_0010.png,"If this net is folded into a cube, which face will be OPPOSITE face A?",B,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.7,""net_layout_type"":""t_cross_left"",""seed"":10,""square_size_px"":91,""stroke_width_px"":0.57}"
Compound Reasoning,cube_net_0010.png,"If this net is folded into a cube, are face D and face F adjacent or opposite? Answer 'adjacent' or 'opposite'.",opposite,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.7,""net_layout_type"":""t_cross_left"",""seed"":10,""square_size_px"":91,""stroke_width_px"":0.57}"
Extrapolative/Counterfactual Reasoning,cube_net_0010.png,"If the positions of faces C and A were swapped in this net, would face C still end up opposite the same face it currently is opposite to? Answer yes or no.",no,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.7,""net_layout_type"":""t_cross_left"",""seed"":10,""square_size_px"":91,""stroke_width_px"":0.57}"
Image Description,cube_net_0011.png,How many squares (faces) make up this cube net?,6,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.75,""net_layout_type"":""t_cross_right"",""seed"":11,""square_size_px"":90,""stroke_width_px"":0.59}"
Basic Relational Reasoning,cube_net_0011.png,Name one face that shares a fold edge with face C.,B,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.75,""net_layout_type"":""t_cross_right"",""seed"":11,""square_size_px"":90,""stroke_width_px"":0.59}"
Comparative Reasoning,cube_net_0011.png,"If this net is folded into a cube, which face will be OPPOSITE face A?",F,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.75,""net_layout_type"":""t_cross_right"",""seed"":11,""square_size_px"":90,""stroke_width_px"":0.59}"
Compound Reasoning,cube_net_0011.png,"If this net is folded into a cube, are face E and face F adjacent or opposite? Answer 'adjacent' or 'opposite'.",adjacent,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.75,""net_layout_type"":""t_cross_right"",""seed"":11,""square_size_px"":90,""stroke_width_px"":0.59}"
Extrapolative/Counterfactual Reasoning,cube_net_0011.png,"If the positions of faces F and A were swapped in this net, would face F still end up opposite the same face it currently is opposite to? Answer yes or no.",yes,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.75,""net_layout_type"":""t_cross_right"",""seed"":11,""square_size_px"":90,""stroke_width_px"":0.59}"
Image Description,cube_net_0012.png,How many squares (faces) make up this cube net?,6,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.25,""net_layout_type"":""cross_tail"",""seed"":12,""square_size_px"":90,""stroke_width_px"":0.86}"
Basic Relational Reasoning,cube_net_0012.png,Name one face that shares a fold edge with face E.,B,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.25,""net_layout_type"":""cross_tail"",""seed"":12,""square_size_px"":90,""stroke_width_px"":0.86}"
Comparative Reasoning,cube_net_0012.png,"If this net is folded into a cube, which face will be OPPOSITE face E?",D,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.25,""net_layout_type"":""cross_tail"",""seed"":12,""square_size_px"":90,""stroke_width_px"":0.86}"
Compound Reasoning,cube_net_0012.png,"If this net is folded into a cube, are face D and face E adjacent or opposite? Answer 'adjacent' or 'opposite'.",opposite,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.25,""net_layout_type"":""cross_tail"",""seed"":12,""square_size_px"":90,""stroke_width_px"":0.86}"
Extrapolative/Counterfactual Reasoning,cube_net_0012.png,"If the positions of faces B and D were swapped in this net, would face B still end up opposite the same face it currently is opposite to? Answer yes or no.",no,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.25,""net_layout_type"":""cross_tail"",""seed"":12,""square_size_px"":90,""stroke_width_px"":0.86}"
Image Description,cube_net_0013.png,How many squares (faces) make up this cube net?,6,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.55,""net_layout_type"":""long_zigzag"",""seed"":13,""square_size_px"":66,""stroke_width_px"":0.61}"
Basic Relational Reasoning,cube_net_0013.png,Name one face that shares a fold edge with face E.,A,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.55,""net_layout_type"":""long_zigzag"",""seed"":13,""square_size_px"":66,""stroke_width_px"":0.61}"
Comparative Reasoning,cube_net_0013.png,"If this net is folded into a cube, which face will be OPPOSITE face F?",A,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.55,""net_layout_type"":""long_zigzag"",""seed"":13,""square_size_px"":66,""stroke_width_px"":0.61}"
Compound Reasoning,cube_net_0013.png,"If this net is folded into a cube, are face B and face F adjacent or opposite? Answer 'adjacent' or 'opposite'.",adjacent,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.55,""net_layout_type"":""long_zigzag"",""seed"":13,""square_size_px"":66,""stroke_width_px"":0.61}"
Extrapolative/Counterfactual Reasoning,cube_net_0013.png,"If the positions of faces B and E were swapped in this net, would face B still end up opposite the same face it currently is opposite to? Answer yes or no.",no,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.55,""net_layout_type"":""long_zigzag"",""seed"":13,""square_size_px"":66,""stroke_width_px"":0.61}"
Image Description,cube_net_0014.png,How many squares (faces) make up this cube net?,6,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.35,""net_layout_type"":""t_left_cap"",""seed"":14,""square_size_px"":80,""stroke_width_px"":0.86}"
Basic Relational Reasoning,cube_net_0014.png,Name one face that shares a fold edge with face D.,B,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.35,""net_layout_type"":""t_left_cap"",""seed"":14,""square_size_px"":80,""stroke_width_px"":0.86}"
Comparative Reasoning,cube_net_0014.png,"If this net is folded into a cube, which face will be OPPOSITE face A?",C,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.35,""net_layout_type"":""t_left_cap"",""seed"":14,""square_size_px"":80,""stroke_width_px"":0.86}"
Compound Reasoning,cube_net_0014.png,"If this net is folded into a cube, are face B and face F adjacent or opposite? Answer 'adjacent' or 'opposite'.",opposite,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.35,""net_layout_type"":""t_left_cap"",""seed"":14,""square_size_px"":80,""stroke_width_px"":0.86}"
Extrapolative/Counterfactual Reasoning,cube_net_0014.png,"If the positions of faces C and F were swapped in this net, would face C still end up opposite the same face it currently is opposite to? Answer yes or no.",no,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.35,""net_layout_type"":""t_left_cap"",""seed"":14,""square_size_px"":80,""stroke_width_px"":0.86}"
Image Description,cube_net_0015.png,How many squares (faces) make up this cube net?,6,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.65,""net_layout_type"":""t_middle_cap"",""seed"":15,""square_size_px"":69,""stroke_width_px"":0.6}"
Basic Relational Reasoning,cube_net_0015.png,Name one face that shares a fold edge with face D.,E,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.65,""net_layout_type"":""t_middle_cap"",""seed"":15,""square_size_px"":69,""stroke_width_px"":0.6}"
Comparative Reasoning,cube_net_0015.png,"If this net is folded into a cube, which face will be OPPOSITE face C?",B,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.65,""net_layout_type"":""t_middle_cap"",""seed"":15,""square_size_px"":69,""stroke_width_px"":0.6}"
Compound Reasoning,cube_net_0015.png,"If this net is folded into a cube, are face B and face E adjacent or opposite? Answer 'adjacent' or 'opposite'.",adjacent,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.65,""net_layout_type"":""t_middle_cap"",""seed"":15,""square_size_px"":69,""stroke_width_px"":0.6}"
Extrapolative/Counterfactual Reasoning,cube_net_0015.png,"If the positions of faces B and F were swapped in this net, would face B still end up opposite the same face it currently is opposite to? Answer yes or no.",no,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.65,""net_layout_type"":""t_middle_cap"",""seed"":15,""square_size_px"":69,""stroke_width_px"":0.6}"
Image Description,cube_net_0016.png,How many squares (faces) make up this cube net?,6,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.7,""net_layout_type"":""t_right_cap"",""seed"":16,""square_size_px"":60,""stroke_width_px"":0.66}"
Basic Relational Reasoning,cube_net_0016.png,Name one face that shares a fold edge with face B.,E,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.7,""net_layout_type"":""t_right_cap"",""seed"":16,""square_size_px"":60,""stroke_width_px"":0.66}"
Comparative Reasoning,cube_net_0016.png,"If this net is folded into a cube, which face will be OPPOSITE face C?",F,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.7,""net_layout_type"":""t_right_cap"",""seed"":16,""square_size_px"":60,""stroke_width_px"":0.66}"
Compound Reasoning,cube_net_0016.png,"If this net is folded into a cube, are face B and face D adjacent or opposite? Answer 'adjacent' or 'opposite'.",opposite,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.7,""net_layout_type"":""t_right_cap"",""seed"":16,""square_size_px"":60,""stroke_width_px"":0.66}"
Extrapolative/Counterfactual Reasoning,cube_net_0016.png,"If the positions of faces F and B were swapped in this net, would face F still end up opposite the same face it currently is opposite to? Answer yes or no.",no,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.7,""net_layout_type"":""t_right_cap"",""seed"":16,""square_size_px"":60,""stroke_width_px"":0.66}"
Image Description,cube_net_0017.png,How many squares (faces) make up this cube net?,6,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.5,""net_layout_type"":""offset_cross"",""seed"":17,""square_size_px"":77,""stroke_width_px"":0.66}"
Basic Relational Reasoning,cube_net_0017.png,Name one face that shares a fold edge with face F.,B,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.5,""net_layout_type"":""offset_cross"",""seed"":17,""square_size_px"":77,""stroke_width_px"":0.66}"
Comparative Reasoning,cube_net_0017.png,How many faces share a fold edge with face C?,1,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.5,""net_layout_type"":""offset_cross"",""seed"":17,""square_size_px"":77,""stroke_width_px"":0.66}"
Compound Reasoning,cube_net_0017.png,"If this net is folded into a cube, are face B and face D adjacent or opposite? Answer 'adjacent' or 'opposite'.",adjacent,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.5,""net_layout_type"":""offset_cross"",""seed"":17,""square_size_px"":77,""stroke_width_px"":0.66}"
Extrapolative/Counterfactual Reasoning,cube_net_0017.png,"If the positions of faces F and D were swapped in this net, would face F still end up opposite the same face it currently is opposite to? Answer yes or no.",yes,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.5,""net_layout_type"":""offset_cross"",""seed"":17,""square_size_px"":77,""stroke_width_px"":0.66}"
Image Description,cube_net_0018.png,How many squares (faces) make up this cube net?,6,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.55,""net_layout_type"":""zigzag_staircase"",""seed"":18,""square_size_px"":94,""stroke_width_px"":0.77}"
Basic Relational Reasoning,cube_net_0018.png,Name one face that shares a fold edge with face D.,F,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.55,""net_layout_type"":""zigzag_staircase"",""seed"":18,""square_size_px"":94,""stroke_width_px"":0.77}"
Comparative Reasoning,cube_net_0018.png,"If this net is folded into a cube, which face will be OPPOSITE face B?",F,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.55,""net_layout_type"":""zigzag_staircase"",""seed"":18,""square_size_px"":94,""stroke_width_px"":0.77}"
Compound Reasoning,cube_net_0018.png,"If this net is folded into a cube, are face C and face D adjacent or opposite? Answer 'adjacent' or 'opposite'.",opposite,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.55,""net_layout_type"":""zigzag_staircase"",""seed"":18,""square_size_px"":94,""stroke_width_px"":0.77}"
Extrapolative/Counterfactual Reasoning,cube_net_0018.png,"If the positions of faces A and C were swapped in this net, would face A still end up opposite the same face it currently is opposite to? Answer yes or no.",no,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.55,""net_layout_type"":""zigzag_staircase"",""seed"":18,""square_size_px"":94,""stroke_width_px"":0.77}"
Image Description,cube_net_0019.png,How many squares (faces) make up this cube net?,6,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.6,""net_layout_type"":""double_step"",""seed"":19,""square_size_px"":93,""stroke_width_px"":0.82}"
Basic Relational Reasoning,cube_net_0019.png,Name one face that shares a fold edge with face A.,E,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.6,""net_layout_type"":""double_step"",""seed"":19,""square_size_px"":93,""stroke_width_px"":0.82}"
Comparative Reasoning,cube_net_0019.png,"If this net is folded into a cube, which face will be OPPOSITE face D?",E,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.6,""net_layout_type"":""double_step"",""seed"":19,""square_size_px"":93,""stroke_width_px"":0.82}"
Compound Reasoning,cube_net_0019.png,"If this net is folded into a cube, are face B and face C adjacent or opposite? Answer 'adjacent' or 'opposite'.",adjacent,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.6,""net_layout_type"":""double_step"",""seed"":19,""square_size_px"":93,""stroke_width_px"":0.82}"
Extrapolative/Counterfactual Reasoning,cube_net_0019.png,"If the positions of faces A and C were swapped in this net, would face A still end up opposite the same face it currently is opposite to? Answer yes or no.",no,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.6,""net_layout_type"":""double_step"",""seed"":19,""square_size_px"":93,""stroke_width_px"":0.82}"
Image Description,cube_net_0020.png,How many squares (faces) make up this cube net?,6,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.65,""net_layout_type"":""long_l"",""seed"":20,""square_size_px"":96,""stroke_width_px"":0.74}"
Basic Relational Reasoning,cube_net_0020.png,Name one face that shares a fold edge with face A.,D,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.65,""net_layout_type"":""long_l"",""seed"":20,""square_size_px"":96,""stroke_width_px"":0.74}"
Comparative Reasoning,cube_net_0020.png,"If this net is folded into a cube, which face will be OPPOSITE face B?",D,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.65,""net_layout_type"":""long_l"",""seed"":20,""square_size_px"":96,""stroke_width_px"":0.74}"
Compound Reasoning,cube_net_0020.png,"If this net is folded into a cube, are face E and face F adjacent or opposite? Answer 'adjacent' or 'opposite'.",opposite,"{""dataset_version"":""cube-net-2.0.0"",""difficulty_score"":0.65,""net_layout_type"":""long_l"",""seed"":20,""square_size_px"":96,""stroke_width_px"":0.74}"
