task,image,prompt,groundtruth,metadata
Image Description,angle_estimation_0005.png,"Is the marked angle acute (less than 90°), right (exactly 90°), or obtuse (greater than 90°)? Answer with one word.",obtuse,"{""angle_degrees"":179.999986,""arc_sweep_degrees"":179.999986,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.44,""marked_sweep"":""minor"",""scene_type"":""single"",""seed"":5}"
Basic Relational Reasoning,angle_estimation_0005.png,"Estimate the measure of the marked angle, rounded to the nearest 15 degrees. Answer with a number in curly brackets, e.g. {45}.",180,"{""angle_degrees"":179.999986,""arc_sweep_degrees"":179.999986,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.44,""marked_sweep"":""minor"",""scene_type"":""single"",""seed"":5}"
Comparative Reasoning,angle_estimation_0005.png,"Is the marked angle greater than, less than, or approximately equal to a right angle (90 degrees)?",greater than,"{""angle_degrees"":179.999986,""arc_sweep_degrees"":179.999986,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.44,""marked_sweep"":""minor"",""scene_type"":""single"",""seed"":5}"
Compound Reasoning,angle_estimation_0005.png,"How many degrees is the shown angle away from a straight angle, rounded to the nearest degree?",0,"{""angle_degrees"":179.999986,""arc_sweep_degrees"":179.999986,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.44,""marked_sweep"":""minor"",""scene_type"":""single"",""seed"":5}"
Extrapolative/Counterfactual Reasoning,angle_estimation_0005.png,"If this angle were doubled, would the result still be less than a straight angle (180 degrees), or would it exceed a straight angle?",exceeds 180,"{""angle_degrees"":179.999986,""arc_sweep_degrees"":179.999986,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.44,""marked_sweep"":""minor"",""scene_type"":""single"",""seed"":5}"
Image Description,angle_estimation_0006.png,"Is the marked angle acute (less than 90°), right (exactly 90°), or obtuse (greater than 90°)? Answer with one word.",obtuse,"{""angle_degrees"":289.464396,""arc_sweep_degrees"":289.464396,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.56,""marked_sweep"":""reflex"",""scene_type"":""single"",""seed"":6}"
Basic Relational Reasoning,angle_estimation_0006.png,"Estimate the measure of the marked angle, rounded to the nearest 15 degrees. Answer with a number in curly brackets, e.g. {45}.",285,"{""angle_degrees"":289.464396,""arc_sweep_degrees"":289.464396,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.56,""marked_sweep"":""reflex"",""scene_type"":""single"",""seed"":6}"
Comparative Reasoning,angle_estimation_0006.png,"Is the marked angle greater than, less than, or approximately equal to a right angle (90 degrees)?",greater than,"{""angle_degrees"":289.464396,""arc_sweep_degrees"":289.464396,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.56,""marked_sweep"":""reflex"",""scene_type"":""single"",""seed"":6}"
Compound Reasoning,angle_estimation_0006.png,"How many degrees is the shown angle away from a straight angle, rounded to the nearest degree?",109,"{""angle_degrees"":289.464396,""arc_sweep_degrees"":289.464396,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.56,""marked_sweep"":""reflex"",""scene_type"":""single"",""seed"":6}"
Extrapolative/Counterfactual Reasoning,angle_estimation_0006.png,"If this angle were doubled, would the result still be less than a straight angle (180 degrees), or would it exceed a straight angle?",exceeds 180,"{""angle_degrees"":289.464396,""arc_sweep_degrees"":289.464396,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.56,""marked_sweep"":""reflex"",""scene_type"":""single"",""seed"":6}"
Image Description,angle_estimation_0007.png,"Is the marked angle acute (less than 90°), right (exactly 90°), or obtuse (greater than 90°)? Answer with one word.",obtuse,"{""angle_degrees"":144.23999,""arc_sweep_degrees"":144.23999,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.44,""marked_sweep"":""minor"",""scene_type"":""single"",""seed"":7}"
Basic Relational Reasoning,angle_estimation_0007.png,"Estimate the measure of the marked angle, rounded to the nearest 15 degrees. Answer with a number in curly brackets, e.g. {45}.",150,"{""angle_degrees"":144.23999,""arc_sweep_degrees"":144.23999,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.44,""marked_sweep"":""minor"",""scene_type"":""single"",""seed"":7}"
Comparative Reasoning,angle_estimation_0007.png,"Is the marked angle greater than, less than, or approximately equal to a right angle (90 degrees)?",greater than,"{""angle_degrees"":144.23999,""arc_sweep_degrees"":144.23999,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.44,""marked_sweep"":""minor"",""scene_type"":""single"",""seed"":7}"
Compound Reasoning,angle_estimation_0007.png,"How many degrees is the shown angle away from a straight angle, rounded to the nearest degree?",36,"{""angle_degrees"":144.23999,""arc_sweep_degrees"":144.23999,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.44,""marked_sweep"":""minor"",""scene_type"":""single"",""seed"":7}"
Extrapolative/Counterfactual Reasoning,angle_estimation_0007.png,"If this angle were doubled, would the result still be less than a straight angle (180 degrees), or would it exceed a straight angle?",exceeds 180,"{""angle_degrees"":144.23999,""arc_sweep_degrees"":144.23999,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.44,""marked_sweep"":""minor"",""scene_type"":""single"",""seed"":7}"
Image Description,angle_estimation_0008.png,"Is the marked angle acute (less than 90°), right (exactly 90°), or obtuse (greater than 90°)? Answer with one word.",obtuse,"{""angle_degrees"":337.180302,""arc_sweep_degrees"":337.180302,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.56,""marked_sweep"":""reflex"",""scene_type"":""single"",""seed"":8}"
Basic Relational Reasoning,angle_estimation_0008.png,"Estimate the measure of the marked angle, rounded to the nearest 15 degrees. Answer with a number in curly brackets, e.g. {45}.",330,"{""angle_degrees"":337.180302,""arc_sweep_degrees"":337.180302,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.56,""marked_sweep"":""reflex"",""scene_type"":""single"",""seed"":8}"
Comparative Reasoning,angle_estimation_0008.png,"Is the marked angle greater than, less than, or approximately equal to a right angle (90 degrees)?",greater than,"{""angle_degrees"":337.180302,""arc_sweep_degrees"":337.180302,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.56,""marked_sweep"":""reflex"",""scene_type"":""single"",""seed"":8}"
Compound Reasoning,angle_estimation_0008.png,"How many degrees is the shown angle away from a straight angle, rounded to the nearest degree?",157,"{""angle_degrees"":337.180302,""arc_sweep_degrees"":337.180302,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.56,""marked_sweep"":""reflex"",""scene_type"":""single"",""seed"":8}"
Extrapolative/Counterfactual Reasoning,angle_estimation_0008.png,"If this angle were doubled, would the result still be less than a straight angle (180 degrees), or would it exceed a straight angle?",exceeds 180,"{""angle_degrees"":337.180302,""arc_sweep_degrees"":337.180302,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.56,""marked_sweep"":""reflex"",""scene_type"":""single"",""seed"":8}"
Image Description,angle_estimation_0009.png,How many separate angles are shown in this image?,2,"{""angle_1_degrees"":69.729944,""angle_2_degrees"":32.16631,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":9}"
Basic Relational Reasoning,angle_estimation_0009.png,"Which angle is larger, Angle 1 or Angle 2? Answer with the label.",Angle 1,"{""angle_1_degrees"":69.729944,""angle_2_degrees"":32.16631,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":9}"
Comparative Reasoning,angle_estimation_0009.png,"Approximately how many degrees larger is the bigger angle compared to the smaller one, rounded to the nearest 10 degrees?",40,"{""angle_1_degrees"":69.729944,""angle_2_degrees"":32.16631,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":9}"
Compound Reasoning,angle_estimation_0009.png,"If Angle 1 and Angle 2 were added together, answer 'right angle' if the sum is within 15 degrees of 90°, 'straight angle' if it is within 15 degrees of 180°, otherwise answer 'neither'.",right,"{""angle_1_degrees"":69.729944,""angle_2_degrees"":32.16631,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":9}"
Extrapolative/Counterfactual Reasoning,angle_estimation_0009.png,"If the smaller shown angle were doubled, would it be larger than, equal to, or smaller than the other angle?",smaller,"{""angle_1_degrees"":69.729944,""angle_2_degrees"":32.16631,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":9}"
Image Description,angle_estimation_0010.png,How many separate angles are shown in this image?,2,"{""angle_1_degrees"":78.622241,""angle_2_degrees"":102.494571,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 2"",""scene_type"":""comparison"",""seed"":10}"
Basic Relational Reasoning,angle_estimation_0010.png,"Which angle is larger, Angle 1 or Angle 2? Answer with the label.",Angle 2,"{""angle_1_degrees"":78.622241,""angle_2_degrees"":102.494571,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 2"",""scene_type"":""comparison"",""seed"":10}"
Comparative Reasoning,angle_estimation_0010.png,"Approximately how many degrees larger is the bigger angle compared to the smaller one, rounded to the nearest 10 degrees?",20,"{""angle_1_degrees"":78.622241,""angle_2_degrees"":102.494571,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 2"",""scene_type"":""comparison"",""seed"":10}"
Compound Reasoning,angle_estimation_0010.png,"If Angle 1 and Angle 2 were added together, answer 'right angle' if the sum is within 15 degrees of 90°, 'straight angle' if it is within 15 degrees of 180°, otherwise answer 'neither'.",straight,"{""angle_1_degrees"":78.622241,""angle_2_degrees"":102.494571,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 2"",""scene_type"":""comparison"",""seed"":10}"
Extrapolative/Counterfactual Reasoning,angle_estimation_0010.png,"If the smaller shown angle were doubled, would it be larger than, equal to, or smaller than the other angle?",larger,"{""angle_1_degrees"":78.622241,""angle_2_degrees"":102.494571,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 2"",""scene_type"":""comparison"",""seed"":10}"
Image Description,angle_estimation_0011.png,How many separate angles are shown in this image?,2,"{""angle_1_degrees"":147.098044,""angle_2_degrees"":134.994889,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":11}"
Basic Relational Reasoning,angle_estimation_0011.png,"Which angle is larger, Angle 1 or Angle 2? Answer with the label.",Angle 1,"{""angle_1_degrees"":147.098044,""angle_2_degrees"":134.994889,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":11}"
Comparative Reasoning,angle_estimation_0011.png,"Approximately how many degrees larger is the bigger angle compared to the smaller one, rounded to the nearest 10 degrees?",10,"{""angle_1_degrees"":147.098044,""angle_2_degrees"":134.994889,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":11}"
Compound Reasoning,angle_estimation_0011.png,"If Angle 1 and Angle 2 were added together, answer 'right angle' if the sum is within 15 degrees of 90°, 'straight angle' if it is within 15 degrees of 180°, otherwise answer 'neither'.",neither,"{""angle_1_degrees"":147.098044,""angle_2_degrees"":134.994889,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":11}"
Extrapolative/Counterfactual Reasoning,angle_estimation_0011.png,"If the smaller shown angle were doubled, would it be larger than, equal to, or smaller than the other angle?",larger,"{""angle_1_degrees"":147.098044,""angle_2_degrees"":134.994889,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":11}"
Image Description,angle_estimation_0012.png,How many separate angles are shown in this image?,2,"{""angle_1_degrees"":35.943614,""angle_2_degrees"":56.611407,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 2"",""scene_type"":""comparison"",""seed"":12}"
Basic Relational Reasoning,angle_estimation_0012.png,"Which angle is larger, Angle 1 or Angle 2? Answer with the label.",Angle 2,"{""angle_1_degrees"":35.943614,""angle_2_degrees"":56.611407,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 2"",""scene_type"":""comparison"",""seed"":12}"
Comparative Reasoning,angle_estimation_0012.png,"Approximately how many degrees larger is the bigger angle compared to the smaller one, rounded to the nearest 10 degrees?",20,"{""angle_1_degrees"":35.943614,""angle_2_degrees"":56.611407,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 2"",""scene_type"":""comparison"",""seed"":12}"
Compound Reasoning,angle_estimation_0012.png,"If Angle 1 and Angle 2 were added together, answer 'right angle' if the sum is within 15 degrees of 90°, 'straight angle' if it is within 15 degrees of 180°, otherwise answer 'neither'.",right,"{""angle_1_degrees"":35.943614,""angle_2_degrees"":56.611407,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 2"",""scene_type"":""comparison"",""seed"":12}"
Extrapolative/Counterfactual Reasoning,angle_estimation_0012.png,"If the smaller shown angle were doubled, would it be larger than, equal to, or smaller than the other angle?",larger,"{""angle_1_degrees"":35.943614,""angle_2_degrees"":56.611407,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 2"",""scene_type"":""comparison"",""seed"":12}"
Image Description,angle_estimation_0013.png,How many separate angles are shown in this image?,2,"{""angle_1_degrees"":145.893795,""angle_2_degrees"":39.715889,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":13}"
Basic Relational Reasoning,angle_estimation_0013.png,"Which angle is larger, Angle 1 or Angle 2? Answer with the label.",Angle 1,"{""angle_1_degrees"":145.893795,""angle_2_degrees"":39.715889,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":13}"
Comparative Reasoning,angle_estimation_0013.png,"Approximately how many degrees larger is the bigger angle compared to the smaller one, rounded to the nearest 10 degrees?",110,"{""angle_1_degrees"":145.893795,""angle_2_degrees"":39.715889,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":13}"
Compound Reasoning,angle_estimation_0013.png,"If Angle 1 and Angle 2 were added together, answer 'right angle' if the sum is within 15 degrees of 90°, 'straight angle' if it is within 15 degrees of 180°, otherwise answer 'neither'.",straight,"{""angle_1_degrees"":145.893795,""angle_2_degrees"":39.715889,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":13}"
Extrapolative/Counterfactual Reasoning,angle_estimation_0013.png,"If the smaller shown angle were doubled, would it be larger than, equal to, or smaller than the other angle?",smaller,"{""angle_1_degrees"":145.893795,""angle_2_degrees"":39.715889,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":13}"
Image Description,angle_estimation_0014.png,How many separate angles are shown in this image?,2,"{""angle_1_degrees"":122.413693,""angle_2_degrees"":114.326745,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":14}"
Basic Relational Reasoning,angle_estimation_0014.png,"Which angle is larger, Angle 1 or Angle 2? Answer with the label.",Angle 1,"{""angle_1_degrees"":122.413693,""angle_2_degrees"":114.326745,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":14}"
Comparative Reasoning,angle_estimation_0014.png,"Approximately how many degrees larger is the bigger angle compared to the smaller one, rounded to the nearest 10 degrees?",10,"{""angle_1_degrees"":122.413693,""angle_2_degrees"":114.326745,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":14}"
Compound Reasoning,angle_estimation_0014.png,"If Angle 1 and Angle 2 were added together, answer 'right angle' if the sum is within 15 degrees of 90°, 'straight angle' if it is within 15 degrees of 180°, otherwise answer 'neither'.",neither,"{""angle_1_degrees"":122.413693,""angle_2_degrees"":114.326745,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":14}"
Extrapolative/Counterfactual Reasoning,angle_estimation_0014.png,"If the smaller shown angle were doubled, would it be larger than, equal to, or smaller than the other angle?",larger,"{""angle_1_degrees"":122.413693,""angle_2_degrees"":114.326745,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":14}"
Image Description,angle_estimation_0015.png,How many separate angles are shown in this image?,2,"{""angle_1_degrees"":68.766759,""angle_2_degrees"":28.740776,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":15}"
Basic Relational Reasoning,angle_estimation_0015.png,"Which angle is larger, Angle 1 or Angle 2? Answer with the label.",Angle 1,"{""angle_1_degrees"":68.766759,""angle_2_degrees"":28.740776,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":15}"
Comparative Reasoning,angle_estimation_0015.png,"Approximately how many degrees larger is the bigger angle compared to the smaller one, rounded to the nearest 10 degrees?",40,"{""angle_1_degrees"":68.766759,""angle_2_degrees"":28.740776,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":15}"
Compound Reasoning,angle_estimation_0015.png,"If Angle 1 and Angle 2 were added together, answer 'right angle' if the sum is within 15 degrees of 90°, 'straight angle' if it is within 15 degrees of 180°, otherwise answer 'neither'.",right,"{""angle_1_degrees"":68.766759,""angle_2_degrees"":28.740776,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":15}"
Extrapolative/Counterfactual Reasoning,angle_estimation_0015.png,"If the smaller shown angle were doubled, would it be larger than, equal to, or smaller than the other angle?",smaller,"{""angle_1_degrees"":68.766759,""angle_2_degrees"":28.740776,""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.55,""larger_angle"":""Angle 1"",""scene_type"":""comparison"",""seed"":15}"
Image Description,angle_estimation_0016.png,How many vertices does the triangle have?,3,"{""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.62,""largest_angle_vertex"":""C"",""scene_type"":""triangle"",""seed"":16,""smallest_angle_vertex"":""B"",""triangle_class"":""acute""}"
Basic Relational Reasoning,angle_estimation_0016.png,"Is this triangle acute, right, or obtuse? Answer with one word.",acute,"{""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.62,""largest_angle_vertex"":""C"",""scene_type"":""triangle"",""seed"":16,""smallest_angle_vertex"":""B"",""triangle_class"":""acute""}"
Comparative Reasoning,angle_estimation_0016.png,Which vertex of the triangle has the largest interior angle? Answer with the vertex label.,C,"{""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.62,""largest_angle_vertex"":""C"",""scene_type"":""triangle"",""seed"":16,""smallest_angle_vertex"":""B"",""triangle_class"":""acute""}"
Compound Reasoning,angle_estimation_0016.png,The three interior angles of any triangle have what fixed total? Answer with a number in curly brackets.,180,"{""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.62,""largest_angle_vertex"":""C"",""scene_type"":""triangle"",""seed"":16,""smallest_angle_vertex"":""B"",""triangle_class"":""acute""}"
Extrapolative/Counterfactual Reasoning,angle_estimation_0016.png,"If the smallest interior angle increased by 10 degrees while the other two stayed fixed, what would the new angle sum be, and would it still form a Euclidean triangle? Answer as sum,yes/no.","190,no","{""dataset_version"":""angle-estimation-3.0.0"",""difficulty_score"":0.62,""largest_angle_vertex"":""C"",""scene_type"":""triangle"",""seed"":16,""smallest_angle_vertex"":""B"",""triangle_class"":""acute""}"
