question_id,task,image,prompt,groundtruth
angle_estimation_0008_q3,Comparative Reasoning,angle_estimation_0008.png,"Is the marked angle greater than, less than, or approximately equal to a right angle (90 degrees)?",greater than
angle_estimation_0008_q4,Compound Reasoning,angle_estimation_0008.png,"How many degrees is the shown angle away from a straight angle, rounded to the nearest degree?",157
angle_estimation_0008_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0008.png,"If this angle were doubled, would the result still be less than a straight angle (180 degrees), or would it exceed a straight angle?",exceeds 180
angle_estimation_0009_q1,Image Description,angle_estimation_0009.png,How many separate angles are shown in this image?,2
angle_estimation_0009_q2,Basic Relational Reasoning,angle_estimation_0009.png,"Which angle is larger, Angle 1 or Angle 2? Answer with the label.",Angle 1
angle_estimation_0009_q3,Comparative Reasoning,angle_estimation_0009.png,"Approximately how many degrees larger is the bigger angle compared to the smaller one, rounded to the nearest 10 degrees?",40
angle_estimation_0009_q4,Compound Reasoning,angle_estimation_0009.png,"If Angle 1 and Angle 2 were added together, answer 'right angle' if the sum is within 15 degrees of 90°, 'straight angle' if it is within 15 degrees of 180°, otherwise answer 'neither'.",right
angle_estimation_0009_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0009.png,"If the smaller shown angle were doubled, would it be larger than, equal to, or smaller than the other angle?",smaller
angle_estimation_0010_q1,Image Description,angle_estimation_0010.png,How many separate angles are shown in this image?,2
angle_estimation_0010_q2,Basic Relational Reasoning,angle_estimation_0010.png,"Which angle is larger, Angle 1 or Angle 2? Answer with the label.",Angle 2
angle_estimation_0010_q3,Comparative Reasoning,angle_estimation_0010.png,"Approximately how many degrees larger is the bigger angle compared to the smaller one, rounded to the nearest 10 degrees?",20
angle_estimation_0010_q4,Compound Reasoning,angle_estimation_0010.png,"If Angle 1 and Angle 2 were added together, answer 'right angle' if the sum is within 15 degrees of 90°, 'straight angle' if it is within 15 degrees of 180°, otherwise answer 'neither'.",straight
angle_estimation_0010_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0010.png,"If the smaller shown angle were doubled, would it be larger than, equal to, or smaller than the other angle?",larger
angle_estimation_0011_q1,Image Description,angle_estimation_0011.png,How many separate angles are shown in this image?,2
angle_estimation_0011_q2,Basic Relational Reasoning,angle_estimation_0011.png,"Which angle is larger, Angle 1 or Angle 2? Answer with the label.",Angle 1
angle_estimation_0011_q3,Comparative Reasoning,angle_estimation_0011.png,"Approximately how many degrees larger is the bigger angle compared to the smaller one, rounded to the nearest 10 degrees?",10
angle_estimation_0011_q4,Compound Reasoning,angle_estimation_0011.png,"If Angle 1 and Angle 2 were added together, answer 'right angle' if the sum is within 15 degrees of 90°, 'straight angle' if it is within 15 degrees of 180°, otherwise answer 'neither'.",neither
angle_estimation_0011_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0011.png,"If the smaller shown angle were doubled, would it be larger than, equal to, or smaller than the other angle?",larger
angle_estimation_0012_q1,Image Description,angle_estimation_0012.png,How many separate angles are shown in this image?,2
angle_estimation_0012_q2,Basic Relational Reasoning,angle_estimation_0012.png,"Which angle is larger, Angle 1 or Angle 2? Answer with the label.",Angle 2
angle_estimation_0012_q3,Comparative Reasoning,angle_estimation_0012.png,"Approximately how many degrees larger is the bigger angle compared to the smaller one, rounded to the nearest 10 degrees?",20
angle_estimation_0012_q4,Compound Reasoning,angle_estimation_0012.png,"If Angle 1 and Angle 2 were added together, answer 'right angle' if the sum is within 15 degrees of 90°, 'straight angle' if it is within 15 degrees of 180°, otherwise answer 'neither'.",right
angle_estimation_0012_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0012.png,"If the smaller shown angle were doubled, would it be larger than, equal to, or smaller than the other angle?",larger
angle_estimation_0013_q1,Image Description,angle_estimation_0013.png,How many separate angles are shown in this image?,2
angle_estimation_0013_q2,Basic Relational Reasoning,angle_estimation_0013.png,"Which angle is larger, Angle 1 or Angle 2? Answer with the label.",Angle 1
angle_estimation_0013_q3,Comparative Reasoning,angle_estimation_0013.png,"Approximately how many degrees larger is the bigger angle compared to the smaller one, rounded to the nearest 10 degrees?",110
angle_estimation_0013_q4,Compound Reasoning,angle_estimation_0013.png,"If Angle 1 and Angle 2 were added together, answer 'right angle' if the sum is within 15 degrees of 90°, 'straight angle' if it is within 15 degrees of 180°, otherwise answer 'neither'.",straight
angle_estimation_0013_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0013.png,"If the smaller shown angle were doubled, would it be larger than, equal to, or smaller than the other angle?",smaller
angle_estimation_0014_q1,Image Description,angle_estimation_0014.png,How many separate angles are shown in this image?,2
angle_estimation_0014_q2,Basic Relational Reasoning,angle_estimation_0014.png,"Which angle is larger, Angle 1 or Angle 2? Answer with the label.",Angle 1
angle_estimation_0014_q3,Comparative Reasoning,angle_estimation_0014.png,"Approximately how many degrees larger is the bigger angle compared to the smaller one, rounded to the nearest 10 degrees?",10
angle_estimation_0014_q4,Compound Reasoning,angle_estimation_0014.png,"If Angle 1 and Angle 2 were added together, answer 'right angle' if the sum is within 15 degrees of 90°, 'straight angle' if it is within 15 degrees of 180°, otherwise answer 'neither'.",neither
angle_estimation_0014_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0014.png,"If the smaller shown angle were doubled, would it be larger than, equal to, or smaller than the other angle?",larger
angle_estimation_0015_q1,Image Description,angle_estimation_0015.png,How many separate angles are shown in this image?,2
angle_estimation_0015_q2,Basic Relational Reasoning,angle_estimation_0015.png,"Which angle is larger, Angle 1 or Angle 2? Answer with the label.",Angle 1
angle_estimation_0015_q3,Comparative Reasoning,angle_estimation_0015.png,"Approximately how many degrees larger is the bigger angle compared to the smaller one, rounded to the nearest 10 degrees?",40
angle_estimation_0015_q4,Compound Reasoning,angle_estimation_0015.png,"If Angle 1 and Angle 2 were added together, answer 'right angle' if the sum is within 15 degrees of 90°, 'straight angle' if it is within 15 degrees of 180°, otherwise answer 'neither'.",right
angle_estimation_0015_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0015.png,"If the smaller shown angle were doubled, would it be larger than, equal to, or smaller than the other angle?",smaller
angle_estimation_0016_q1,Image Description,angle_estimation_0016.png,How many vertices does the triangle have?,3
angle_estimation_0016_q2,Basic Relational Reasoning,angle_estimation_0016.png,"Is this triangle acute, right, or obtuse? Answer with one word.",acute
angle_estimation_0016_q3,Comparative Reasoning,angle_estimation_0016.png,Which vertex of the triangle has the largest interior angle? Answer with the vertex label.,C
angle_estimation_0016_q4,Compound Reasoning,angle_estimation_0016.png,The three interior angles of any triangle have what fixed total? Answer with a number in curly brackets.,180
angle_estimation_0016_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0016.png,"If the smallest interior angle increased by 10 degrees while the other two stayed fixed, what would the new angle sum be, and would it still form a Euclidean triangle? Answer as sum,yes/no.","190,no"
angle_estimation_0017_q1,Image Description,angle_estimation_0017.png,How many vertices does the triangle have?,3
angle_estimation_0017_q2,Basic Relational Reasoning,angle_estimation_0017.png,"Is this triangle acute, right, or obtuse? Answer with one word.",acute
angle_estimation_0017_q3,Comparative Reasoning,angle_estimation_0017.png,Which vertex of the triangle has the largest interior angle? Answer with the vertex label.,A
angle_estimation_0017_q4,Compound Reasoning,angle_estimation_0017.png,The three interior angles of any triangle have what fixed total? Answer with a number in curly brackets.,180
angle_estimation_0017_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0017.png,"If the smallest interior angle increased by 10 degrees while the other two stayed fixed, what would the new angle sum be, and would it still form a Euclidean triangle? Answer as sum,yes/no.","190,no"
angle_estimation_0018_q1,Image Description,angle_estimation_0018.png,How many vertices does the triangle have?,3
angle_estimation_0018_q2,Basic Relational Reasoning,angle_estimation_0018.png,"Is this triangle acute, right, or obtuse? Answer with one word.",acute
angle_estimation_0018_q3,Comparative Reasoning,angle_estimation_0018.png,Which vertex of the triangle has the largest interior angle? Answer with the vertex label.,C
angle_estimation_0018_q4,Compound Reasoning,angle_estimation_0018.png,The three interior angles of any triangle have what fixed total? Answer with a number in curly brackets.,180
angle_estimation_0018_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0018.png,"If the smallest interior angle increased by 10 degrees while the other two stayed fixed, what would the new angle sum be, and would it still form a Euclidean triangle? Answer as sum,yes/no.","190,no"
angle_estimation_0019_q1,Image Description,angle_estimation_0019.png,How many vertices does the triangle have?,3
angle_estimation_0019_q2,Basic Relational Reasoning,angle_estimation_0019.png,"Is this triangle acute, right, or obtuse? Answer with one word.",acute
angle_estimation_0019_q3,Comparative Reasoning,angle_estimation_0019.png,Which vertex of the triangle has the largest interior angle? Answer with the vertex label.,C
angle_estimation_0019_q4,Compound Reasoning,angle_estimation_0019.png,The three interior angles of any triangle have what fixed total? Answer with a number in curly brackets.,180
angle_estimation_0019_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0019.png,"If the smallest interior angle increased by 10 degrees while the other two stayed fixed, what would the new angle sum be, and would it still form a Euclidean triangle? Answer as sum,yes/no.","190,no"
angle_estimation_0020_q1,Image Description,angle_estimation_0020.png,How many vertices does the triangle have?,3
angle_estimation_0020_q2,Basic Relational Reasoning,angle_estimation_0020.png,"Is this triangle acute, right, or obtuse? Answer with one word.",acute
angle_estimation_0020_q3,Comparative Reasoning,angle_estimation_0020.png,Which vertex of the triangle has the largest interior angle? Answer with the vertex label.,C
angle_estimation_0020_q4,Compound Reasoning,angle_estimation_0020.png,The three interior angles of any triangle have what fixed total? Answer with a number in curly brackets.,180
angle_estimation_0020_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0020.png,"If the smallest interior angle increased by 10 degrees while the other two stayed fixed, what would the new angle sum be, and would it still form a Euclidean triangle? Answer as sum,yes/no.","190,no"
angle_estimation_0021_q1,Image Description,angle_estimation_0021.png,"Is the marked angle acute (less than 90°), right (exactly 90°), or obtuse (greater than 90°)? Answer with one word.",obtuse
angle_estimation_0021_q2,Basic Relational Reasoning,angle_estimation_0021.png,"Estimate the measure of the marked angle, rounded to the nearest 15 degrees. Answer with a number in curly brackets, e.g. {45}.",240
angle_estimation_0021_q3,Comparative Reasoning,angle_estimation_0021.png,"Is the marked angle greater than, less than, or approximately equal to a right angle (90 degrees)?",greater than
angle_estimation_0021_q4,Compound Reasoning,angle_estimation_0021.png,"How many degrees is the shown angle away from a straight angle, rounded to the nearest degree?",65
angle_estimation_0021_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0021.png,"If this angle were doubled, would the result still be less than a straight angle (180 degrees), or would it exceed a straight angle?",exceeds 180
angle_estimation_0022_q1,Image Description,angle_estimation_0022.png,"Is the marked angle acute (less than 90°), right (exactly 90°), or obtuse (greater than 90°)? Answer with one word.",acute
angle_estimation_0022_q2,Basic Relational Reasoning,angle_estimation_0022.png,"Estimate the measure of the marked angle, rounded to the nearest 15 degrees. Answer with a number in curly brackets, e.g. {45}.",15
angle_estimation_0022_q3,Comparative Reasoning,angle_estimation_0022.png,"Is the marked angle greater than, less than, or approximately equal to a right angle (90 degrees)?",less than
angle_estimation_0022_q4,Compound Reasoning,angle_estimation_0022.png,"How many degrees is the shown angle away from a straight angle, rounded to the nearest degree?",162
angle_estimation_0022_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0022.png,"If this angle were doubled, would the result still be less than a straight angle (180 degrees), or would it exceed a straight angle?",less than 180
angle_estimation_0023_q1,Image Description,angle_estimation_0023.png,"Is the marked angle acute (less than 90°), right (exactly 90°), or obtuse (greater than 90°)? Answer with one word.",obtuse
angle_estimation_0023_q2,Basic Relational Reasoning,angle_estimation_0023.png,"Estimate the measure of the marked angle, rounded to the nearest 15 degrees. Answer with a number in curly brackets, e.g. {45}.",315
angle_estimation_0023_q3,Comparative Reasoning,angle_estimation_0023.png,"Is the marked angle greater than, less than, or approximately equal to a right angle (90 degrees)?",greater than
angle_estimation_0023_q4,Compound Reasoning,angle_estimation_0023.png,"How many degrees is the shown angle away from a straight angle, rounded to the nearest degree?",133
angle_estimation_0023_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0023.png,"If this angle were doubled, would the result still be less than a straight angle (180 degrees), or would it exceed a straight angle?",exceeds 180
angle_estimation_0024_q1,Image Description,angle_estimation_0024.png,"Is the marked angle acute (less than 90°), right (exactly 90°), or obtuse (greater than 90°)? Answer with one word.",obtuse
angle_estimation_0024_q2,Basic Relational Reasoning,angle_estimation_0024.png,"Estimate the measure of the marked angle, rounded to the nearest 15 degrees. Answer with a number in curly brackets, e.g. {45}.",300
angle_estimation_0024_q3,Comparative Reasoning,angle_estimation_0024.png,"Is the marked angle greater than, less than, or approximately equal to a right angle (90 degrees)?",greater than
angle_estimation_0024_q4,Compound Reasoning,angle_estimation_0024.png,"How many degrees is the shown angle away from a straight angle, rounded to the nearest degree?",116
angle_estimation_0024_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0024.png,"If this angle were doubled, would the result still be less than a straight angle (180 degrees), or would it exceed a straight angle?",exceeds 180
angle_estimation_0025_q1,Image Description,angle_estimation_0025.png,"Is the marked angle acute (less than 90°), right (exactly 90°), or obtuse (greater than 90°)? Answer with one word.",acute
angle_estimation_0025_q2,Basic Relational Reasoning,angle_estimation_0025.png,"Estimate the measure of the marked angle, rounded to the nearest 15 degrees. Answer with a number in curly brackets, e.g. {45}.",30
angle_estimation_0025_q3,Comparative Reasoning,angle_estimation_0025.png,"Is the marked angle greater than, less than, or approximately equal to a right angle (90 degrees)?",less than
angle_estimation_0025_q4,Compound Reasoning,angle_estimation_0025.png,"How many degrees is the shown angle away from a straight angle, rounded to the nearest degree?",150
angle_estimation_0025_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0025.png,"If this angle were doubled, would the result still be less than a straight angle (180 degrees), or would it exceed a straight angle?",less than 180
angle_estimation_0026_q1,Image Description,angle_estimation_0026.png,"Is the marked angle acute (less than 90°), right (exactly 90°), or obtuse (greater than 90°)? Answer with one word.",obtuse
angle_estimation_0026_q2,Basic Relational Reasoning,angle_estimation_0026.png,"Estimate the measure of the marked angle, rounded to the nearest 15 degrees. Answer with a number in curly brackets, e.g. {45}.",240
angle_estimation_0026_q3,Comparative Reasoning,angle_estimation_0026.png,"Is the marked angle greater than, less than, or approximately equal to a right angle (90 degrees)?",greater than
angle_estimation_0026_q4,Compound Reasoning,angle_estimation_0026.png,"How many degrees is the shown angle away from a straight angle, rounded to the nearest degree?",54
angle_estimation_0026_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0026.png,"If this angle were doubled, would the result still be less than a straight angle (180 degrees), or would it exceed a straight angle?",exceeds 180
angle_estimation_0027_q1,Image Description,angle_estimation_0027.png,"Is the marked angle acute (less than 90°), right (exactly 90°), or obtuse (greater than 90°)? Answer with one word.",obtuse
angle_estimation_0027_q2,Basic Relational Reasoning,angle_estimation_0027.png,"Estimate the measure of the marked angle, rounded to the nearest 15 degrees. Answer with a number in curly brackets, e.g. {45}.",255
angle_estimation_0027_q3,Comparative Reasoning,angle_estimation_0027.png,"Is the marked angle greater than, less than, or approximately equal to a right angle (90 degrees)?",greater than
angle_estimation_0027_q4,Compound Reasoning,angle_estimation_0027.png,"How many degrees is the shown angle away from a straight angle, rounded to the nearest degree?",68
angle_estimation_0027_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0027.png,"If this angle were doubled, would the result still be less than a straight angle (180 degrees), or would it exceed a straight angle?",exceeds 180
angle_estimation_0028_q1,Image Description,angle_estimation_0028.png,"Is the marked angle acute (less than 90°), right (exactly 90°), or obtuse (greater than 90°)? Answer with one word.",acute
angle_estimation_0028_q2,Basic Relational Reasoning,angle_estimation_0028.png,"Estimate the measure of the marked angle, rounded to the nearest 15 degrees. Answer with a number in curly brackets, e.g. {45}.",60
angle_estimation_0028_q3,Comparative Reasoning,angle_estimation_0028.png,"Is the marked angle greater than, less than, or approximately equal to a right angle (90 degrees)?",less than
angle_estimation_0028_q4,Compound Reasoning,angle_estimation_0028.png,"How many degrees is the shown angle away from a straight angle, rounded to the nearest degree?",126
angle_estimation_0028_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0028.png,"If this angle were doubled, would the result still be less than a straight angle (180 degrees), or would it exceed a straight angle?",less than 180
angle_estimation_0029_q1,Image Description,angle_estimation_0029.png,How many separate angles are shown in this image?,2
angle_estimation_0029_q2,Basic Relational Reasoning,angle_estimation_0029.png,"Which angle is larger, Angle 1 or Angle 2? Answer with the label.",Angle 1
angle_estimation_0029_q3,Comparative Reasoning,angle_estimation_0029.png,"Approximately how many degrees larger is the bigger angle compared to the smaller one, rounded to the nearest 10 degrees?",140
angle_estimation_0029_q4,Compound Reasoning,angle_estimation_0029.png,"If Angle 1 and Angle 2 were added together, answer 'right angle' if the sum is within 15 degrees of 90°, 'straight angle' if it is within 15 degrees of 180°, otherwise answer 'neither'.",straight
angle_estimation_0029_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0029.png,"If the smaller shown angle were doubled, would it be larger than, equal to, or smaller than the other angle?",smaller
angle_estimation_0030_q1,Image Description,angle_estimation_0030.png,How many separate angles are shown in this image?,2
angle_estimation_0030_q2,Basic Relational Reasoning,angle_estimation_0030.png,"Which angle is larger, Angle 1 or Angle 2? Answer with the label.",Angle 2
angle_estimation_0030_q3,Comparative Reasoning,angle_estimation_0030.png,"Approximately how many degrees larger is the bigger angle compared to the smaller one, rounded to the nearest 10 degrees?",20
angle_estimation_0030_q4,Compound Reasoning,angle_estimation_0030.png,"If Angle 1 and Angle 2 were added together, answer 'right angle' if the sum is within 15 degrees of 90°, 'straight angle' if it is within 15 degrees of 180°, otherwise answer 'neither'.",neither
angle_estimation_0030_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0030.png,"If the smaller shown angle were doubled, would it be larger than, equal to, or smaller than the other angle?",larger
angle_estimation_0031_q1,Image Description,angle_estimation_0031.png,How many separate angles are shown in this image?,2
angle_estimation_0031_q2,Basic Relational Reasoning,angle_estimation_0031.png,"Which angle is larger, Angle 1 or Angle 2? Answer with the label.",Angle 2
angle_estimation_0031_q3,Comparative Reasoning,angle_estimation_0031.png,"Approximately how many degrees larger is the bigger angle compared to the smaller one, rounded to the nearest 10 degrees?",40
angle_estimation_0031_q4,Compound Reasoning,angle_estimation_0031.png,"If Angle 1 and Angle 2 were added together, answer 'right angle' if the sum is within 15 degrees of 90°, 'straight angle' if it is within 15 degrees of 180°, otherwise answer 'neither'.",right
angle_estimation_0031_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0031.png,"If the smaller shown angle were doubled, would it be larger than, equal to, or smaller than the other angle?",smaller
angle_estimation_0032_q1,Image Description,angle_estimation_0032.png,How many separate angles are shown in this image?,2
angle_estimation_0032_q2,Basic Relational Reasoning,angle_estimation_0032.png,"Which angle is larger, Angle 1 or Angle 2? Answer with the label.",Angle 2
angle_estimation_0032_q3,Comparative Reasoning,angle_estimation_0032.png,"Approximately how many degrees larger is the bigger angle compared to the smaller one, rounded to the nearest 10 degrees?",20
angle_estimation_0032_q4,Compound Reasoning,angle_estimation_0032.png,"If Angle 1 and Angle 2 were added together, answer 'right angle' if the sum is within 15 degrees of 90°, 'straight angle' if it is within 15 degrees of 180°, otherwise answer 'neither'.",straight
angle_estimation_0032_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0032.png,"If the smaller shown angle were doubled, would it be larger than, equal to, or smaller than the other angle?",larger
angle_estimation_0033_q1,Image Description,angle_estimation_0033.png,How many separate angles are shown in this image?,2
angle_estimation_0033_q2,Basic Relational Reasoning,angle_estimation_0033.png,"Which angle is larger, Angle 1 or Angle 2? Answer with the label.",Angle 2
angle_estimation_0033_q3,Comparative Reasoning,angle_estimation_0033.png,"Approximately how many degrees larger is the bigger angle compared to the smaller one, rounded to the nearest 10 degrees?",30
angle_estimation_0033_q4,Compound Reasoning,angle_estimation_0033.png,"If Angle 1 and Angle 2 were added together, answer 'right angle' if the sum is within 15 degrees of 90°, 'straight angle' if it is within 15 degrees of 180°, otherwise answer 'neither'.",neither
angle_estimation_0033_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0033.png,"If the smaller shown angle were doubled, would it be larger than, equal to, or smaller than the other angle?",larger
angle_estimation_0034_q1,Image Description,angle_estimation_0034.png,How many separate angles are shown in this image?,2
angle_estimation_0034_q2,Basic Relational Reasoning,angle_estimation_0034.png,"Which angle is larger, Angle 1 or Angle 2? Answer with the label.",Angle 2
angle_estimation_0034_q3,Comparative Reasoning,angle_estimation_0034.png,"Approximately how many degrees larger is the bigger angle compared to the smaller one, rounded to the nearest 10 degrees?",20
angle_estimation_0034_q4,Compound Reasoning,angle_estimation_0034.png,"If Angle 1 and Angle 2 were added together, answer 'right angle' if the sum is within 15 degrees of 90°, 'straight angle' if it is within 15 degrees of 180°, otherwise answer 'neither'.",right
angle_estimation_0034_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0034.png,"If the smaller shown angle were doubled, would it be larger than, equal to, or smaller than the other angle?",larger
angle_estimation_0035_q1,Image Description,angle_estimation_0035.png,How many separate angles are shown in this image?,2
angle_estimation_0035_q2,Basic Relational Reasoning,angle_estimation_0035.png,"Which angle is larger, Angle 1 or Angle 2? Answer with the label.",Angle 2
angle_estimation_0035_q3,Comparative Reasoning,angle_estimation_0035.png,"Approximately how many degrees larger is the bigger angle compared to the smaller one, rounded to the nearest 10 degrees?",120
angle_estimation_0035_q4,Compound Reasoning,angle_estimation_0035.png,"If Angle 1 and Angle 2 were added together, answer 'right angle' if the sum is within 15 degrees of 90°, 'straight angle' if it is within 15 degrees of 180°, otherwise answer 'neither'.",straight
angle_estimation_0035_q5,Extrapolative/Counterfactual Reasoning,angle_estimation_0035.png,"If the smaller shown angle were doubled, would it be larger than, equal to, or smaller than the other angle?",smaller
