dataset,dataset_version,question_id,image,image_path,prompt
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0022_open_q1,hex_pathfinding_0022.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0022.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0023_open_q1,hex_pathfinding_0023.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0023.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0024_open_q1,hex_pathfinding_0024.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0024.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0025_open_q1,hex_pathfinding_0025.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0025.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0026_open_q1,hex_pathfinding_0026.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0026.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0027_open_q1,hex_pathfinding_0027.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0027.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0028_open_q1,hex_pathfinding_0028.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0028.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0029_open_q1,hex_pathfinding_0029.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0029.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0030_open_q1,hex_pathfinding_0030.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0030.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0031_open_q1,hex_pathfinding_0031.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0031.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0032_open_q1,hex_pathfinding_0032.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0032.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0033_open_q1,hex_pathfinding_0033.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0033.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0034_open_q1,hex_pathfinding_0034.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0034.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0035_open_q1,hex_pathfinding_0035.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0035.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0036_open_q1,hex_pathfinding_0036.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0036.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0037_open_q1,hex_pathfinding_0037.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0037.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0038_open_q1,hex_pathfinding_0038.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0038.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0039_open_q1,hex_pathfinding_0039.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0039.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0040_open_q1,hex_pathfinding_0040.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0040.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0041_open_q1,hex_pathfinding_0041.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0041.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0042_open_q1,hex_pathfinding_0042.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0042.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0043_open_q1,hex_pathfinding_0043.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0043.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0044_open_q1,hex_pathfinding_0044.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0044.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0045_open_q1,hex_pathfinding_0045.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0045.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0046_open_q1,hex_pathfinding_0046.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0046.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0047_open_q1,hex_pathfinding_0047.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0047.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0048_open_q1,hex_pathfinding_0048.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0048.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0049_open_q1,hex_pathfinding_0049.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0049.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0050_open_q1,hex_pathfinding_0050.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0050.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0051_open_q1,hex_pathfinding_0051.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0051.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0052_open_q1,hex_pathfinding_0052.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0052.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0053_open_q1,hex_pathfinding_0053.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0053.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_0054_open_q1,hex_pathfinding_0054.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_0054.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
