task,image,prompt,groundtruth,metadata
Basic Relational Reasoning,clock_reading_0007.png,Is the minute hand pointing before or after the 6 (half past)? Answer 'before' or 'after'.,after,"{""angle_between_hands"":34.5,""angle_between_hands_fraction"":""69/2"",""difficulty_score"":0.52,""hour"":6,""hour_angle"":199.5,""hour_angle_fraction"":""399/2"",""minute"":39,""minute_angle"":234.0,""minute_angle_fraction"":""234/1"",""minute_relation_to_six"":""after"",""seed"":7,""time"":""06:39""}"
Comparative Reasoning,clock_reading_0007.png,What is the exact time shown? Answer in HH:MM format.,06:39,"{""angle_between_hands"":34.5,""angle_between_hands_fraction"":""69/2"",""difficulty_score"":0.52,""hour"":6,""hour_angle"":199.5,""hour_angle_fraction"":""399/2"",""minute"":39,""minute_angle"":234.0,""minute_angle_fraction"":""234/1"",""minute_relation_to_six"":""after"",""seed"":7,""time"":""06:39""}"
Compound Reasoning,clock_reading_0007.png,"What is the smaller angle between the hour and minute hands, rounded to the nearest degree?",35,"{""angle_between_hands"":34.5,""angle_between_hands_fraction"":""69/2"",""difficulty_score"":0.52,""hour"":6,""hour_angle"":199.5,""hour_angle_fraction"":""399/2"",""minute"":39,""minute_angle"":234.0,""minute_angle_fraction"":""234/1"",""minute_relation_to_six"":""after"",""seed"":7,""time"":""06:39""}"
Extrapolative/Counterfactual Reasoning,clock_reading_0007.png,"If 20 minutes were added to the current time, what would the new smaller angle between the hands be, rounded to the nearest degree?",145,"{""angle_between_hands"":34.5,""angle_between_hands_fraction"":""69/2"",""difficulty_score"":0.52,""hour"":6,""hour_angle"":199.5,""hour_angle_fraction"":""399/2"",""minute"":39,""minute_angle"":234.0,""minute_angle_fraction"":""234/1"",""minute_relation_to_six"":""after"",""seed"":7,""time"":""06:39""}"
Image Description,clock_reading_0008.png,Which hour has the short hand most recently passed? Answer with a number from 1 to 12.,4,"{""angle_between_hands"":59.5,""angle_between_hands_fraction"":""119/2"",""difficulty_score"":0.52,""hour"":4,""hour_angle"":125.5,""hour_angle_fraction"":""251/2"",""minute"":11,""minute_angle"":66.0,""minute_angle_fraction"":""66/1"",""minute_relation_to_six"":""before"",""seed"":8,""time"":""04:11""}"
Basic Relational Reasoning,clock_reading_0008.png,Is the minute hand pointing before or after the 6 (half past)? Answer 'before' or 'after'.,before,"{""angle_between_hands"":59.5,""angle_between_hands_fraction"":""119/2"",""difficulty_score"":0.52,""hour"":4,""hour_angle"":125.5,""hour_angle_fraction"":""251/2"",""minute"":11,""minute_angle"":66.0,""minute_angle_fraction"":""66/1"",""minute_relation_to_six"":""before"",""seed"":8,""time"":""04:11""}"
Comparative Reasoning,clock_reading_0008.png,What is the exact time shown? Answer in HH:MM format.,04:11,"{""angle_between_hands"":59.5,""angle_between_hands_fraction"":""119/2"",""difficulty_score"":0.52,""hour"":4,""hour_angle"":125.5,""hour_angle_fraction"":""251/2"",""minute"":11,""minute_angle"":66.0,""minute_angle_fraction"":""66/1"",""minute_relation_to_six"":""before"",""seed"":8,""time"":""04:11""}"
Compound Reasoning,clock_reading_0008.png,"What is the smaller angle between the hour and minute hands, rounded to the nearest degree?",60,"{""angle_between_hands"":59.5,""angle_between_hands_fraction"":""119/2"",""difficulty_score"":0.52,""hour"":4,""hour_angle"":125.5,""hour_angle_fraction"":""251/2"",""minute"":11,""minute_angle"":66.0,""minute_angle_fraction"":""66/1"",""minute_relation_to_six"":""before"",""seed"":8,""time"":""04:11""}"
Extrapolative/Counterfactual Reasoning,clock_reading_0008.png,"If 20 minutes were added to the current time, what would the new smaller angle between the hands be, rounded to the nearest degree?",51,"{""angle_between_hands"":59.5,""angle_between_hands_fraction"":""119/2"",""difficulty_score"":0.52,""hour"":4,""hour_angle"":125.5,""hour_angle_fraction"":""251/2"",""minute"":11,""minute_angle"":66.0,""minute_angle_fraction"":""66/1"",""minute_relation_to_six"":""before"",""seed"":8,""time"":""04:11""}"
Image Description,clock_reading_0009.png,Which hour has the short hand most recently passed? Answer with a number from 1 to 12.,8,"{""angle_between_hands"":57.0,""angle_between_hands_fraction"":""57/1"",""difficulty_score"":0.56,""hour"":8,""hour_angle"":267.0,""hour_angle_fraction"":""267/1"",""minute"":54,""minute_angle"":324.0,""minute_angle_fraction"":""324/1"",""minute_relation_to_six"":""after"",""seed"":9,""time"":""08:54""}"
Basic Relational Reasoning,clock_reading_0009.png,Is the minute hand pointing before or after the 6 (half past)? Answer 'before' or 'after'.,after,"{""angle_between_hands"":57.0,""angle_between_hands_fraction"":""57/1"",""difficulty_score"":0.56,""hour"":8,""hour_angle"":267.0,""hour_angle_fraction"":""267/1"",""minute"":54,""minute_angle"":324.0,""minute_angle_fraction"":""324/1"",""minute_relation_to_six"":""after"",""seed"":9,""time"":""08:54""}"
Comparative Reasoning,clock_reading_0009.png,What is the exact time shown? Answer in HH:MM format.,08:54,"{""angle_between_hands"":57.0,""angle_between_hands_fraction"":""57/1"",""difficulty_score"":0.56,""hour"":8,""hour_angle"":267.0,""hour_angle_fraction"":""267/1"",""minute"":54,""minute_angle"":324.0,""minute_angle_fraction"":""324/1"",""minute_relation_to_six"":""after"",""seed"":9,""time"":""08:54""}"
Compound Reasoning,clock_reading_0009.png,"What is the smaller angle between the hour and minute hands, rounded to the nearest degree?",57,"{""angle_between_hands"":57.0,""angle_between_hands_fraction"":""57/1"",""difficulty_score"":0.56,""hour"":8,""hour_angle"":267.0,""hour_angle_fraction"":""267/1"",""minute"":54,""minute_angle"":324.0,""minute_angle_fraction"":""324/1"",""minute_relation_to_six"":""after"",""seed"":9,""time"":""08:54""}"
Extrapolative/Counterfactual Reasoning,clock_reading_0009.png,"If 20 minutes were added to the current time, what would the new smaller angle between the hands be, rounded to the nearest degree?",167,"{""angle_between_hands"":57.0,""angle_between_hands_fraction"":""57/1"",""difficulty_score"":0.56,""hour"":8,""hour_angle"":267.0,""hour_angle_fraction"":""267/1"",""minute"":54,""minute_angle"":324.0,""minute_angle_fraction"":""324/1"",""minute_relation_to_six"":""after"",""seed"":9,""time"":""08:54""}"
Image Description,clock_reading_0010.png,Which hour has the short hand most recently passed? Answer with a number from 1 to 12.,10,"{""angle_between_hands"":65.5,""angle_between_hands_fraction"":""131/2"",""difficulty_score"":0.52,""hour"":10,""hour_angle"":300.5,""hour_angle_fraction"":""601/2"",""minute"":1,""minute_angle"":6.0,""minute_angle_fraction"":""6/1"",""minute_relation_to_six"":""before"",""seed"":10,""time"":""10:01""}"
Basic Relational Reasoning,clock_reading_0010.png,Is the minute hand pointing before or after the 6 (half past)? Answer 'before' or 'after'.,before,"{""angle_between_hands"":65.5,""angle_between_hands_fraction"":""131/2"",""difficulty_score"":0.52,""hour"":10,""hour_angle"":300.5,""hour_angle_fraction"":""601/2"",""minute"":1,""minute_angle"":6.0,""minute_angle_fraction"":""6/1"",""minute_relation_to_six"":""before"",""seed"":10,""time"":""10:01""}"
Comparative Reasoning,clock_reading_0010.png,What is the exact time shown? Answer in HH:MM format.,10:01,"{""angle_between_hands"":65.5,""angle_between_hands_fraction"":""131/2"",""difficulty_score"":0.52,""hour"":10,""hour_angle"":300.5,""hour_angle_fraction"":""601/2"",""minute"":1,""minute_angle"":6.0,""minute_angle_fraction"":""6/1"",""minute_relation_to_six"":""before"",""seed"":10,""time"":""10:01""}"
Compound Reasoning,clock_reading_0010.png,"What is the smaller angle between the hour and minute hands, rounded to the nearest degree?",66,"{""angle_between_hands"":65.5,""angle_between_hands_fraction"":""131/2"",""difficulty_score"":0.52,""hour"":10,""hour_angle"":300.5,""hour_angle_fraction"":""601/2"",""minute"":1,""minute_angle"":6.0,""minute_angle_fraction"":""6/1"",""minute_relation_to_six"":""before"",""seed"":10,""time"":""10:01""}"
Extrapolative/Counterfactual Reasoning,clock_reading_0010.png,"If 20 minutes were added to the current time, what would the new smaller angle between the hands be, rounded to the nearest degree?",176,"{""angle_between_hands"":65.5,""angle_between_hands_fraction"":""131/2"",""difficulty_score"":0.52,""hour"":10,""hour_angle"":300.5,""hour_angle_fraction"":""601/2"",""minute"":1,""minute_angle"":6.0,""minute_angle_fraction"":""6/1"",""minute_relation_to_six"":""before"",""seed"":10,""time"":""10:01""}"
Image Description,clock_reading_0011.png,Which hour has the short hand most recently passed? Answer with a number from 1 to 12.,8,"{""angle_between_hands"":46.0,""angle_between_hands_fraction"":""46/1"",""difficulty_score"":0.56,""hour"":8,""hour_angle"":266.0,""hour_angle_fraction"":""266/1"",""minute"":52,""minute_angle"":312.0,""minute_angle_fraction"":""312/1"",""minute_relation_to_six"":""after"",""seed"":11,""time"":""08:52""}"
Basic Relational Reasoning,clock_reading_0011.png,Is the minute hand pointing before or after the 6 (half past)? Answer 'before' or 'after'.,after,"{""angle_between_hands"":46.0,""angle_between_hands_fraction"":""46/1"",""difficulty_score"":0.56,""hour"":8,""hour_angle"":266.0,""hour_angle_fraction"":""266/1"",""minute"":52,""minute_angle"":312.0,""minute_angle_fraction"":""312/1"",""minute_relation_to_six"":""after"",""seed"":11,""time"":""08:52""}"
Comparative Reasoning,clock_reading_0011.png,What is the exact time shown? Answer in HH:MM format.,08:52,"{""angle_between_hands"":46.0,""angle_between_hands_fraction"":""46/1"",""difficulty_score"":0.56,""hour"":8,""hour_angle"":266.0,""hour_angle_fraction"":""266/1"",""minute"":52,""minute_angle"":312.0,""minute_angle_fraction"":""312/1"",""minute_relation_to_six"":""after"",""seed"":11,""time"":""08:52""}"
Compound Reasoning,clock_reading_0011.png,"What is the smaller angle between the hour and minute hands, rounded to the nearest degree?",46,"{""angle_between_hands"":46.0,""angle_between_hands_fraction"":""46/1"",""difficulty_score"":0.56,""hour"":8,""hour_angle"":266.0,""hour_angle_fraction"":""266/1"",""minute"":52,""minute_angle"":312.0,""minute_angle_fraction"":""312/1"",""minute_relation_to_six"":""after"",""seed"":11,""time"":""08:52""}"
Extrapolative/Counterfactual Reasoning,clock_reading_0011.png,"If 20 minutes were added to the current time, what would the new smaller angle between the hands be, rounded to the nearest degree?",156,"{""angle_between_hands"":46.0,""angle_between_hands_fraction"":""46/1"",""difficulty_score"":0.56,""hour"":8,""hour_angle"":266.0,""hour_angle_fraction"":""266/1"",""minute"":52,""minute_angle"":312.0,""minute_angle_fraction"":""312/1"",""minute_relation_to_six"":""after"",""seed"":11,""time"":""08:52""}"
Image Description,clock_reading_0012.png,Which hour has the short hand most recently passed? Answer with a number from 1 to 12.,8,"{""angle_between_hands"":164.0,""angle_between_hands_fraction"":""164/1"",""difficulty_score"":0.4,""hour"":8,""hour_angle"":244.0,""hour_angle_fraction"":""244/1"",""minute"":8,""minute_angle"":48.0,""minute_angle_fraction"":""48/1"",""minute_relation_to_six"":""before"",""seed"":12,""time"":""08:08""}"
Basic Relational Reasoning,clock_reading_0012.png,Is the minute hand pointing before or after the 6 (half past)? Answer 'before' or 'after'.,before,"{""angle_between_hands"":164.0,""angle_between_hands_fraction"":""164/1"",""difficulty_score"":0.4,""hour"":8,""hour_angle"":244.0,""hour_angle_fraction"":""244/1"",""minute"":8,""minute_angle"":48.0,""minute_angle_fraction"":""48/1"",""minute_relation_to_six"":""before"",""seed"":12,""time"":""08:08""}"
Comparative Reasoning,clock_reading_0012.png,What is the exact time shown? Answer in HH:MM format.,08:08,"{""angle_between_hands"":164.0,""angle_between_hands_fraction"":""164/1"",""difficulty_score"":0.4,""hour"":8,""hour_angle"":244.0,""hour_angle_fraction"":""244/1"",""minute"":8,""minute_angle"":48.0,""minute_angle_fraction"":""48/1"",""minute_relation_to_six"":""before"",""seed"":12,""time"":""08:08""}"
Compound Reasoning,clock_reading_0012.png,"What is the smaller angle between the hour and minute hands, rounded to the nearest degree?",164,"{""angle_between_hands"":164.0,""angle_between_hands_fraction"":""164/1"",""difficulty_score"":0.4,""hour"":8,""hour_angle"":244.0,""hour_angle_fraction"":""244/1"",""minute"":8,""minute_angle"":48.0,""minute_angle_fraction"":""48/1"",""minute_relation_to_six"":""before"",""seed"":12,""time"":""08:08""}"
Extrapolative/Counterfactual Reasoning,clock_reading_0012.png,"If 20 minutes were added to the current time, what would the new smaller angle between the hands be, rounded to the nearest degree?",86,"{""angle_between_hands"":164.0,""angle_between_hands_fraction"":""164/1"",""difficulty_score"":0.4,""hour"":8,""hour_angle"":244.0,""hour_angle_fraction"":""244/1"",""minute"":8,""minute_angle"":48.0,""minute_angle_fraction"":""48/1"",""minute_relation_to_six"":""before"",""seed"":12,""time"":""08:08""}"
Image Description,clock_reading_0013.png,Which hour has the short hand most recently passed? Answer with a number from 1 to 12.,5,"{""angle_between_hands"":70.0,""angle_between_hands_fraction"":""70/1"",""difficulty_score"":0.44,""hour"":5,""hour_angle"":170.0,""hour_angle_fraction"":""170/1"",""minute"":40,""minute_angle"":240.0,""minute_angle_fraction"":""240/1"",""minute_relation_to_six"":""after"",""seed"":13,""time"":""05:40""}"
Basic Relational Reasoning,clock_reading_0013.png,Is the minute hand pointing before or after the 6 (half past)? Answer 'before' or 'after'.,after,"{""angle_between_hands"":70.0,""angle_between_hands_fraction"":""70/1"",""difficulty_score"":0.44,""hour"":5,""hour_angle"":170.0,""hour_angle_fraction"":""170/1"",""minute"":40,""minute_angle"":240.0,""minute_angle_fraction"":""240/1"",""minute_relation_to_six"":""after"",""seed"":13,""time"":""05:40""}"
Comparative Reasoning,clock_reading_0013.png,What is the exact time shown? Answer in HH:MM format.,05:40,"{""angle_between_hands"":70.0,""angle_between_hands_fraction"":""70/1"",""difficulty_score"":0.44,""hour"":5,""hour_angle"":170.0,""hour_angle_fraction"":""170/1"",""minute"":40,""minute_angle"":240.0,""minute_angle_fraction"":""240/1"",""minute_relation_to_six"":""after"",""seed"":13,""time"":""05:40""}"
Compound Reasoning,clock_reading_0013.png,"What is the smaller angle between the hour and minute hands, rounded to the nearest degree?",70,"{""angle_between_hands"":70.0,""angle_between_hands_fraction"":""70/1"",""difficulty_score"":0.44,""hour"":5,""hour_angle"":170.0,""hour_angle_fraction"":""170/1"",""minute"":40,""minute_angle"":240.0,""minute_angle_fraction"":""240/1"",""minute_relation_to_six"":""after"",""seed"":13,""time"":""05:40""}"
Extrapolative/Counterfactual Reasoning,clock_reading_0013.png,"If 20 minutes were added to the current time, what would the new smaller angle between the hands be, rounded to the nearest degree?",180,"{""angle_between_hands"":70.0,""angle_between_hands_fraction"":""70/1"",""difficulty_score"":0.44,""hour"":5,""hour_angle"":170.0,""hour_angle_fraction"":""170/1"",""minute"":40,""minute_angle"":240.0,""minute_angle_fraction"":""240/1"",""minute_relation_to_six"":""after"",""seed"":13,""time"":""05:40""}"
