question_id,image,acceptance_set,targets,read_time,minute_hand_ticks_from_12,hour_hand_ticks_past_hour,nearer_to_12,smaller_separation_degrees
clock_reading_0019_open_q1,clock_reading_0019.png,"[""read_time=11:32; minute_hand_ticks_from_12=32; hour_hand_ticks_past_hour=2.67; nearer_to_12=hour hand; smaller_separation_degrees=154""]","[""12""]",11:32,32,2.67,hour hand,154
clock_reading_0020_open_q1,clock_reading_0020.png,"[""read_time=12:24; minute_hand_ticks_from_12=24; hour_hand_ticks_past_hour=2; nearer_to_12=hour hand; smaller_separation_degrees=132""]","[""12""]",12:24,24,2,hour hand,132
clock_reading_0021_open_q1,clock_reading_0021.png,"[""read_time=03:44; minute_hand_ticks_from_12=44; hour_hand_ticks_past_hour=3.67; nearer_to_12=minute hand; smaller_separation_degrees=152""]","[""12""]",03:44,44,3.67,minute hand,152
clock_reading_0022_open_q1,clock_reading_0022.png,"[""read_time=03:07; minute_hand_ticks_from_12=7; hour_hand_ticks_past_hour=0.58; nearer_to_12=minute hand; smaller_separation_degrees=51.5""]","[""12""]",03:07,7,0.58,minute hand,51.5
clock_reading_0023_open_q1,clock_reading_0023.png,"[""read_time=05:59; minute_hand_ticks_from_12=59; hour_hand_ticks_past_hour=4.92; nearer_to_12=minute hand; smaller_separation_degrees=174.5""]","[""12""]",05:59,59,4.92,minute hand,174.5
clock_reading_0024_open_q1,clock_reading_0024.png,"[""read_time=12:15; minute_hand_ticks_from_12=15; hour_hand_ticks_past_hour=1.25; nearer_to_12=hour hand; smaller_separation_degrees=82.5""]","[""12""]",12:15,15,1.25,hour hand,82.5
clock_reading_0025_open_q1,clock_reading_0025.png,"[""read_time=07:59; minute_hand_ticks_from_12=59; hour_hand_ticks_past_hour=4.92; nearer_to_12=minute hand; smaller_separation_degrees=114.5""]","[""12""]",07:59,59,4.92,minute hand,114.5
clock_reading_0026_open_q1,clock_reading_0026.png,"[""read_time=12:09; minute_hand_ticks_from_12=9; hour_hand_ticks_past_hour=0.75; nearer_to_12=hour hand; smaller_separation_degrees=49.5""]","[""12""]",12:09,9,0.75,hour hand,49.5
clock_reading_0027_open_q1,clock_reading_0027.png,"[""read_time=11:46; minute_hand_ticks_from_12=46; hour_hand_ticks_past_hour=3.83; nearer_to_12=hour hand; smaller_separation_degrees=77""]","[""12""]",11:46,46,3.83,hour hand,77
clock_reading_0028_open_q1,clock_reading_0028.png,"[""read_time=02:28; minute_hand_ticks_from_12=28; hour_hand_ticks_past_hour=2.33; nearer_to_12=hour hand; smaller_separation_degrees=94""]","[""12""]",02:28,28,2.33,hour hand,94
clock_reading_0029_open_q1,clock_reading_0029.png,"[""read_time=09:33; minute_hand_ticks_from_12=33; hour_hand_ticks_past_hour=2.75; nearer_to_12=hour hand; smaller_separation_degrees=88.5""]","[""12""]",09:33,33,2.75,hour hand,88.5
clock_reading_0030_open_q1,clock_reading_0030.png,"[""read_time=09:25; minute_hand_ticks_from_12=25; hour_hand_ticks_past_hour=2.08; nearer_to_12=hour hand; smaller_separation_degrees=132.5""]","[""12""]",09:25,25,2.08,hour hand,132.5
clock_reading_0031_open_q1,clock_reading_0031.png,"[""read_time=01:46; minute_hand_ticks_from_12=46; hour_hand_ticks_past_hour=3.83; nearer_to_12=hour hand; smaller_separation_degrees=137""]","[""12""]",01:46,46,3.83,hour hand,137
clock_reading_0032_open_q1,clock_reading_0032.png,"[""read_time=02:06; minute_hand_ticks_from_12=6; hour_hand_ticks_past_hour=0.5; nearer_to_12=minute hand; smaller_separation_degrees=27""]","[""12""]",02:06,6,0.5,minute hand,27
clock_reading_0033_open_q1,clock_reading_0033.png,"[""read_time=10:36; minute_hand_ticks_from_12=36; hour_hand_ticks_past_hour=3; nearer_to_12=hour hand; smaller_separation_degrees=102""]","[""12""]",10:36,36,3,hour hand,102
clock_reading_0034_open_q1,clock_reading_0034.png,"[""read_time=09:11; minute_hand_ticks_from_12=11; hour_hand_ticks_past_hour=0.92; nearer_to_12=minute hand; smaller_separation_degrees=150.5""]","[""12""]",09:11,11,0.92,minute hand,150.5
clock_reading_0035_open_q1,clock_reading_0035.png,"[""read_time=09:41; minute_hand_ticks_from_12=41; hour_hand_ticks_past_hour=3.42; nearer_to_12=hour hand; smaller_separation_degrees=44.5""]","[""12""]",09:41,41,3.42,hour hand,44.5
clock_reading_0036_open_q1,clock_reading_0036.png,"[""read_time=06:01; minute_hand_ticks_from_12=1; hour_hand_ticks_past_hour=0.08; nearer_to_12=minute hand; smaller_separation_degrees=174.5""]","[""12""]",06:01,1,0.08,minute hand,174.5
clock_reading_0037_open_q1,clock_reading_0037.png,"[""read_time=11:50; minute_hand_ticks_from_12=50; hour_hand_ticks_past_hour=4.17; nearer_to_12=hour hand; smaller_separation_degrees=55""]","[""12""]",11:50,50,4.17,hour hand,55
clock_reading_0038_open_q1,clock_reading_0038.png,"[""read_time=11:13; minute_hand_ticks_from_12=13; hour_hand_ticks_past_hour=1.08; nearer_to_12=hour hand; smaller_separation_degrees=101.5""]","[""12""]",11:13,13,1.08,hour hand,101.5
clock_reading_0039_open_q1,clock_reading_0039.png,"[""read_time=04:39; minute_hand_ticks_from_12=39; hour_hand_ticks_past_hour=3.25; nearer_to_12=minute hand; smaller_separation_degrees=94.5""]","[""12""]",04:39,39,3.25,minute hand,94.5
clock_reading_0040_open_q1,clock_reading_0040.png,"[""read_time=08:18; minute_hand_ticks_from_12=18; hour_hand_ticks_past_hour=1.5; nearer_to_12=minute hand; smaller_separation_degrees=141""]","[""12""]",08:18,18,1.5,minute hand,141
clock_reading_0041_open_q1,clock_reading_0041.png,"[""read_time=07:45; minute_hand_ticks_from_12=45; hour_hand_ticks_past_hour=3.75; nearer_to_12=minute hand; smaller_separation_degrees=37.5""]","[""12""]",07:45,45,3.75,minute hand,37.5
clock_reading_0042_open_q1,clock_reading_0042.png,"[""read_time=11:03; minute_hand_ticks_from_12=3; hour_hand_ticks_past_hour=0.25; nearer_to_12=minute hand; smaller_separation_degrees=46.5""]","[""12""]",11:03,3,0.25,minute hand,46.5
clock_reading_0043_open_q1,clock_reading_0043.png,"[""read_time=01:40; minute_hand_ticks_from_12=40; hour_hand_ticks_past_hour=3.33; nearer_to_12=hour hand; smaller_separation_degrees=170""]","[""12""]",01:40,40,3.33,hour hand,170
clock_reading_0044_open_q1,clock_reading_0044.png,"[""read_time=07:16; minute_hand_ticks_from_12=16; hour_hand_ticks_past_hour=1.33; nearer_to_12=minute hand; smaller_separation_degrees=122""]","[""12""]",07:16,16,1.33,minute hand,122
clock_reading_0045_open_q1,clock_reading_0045.png,"[""read_time=05:44; minute_hand_ticks_from_12=44; hour_hand_ticks_past_hour=3.67; nearer_to_12=minute hand; smaller_separation_degrees=92""]","[""12""]",05:44,44,3.67,minute hand,92
clock_reading_0046_open_q1,clock_reading_0046.png,"[""read_time=02:17; minute_hand_ticks_from_12=17; hour_hand_ticks_past_hour=1.42; nearer_to_12=hour hand; smaller_separation_degrees=33.5""]","[""12""]",02:17,17,1.42,hour hand,33.5
clock_reading_0047_open_q1,clock_reading_0047.png,"[""read_time=06:37; minute_hand_ticks_from_12=37; hour_hand_ticks_past_hour=3.08; nearer_to_12=minute hand; smaller_separation_degrees=23.5""]","[""12""]",06:37,37,3.08,minute hand,23.5
clock_reading_0048_open_q1,clock_reading_0048.png,"[""read_time=09:10; minute_hand_ticks_from_12=10; hour_hand_ticks_past_hour=0.83; nearer_to_12=minute hand; smaller_separation_degrees=145""]","[""12""]",09:10,10,0.83,minute hand,145
clock_reading_0049_open_q1,clock_reading_0049.png,"[""read_time=02:42; minute_hand_ticks_from_12=42; hour_hand_ticks_past_hour=3.5; nearer_to_12=hour hand; smaller_separation_degrees=171""]","[""12""]",02:42,42,3.5,hour hand,171
clock_reading_0050_open_q1,clock_reading_0050.png,"[""read_time=08:27; minute_hand_ticks_from_12=27; hour_hand_ticks_past_hour=2.25; nearer_to_12=hour hand; smaller_separation_degrees=91.5""]","[""12""]",08:27,27,2.25,hour hand,91.5
clock_reading_0051_open_q1,clock_reading_0051.png,"[""read_time=04:57; minute_hand_ticks_from_12=57; hour_hand_ticks_past_hour=4.75; nearer_to_12=minute hand; smaller_separation_degrees=166.5""]","[""12""]",04:57,57,4.75,minute hand,166.5
clock_reading_0052_open_q1,clock_reading_0052.png,"[""read_time=05:01; minute_hand_ticks_from_12=1; hour_hand_ticks_past_hour=0.08; nearer_to_12=minute hand; smaller_separation_degrees=144.5""]","[""12""]",05:01,1,0.08,minute hand,144.5
clock_reading_0053_open_q1,clock_reading_0053.png,"[""read_time=10:37; minute_hand_ticks_from_12=37; hour_hand_ticks_past_hour=3.08; nearer_to_12=hour hand; smaller_separation_degrees=96.5""]","[""12""]",10:37,37,3.08,hour hand,96.5
clock_reading_0054_open_q1,clock_reading_0054.png,"[""read_time=03:14; minute_hand_ticks_from_12=14; hour_hand_ticks_past_hour=1.17; nearer_to_12=minute hand; smaller_separation_degrees=13""]","[""12""]",03:14,14,1.17,minute hand,13
clock_reading_0055_open_q1,clock_reading_0055.png,"[""read_time=02:37; minute_hand_ticks_from_12=37; hour_hand_ticks_past_hour=3.08; nearer_to_12=hour hand; smaller_separation_degrees=143.5""]","[""12""]",02:37,37,3.08,hour hand,143.5
clock_reading_0056_open_q1,clock_reading_0056.png,"[""read_time=09:00; minute_hand_ticks_from_12=0; hour_hand_ticks_past_hour=0; nearer_to_12=minute hand; smaller_separation_degrees=90""]","[""12""]",09:00,0,0,minute hand,90
clock_reading_0057_open_q1,clock_reading_0057.png,"[""read_time=01:42; minute_hand_ticks_from_12=42; hour_hand_ticks_past_hour=3.5; nearer_to_12=hour hand; smaller_separation_degrees=159""]","[""12""]",01:42,42,3.5,hour hand,159
clock_reading_0058_open_q1,clock_reading_0058.png,"[""read_time=10:06; minute_hand_ticks_from_12=6; hour_hand_ticks_past_hour=0.5; nearer_to_12=minute hand; smaller_separation_degrees=93""]","[""12""]",10:06,6,0.5,minute hand,93
clock_reading_0059_open_q1,clock_reading_0059.png,"[""read_time=04:33; minute_hand_ticks_from_12=33; hour_hand_ticks_past_hour=2.75; nearer_to_12=hour hand; smaller_separation_degrees=61.5""]","[""12""]",04:33,33,2.75,hour hand,61.5
clock_reading_0060_open_q1,clock_reading_0060.png,"[""read_time=05:09; minute_hand_ticks_from_12=9; hour_hand_ticks_past_hour=0.75; nearer_to_12=minute hand; smaller_separation_degrees=100.5""]","[""12""]",05:09,9,0.75,minute hand,100.5
clock_reading_0061_open_q1,clock_reading_0061.png,"[""read_time=08:36; minute_hand_ticks_from_12=36; hour_hand_ticks_past_hour=3; nearer_to_12=hour hand; smaller_separation_degrees=42""]","[""12""]",08:36,36,3,hour hand,42
clock_reading_0062_open_q1,clock_reading_0062.png,"[""read_time=10:05; minute_hand_ticks_from_12=5; hour_hand_ticks_past_hour=0.42; nearer_to_12=minute hand; smaller_separation_degrees=87.5""]","[""12""]",10:05,5,0.42,minute hand,87.5
clock_reading_0063_open_q1,clock_reading_0063.png,"[""read_time=08:49; minute_hand_ticks_from_12=49; hour_hand_ticks_past_hour=4.08; nearer_to_12=minute hand; smaller_separation_degrees=29.5""]","[""12""]",08:49,49,4.08,minute hand,29.5
clock_reading_0064_open_q1,clock_reading_0064.png,"[""read_time=08:03; minute_hand_ticks_from_12=3; hour_hand_ticks_past_hour=0.25; nearer_to_12=minute hand; smaller_separation_degrees=136.5""]","[""12""]",08:03,3,0.25,minute hand,136.5
clock_reading_0065_open_q1,clock_reading_0065.png,"[""read_time=07:44; minute_hand_ticks_from_12=44; hour_hand_ticks_past_hour=3.67; nearer_to_12=minute hand; smaller_separation_degrees=32""]","[""12""]",07:44,44,3.67,minute hand,32
clock_reading_0066_open_q1,clock_reading_0066.png,"[""read_time=02:14; minute_hand_ticks_from_12=14; hour_hand_ticks_past_hour=1.17; nearer_to_12=hour hand; smaller_separation_degrees=17""]","[""12""]",02:14,14,1.17,hour hand,17
clock_reading_0067_open_q1,clock_reading_0067.png,"[""read_time=02:34; minute_hand_ticks_from_12=34; hour_hand_ticks_past_hour=2.83; nearer_to_12=hour hand; smaller_separation_degrees=127""]","[""12""]",02:34,34,2.83,hour hand,127
clock_reading_0068_open_q1,clock_reading_0068.png,"[""read_time=12:17; minute_hand_ticks_from_12=17; hour_hand_ticks_past_hour=1.42; nearer_to_12=hour hand; smaller_separation_degrees=93.5""]","[""12""]",12:17,17,1.42,hour hand,93.5
clock_reading_0069_open_q1,clock_reading_0069.png,"[""read_time=11:32; minute_hand_ticks_from_12=32; hour_hand_ticks_past_hour=2.67; nearer_to_12=hour hand; smaller_separation_degrees=154""]","[""12""]",11:32,32,2.67,hour hand,154
clock_reading_0070_open_q1,clock_reading_0070.png,"[""read_time=02:14; minute_hand_ticks_from_12=14; hour_hand_ticks_past_hour=1.17; nearer_to_12=hour hand; smaller_separation_degrees=17""]","[""12""]",02:14,14,1.17,hour hand,17
clock_reading_0071_open_q1,clock_reading_0071.png,"[""read_time=06:51; minute_hand_ticks_from_12=51; hour_hand_ticks_past_hour=4.25; nearer_to_12=minute hand; smaller_separation_degrees=100.5""]","[""12""]",06:51,51,4.25,minute hand,100.5
clock_reading_0072_open_q1,clock_reading_0072.png,"[""read_time=02:24; minute_hand_ticks_from_12=24; hour_hand_ticks_past_hour=2; nearer_to_12=hour hand; smaller_separation_degrees=72""]","[""12""]",02:24,24,2,hour hand,72
clock_reading_0073_open_q1,clock_reading_0073.png,"[""read_time=05:34; minute_hand_ticks_from_12=34; hour_hand_ticks_past_hour=2.83; nearer_to_12=minute hand; smaller_separation_degrees=37""]","[""12""]",05:34,34,2.83,minute hand,37
clock_reading_0074_open_q1,clock_reading_0074.png,"[""read_time=10:16; minute_hand_ticks_from_12=16; hour_hand_ticks_past_hour=1.33; nearer_to_12=hour hand; smaller_separation_degrees=148""]","[""12""]",10:16,16,1.33,hour hand,148
clock_reading_0075_open_q1,clock_reading_0075.png,"[""read_time=08:53; minute_hand_ticks_from_12=53; hour_hand_ticks_past_hour=4.42; nearer_to_12=minute hand; smaller_separation_degrees=51.5""]","[""12""]",08:53,53,4.42,minute hand,51.5
clock_reading_0076_open_q1,clock_reading_0076.png,"[""read_time=06:14; minute_hand_ticks_from_12=14; hour_hand_ticks_past_hour=1.17; nearer_to_12=minute hand; smaller_separation_degrees=103""]","[""12""]",06:14,14,1.17,minute hand,103
clock_reading_0077_open_q1,clock_reading_0077.png,"[""read_time=05:41; minute_hand_ticks_from_12=41; hour_hand_ticks_past_hour=3.42; nearer_to_12=minute hand; smaller_separation_degrees=75.5""]","[""12""]",05:41,41,3.42,minute hand,75.5
clock_reading_0078_open_q1,clock_reading_0078.png,"[""read_time=04:03; minute_hand_ticks_from_12=3; hour_hand_ticks_past_hour=0.25; nearer_to_12=minute hand; smaller_separation_degrees=103.5""]","[""12""]",04:03,3,0.25,minute hand,103.5
clock_reading_0079_open_q1,clock_reading_0079.png,"[""read_time=03:45; minute_hand_ticks_from_12=45; hour_hand_ticks_past_hour=3.75; nearer_to_12=minute hand; smaller_separation_degrees=157.5""]","[""12""]",03:45,45,3.75,minute hand,157.5
clock_reading_0080_open_q1,clock_reading_0080.png,"[""read_time=05:12; minute_hand_ticks_from_12=12; hour_hand_ticks_past_hour=1; nearer_to_12=minute hand; smaller_separation_degrees=84""]","[""12""]",05:12,12,1,minute hand,84
clock_reading_0081_open_q1,clock_reading_0081.png,"[""read_time=09:45; minute_hand_ticks_from_12=45; hour_hand_ticks_past_hour=3.75; nearer_to_12=hour hand; smaller_separation_degrees=22.5""]","[""12""]",09:45,45,3.75,hour hand,22.5
clock_reading_0082_open_q1,clock_reading_0082.png,"[""read_time=03:28; minute_hand_ticks_from_12=28; hour_hand_ticks_past_hour=2.33; nearer_to_12=hour hand; smaller_separation_degrees=64""]","[""12""]",03:28,28,2.33,hour hand,64
clock_reading_0083_open_q1,clock_reading_0083.png,"[""read_time=08:49; minute_hand_ticks_from_12=49; hour_hand_ticks_past_hour=4.08; nearer_to_12=minute hand; smaller_separation_degrees=29.5""]","[""12""]",08:49,49,4.08,minute hand,29.5
clock_reading_0084_open_q1,clock_reading_0084.png,"[""read_time=12:12; minute_hand_ticks_from_12=12; hour_hand_ticks_past_hour=1; nearer_to_12=hour hand; smaller_separation_degrees=66""]","[""12""]",12:12,12,1,hour hand,66
clock_reading_0085_open_q1,clock_reading_0085.png,"[""read_time=04:53; minute_hand_ticks_from_12=53; hour_hand_ticks_past_hour=4.42; nearer_to_12=minute hand; smaller_separation_degrees=171.5""]","[""12""]",04:53,53,4.42,minute hand,171.5
clock_reading_0086_open_q1,clock_reading_0086.png,"[""read_time=01:21; minute_hand_ticks_from_12=21; hour_hand_ticks_past_hour=1.75; nearer_to_12=hour hand; smaller_separation_degrees=85.5""]","[""12""]",01:21,21,1.75,hour hand,85.5
clock_reading_0087_open_q1,clock_reading_0087.png,"[""read_time=03:54; minute_hand_ticks_from_12=54; hour_hand_ticks_past_hour=4.5; nearer_to_12=minute hand; smaller_separation_degrees=153""]","[""12""]",03:54,54,4.5,minute hand,153
clock_reading_0088_open_q1,clock_reading_0088.png,"[""read_time=07:06; minute_hand_ticks_from_12=6; hour_hand_ticks_past_hour=0.5; nearer_to_12=minute hand; smaller_separation_degrees=177""]","[""12""]",07:06,6,0.5,minute hand,177
clock_reading_0089_open_q1,clock_reading_0089.png,"[""read_time=02:55; minute_hand_ticks_from_12=55; hour_hand_ticks_past_hour=4.58; nearer_to_12=minute hand; smaller_separation_degrees=117.5""]","[""12""]",02:55,55,4.58,minute hand,117.5
clock_reading_0090_open_q1,clock_reading_0090.png,"[""read_time=04:26; minute_hand_ticks_from_12=26; hour_hand_ticks_past_hour=2.17; nearer_to_12=hour hand; smaller_separation_degrees=23""]","[""12""]",04:26,26,2.17,hour hand,23
clock_reading_0091_open_q1,clock_reading_0091.png,"[""read_time=02:49; minute_hand_ticks_from_12=49; hour_hand_ticks_past_hour=4.08; nearer_to_12=minute hand; smaller_separation_degrees=150.5""]","[""12""]",02:49,49,4.08,minute hand,150.5
clock_reading_0092_open_q1,clock_reading_0092.png,"[""read_time=07:16; minute_hand_ticks_from_12=16; hour_hand_ticks_past_hour=1.33; nearer_to_12=minute hand; smaller_separation_degrees=122""]","[""12""]",07:16,16,1.33,minute hand,122
clock_reading_0093_open_q1,clock_reading_0093.png,"[""read_time=08:53; minute_hand_ticks_from_12=53; hour_hand_ticks_past_hour=4.42; nearer_to_12=minute hand; smaller_separation_degrees=51.5""]","[""12""]",08:53,53,4.42,minute hand,51.5
clock_reading_0094_open_q1,clock_reading_0094.png,"[""read_time=09:05; minute_hand_ticks_from_12=5; hour_hand_ticks_past_hour=0.42; nearer_to_12=minute hand; smaller_separation_degrees=117.5""]","[""12""]",09:05,5,0.42,minute hand,117.5
clock_reading_0095_open_q1,clock_reading_0095.png,"[""read_time=09:52; minute_hand_ticks_from_12=52; hour_hand_ticks_past_hour=4.33; nearer_to_12=minute hand; smaller_separation_degrees=16""]","[""12""]",09:52,52,4.33,minute hand,16
clock_reading_0096_open_q1,clock_reading_0096.png,"[""read_time=06:10; minute_hand_ticks_from_12=10; hour_hand_ticks_past_hour=0.83; nearer_to_12=minute hand; smaller_separation_degrees=125""]","[""12""]",06:10,10,0.83,minute hand,125
clock_reading_0097_open_q1,clock_reading_0097.png,"[""read_time=04:44; minute_hand_ticks_from_12=44; hour_hand_ticks_past_hour=3.67; nearer_to_12=minute hand; smaller_separation_degrees=122""]","[""12""]",04:44,44,3.67,minute hand,122
clock_reading_0098_open_q1,clock_reading_0098.png,"[""read_time=06:18; minute_hand_ticks_from_12=18; hour_hand_ticks_past_hour=1.5; nearer_to_12=minute hand; smaller_separation_degrees=81""]","[""12""]",06:18,18,1.5,minute hand,81
clock_reading_0099_open_q1,clock_reading_0099.png,"[""read_time=07:47; minute_hand_ticks_from_12=47; hour_hand_ticks_past_hour=3.92; nearer_to_12=minute hand; smaller_separation_degrees=48.5""]","[""12""]",07:47,47,3.92,minute hand,48.5
clock_reading_0100_open_q1,clock_reading_0100.png,"[""read_time=03:14; minute_hand_ticks_from_12=14; hour_hand_ticks_past_hour=1.17; nearer_to_12=minute hand; smaller_separation_degrees=13""]","[""12""]",03:14,14,1.17,minute hand,13
clock_reading_0101_open_q1,clock_reading_0101.png,"[""read_time=10:37; minute_hand_ticks_from_12=37; hour_hand_ticks_past_hour=3.08; nearer_to_12=hour hand; smaller_separation_degrees=96.5""]","[""12""]",10:37,37,3.08,hour hand,96.5
clock_reading_0102_open_q1,clock_reading_0102.png,"[""read_time=03:25; minute_hand_ticks_from_12=25; hour_hand_ticks_past_hour=2.08; nearer_to_12=hour hand; smaller_separation_degrees=47.5""]","[""12""]",03:25,25,2.08,hour hand,47.5
clock_reading_0103_open_q1,clock_reading_0103.png,"[""read_time=12:45; minute_hand_ticks_from_12=45; hour_hand_ticks_past_hour=3.75; nearer_to_12=hour hand; smaller_separation_degrees=112.5""]","[""12""]",12:45,45,3.75,hour hand,112.5
clock_reading_0104_open_q1,clock_reading_0104.png,"[""read_time=01:10; minute_hand_ticks_from_12=10; hour_hand_ticks_past_hour=0.83; nearer_to_12=hour hand; smaller_separation_degrees=25""]","[""12""]",01:10,10,0.83,hour hand,25
clock_reading_0105_open_q1,clock_reading_0105.png,"[""read_time=10:42; minute_hand_ticks_from_12=42; hour_hand_ticks_past_hour=3.5; nearer_to_12=hour hand; smaller_separation_degrees=69""]","[""12""]",10:42,42,3.5,hour hand,69
clock_reading_0106_open_q1,clock_reading_0106.png,"[""read_time=12:18; minute_hand_ticks_from_12=18; hour_hand_ticks_past_hour=1.5; nearer_to_12=hour hand; smaller_separation_degrees=99""]","[""12""]",12:18,18,1.5,hour hand,99
clock_reading_0107_open_q1,clock_reading_0107.png,"[""read_time=04:50; minute_hand_ticks_from_12=50; hour_hand_ticks_past_hour=4.17; nearer_to_12=minute hand; smaller_separation_degrees=155""]","[""12""]",04:50,50,4.17,minute hand,155
clock_reading_0108_open_q1,clock_reading_0108.png,"[""read_time=03:26; minute_hand_ticks_from_12=26; hour_hand_ticks_past_hour=2.17; nearer_to_12=hour hand; smaller_separation_degrees=53""]","[""12""]",03:26,26,2.17,hour hand,53
clock_reading_0109_open_q1,clock_reading_0109.png,"[""read_time=05:38; minute_hand_ticks_from_12=38; hour_hand_ticks_past_hour=3.17; nearer_to_12=minute hand; smaller_separation_degrees=59""]","[""12""]",05:38,38,3.17,minute hand,59
clock_reading_0110_open_q1,clock_reading_0110.png,"[""read_time=07:25; minute_hand_ticks_from_12=25; hour_hand_ticks_past_hour=2.08; nearer_to_12=hour hand; smaller_separation_degrees=72.5""]","[""12""]",07:25,25,2.08,hour hand,72.5
clock_reading_0111_open_q1,clock_reading_0111.png,"[""read_time=04:41; minute_hand_ticks_from_12=41; hour_hand_ticks_past_hour=3.42; nearer_to_12=minute hand; smaller_separation_degrees=105.5""]","[""12""]",04:41,41,3.42,minute hand,105.5
clock_reading_0112_open_q1,clock_reading_0112.png,"[""read_time=08:26; minute_hand_ticks_from_12=26; hour_hand_ticks_past_hour=2.17; nearer_to_12=hour hand; smaller_separation_degrees=97""]","[""12""]",08:26,26,2.17,hour hand,97
