task,image,prompt,groundtruth,metadata
Image Description,optical_illusion_0003.png,How many center circles are being compared in this image?,2,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.43,""element_a_true_value"":49,""element_b_true_value"":49,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":3}"
Basic Relational Reasoning,optical_illusion_0003.png,"Because of the surrounding circles, which element would a typical human viewer perceive as bigger—element A or element B? Answer with the letter.",A,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.43,""element_a_true_value"":49,""element_b_true_value"":49,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":3}"
Comparative Reasoning,optical_illusion_0003.png,"Ignoring the surrounding context, measure the actual diameter of element A and element B. Are they equal, or is one actually bigger? Answer 'equal', 'A', or 'B'.",equal,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.43,""element_a_true_value"":49,""element_b_true_value"":49,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":3}"
Compound Reasoning,optical_illusion_0003.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",0,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.43,""element_a_true_value"":49,""element_b_true_value"":49,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":3}"
Extrapolative/Counterfactual Reasoning,optical_illusion_0003.png,"If the visual context (surrounding circles) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; actually equal,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.43,""element_a_true_value"":49,""element_b_true_value"":49,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":3}"
Image Description,optical_illusion_0004.png,How many target line segments are being compared in this image?,2,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5323,""element_a_true_value"":122,""element_b_true_value"":141,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":true,""percent_difference"":15.573770491803279,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""950/61"",""seed"":4}"
Basic Relational Reasoning,optical_illusion_0004.png,"Because of the surrounding fins, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",B,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5323,""element_a_true_value"":122,""element_b_true_value"":141,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":true,""percent_difference"":15.573770491803279,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""950/61"",""seed"":4}"
Comparative Reasoning,optical_illusion_0004.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",B,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5323,""element_a_true_value"":122,""element_b_true_value"":141,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":true,""percent_difference"":15.573770491803279,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""950/61"",""seed"":4}"
Compound Reasoning,optical_illusion_0004.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",16,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5323,""element_a_true_value"":122,""element_b_true_value"":141,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":true,""percent_difference"":15.573770491803279,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""950/61"",""seed"":4}"
Extrapolative/Counterfactual Reasoning,optical_illusion_0004.png,"If the visual context (fins) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",no; element B is actually bigger,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5323,""element_a_true_value"":122,""element_b_true_value"":141,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":true,""percent_difference"":15.573770491803279,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""950/61"",""seed"":4}"
Image Description,optical_illusion_0005.png,How many target line segments are being compared in this image?,2,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5483,""element_a_true_value"":138,""element_b_true_value"":165,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":true,""percent_difference"":19.565217391304348,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""450/23"",""seed"":5}"
Basic Relational Reasoning,optical_illusion_0005.png,"Because of the converging lines, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",B,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5483,""element_a_true_value"":138,""element_b_true_value"":165,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":true,""percent_difference"":19.565217391304348,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""450/23"",""seed"":5}"
Comparative Reasoning,optical_illusion_0005.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",B,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5483,""element_a_true_value"":138,""element_b_true_value"":165,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":true,""percent_difference"":19.565217391304348,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""450/23"",""seed"":5}"
Compound Reasoning,optical_illusion_0005.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",20,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5483,""element_a_true_value"":138,""element_b_true_value"":165,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":true,""percent_difference"":19.565217391304348,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""450/23"",""seed"":5}"
Extrapolative/Counterfactual Reasoning,optical_illusion_0005.png,"If the visual context (converging lines) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",no; element B is actually bigger,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5483,""element_a_true_value"":138,""element_b_true_value"":165,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":true,""percent_difference"":19.565217391304348,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""450/23"",""seed"":5}"
Image Description,optical_illusion_0006.png,How many center circles are being compared in this image?,2,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.6049,""element_a_true_value"":58,""element_b_true_value"":51,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":true,""percent_difference"":13.72549019607843,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""700/51"",""seed"":6}"
Basic Relational Reasoning,optical_illusion_0006.png,"Because of the surrounding circles, which element would a typical human viewer perceive as bigger—element A or element B? Answer with the letter.",A,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.6049,""element_a_true_value"":58,""element_b_true_value"":51,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":true,""percent_difference"":13.72549019607843,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""700/51"",""seed"":6}"
Comparative Reasoning,optical_illusion_0006.png,"Ignoring the surrounding context, measure the actual diameter of element A and element B. Are they equal, or is one actually bigger? Answer 'equal', 'A', or 'B'.",A,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.6049,""element_a_true_value"":58,""element_b_true_value"":51,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":true,""percent_difference"":13.72549019607843,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""700/51"",""seed"":6}"
Compound Reasoning,optical_illusion_0006.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",14,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.6049,""element_a_true_value"":58,""element_b_true_value"":51,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":true,""percent_difference"":13.72549019607843,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""700/51"",""seed"":6}"
Extrapolative/Counterfactual Reasoning,optical_illusion_0006.png,"If the visual context (surrounding circles) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",no; element A is actually bigger,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.6049,""element_a_true_value"":58,""element_b_true_value"":51,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":true,""percent_difference"":13.72549019607843,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""700/51"",""seed"":6}"
Image Description,optical_illusion_0007.png,How many target line segments are being compared in this image?,2,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":141,""element_b_true_value"":141,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":7}"
Basic Relational Reasoning,optical_illusion_0007.png,"Because of the surrounding fins, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",A,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":141,""element_b_true_value"":141,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":7}"
Comparative Reasoning,optical_illusion_0007.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",equal,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":141,""element_b_true_value"":141,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":7}"
Compound Reasoning,optical_illusion_0007.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",0,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":141,""element_b_true_value"":141,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":7}"
Extrapolative/Counterfactual Reasoning,optical_illusion_0007.png,"If the visual context (fins) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; actually equal,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":141,""element_b_true_value"":141,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":7}"
Image Description,optical_illusion_0008.png,How many target line segments are being compared in this image?,2,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":140,""element_b_true_value"":140,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":8}"
Basic Relational Reasoning,optical_illusion_0008.png,"Because of the converging lines, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",B,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":140,""element_b_true_value"":140,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":8}"
Comparative Reasoning,optical_illusion_0008.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",equal,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":140,""element_b_true_value"":140,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":8}"
Compound Reasoning,optical_illusion_0008.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",0,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":140,""element_b_true_value"":140,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":8}"
Extrapolative/Counterfactual Reasoning,optical_illusion_0008.png,"If the visual context (converging lines) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; actually equal,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":140,""element_b_true_value"":140,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":8}"
Image Description,optical_illusion_0009.png,How many center circles are being compared in this image?,2,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.43,""element_a_true_value"":48,""element_b_true_value"":48,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":9}"
Basic Relational Reasoning,optical_illusion_0009.png,"Because of the surrounding circles, which element would a typical human viewer perceive as bigger—element A or element B? Answer with the letter.",B,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.43,""element_a_true_value"":48,""element_b_true_value"":48,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":9}"
Comparative Reasoning,optical_illusion_0009.png,"Ignoring the surrounding context, measure the actual diameter of element A and element B. Are they equal, or is one actually bigger? Answer 'equal', 'A', or 'B'.",equal,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.43,""element_a_true_value"":48,""element_b_true_value"":48,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":9}"
Compound Reasoning,optical_illusion_0009.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",0,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.43,""element_a_true_value"":48,""element_b_true_value"":48,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":9}"
Extrapolative/Counterfactual Reasoning,optical_illusion_0009.png,"If the visual context (surrounding circles) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; actually equal,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.43,""element_a_true_value"":48,""element_b_true_value"":48,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":9}"
Image Description,optical_illusion_0010.png,How many target line segments are being compared in this image?,2,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.6743,""element_a_true_value"":143,""element_b_true_value"":166,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":false,""percent_difference"":16.083916083916083,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""2300/143"",""seed"":10}"
Basic Relational Reasoning,optical_illusion_0010.png,"Because of the surrounding fins, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",A,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.6743,""element_a_true_value"":143,""element_b_true_value"":166,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":false,""percent_difference"":16.083916083916083,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""2300/143"",""seed"":10}"
Comparative Reasoning,optical_illusion_0010.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",B,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.6743,""element_a_true_value"":143,""element_b_true_value"":166,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":false,""percent_difference"":16.083916083916083,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""2300/143"",""seed"":10}"
