question_id,task,image,prompt,groundtruth
optical_illusion_0004_q2,Basic Relational Reasoning,optical_illusion_0004.png,"Because of the surrounding fins, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",B
optical_illusion_0004_q3,Comparative Reasoning,optical_illusion_0004.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",B
optical_illusion_0004_q4,Compound Reasoning,optical_illusion_0004.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",16
optical_illusion_0004_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0004.png,"If the visual context (fins) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",no; element B is actually bigger
optical_illusion_0005_q1,Image Description,optical_illusion_0005.png,How many target line segments are being compared in this image?,2
optical_illusion_0005_q2,Basic Relational Reasoning,optical_illusion_0005.png,"Because of the converging lines, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",B
optical_illusion_0005_q3,Comparative Reasoning,optical_illusion_0005.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",B
optical_illusion_0005_q4,Compound Reasoning,optical_illusion_0005.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",20
optical_illusion_0005_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0005.png,"If the visual context (converging lines) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",no; element B is actually bigger
optical_illusion_0006_q1,Image Description,optical_illusion_0006.png,How many center circles are being compared in this image?,2
optical_illusion_0006_q2,Basic Relational Reasoning,optical_illusion_0006.png,"Because of the surrounding circles, which element would a typical human viewer perceive as bigger—element A or element B? Answer with the letter.",A
optical_illusion_0006_q3,Comparative Reasoning,optical_illusion_0006.png,"Ignoring the surrounding context, measure the actual diameter of element A and element B. Are they equal, or is one actually bigger? Answer 'equal', 'A', or 'B'.",A
optical_illusion_0006_q4,Compound Reasoning,optical_illusion_0006.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",14
optical_illusion_0006_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0006.png,"If the visual context (surrounding circles) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",no; element A is actually bigger
optical_illusion_0007_q1,Image Description,optical_illusion_0007.png,How many target line segments are being compared in this image?,2
optical_illusion_0007_q2,Basic Relational Reasoning,optical_illusion_0007.png,"Because of the surrounding fins, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",A
optical_illusion_0007_q3,Comparative Reasoning,optical_illusion_0007.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",equal
optical_illusion_0007_q4,Compound Reasoning,optical_illusion_0007.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",0
optical_illusion_0007_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0007.png,"If the visual context (fins) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; actually equal
optical_illusion_0008_q1,Image Description,optical_illusion_0008.png,How many target line segments are being compared in this image?,2
optical_illusion_0008_q2,Basic Relational Reasoning,optical_illusion_0008.png,"Because of the converging lines, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",B
optical_illusion_0008_q3,Comparative Reasoning,optical_illusion_0008.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",equal
optical_illusion_0008_q4,Compound Reasoning,optical_illusion_0008.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",0
optical_illusion_0008_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0008.png,"If the visual context (converging lines) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; actually equal
optical_illusion_0009_q1,Image Description,optical_illusion_0009.png,How many center circles are being compared in this image?,2
optical_illusion_0009_q2,Basic Relational Reasoning,optical_illusion_0009.png,"Because of the surrounding circles, which element would a typical human viewer perceive as bigger—element A or element B? Answer with the letter.",B
optical_illusion_0009_q3,Comparative Reasoning,optical_illusion_0009.png,"Ignoring the surrounding context, measure the actual diameter of element A and element B. Are they equal, or is one actually bigger? Answer 'equal', 'A', or 'B'.",equal
optical_illusion_0009_q4,Compound Reasoning,optical_illusion_0009.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",0
optical_illusion_0009_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0009.png,"If the visual context (surrounding circles) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; actually equal
optical_illusion_0010_q1,Image Description,optical_illusion_0010.png,How many target line segments are being compared in this image?,2
optical_illusion_0010_q2,Basic Relational Reasoning,optical_illusion_0010.png,"Because of the surrounding fins, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",A
optical_illusion_0010_q3,Comparative Reasoning,optical_illusion_0010.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",B
optical_illusion_0010_q4,Compound Reasoning,optical_illusion_0010.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",16
optical_illusion_0010_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0010.png,"If the visual context (fins) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; element B is actually bigger
optical_illusion_0011_q1,Image Description,optical_illusion_0011.png,How many target line segments are being compared in this image?,2
optical_illusion_0011_q2,Basic Relational Reasoning,optical_illusion_0011.png,"Because of the converging lines, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",B
optical_illusion_0011_q3,Comparative Reasoning,optical_illusion_0011.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",A
optical_illusion_0011_q4,Compound Reasoning,optical_illusion_0011.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",17
optical_illusion_0011_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0011.png,"If the visual context (converging lines) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; element A is actually bigger
optical_illusion_0012_q1,Image Description,optical_illusion_0012.png,How many center circles are being compared in this image?,2
optical_illusion_0012_q2,Basic Relational Reasoning,optical_illusion_0012.png,"Because of the surrounding circles, which element would a typical human viewer perceive as bigger—element A or element B? Answer with the letter.",B
optical_illusion_0012_q3,Comparative Reasoning,optical_illusion_0012.png,"Ignoring the surrounding context, measure the actual diameter of element A and element B. Are they equal, or is one actually bigger? Answer 'equal', 'A', or 'B'.",A
optical_illusion_0012_q4,Compound Reasoning,optical_illusion_0012.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",15
optical_illusion_0012_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0012.png,"If the visual context (surrounding circles) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; element A is actually bigger
optical_illusion_0013_q1,Image Description,optical_illusion_0013.png,How many target line segments are being compared in this image?,2
optical_illusion_0013_q2,Basic Relational Reasoning,optical_illusion_0013.png,"Because of the surrounding fins, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",B
optical_illusion_0013_q3,Comparative Reasoning,optical_illusion_0013.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",equal
optical_illusion_0013_q4,Compound Reasoning,optical_illusion_0013.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",0
optical_illusion_0013_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0013.png,"If the visual context (fins) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; actually equal
optical_illusion_0014_q1,Image Description,optical_illusion_0014.png,How many target line segments are being compared in this image?,2
optical_illusion_0014_q2,Basic Relational Reasoning,optical_illusion_0014.png,"Because of the converging lines, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",A
optical_illusion_0014_q3,Comparative Reasoning,optical_illusion_0014.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",equal
optical_illusion_0014_q4,Compound Reasoning,optical_illusion_0014.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",0
optical_illusion_0014_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0014.png,"If the visual context (converging lines) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; actually equal
optical_illusion_0015_q1,Image Description,optical_illusion_0015.png,How many center circles are being compared in this image?,2
optical_illusion_0015_q2,Basic Relational Reasoning,optical_illusion_0015.png,"Because of the surrounding circles, which element would a typical human viewer perceive as bigger—element A or element B? Answer with the letter.",A
optical_illusion_0015_q3,Comparative Reasoning,optical_illusion_0015.png,"Ignoring the surrounding context, measure the actual diameter of element A and element B. Are they equal, or is one actually bigger? Answer 'equal', 'A', or 'B'.",equal
optical_illusion_0015_q4,Compound Reasoning,optical_illusion_0015.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",0
optical_illusion_0015_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0015.png,"If the visual context (surrounding circles) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; actually equal
optical_illusion_0016_q1,Image Description,optical_illusion_0016.png,How many target line segments are being compared in this image?,2
optical_illusion_0016_q2,Basic Relational Reasoning,optical_illusion_0016.png,"Because of the surrounding fins, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",B
optical_illusion_0016_q3,Comparative Reasoning,optical_illusion_0016.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",B
optical_illusion_0016_q4,Compound Reasoning,optical_illusion_0016.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",12
optical_illusion_0016_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0016.png,"If the visual context (fins) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",no; element B is actually bigger
optical_illusion_0017_q1,Image Description,optical_illusion_0017.png,How many target line segments are being compared in this image?,2
optical_illusion_0017_q2,Basic Relational Reasoning,optical_illusion_0017.png,"Because of the converging lines, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",B
optical_illusion_0017_q3,Comparative Reasoning,optical_illusion_0017.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",B
optical_illusion_0017_q4,Compound Reasoning,optical_illusion_0017.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",13
optical_illusion_0017_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0017.png,"If the visual context (converging lines) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",no; element B is actually bigger
optical_illusion_0018_q1,Image Description,optical_illusion_0018.png,How many center circles are being compared in this image?,2
optical_illusion_0018_q2,Basic Relational Reasoning,optical_illusion_0018.png,"Because of the surrounding circles, which element would a typical human viewer perceive as bigger—element A or element B? Answer with the letter.",A
optical_illusion_0018_q3,Comparative Reasoning,optical_illusion_0018.png,"Ignoring the surrounding context, measure the actual diameter of element A and element B. Are they equal, or is one actually bigger? Answer 'equal', 'A', or 'B'.",A
optical_illusion_0018_q4,Compound Reasoning,optical_illusion_0018.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",19
optical_illusion_0018_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0018.png,"If the visual context (surrounding circles) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",no; element A is actually bigger
optical_illusion_0019_q1,Image Description,optical_illusion_0019.png,How many target line segments are being compared in this image?,2
optical_illusion_0019_q2,Basic Relational Reasoning,optical_illusion_0019.png,"Because of the surrounding fins, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",A
optical_illusion_0019_q3,Comparative Reasoning,optical_illusion_0019.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",equal
optical_illusion_0019_q4,Compound Reasoning,optical_illusion_0019.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",0
optical_illusion_0019_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0019.png,"If the visual context (fins) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; actually equal
optical_illusion_0020_q1,Image Description,optical_illusion_0020.png,How many target line segments are being compared in this image?,2
optical_illusion_0020_q2,Basic Relational Reasoning,optical_illusion_0020.png,"Because of the converging lines, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",A
optical_illusion_0020_q3,Comparative Reasoning,optical_illusion_0020.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",equal
optical_illusion_0020_q4,Compound Reasoning,optical_illusion_0020.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",0
optical_illusion_0020_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0020.png,"If the visual context (converging lines) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; actually equal
optical_illusion_0021_q1,Image Description,optical_illusion_0021.png,How many target line segments are being compared in this image?,2
optical_illusion_0021_q2,Basic Relational Reasoning,optical_illusion_0021.png,"Because of the surrounding fins, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",B
optical_illusion_0021_q3,Comparative Reasoning,optical_illusion_0021.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",A
optical_illusion_0021_q4,Compound Reasoning,optical_illusion_0021.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",20
optical_illusion_0021_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0021.png,"If the visual context (fins) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; element A is actually bigger
optical_illusion_0022_q1,Image Description,optical_illusion_0022.png,How many target line segments are being compared in this image?,2
optical_illusion_0022_q2,Basic Relational Reasoning,optical_illusion_0022.png,"Because of the converging lines, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",A
optical_illusion_0022_q3,Comparative Reasoning,optical_illusion_0022.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",B
optical_illusion_0022_q4,Compound Reasoning,optical_illusion_0022.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",17
optical_illusion_0022_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0022.png,"If the visual context (converging lines) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; element B is actually bigger
optical_illusion_0023_q1,Image Description,optical_illusion_0023.png,How many center circles are being compared in this image?,2
optical_illusion_0023_q2,Basic Relational Reasoning,optical_illusion_0023.png,"Because of the surrounding circles, which element would a typical human viewer perceive as bigger—element A or element B? Answer with the letter.",B
optical_illusion_0023_q3,Comparative Reasoning,optical_illusion_0023.png,"Ignoring the surrounding context, measure the actual diameter of element A and element B. Are they equal, or is one actually bigger? Answer 'equal', 'A', or 'B'.",equal
optical_illusion_0023_q4,Compound Reasoning,optical_illusion_0023.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",0
optical_illusion_0023_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0023.png,"If the visual context (surrounding circles) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; actually equal
optical_illusion_0024_q1,Image Description,optical_illusion_0024.png,How many target line segments are being compared in this image?,2
optical_illusion_0024_q2,Basic Relational Reasoning,optical_illusion_0024.png,"Because of the surrounding fins, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",B
optical_illusion_0024_q3,Comparative Reasoning,optical_illusion_0024.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",equal
optical_illusion_0024_q4,Compound Reasoning,optical_illusion_0024.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",0
optical_illusion_0024_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0024.png,"If the visual context (fins) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; actually equal
optical_illusion_0025_q1,Image Description,optical_illusion_0025.png,How many target line segments are being compared in this image?,2
optical_illusion_0025_q2,Basic Relational Reasoning,optical_illusion_0025.png,"Because of the converging lines, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",A
optical_illusion_0025_q3,Comparative Reasoning,optical_illusion_0025.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",equal
optical_illusion_0025_q4,Compound Reasoning,optical_illusion_0025.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",0
optical_illusion_0025_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0025.png,"If the visual context (converging lines) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; actually equal
optical_illusion_0026_q1,Image Description,optical_illusion_0026.png,How many center circles are being compared in this image?,2
optical_illusion_0026_q2,Basic Relational Reasoning,optical_illusion_0026.png,"Because of the surrounding circles, which element would a typical human viewer perceive as bigger—element A or element B? Answer with the letter.",A
optical_illusion_0026_q3,Comparative Reasoning,optical_illusion_0026.png,"Ignoring the surrounding context, measure the actual diameter of element A and element B. Are they equal, or is one actually bigger? Answer 'equal', 'A', or 'B'.",B
optical_illusion_0026_q4,Compound Reasoning,optical_illusion_0026.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",11
optical_illusion_0026_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0026.png,"If the visual context (surrounding circles) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; element B is actually bigger
optical_illusion_0027_q1,Image Description,optical_illusion_0027.png,How many target line segments are being compared in this image?,2
optical_illusion_0027_q2,Basic Relational Reasoning,optical_illusion_0027.png,"Because of the surrounding fins, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",B
optical_illusion_0027_q3,Comparative Reasoning,optical_illusion_0027.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",B
optical_illusion_0027_q4,Compound Reasoning,optical_illusion_0027.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",12
optical_illusion_0027_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0027.png,"If the visual context (fins) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",no; element B is actually bigger
optical_illusion_0028_q1,Image Description,optical_illusion_0028.png,How many target line segments are being compared in this image?,2
optical_illusion_0028_q2,Basic Relational Reasoning,optical_illusion_0028.png,"Because of the converging lines, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",A
optical_illusion_0028_q3,Comparative Reasoning,optical_illusion_0028.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",A
optical_illusion_0028_q4,Compound Reasoning,optical_illusion_0028.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",11
optical_illusion_0028_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0028.png,"If the visual context (converging lines) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",no; element A is actually bigger
optical_illusion_0029_q1,Image Description,optical_illusion_0029.png,How many center circles are being compared in this image?,2
optical_illusion_0029_q2,Basic Relational Reasoning,optical_illusion_0029.png,"Because of the surrounding circles, which element would a typical human viewer perceive as bigger—element A or element B? Answer with the letter.",A
optical_illusion_0029_q3,Comparative Reasoning,optical_illusion_0029.png,"Ignoring the surrounding context, measure the actual diameter of element A and element B. Are they equal, or is one actually bigger? Answer 'equal', 'A', or 'B'.",equal
optical_illusion_0029_q4,Compound Reasoning,optical_illusion_0029.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",0
optical_illusion_0029_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0029.png,"If the visual context (surrounding circles) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; actually equal
optical_illusion_0030_q1,Image Description,optical_illusion_0030.png,How many target line segments are being compared in this image?,2
optical_illusion_0030_q2,Basic Relational Reasoning,optical_illusion_0030.png,"Because of the surrounding fins, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",B
optical_illusion_0030_q3,Comparative Reasoning,optical_illusion_0030.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",equal
optical_illusion_0030_q4,Compound Reasoning,optical_illusion_0030.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",0
optical_illusion_0030_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0030.png,"If the visual context (fins) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; actually equal
optical_illusion_0031_q1,Image Description,optical_illusion_0031.png,How many target line segments are being compared in this image?,2
optical_illusion_0031_q2,Basic Relational Reasoning,optical_illusion_0031.png,"Because of the converging lines, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",B
optical_illusion_0031_q3,Comparative Reasoning,optical_illusion_0031.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",equal
optical_illusion_0031_q4,Compound Reasoning,optical_illusion_0031.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",0
optical_illusion_0031_q5,Extrapolative/Counterfactual Reasoning,optical_illusion_0031.png,"If the visual context (converging lines) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; actually equal
optical_illusion_0032_q1,Image Description,optical_illusion_0032.png,How many center circles are being compared in this image?,2
optical_illusion_0032_q2,Basic Relational Reasoning,optical_illusion_0032.png,"Because of the surrounding circles, which element would a typical human viewer perceive as bigger—element A or element B? Answer with the letter.",A
