question_id,image,acceptance_set,targets,illusion_type,element_A_true_value,element_B_true_value,true_relation,absolute_difference,percent_difference
optical_illusion_0012_open_q1,optical_illusion_0012.png,"[""illusion_type=ebbinghaus; element_A_true_value=62; element_B_true_value=54; true_relation=A larger; absolute_difference=8; percent_difference=14.81""]","[""A"",""B""]",ebbinghaus,62,54,A larger,8,14.81
optical_illusion_0013_open_q1,optical_illusion_0013.png,"[""illusion_type=muller_lyer; element_A_true_value=127; element_B_true_value=127; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,127,127,equal,0,0
optical_illusion_0014_open_q1,optical_illusion_0014.png,"[""illusion_type=ponzo; element_A_true_value=133; element_B_true_value=133; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,133,133,equal,0,0
optical_illusion_0015_open_q1,optical_illusion_0015.png,"[""illusion_type=ebbinghaus; element_A_true_value=52; element_B_true_value=52; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,52,52,equal,0,0
optical_illusion_0016_open_q1,optical_illusion_0016.png,"[""illusion_type=muller_lyer; element_A_true_value=146; element_B_true_value=163; true_relation=B larger; absolute_difference=17; percent_difference=11.64""]","[""A"",""B""]",muller_lyer,146,163,B larger,17,11.64
optical_illusion_0017_open_q1,optical_illusion_0017.png,"[""illusion_type=ponzo; element_A_true_value=135; element_B_true_value=153; true_relation=B larger; absolute_difference=18; percent_difference=13.33""]","[""A"",""B""]",ponzo,135,153,B larger,18,13.33
optical_illusion_0018_open_q1,optical_illusion_0018.png,"[""illusion_type=ebbinghaus; element_A_true_value=64; element_B_true_value=54; true_relation=A larger; absolute_difference=10; percent_difference=18.52""]","[""A"",""B""]",ebbinghaus,64,54,A larger,10,18.52
optical_illusion_0019_open_q1,optical_illusion_0019.png,"[""illusion_type=muller_lyer; element_A_true_value=123; element_B_true_value=123; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,123,123,equal,0,0
optical_illusion_0020_open_q1,optical_illusion_0020.png,"[""illusion_type=ponzo; element_A_true_value=132; element_B_true_value=132; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,132,132,equal,0,0
optical_illusion_0021_open_q1,optical_illusion_0021.png,"[""illusion_type=muller_lyer; element_A_true_value=170; element_B_true_value=142; true_relation=A larger; absolute_difference=28; percent_difference=19.72""]","[""A"",""B""]",muller_lyer,170,142,A larger,28,19.72
optical_illusion_0022_open_q1,optical_illusion_0022.png,"[""illusion_type=ponzo; element_A_true_value=117; element_B_true_value=137; true_relation=B larger; absolute_difference=20; percent_difference=17.09""]","[""A"",""B""]",ponzo,117,137,B larger,20,17.09
optical_illusion_0023_open_q1,optical_illusion_0023.png,"[""illusion_type=ebbinghaus; element_A_true_value=58; element_B_true_value=58; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,58,58,equal,0,0
optical_illusion_0024_open_q1,optical_illusion_0024.png,"[""illusion_type=muller_lyer; element_A_true_value=127; element_B_true_value=127; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,127,127,equal,0,0
optical_illusion_0025_open_q1,optical_illusion_0025.png,"[""illusion_type=ponzo; element_A_true_value=129; element_B_true_value=129; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,129,129,equal,0,0
optical_illusion_0026_open_q1,optical_illusion_0026.png,"[""illusion_type=ebbinghaus; element_A_true_value=54; element_B_true_value=60; true_relation=B larger; absolute_difference=6; percent_difference=11.11""]","[""A"",""B""]",ebbinghaus,54,60,B larger,6,11.11
optical_illusion_0027_open_q1,optical_illusion_0027.png,"[""illusion_type=muller_lyer; element_A_true_value=133; element_B_true_value=149; true_relation=B larger; absolute_difference=16; percent_difference=12.03""]","[""A"",""B""]",muller_lyer,133,149,B larger,16,12.03
optical_illusion_0028_open_q1,optical_illusion_0028.png,"[""illusion_type=ponzo; element_A_true_value=141; element_B_true_value=127; true_relation=A larger; absolute_difference=14; percent_difference=11.02""]","[""A"",""B""]",ponzo,141,127,A larger,14,11.02
optical_illusion_0029_open_q1,optical_illusion_0029.png,"[""illusion_type=ebbinghaus; element_A_true_value=49; element_B_true_value=49; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,49,49,equal,0,0
optical_illusion_0030_open_q1,optical_illusion_0030.png,"[""illusion_type=muller_lyer; element_A_true_value=117; element_B_true_value=117; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,117,117,equal,0,0
optical_illusion_0031_open_q1,optical_illusion_0031.png,"[""illusion_type=ponzo; element_A_true_value=123; element_B_true_value=123; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,123,123,equal,0,0
optical_illusion_0032_open_q1,optical_illusion_0032.png,"[""illusion_type=ebbinghaus; element_A_true_value=51; element_B_true_value=46; true_relation=A larger; absolute_difference=5; percent_difference=10.87""]","[""A"",""B""]",ebbinghaus,51,46,A larger,5,10.87
optical_illusion_0033_open_q1,optical_illusion_0033.png,"[""illusion_type=muller_lyer; element_A_true_value=130; element_B_true_value=145; true_relation=B larger; absolute_difference=15; percent_difference=11.54""]","[""A"",""B""]",muller_lyer,130,145,B larger,15,11.54
optical_illusion_0034_open_q1,optical_illusion_0034.png,"[""illusion_type=ponzo; element_A_true_value=130; element_B_true_value=117; true_relation=A larger; absolute_difference=13; percent_difference=11.11""]","[""A"",""B""]",ponzo,130,117,A larger,13,11.11
optical_illusion_0035_open_q1,optical_illusion_0035.png,"[""illusion_type=ebbinghaus; element_A_true_value=56; element_B_true_value=56; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,56,56,equal,0,0
optical_illusion_0036_open_q1,optical_illusion_0036.png,"[""illusion_type=muller_lyer; element_A_true_value=117; element_B_true_value=117; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,117,117,equal,0,0
optical_illusion_0037_open_q1,optical_illusion_0037.png,"[""illusion_type=ponzo; element_A_true_value=148; element_B_true_value=148; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,148,148,equal,0,0
optical_illusion_0038_open_q1,optical_illusion_0038.png,"[""illusion_type=ebbinghaus; element_A_true_value=54; element_B_true_value=50; true_relation=A larger; absolute_difference=4; percent_difference=8""]","[""A"",""B""]",ebbinghaus,54,50,A larger,4,8
optical_illusion_0039_open_q1,optical_illusion_0039.png,"[""illusion_type=muller_lyer; element_A_true_value=140; element_B_true_value=147; true_relation=B larger; absolute_difference=7; percent_difference=5""]","[""A"",""B""]",muller_lyer,140,147,B larger,7,5
optical_illusion_0040_open_q1,optical_illusion_0040.png,"[""illusion_type=ponzo; element_A_true_value=147; element_B_true_value=131; true_relation=A larger; absolute_difference=16; percent_difference=12.21""]","[""A"",""B""]",ponzo,147,131,A larger,16,12.21
optical_illusion_0041_open_q1,optical_illusion_0041.png,"[""illusion_type=muller_lyer; element_A_true_value=130; element_B_true_value=130; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,130,130,equal,0,0
optical_illusion_0042_open_q1,optical_illusion_0042.png,"[""illusion_type=ponzo; element_A_true_value=117; element_B_true_value=117; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,117,117,equal,0,0
optical_illusion_0043_open_q1,optical_illusion_0043.png,"[""illusion_type=ebbinghaus; element_A_true_value=55; element_B_true_value=55; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,55,55,equal,0,0
optical_illusion_0044_open_q1,optical_illusion_0044.png,"[""illusion_type=muller_lyer; element_A_true_value=127; element_B_true_value=146; true_relation=B larger; absolute_difference=19; percent_difference=14.96""]","[""A"",""B""]",muller_lyer,127,146,B larger,19,14.96
optical_illusion_0045_open_q1,optical_illusion_0045.png,"[""illusion_type=ponzo; element_A_true_value=163; element_B_true_value=147; true_relation=A larger; absolute_difference=16; percent_difference=10.88""]","[""A"",""B""]",ponzo,163,147,A larger,16,10.88
optical_illusion_0046_open_q1,optical_illusion_0046.png,"[""illusion_type=ebbinghaus; element_A_true_value=44; element_B_true_value=51; true_relation=B larger; absolute_difference=7; percent_difference=15.91""]","[""A"",""B""]",ebbinghaus,44,51,B larger,7,15.91
optical_illusion_0047_open_q1,optical_illusion_0047.png,"[""illusion_type=muller_lyer; element_A_true_value=143; element_B_true_value=143; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,143,143,equal,0,0
optical_illusion_0048_open_q1,optical_illusion_0048.png,"[""illusion_type=ponzo; element_A_true_value=124; element_B_true_value=124; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,124,124,equal,0,0
optical_illusion_0049_open_q1,optical_illusion_0049.png,"[""illusion_type=ebbinghaus; element_A_true_value=50; element_B_true_value=50; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,50,50,equal,0,0
optical_illusion_0050_open_q1,optical_illusion_0050.png,"[""illusion_type=muller_lyer; element_A_true_value=139; element_B_true_value=166; true_relation=B larger; absolute_difference=27; percent_difference=19.42""]","[""A"",""B""]",muller_lyer,139,166,B larger,27,19.42
optical_illusion_0051_open_q1,optical_illusion_0051.png,"[""illusion_type=ponzo; element_A_true_value=145; element_B_true_value=131; true_relation=A larger; absolute_difference=14; percent_difference=10.69""]","[""A"",""B""]",ponzo,145,131,A larger,14,10.69
optical_illusion_0052_open_q1,optical_illusion_0052.png,"[""illusion_type=ebbinghaus; element_A_true_value=58; element_B_true_value=69; true_relation=B larger; absolute_difference=11; percent_difference=18.97""]","[""A"",""B""]",ebbinghaus,58,69,B larger,11,18.97
optical_illusion_0053_open_q1,optical_illusion_0053.png,"[""illusion_type=muller_lyer; element_A_true_value=145; element_B_true_value=145; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,145,145,equal,0,0
optical_illusion_0054_open_q1,optical_illusion_0054.png,"[""illusion_type=ponzo; element_A_true_value=135; element_B_true_value=135; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,135,135,equal,0,0
optical_illusion_0055_open_q1,optical_illusion_0055.png,"[""illusion_type=ebbinghaus; element_A_true_value=46; element_B_true_value=46; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,46,46,equal,0,0
optical_illusion_0056_open_q1,optical_illusion_0056.png,"[""illusion_type=muller_lyer; element_A_true_value=146; element_B_true_value=174; true_relation=B larger; absolute_difference=28; percent_difference=19.18""]","[""A"",""B""]",muller_lyer,146,174,B larger,28,19.18
optical_illusion_0057_open_q1,optical_illusion_0057.png,"[""illusion_type=ponzo; element_A_true_value=130; element_B_true_value=117; true_relation=A larger; absolute_difference=13; percent_difference=11.11""]","[""A"",""B""]",ponzo,130,117,A larger,13,11.11
optical_illusion_0058_open_q1,optical_illusion_0058.png,"[""illusion_type=ebbinghaus; element_A_true_value=55; element_B_true_value=47; true_relation=A larger; absolute_difference=8; percent_difference=17.02""]","[""A"",""B""]",ebbinghaus,55,47,A larger,8,17.02
optical_illusion_0059_open_q1,optical_illusion_0059.png,"[""illusion_type=muller_lyer; element_A_true_value=145; element_B_true_value=145; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,145,145,equal,0,0
optical_illusion_0060_open_q1,optical_illusion_0060.png,"[""illusion_type=ponzo; element_A_true_value=125; element_B_true_value=125; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,125,125,equal,0,0
optical_illusion_0061_open_q1,optical_illusion_0061.png,"[""illusion_type=muller_lyer; element_A_true_value=146; element_B_true_value=129; true_relation=A larger; absolute_difference=17; percent_difference=13.18""]","[""A"",""B""]",muller_lyer,146,129,A larger,17,13.18
optical_illusion_0062_open_q1,optical_illusion_0062.png,"[""illusion_type=ponzo; element_A_true_value=133; element_B_true_value=120; true_relation=A larger; absolute_difference=13; percent_difference=10.83""]","[""A"",""B""]",ponzo,133,120,A larger,13,10.83
optical_illusion_0063_open_q1,optical_illusion_0063.png,"[""illusion_type=ebbinghaus; element_A_true_value=48; element_B_true_value=48; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,48,48,equal,0,0
optical_illusion_0064_open_q1,optical_illusion_0064.png,"[""illusion_type=muller_lyer; element_A_true_value=141; element_B_true_value=141; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,141,141,equal,0,0
optical_illusion_0065_open_q1,optical_illusion_0065.png,"[""illusion_type=ponzo; element_A_true_value=134; element_B_true_value=134; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,134,134,equal,0,0
optical_illusion_0066_open_q1,optical_illusion_0066.png,"[""illusion_type=ebbinghaus; element_A_true_value=56; element_B_true_value=50; true_relation=A larger; absolute_difference=6; percent_difference=12""]","[""A"",""B""]",ebbinghaus,56,50,A larger,6,12
optical_illusion_0067_open_q1,optical_illusion_0067.png,"[""illusion_type=muller_lyer; element_A_true_value=142; element_B_true_value=164; true_relation=B larger; absolute_difference=22; percent_difference=15.49""]","[""A"",""B""]",muller_lyer,142,164,B larger,22,15.49
optical_illusion_0068_open_q1,optical_illusion_0068.png,"[""illusion_type=ponzo; element_A_true_value=159; element_B_true_value=148; true_relation=A larger; absolute_difference=11; percent_difference=7.43""]","[""A"",""B""]",ponzo,159,148,A larger,11,7.43
optical_illusion_0069_open_q1,optical_illusion_0069.png,"[""illusion_type=ebbinghaus; element_A_true_value=45; element_B_true_value=45; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,45,45,equal,0,0
optical_illusion_0070_open_q1,optical_illusion_0070.png,"[""illusion_type=muller_lyer; element_A_true_value=145; element_B_true_value=145; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,145,145,equal,0,0
optical_illusion_0071_open_q1,optical_illusion_0071.png,"[""illusion_type=ponzo; element_A_true_value=132; element_B_true_value=132; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,132,132,equal,0,0
optical_illusion_0072_open_q1,optical_illusion_0072.png,"[""illusion_type=ebbinghaus; element_A_true_value=57; element_B_true_value=49; true_relation=A larger; absolute_difference=8; percent_difference=16.33""]","[""A"",""B""]",ebbinghaus,57,49,A larger,8,16.33
optical_illusion_0073_open_q1,optical_illusion_0073.png,"[""illusion_type=muller_lyer; element_A_true_value=171; element_B_true_value=148; true_relation=A larger; absolute_difference=23; percent_difference=15.54""]","[""A"",""B""]",muller_lyer,171,148,A larger,23,15.54
optical_illusion_0074_open_q1,optical_illusion_0074.png,"[""illusion_type=ponzo; element_A_true_value=146; element_B_true_value=136; true_relation=A larger; absolute_difference=10; percent_difference=7.35""]","[""A"",""B""]",ponzo,146,136,A larger,10,7.35
optical_illusion_0075_open_q1,optical_illusion_0075.png,"[""illusion_type=ebbinghaus; element_A_true_value=51; element_B_true_value=51; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,51,51,equal,0,0
optical_illusion_0076_open_q1,optical_illusion_0076.png,"[""illusion_type=muller_lyer; element_A_true_value=140; element_B_true_value=140; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,140,140,equal,0,0
optical_illusion_0077_open_q1,optical_illusion_0077.png,"[""illusion_type=ponzo; element_A_true_value=128; element_B_true_value=128; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,128,128,equal,0,0
optical_illusion_0078_open_q1,optical_illusion_0078.png,"[""illusion_type=ebbinghaus; element_A_true_value=48; element_B_true_value=56; true_relation=B larger; absolute_difference=8; percent_difference=16.67""]","[""A"",""B""]",ebbinghaus,48,56,B larger,8,16.67
optical_illusion_0079_open_q1,optical_illusion_0079.png,"[""illusion_type=muller_lyer; element_A_true_value=164; element_B_true_value=138; true_relation=A larger; absolute_difference=26; percent_difference=18.84""]","[""A"",""B""]",muller_lyer,164,138,A larger,26,18.84
optical_illusion_0080_open_q1,optical_illusion_0080.png,"[""illusion_type=ponzo; element_A_true_value=161; element_B_true_value=142; true_relation=A larger; absolute_difference=19; percent_difference=13.38""]","[""A"",""B""]",ponzo,161,142,A larger,19,13.38
optical_illusion_0081_open_q1,optical_illusion_0081.png,"[""illusion_type=muller_lyer; element_A_true_value=137; element_B_true_value=137; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,137,137,equal,0,0
optical_illusion_0082_open_q1,optical_illusion_0082.png,"[""illusion_type=ponzo; element_A_true_value=148; element_B_true_value=148; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,148,148,equal,0,0
optical_illusion_0083_open_q1,optical_illusion_0083.png,"[""illusion_type=ebbinghaus; element_A_true_value=45; element_B_true_value=45; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,45,45,equal,0,0
optical_illusion_0084_open_q1,optical_illusion_0084.png,"[""illusion_type=muller_lyer; element_A_true_value=118; element_B_true_value=139; true_relation=B larger; absolute_difference=21; percent_difference=17.8""]","[""A"",""B""]",muller_lyer,118,139,B larger,21,17.8
optical_illusion_0085_open_q1,optical_illusion_0085.png,"[""illusion_type=ponzo; element_A_true_value=149; element_B_true_value=136; true_relation=A larger; absolute_difference=13; percent_difference=9.56""]","[""A"",""B""]",ponzo,149,136,A larger,13,9.56
optical_illusion_0086_open_q1,optical_illusion_0086.png,"[""illusion_type=ebbinghaus; element_A_true_value=60; element_B_true_value=52; true_relation=A larger; absolute_difference=8; percent_difference=15.38""]","[""A"",""B""]",ebbinghaus,60,52,A larger,8,15.38
optical_illusion_0087_open_q1,optical_illusion_0087.png,"[""illusion_type=muller_lyer; element_A_true_value=122; element_B_true_value=122; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,122,122,equal,0,0
optical_illusion_0088_open_q1,optical_illusion_0088.png,"[""illusion_type=ponzo; element_A_true_value=137; element_B_true_value=137; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,137,137,equal,0,0
optical_illusion_0089_open_q1,optical_illusion_0089.png,"[""illusion_type=ebbinghaus; element_A_true_value=46; element_B_true_value=46; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,46,46,equal,0,0
optical_illusion_0090_open_q1,optical_illusion_0090.png,"[""illusion_type=muller_lyer; element_A_true_value=146; element_B_true_value=175; true_relation=B larger; absolute_difference=29; percent_difference=19.86""]","[""A"",""B""]",muller_lyer,146,175,B larger,29,19.86
optical_illusion_0091_open_q1,optical_illusion_0091.png,"[""illusion_type=ponzo; element_A_true_value=126; element_B_true_value=145; true_relation=B larger; absolute_difference=19; percent_difference=15.08""]","[""A"",""B""]",ponzo,126,145,B larger,19,15.08
optical_illusion_0092_open_q1,optical_illusion_0092.png,"[""illusion_type=ebbinghaus; element_A_true_value=60; element_B_true_value=56; true_relation=A larger; absolute_difference=4; percent_difference=7.14""]","[""A"",""B""]",ebbinghaus,60,56,A larger,4,7.14
optical_illusion_0093_open_q1,optical_illusion_0093.png,"[""illusion_type=muller_lyer; element_A_true_value=123; element_B_true_value=123; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,123,123,equal,0,0
optical_illusion_0094_open_q1,optical_illusion_0094.png,"[""illusion_type=ponzo; element_A_true_value=123; element_B_true_value=123; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,123,123,equal,0,0
optical_illusion_0095_open_q1,optical_illusion_0095.png,"[""illusion_type=ebbinghaus; element_A_true_value=51; element_B_true_value=51; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,51,51,equal,0,0
optical_illusion_0096_open_q1,optical_illusion_0096.png,"[""illusion_type=muller_lyer; element_A_true_value=141; element_B_true_value=155; true_relation=B larger; absolute_difference=14; percent_difference=9.93""]","[""A"",""B""]",muller_lyer,141,155,B larger,14,9.93
optical_illusion_0097_open_q1,optical_illusion_0097.png,"[""illusion_type=ponzo; element_A_true_value=139; element_B_true_value=147; true_relation=B larger; absolute_difference=8; percent_difference=5.76""]","[""A"",""B""]",ponzo,139,147,B larger,8,5.76
optical_illusion_0098_open_q1,optical_illusion_0098.png,"[""illusion_type=ebbinghaus; element_A_true_value=55; element_B_true_value=49; true_relation=A larger; absolute_difference=6; percent_difference=12.24""]","[""A"",""B""]",ebbinghaus,55,49,A larger,6,12.24
optical_illusion_0099_open_q1,optical_illusion_0099.png,"[""illusion_type=muller_lyer; element_A_true_value=128; element_B_true_value=128; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,128,128,equal,0,0
optical_illusion_0100_open_q1,optical_illusion_0100.png,"[""illusion_type=ponzo; element_A_true_value=145; element_B_true_value=145; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,145,145,equal,0,0
optical_illusion_0101_open_q1,optical_illusion_0101.png,"[""illusion_type=muller_lyer; element_A_true_value=138; element_B_true_value=159; true_relation=B larger; absolute_difference=21; percent_difference=15.22""]","[""A"",""B""]",muller_lyer,138,159,B larger,21,15.22
optical_illusion_0102_open_q1,optical_illusion_0102.png,"[""illusion_type=ponzo; element_A_true_value=150; element_B_true_value=126; true_relation=A larger; absolute_difference=24; percent_difference=19.05""]","[""A"",""B""]",ponzo,150,126,A larger,24,19.05
optical_illusion_0103_open_q1,optical_illusion_0103.png,"[""illusion_type=ebbinghaus; element_A_true_value=58; element_B_true_value=58; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,58,58,equal,0,0
optical_illusion_0104_open_q1,optical_illusion_0104.png,"[""illusion_type=muller_lyer; element_A_true_value=130; element_B_true_value=130; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,130,130,equal,0,0
optical_illusion_0105_open_q1,optical_illusion_0105.png,"[""illusion_type=ponzo; element_A_true_value=122; element_B_true_value=122; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,122,122,equal,0,0
optical_illusion_0106_open_q1,optical_illusion_0106.png,"[""illusion_type=ebbinghaus; element_A_true_value=51; element_B_true_value=44; true_relation=A larger; absolute_difference=7; percent_difference=15.91""]","[""A"",""B""]",ebbinghaus,51,44,A larger,7,15.91
optical_illusion_0107_open_q1,optical_illusion_0107.png,"[""illusion_type=muller_lyer; element_A_true_value=146; element_B_true_value=163; true_relation=B larger; absolute_difference=17; percent_difference=11.64""]","[""A"",""B""]",muller_lyer,146,163,B larger,17,11.64
optical_illusion_0108_open_q1,optical_illusion_0108.png,"[""illusion_type=ponzo; element_A_true_value=155; element_B_true_value=140; true_relation=A larger; absolute_difference=15; percent_difference=10.71""]","[""A"",""B""]",ponzo,155,140,A larger,15,10.71
optical_illusion_0109_open_q1,optical_illusion_0109.png,"[""illusion_type=ebbinghaus; element_A_true_value=51; element_B_true_value=51; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,51,51,equal,0,0
optical_illusion_0110_open_q1,optical_illusion_0110.png,"[""illusion_type=muller_lyer; element_A_true_value=142; element_B_true_value=142; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,142,142,equal,0,0
optical_illusion_0111_open_q1,optical_illusion_0111.png,"[""illusion_type=ponzo; element_A_true_value=147; element_B_true_value=147; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,147,147,equal,0,0
optical_illusion_0112_open_q1,optical_illusion_0112.png,"[""illusion_type=ebbinghaus; element_A_true_value=55; element_B_true_value=65; true_relation=B larger; absolute_difference=10; percent_difference=18.18""]","[""A"",""B""]",ebbinghaus,55,65,B larger,10,18.18
optical_illusion_0113_open_q1,optical_illusion_0113.png,"[""illusion_type=muller_lyer; element_A_true_value=138; element_B_true_value=117; true_relation=A larger; absolute_difference=21; percent_difference=17.95""]","[""A"",""B""]",muller_lyer,138,117,A larger,21,17.95
optical_illusion_0114_open_q1,optical_illusion_0114.png,"[""illusion_type=ponzo; element_A_true_value=137; element_B_true_value=151; true_relation=B larger; absolute_difference=14; percent_difference=10.22""]","[""A"",""B""]",ponzo,137,151,B larger,14,10.22
optical_illusion_0115_open_q1,optical_illusion_0115.png,"[""illusion_type=ebbinghaus; element_A_true_value=56; element_B_true_value=56; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,56,56,equal,0,0
