question_id,task,image,prompt,groundtruth
coordinate_geometry_0005_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0005.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",4.47
coordinate_geometry_0006_q1,Image Description,coordinate_geometry_0006.png,What are the coordinates of point C?,"(-2, 2)"
coordinate_geometry_0006_q2,Basic Relational Reasoning,coordinate_geometry_0006.png,"What is the distance between point A and point B, rounded to 2 decimal places?",4.00
coordinate_geometry_0006_q3,Comparative Reasoning,coordinate_geometry_0006.png,Which two points are farthest together? Answer with both labels.,A and D
coordinate_geometry_0006_q4,Compound Reasoning,coordinate_geometry_0006.png,What is the sum of the x-coordinates of all points in this image?,1
coordinate_geometry_0006_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0006.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",5.39
coordinate_geometry_0007_q1,Image Description,coordinate_geometry_0007.png,What are the coordinates of point B?,"(-6, -5)"
coordinate_geometry_0007_q2,Basic Relational Reasoning,coordinate_geometry_0007.png,"What is the distance between point A and point B, rounded to 2 decimal places?",10.20
coordinate_geometry_0007_q3,Comparative Reasoning,coordinate_geometry_0007.png,Which two points are closest together? Answer with both labels.,A and B
coordinate_geometry_0007_q4,Compound Reasoning,coordinate_geometry_0007.png,"The distance from point A to point B is 10.20 units. Is this greater than, less than, or equal to 10 units?",greater than
coordinate_geometry_0007_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0007.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",12.37
coordinate_geometry_0008_q1,Image Description,coordinate_geometry_0008.png,What are the coordinates of point A?,"(-6, 0)"
coordinate_geometry_0008_q2,Basic Relational Reasoning,coordinate_geometry_0008.png,"What is the distance between point A and point B, rounded to 2 decimal places?",2.24
coordinate_geometry_0008_q3,Comparative Reasoning,coordinate_geometry_0008.png,Which two points are closest together? Answer with both labels.,A and B
coordinate_geometry_0008_q4,Compound Reasoning,coordinate_geometry_0008.png,"The distance from point A to point C is 6.71 units. Is this greater than, less than, or equal to 10 units?",less than
coordinate_geometry_0008_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0008.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",0.00
coordinate_geometry_0009_q1,Image Description,coordinate_geometry_0009.png,What are the coordinates of point A?,"(-5, -6)"
coordinate_geometry_0009_q2,Basic Relational Reasoning,coordinate_geometry_0009.png,"What is the distance between point A and point D, rounded to 2 decimal places?",17.69
coordinate_geometry_0009_q3,Comparative Reasoning,coordinate_geometry_0009.png,Which two points are closest together? Answer with both labels.,A and B
coordinate_geometry_0009_q4,Compound Reasoning,coordinate_geometry_0009.png,"Are points B, C, and D collinear (do they lie on one straight line)? Answer yes or no.",no
coordinate_geometry_0009_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0009.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",3.16
coordinate_geometry_0010_q1,Image Description,coordinate_geometry_0010.png,What are the coordinates of point B?,"(-8, -2)"
coordinate_geometry_0010_q2,Basic Relational Reasoning,coordinate_geometry_0010.png,"What is the distance between point A and point B, rounded to 2 decimal places?",15.81
coordinate_geometry_0010_q3,Comparative Reasoning,coordinate_geometry_0010.png,Which two points are farthest together? Answer with both labels.,A and B
coordinate_geometry_0010_q4,Compound Reasoning,coordinate_geometry_0010.png,"The distance from point A to point B is 15.81 units. Is this greater than, less than, or equal to 10 units?",greater than
coordinate_geometry_0010_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0010.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",17.00
coordinate_geometry_0011_q1,Image Description,coordinate_geometry_0011.png,What are the coordinates of point C?,"(5, -5)"
coordinate_geometry_0011_q2,Basic Relational Reasoning,coordinate_geometry_0011.png,"What is the distance between point B and point C, rounded to 2 decimal places?",8.94
coordinate_geometry_0011_q3,Comparative Reasoning,coordinate_geometry_0011.png,What are the coordinates of the midpoint between point A and point B?,"(0, 5)"
coordinate_geometry_0011_q4,Compound Reasoning,coordinate_geometry_0011.png,What is the sum of the x-coordinates of all points in this image?,5
coordinate_geometry_0011_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0011.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",3.00
coordinate_geometry_0012_q1,Image Description,coordinate_geometry_0012.png,What are the coordinates of point B?,"(-2, -3)"
coordinate_geometry_0012_q2,Basic Relational Reasoning,coordinate_geometry_0012.png,"What is the distance between point B and point D, rounded to 2 decimal places?",9.22
coordinate_geometry_0012_q3,Comparative Reasoning,coordinate_geometry_0012.png,What are the coordinates of the midpoint between point C and point D?,"(1, 5.5)"
coordinate_geometry_0012_q4,Compound Reasoning,coordinate_geometry_0012.png,"Are points A, B, and C collinear (do they lie on one straight line)? Answer yes or no.",yes
coordinate_geometry_0012_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0012.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",5.00
coordinate_geometry_0013_q1,Image Description,coordinate_geometry_0013.png,What are the coordinates of point B?,"(-6, -2)"
coordinate_geometry_0013_q2,Basic Relational Reasoning,coordinate_geometry_0013.png,"What is the distance between point A and point B, rounded to 2 decimal places?",3.61
coordinate_geometry_0013_q3,Comparative Reasoning,coordinate_geometry_0013.png,Which two points are farthest together? Answer with both labels.,A and B
coordinate_geometry_0013_q4,Compound Reasoning,coordinate_geometry_0013.png,"The distance from point A to point B is 3.61 units. Is this greater than, less than, or equal to 10 units?",less than
coordinate_geometry_0013_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0013.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",5.83
coordinate_geometry_0014_q1,Image Description,coordinate_geometry_0014.png,What are the coordinates of point B?,"(-2, 1)"
coordinate_geometry_0014_q2,Basic Relational Reasoning,coordinate_geometry_0014.png,"What is the distance between point A and point C, rounded to 2 decimal places?",8.49
coordinate_geometry_0014_q3,Comparative Reasoning,coordinate_geometry_0014.png,Which two points are closest together? Answer with both labels.,A and B
coordinate_geometry_0014_q4,Compound Reasoning,coordinate_geometry_0014.png,What is the sum of the x-coordinates of all points in this image?,-4
coordinate_geometry_0014_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0014.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",1.00
coordinate_geometry_0015_q1,Image Description,coordinate_geometry_0015.png,What are the coordinates of point D?,"(-1, 1)"
coordinate_geometry_0015_q2,Basic Relational Reasoning,coordinate_geometry_0015.png,"What is the distance between point A and point C, rounded to 2 decimal places?",11.18
coordinate_geometry_0015_q3,Comparative Reasoning,coordinate_geometry_0015.png,Which two points are closest together? Answer with both labels.,A and D
coordinate_geometry_0015_q4,Compound Reasoning,coordinate_geometry_0015.png,What is the sum of the x-coordinates of all points in this image?,4
coordinate_geometry_0015_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0015.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",7.07
coordinate_geometry_0016_q1,Image Description,coordinate_geometry_0016.png,What are the coordinates of point B?,"(5, -1)"
coordinate_geometry_0016_q2,Basic Relational Reasoning,coordinate_geometry_0016.png,"What is the distance between point A and point B, rounded to 2 decimal places?",2.83
coordinate_geometry_0016_q3,Comparative Reasoning,coordinate_geometry_0016.png,Which two points are farthest together? Answer with both labels.,A and B
coordinate_geometry_0016_q4,Compound Reasoning,coordinate_geometry_0016.png,What is the sum of the x-coordinates of all points in this image?,12
coordinate_geometry_0016_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0016.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",4.12
coordinate_geometry_0017_q1,Image Description,coordinate_geometry_0017.png,What are the coordinates of point A?,"(-4, -3)"
coordinate_geometry_0017_q2,Basic Relational Reasoning,coordinate_geometry_0017.png,"What is the distance between point A and point B, rounded to 2 decimal places?",6.71
coordinate_geometry_0017_q3,Comparative Reasoning,coordinate_geometry_0017.png,What are the coordinates of the midpoint between point A and point C?,"(0, -1)"
coordinate_geometry_0017_q4,Compound Reasoning,coordinate_geometry_0017.png,"Are points A, B, and C collinear (do they lie on one straight line)? Answer yes or no.",yes
coordinate_geometry_0017_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0017.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",5.66
coordinate_geometry_0018_q1,Image Description,coordinate_geometry_0018.png,What are the coordinates of point A?,"(-3, 8)"
coordinate_geometry_0018_q2,Basic Relational Reasoning,coordinate_geometry_0018.png,"What is the distance between point B and point C, rounded to 2 decimal places?",2.24
coordinate_geometry_0018_q3,Comparative Reasoning,coordinate_geometry_0018.png,What are the coordinates of the midpoint between point B and point C?,"(-0.5, 3)"
coordinate_geometry_0018_q4,Compound Reasoning,coordinate_geometry_0018.png,"The distance from point B to point C is 2.24 units. Is this greater than, less than, or equal to 10 units?",less than
coordinate_geometry_0018_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0018.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",3.00
coordinate_geometry_0019_q1,Image Description,coordinate_geometry_0019.png,What are the coordinates of point B?,"(8, -2)"
coordinate_geometry_0019_q2,Basic Relational Reasoning,coordinate_geometry_0019.png,"What is the distance between point A and point B, rounded to 2 decimal places?",3.00
coordinate_geometry_0019_q3,Comparative Reasoning,coordinate_geometry_0019.png,Which two points are closest together? Answer with both labels.,A and B
coordinate_geometry_0019_q4,Compound Reasoning,coordinate_geometry_0019.png,What is the sum of the x-coordinates of all points in this image?,16
coordinate_geometry_0019_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0019.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",4.47
coordinate_geometry_0020_q1,Image Description,coordinate_geometry_0020.png,What are the coordinates of point A?,"(-3, -1)"
coordinate_geometry_0020_q2,Basic Relational Reasoning,coordinate_geometry_0020.png,"What is the distance between point A and point B, rounded to 2 decimal places?",4.24
coordinate_geometry_0020_q3,Comparative Reasoning,coordinate_geometry_0020.png,Which two points are farthest together? Answer with both labels.,A and C
coordinate_geometry_0020_q4,Compound Reasoning,coordinate_geometry_0020.png,What is the sum of the x-coordinates of all points in this image?,-1
coordinate_geometry_0020_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0020.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",4.12
coordinate_geometry_0021_q1,Image Description,coordinate_geometry_0021.png,What are the coordinates of point B?,"(3, -1)"
coordinate_geometry_0021_q2,Basic Relational Reasoning,coordinate_geometry_0021.png,"What is the distance between point A and point B, rounded to 2 decimal places?",4.47
coordinate_geometry_0021_q3,Comparative Reasoning,coordinate_geometry_0021.png,What are the coordinates of the midpoint between point A and point D?,"(3.5, -1)"
coordinate_geometry_0021_q4,Compound Reasoning,coordinate_geometry_0021.png,"Are points A, B, and C collinear (do they lie on one straight line)? Answer yes or no.",yes
coordinate_geometry_0021_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0021.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",2.24
coordinate_geometry_0022_q1,Image Description,coordinate_geometry_0022.png,What are the coordinates of point B?,"(-3, -5)"
coordinate_geometry_0022_q2,Basic Relational Reasoning,coordinate_geometry_0022.png,"What is the distance between point A and point B, rounded to 2 decimal places?",12.08
coordinate_geometry_0022_q3,Comparative Reasoning,coordinate_geometry_0022.png,What are the coordinates of the midpoint between point A and point B?,"(-5.5, 0.5)"
coordinate_geometry_0022_q4,Compound Reasoning,coordinate_geometry_0022.png,"The distance from point A to point B is 12.08 units. Is this greater than, less than, or equal to 10 units?",greater than
coordinate_geometry_0022_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0022.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",10.44
coordinate_geometry_0023_q1,Image Description,coordinate_geometry_0023.png,What are the coordinates of point A?,"(-1, -6)"
coordinate_geometry_0023_q2,Basic Relational Reasoning,coordinate_geometry_0023.png,"What is the distance between point B and point C, rounded to 2 decimal places?",11.18
coordinate_geometry_0023_q3,Comparative Reasoning,coordinate_geometry_0023.png,Which two points are farthest together? Answer with both labels.,A and C
coordinate_geometry_0023_q4,Compound Reasoning,coordinate_geometry_0023.png,"The distance from point A to point B is 2.24 units. Is this greater than, less than, or equal to 10 units?",less than
coordinate_geometry_0023_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0023.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",3.16
coordinate_geometry_0024_q1,Image Description,coordinate_geometry_0024.png,What are the coordinates of point B?,"(-2, 2)"
coordinate_geometry_0024_q2,Basic Relational Reasoning,coordinate_geometry_0024.png,"What is the distance between point A and point D, rounded to 2 decimal places?",15.30
coordinate_geometry_0024_q3,Comparative Reasoning,coordinate_geometry_0024.png,Which two points are farthest together? Answer with both labels.,A and C
coordinate_geometry_0024_q4,Compound Reasoning,coordinate_geometry_0024.png,"The distance from point C to point D is 10.05 units. Is this greater than, less than, or equal to 10 units?",greater than
coordinate_geometry_0024_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0024.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",5.66
coordinate_geometry_0025_q1,Image Description,coordinate_geometry_0025.png,What are the coordinates of point A?,"(-8, -2)"
coordinate_geometry_0025_q2,Basic Relational Reasoning,coordinate_geometry_0025.png,"What is the distance between point A and point B, rounded to 2 decimal places?",12.73
coordinate_geometry_0025_q3,Comparative Reasoning,coordinate_geometry_0025.png,What are the coordinates of the midpoint between point A and point B?,"(-3.5, 2.5)"
coordinate_geometry_0025_q4,Compound Reasoning,coordinate_geometry_0025.png,What is the sum of the x-coordinates of all points in this image?,-7
coordinate_geometry_0025_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0025.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",12.21
coordinate_geometry_0026_q1,Image Description,coordinate_geometry_0026.png,What are the coordinates of point A?,"(-1, 4)"
coordinate_geometry_0026_q2,Basic Relational Reasoning,coordinate_geometry_0026.png,"What is the distance between point B and point C, rounded to 2 decimal places?",2.24
coordinate_geometry_0026_q3,Comparative Reasoning,coordinate_geometry_0026.png,Which two points are farthest together? Answer with both labels.,A and C
coordinate_geometry_0026_q4,Compound Reasoning,coordinate_geometry_0026.png,"Are points A, B, and C collinear (do they lie on one straight line)? Answer yes or no.",yes
coordinate_geometry_0026_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0026.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",7.28
coordinate_geometry_0027_q1,Image Description,coordinate_geometry_0027.png,What are the coordinates of point C?,"(5, -2)"
coordinate_geometry_0027_q2,Basic Relational Reasoning,coordinate_geometry_0027.png,"What is the distance between point A and point C, rounded to 2 decimal places?",13.42
coordinate_geometry_0027_q3,Comparative Reasoning,coordinate_geometry_0027.png,Which two points are closest together? Answer with both labels.,B and C
coordinate_geometry_0027_q4,Compound Reasoning,coordinate_geometry_0027.png,What is the sum of the x-coordinates of all points in this image?,-7
coordinate_geometry_0027_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0027.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",8.94
coordinate_geometry_0028_q1,Image Description,coordinate_geometry_0028.png,What are the coordinates of point B?,"(-1, -4)"
coordinate_geometry_0028_q2,Basic Relational Reasoning,coordinate_geometry_0028.png,"What is the distance between point A and point B, rounded to 2 decimal places?",3.16
coordinate_geometry_0028_q3,Comparative Reasoning,coordinate_geometry_0028.png,What are the coordinates of the midpoint between point A and point B?,"(-2.5, -3.5)"
coordinate_geometry_0028_q4,Compound Reasoning,coordinate_geometry_0028.png,"The distance from point A to point B is 3.16 units. Is this greater than, less than, or equal to 10 units?",less than
coordinate_geometry_0028_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0028.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",1.00
coordinate_geometry_0029_q1,Image Description,coordinate_geometry_0029.png,What are the coordinates of point B?,"(-6, 8)"
coordinate_geometry_0029_q2,Basic Relational Reasoning,coordinate_geometry_0029.png,"What is the distance between point A and point B, rounded to 2 decimal places?",11.40
coordinate_geometry_0029_q3,Comparative Reasoning,coordinate_geometry_0029.png,What are the coordinates of the midpoint between point A and point B?,"(-1.5, 4.5)"
coordinate_geometry_0029_q4,Compound Reasoning,coordinate_geometry_0029.png,What is the sum of the x-coordinates of all points in this image?,0
coordinate_geometry_0029_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0029.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",13.60
coordinate_geometry_0030_q1,Image Description,coordinate_geometry_0030.png,What are the coordinates of point D?,"(-4, -6)"
coordinate_geometry_0030_q2,Basic Relational Reasoning,coordinate_geometry_0030.png,"What is the distance between point A and point B, rounded to 2 decimal places?",9.43
coordinate_geometry_0030_q3,Comparative Reasoning,coordinate_geometry_0030.png,Which two points are closest together? Answer with both labels.,B and D
coordinate_geometry_0030_q4,Compound Reasoning,coordinate_geometry_0030.png,"The distance from point A to point B is 9.43 units. Is this greater than, less than, or equal to 10 units?",less than
coordinate_geometry_0030_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0030.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",7.21
coordinate_geometry_0031_q1,Image Description,coordinate_geometry_0031.png,What are the coordinates of point A?,"(-5, 4)"
coordinate_geometry_0031_q2,Basic Relational Reasoning,coordinate_geometry_0031.png,"What is the distance between point A and point B, rounded to 2 decimal places?",11.05
coordinate_geometry_0031_q3,Comparative Reasoning,coordinate_geometry_0031.png,Which two points are closest together? Answer with both labels.,A and B
coordinate_geometry_0031_q4,Compound Reasoning,coordinate_geometry_0031.png,"The distance from point A to point B is 11.05 units. Is this greater than, less than, or equal to 10 units?",greater than
coordinate_geometry_0031_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0031.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",10.05
coordinate_geometry_0032_q1,Image Description,coordinate_geometry_0032.png,What are the coordinates of point C?,"(-7, 8)"
coordinate_geometry_0032_q2,Basic Relational Reasoning,coordinate_geometry_0032.png,"What is the distance between point A and point C, rounded to 2 decimal places?",6.32
coordinate_geometry_0032_q3,Comparative Reasoning,coordinate_geometry_0032.png,Which two points are farthest together? Answer with both labels.,B and C
coordinate_geometry_0032_q4,Compound Reasoning,coordinate_geometry_0032.png,"Are points A, B, and C collinear (do they lie on one straight line)? Answer yes or no.",no
coordinate_geometry_0032_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0032.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",11.05
coordinate_geometry_0033_q1,Image Description,coordinate_geometry_0033.png,What are the coordinates of point C?,"(2, -1)"
coordinate_geometry_0033_q2,Basic Relational Reasoning,coordinate_geometry_0033.png,"What is the distance between point A and point D, rounded to 2 decimal places?",12.00
coordinate_geometry_0033_q3,Comparative Reasoning,coordinate_geometry_0033.png,What are the coordinates of the midpoint between point A and point B?,"(6, -3.5)"
coordinate_geometry_0033_q4,Compound Reasoning,coordinate_geometry_0033.png,"Are points A, C, and D collinear (do they lie on one straight line)? Answer yes or no.",no
coordinate_geometry_0033_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0033.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",8.94
coordinate_geometry_0034_q1,Image Description,coordinate_geometry_0034.png,What are the coordinates of point B?,"(-8, 4)"
coordinate_geometry_0034_q2,Basic Relational Reasoning,coordinate_geometry_0034.png,"What is the distance between point A and point B, rounded to 2 decimal places?",5.00
coordinate_geometry_0034_q3,Comparative Reasoning,coordinate_geometry_0034.png,Which two points are farthest together? Answer with both labels.,A and B
coordinate_geometry_0034_q4,Compound Reasoning,coordinate_geometry_0034.png,What is the sum of the x-coordinates of all points in this image?,-16
coordinate_geometry_0034_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0034.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",6.32
coordinate_geometry_0035_q1,Image Description,coordinate_geometry_0035.png,What are the coordinates of point A?,"(-7, 8)"
coordinate_geometry_0035_q2,Basic Relational Reasoning,coordinate_geometry_0035.png,"What is the distance between point B and point C, rounded to 2 decimal places?",5.00
coordinate_geometry_0035_q3,Comparative Reasoning,coordinate_geometry_0035.png,What are the coordinates of the midpoint between point A and point B?,"(-3.5, 5.5)"
coordinate_geometry_0035_q4,Compound Reasoning,coordinate_geometry_0035.png,"Are points A, B, and C collinear (do they lie on one straight line)? Answer yes or no.",no
coordinate_geometry_0035_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0035.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",6.40
coordinate_geometry_0036_q1,Image Description,coordinate_geometry_0036.png,What are the coordinates of point D?,"(-1, 0)"
coordinate_geometry_0036_q2,Basic Relational Reasoning,coordinate_geometry_0036.png,"What is the distance between point A and point D, rounded to 2 decimal places?",7.07
coordinate_geometry_0036_q3,Comparative Reasoning,coordinate_geometry_0036.png,Which two points are closest together? Answer with both labels.,A and D
coordinate_geometry_0036_q4,Compound Reasoning,coordinate_geometry_0036.png,What is the sum of the x-coordinates of all points in this image?,-7
coordinate_geometry_0036_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0036.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",8.00
coordinate_geometry_0037_q1,Image Description,coordinate_geometry_0037.png,What are the coordinates of point B?,"(-7, 3)"
coordinate_geometry_0037_q2,Basic Relational Reasoning,coordinate_geometry_0037.png,"What is the distance between point A and point B, rounded to 2 decimal places?",5.10
coordinate_geometry_0037_q3,Comparative Reasoning,coordinate_geometry_0037.png,Which two points are closest together? Answer with both labels.,A and B
coordinate_geometry_0037_q4,Compound Reasoning,coordinate_geometry_0037.png,What is the sum of the x-coordinates of all points in this image?,-13
coordinate_geometry_0037_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0037.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",5.00
coordinate_geometry_0038_q1,Image Description,coordinate_geometry_0038.png,What are the coordinates of point A?,"(5, -5)"
coordinate_geometry_0038_q2,Basic Relational Reasoning,coordinate_geometry_0038.png,"What is the distance between point B and point C, rounded to 2 decimal places?",12.00
coordinate_geometry_0038_q3,Comparative Reasoning,coordinate_geometry_0038.png,Which two points are closest together? Answer with both labels.,A and C
coordinate_geometry_0038_q4,Compound Reasoning,coordinate_geometry_0038.png,"The distance from point B to point C is 12.00 units. Is this greater than, less than, or equal to 10 units?",greater than
coordinate_geometry_0038_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0038.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",15.81
coordinate_geometry_0039_q1,Image Description,coordinate_geometry_0039.png,What are the coordinates of point C?,"(3, -8)"
coordinate_geometry_0039_q2,Basic Relational Reasoning,coordinate_geometry_0039.png,"What is the distance between point B and point C, rounded to 2 decimal places?",2.83
coordinate_geometry_0039_q3,Comparative Reasoning,coordinate_geometry_0039.png,What are the coordinates of the midpoint between point B and point C?,"(2, -7)"
coordinate_geometry_0039_q4,Compound Reasoning,coordinate_geometry_0039.png,"Are points A, C, and D collinear (do they lie on one straight line)? Answer yes or no.",no
coordinate_geometry_0039_q5,Extrapolative/Counterfactual Reasoning,coordinate_geometry_0039.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",3.61
coordinate_geometry_0040_q1,Image Description,coordinate_geometry_0040.png,What are the coordinates of point A?,"(8, -7)"
coordinate_geometry_0040_q2,Basic Relational Reasoning,coordinate_geometry_0040.png,"What is the distance between point A and point B, rounded to 2 decimal places?",12.04
