question_id,image,acceptance_set,targets,target,target_coordinates,nearest_labels,nearest_distance,farthest_labels,farthest_distance
coordinate_geometry_0013_open_q1,coordinate_geometry_0013.png,"[""target=A; target_coordinates=[-3, -4]; nearest_labels=['B']; nearest_distance=3.61; farthest_labels=['B']; farthest_distance=3.61""]","[""A""]",A,"[-3,-4]","[""B""]",3.61,"[""B""]",3.61
coordinate_geometry_0014_open_q1,coordinate_geometry_0014.png,"[""target=A; target_coordinates=[-4, 3]; nearest_labels=['B']; nearest_distance=2.83; farthest_labels=['C']; farthest_distance=8.49""]","[""A""]",A,"[-4,3]","[""B""]",2.83,"[""C""]",8.49
coordinate_geometry_0015_open_q1,coordinate_geometry_0015.png,"[""target=D; target_coordinates=[-1, 1]; nearest_labels=['A']; nearest_distance=3; farthest_labels=['C']; farthest_distance=8.6""]","[""D""]",D,"[-1,1]","[""A""]",3,"[""C""]",8.6
coordinate_geometry_0016_open_q1,coordinate_geometry_0016.png,"[""target=A; target_coordinates=[7, 1]; nearest_labels=['B']; nearest_distance=2.83; farthest_labels=['B']; farthest_distance=2.83""]","[""A""]",A,"[7,1]","[""B""]",2.83,"[""B""]",2.83
coordinate_geometry_0017_open_q1,coordinate_geometry_0017.png,"[""target=C; target_coordinates=[4, 1]; nearest_labels=['B']; nearest_distance=2.24; farthest_labels=['A']; farthest_distance=8.94""]","[""C""]",C,"[4,1]","[""B""]",2.24,"[""A""]",8.94
coordinate_geometry_0018_open_q1,coordinate_geometry_0018.png,"[""target=B; target_coordinates=[-1, 4]; nearest_labels=['C']; nearest_distance=2.24; farthest_labels=['A']; farthest_distance=4.47""]","[""B""]",B,"[-1,4]","[""C""]",2.24,"[""A""]",4.47
coordinate_geometry_0019_open_q1,coordinate_geometry_0019.png,"[""target=B; target_coordinates=[8, -2]; nearest_labels=['A']; nearest_distance=3; farthest_labels=['A']; farthest_distance=3""]","[""B""]",B,"[8,-2]","[""A""]",3,"[""A""]",3
coordinate_geometry_0020_open_q1,coordinate_geometry_0020.png,"[""target=C; target_coordinates=[2, 4]; nearest_labels=['B']; nearest_distance=2.83; farthest_labels=['A']; farthest_distance=7.07""]","[""C""]",C,"[2,4]","[""B""]",2.83,"[""A""]",7.07
coordinate_geometry_0021_open_q1,coordinate_geometry_0021.png,"[""target=B; target_coordinates=[3, -1]; nearest_labels=['C']; nearest_distance=2.24; farthest_labels=['D']; farthest_distance=5.39""]","[""B""]",B,"[3,-1]","[""C""]",2.24,"[""D""]",5.39
coordinate_geometry_0022_open_q1,coordinate_geometry_0022.png,"[""target=B; target_coordinates=[-3, -5]; nearest_labels=['A']; nearest_distance=12.08; farthest_labels=['A']; farthest_distance=12.08""]","[""B""]",B,"[-3,-5]","[""A""]",12.08,"[""A""]",12.08
coordinate_geometry_0023_open_q1,coordinate_geometry_0023.png,"[""target=A; target_coordinates=[-1, -6]; nearest_labels=['B']; nearest_distance=2.24; farthest_labels=['C']; farthest_distance=13.42""]","[""A""]",A,"[-1,-6]","[""B""]",2.24,"[""C""]",13.42
coordinate_geometry_0024_open_q1,coordinate_geometry_0024.png,"[""target=A; target_coordinates=[-8, -1]; nearest_labels=['B']; nearest_distance=6.71; farthest_labels=['C']; farthest_distance=15.65""]","[""A""]",A,"[-8,-1]","[""B""]",6.71,"[""C""]",15.65
coordinate_geometry_0025_open_q1,coordinate_geometry_0025.png,"[""target=A; target_coordinates=[-8, -2]; nearest_labels=['B']; nearest_distance=12.73; farthest_labels=['B']; farthest_distance=12.73""]","[""A""]",A,"[-8,-2]","[""B""]",12.73,"[""B""]",12.73
coordinate_geometry_0026_open_q1,coordinate_geometry_0026.png,"[""target=C; target_coordinates=[4, -6]; nearest_labels=['B']; nearest_distance=2.24; farthest_labels=['A']; farthest_distance=11.18""]","[""C""]",C,"[4,-6]","[""B""]",2.24,"[""A""]",11.18
coordinate_geometry_0027_open_q1,coordinate_geometry_0027.png,"[""target=D; target_coordinates=[-8, 7]; nearest_labels=['A']; nearest_distance=3.16; farthest_labels=['C']; farthest_distance=15.81""]","[""D""]",D,"[-8,7]","[""A""]",3.16,"[""C""]",15.81
coordinate_geometry_0028_open_q1,coordinate_geometry_0028.png,"[""target=A; target_coordinates=[-4, -3]; nearest_labels=['B']; nearest_distance=3.16; farthest_labels=['B']; farthest_distance=3.16""]","[""A""]",A,"[-4,-3]","[""B""]",3.16,"[""B""]",3.16
coordinate_geometry_0029_open_q1,coordinate_geometry_0029.png,"[""target=C; target_coordinates=[3, 4]; nearest_labels=['A']; nearest_distance=3; farthest_labels=['B']; farthest_distance=9.85""]","[""C""]",C,"[3,4]","[""A""]",3,"[""B""]",9.85
coordinate_geometry_0030_open_q1,coordinate_geometry_0030.png,"[""target=B; target_coordinates=[0, -7]; nearest_labels=['D']; nearest_distance=4.12; farthest_labels=['C']; farthest_distance=11.7""]","[""B""]",B,"[0,-7]","[""D""]",4.12,"[""C""]",11.7
coordinate_geometry_0031_open_q1,coordinate_geometry_0031.png,"[""target=A; target_coordinates=[-5, 4]; nearest_labels=['B']; nearest_distance=11.05; farthest_labels=['B']; farthest_distance=11.05""]","[""A""]",A,"[-5,4]","[""B""]",11.05,"[""B""]",11.05
coordinate_geometry_0032_open_q1,coordinate_geometry_0032.png,"[""target=B; target_coordinates=[8, 2]; nearest_labels=['A']; nearest_distance=13; farthest_labels=['C']; farthest_distance=16.16""]","[""B""]",B,"[8,2]","[""A""]",13,"[""C""]",16.16
coordinate_geometry_0033_open_q1,coordinate_geometry_0033.png,"[""target=A; target_coordinates=[7, -7]; nearest_labels=['B']; nearest_distance=7.28; farthest_labels=['D']; farthest_distance=12""]","[""A""]",A,"[7,-7]","[""B""]",7.28,"[""D""]",12
coordinate_geometry_0034_open_q1,coordinate_geometry_0034.png,"[""target=B; target_coordinates=[-8, 4]; nearest_labels=['A']; nearest_distance=5; farthest_labels=['A']; farthest_distance=5""]","[""B""]",B,"[-8,4]","[""A""]",5,"[""A""]",5
coordinate_geometry_0035_open_q1,coordinate_geometry_0035.png,"[""target=C; target_coordinates=[-5, 3]; nearest_labels=['B']; nearest_distance=5; farthest_labels=['A']; farthest_distance=5.39""]","[""C""]",C,"[-5,3]","[""B""]",5,"[""A""]",5.39
coordinate_geometry_0036_open_q1,coordinate_geometry_0036.png,"[""target=B; target_coordinates=[-6, -8]; nearest_labels=['A']; nearest_distance=9.22; farthest_labels=['C']; farthest_distance=14.87""]","[""B""]",B,"[-6,-8]","[""A""]",9.22,"[""C""]",14.87
coordinate_geometry_0037_open_q1,coordinate_geometry_0037.png,"[""target=A; target_coordinates=[-6, 8]; nearest_labels=['B']; nearest_distance=5.1; farthest_labels=['B']; farthest_distance=5.1""]","[""A""]",A,"[-6,8]","[""B""]",5.1,"[""B""]",5.1
coordinate_geometry_0038_open_q1,coordinate_geometry_0038.png,"[""target=C; target_coordinates=[6, 3]; nearest_labels=['A']; nearest_distance=8.06; farthest_labels=['B']; farthest_distance=12""]","[""C""]",C,"[6,3]","[""A""]",8.06,"[""B""]",12
coordinate_geometry_0039_open_q1,coordinate_geometry_0039.png,"[""target=A; target_coordinates=[-3, -8]; nearest_labels=['B']; nearest_distance=4.47; farthest_labels=['D']; farthest_distance=13.15""]","[""A""]",A,"[-3,-8]","[""B""]",4.47,"[""D""]",13.15
coordinate_geometry_0040_open_q1,coordinate_geometry_0040.png,"[""target=A; target_coordinates=[8, -7]; nearest_labels=['B']; nearest_distance=12.04; farthest_labels=['B']; farthest_distance=12.04""]","[""A""]",A,"[8,-7]","[""B""]",12.04,"[""B""]",12.04
coordinate_geometry_0041_open_q1,coordinate_geometry_0041.png,"[""target=B; target_coordinates=[4, 1]; nearest_labels=['C']; nearest_distance=5; farthest_labels=['A']; farthest_distance=6.4""]","[""B""]",B,"[4,1]","[""C""]",5,"[""A""]",6.4
coordinate_geometry_0042_open_q1,coordinate_geometry_0042.png,"[""target=A; target_coordinates=[-8, 0]; nearest_labels=['D']; nearest_distance=5.39; farthest_labels=['B']; farthest_distance=7.07""]","[""A""]",A,"[-8,0]","[""D""]",5.39,"[""B""]",7.07
coordinate_geometry_0043_open_q1,coordinate_geometry_0043.png,"[""target=B; target_coordinates=[3, -5]; nearest_labels=['A']; nearest_distance=13.04; farthest_labels=['A']; farthest_distance=13.04""]","[""B""]",B,"[3,-5]","[""A""]",13.04,"[""A""]",13.04
coordinate_geometry_0044_open_q1,coordinate_geometry_0044.png,"[""target=A; target_coordinates=[-5, -3]; nearest_labels=['C']; nearest_distance=7.81; farthest_labels=['B']; farthest_distance=9.22""]","[""A""]",A,"[-5,-3]","[""C""]",7.81,"[""B""]",9.22
coordinate_geometry_0045_open_q1,coordinate_geometry_0045.png,"[""target=C; target_coordinates=[2, -8]; nearest_labels=['A']; nearest_distance=9.43; farthest_labels=['D']; farthest_distance=17""]","[""C""]",C,"[2,-8]","[""A""]",9.43,"[""D""]",17
coordinate_geometry_0046_open_q1,coordinate_geometry_0046.png,"[""target=B; target_coordinates=[8, -4]; nearest_labels=['A']; nearest_distance=15.3; farthest_labels=['A']; farthest_distance=15.3""]","[""B""]",B,"[8,-4]","[""A""]",15.3,"[""A""]",15.3
coordinate_geometry_0047_open_q1,coordinate_geometry_0047.png,"[""target=C; target_coordinates=[8, 4]; nearest_labels=['A']; nearest_distance=3.61; farthest_labels=['B']; farthest_distance=7.21""]","[""C""]",C,"[8,4]","[""A""]",3.61,"[""B""]",7.21
coordinate_geometry_0048_open_q1,coordinate_geometry_0048.png,"[""target=D; target_coordinates=[-3, -4]; nearest_labels=['A']; nearest_distance=5.39; farthest_labels=['C']; farthest_distance=11.05""]","[""D""]",D,"[-3,-4]","[""A""]",5.39,"[""C""]",11.05
coordinate_geometry_0049_open_q1,coordinate_geometry_0049.png,"[""target=A; target_coordinates=[5, -5]; nearest_labels=['B']; nearest_distance=13.34; farthest_labels=['B']; farthest_distance=13.34""]","[""A""]",A,"[5,-5]","[""B""]",13.34,"[""B""]",13.34
coordinate_geometry_0050_open_q1,coordinate_geometry_0050.png,"[""target=C; target_coordinates=[-6, 2]; nearest_labels=['A']; nearest_distance=9.49; farthest_labels=['B']; farthest_distance=13""]","[""C""]",C,"[-6,2]","[""A""]",9.49,"[""B""]",13
coordinate_geometry_0051_open_q1,coordinate_geometry_0051.png,"[""target=B; target_coordinates=[-1, 0]; nearest_labels=['A']; nearest_distance=2.24; farthest_labels=['D']; farthest_distance=9.22""]","[""B""]",B,"[-1,0]","[""A""]",2.24,"[""D""]",9.22
coordinate_geometry_0052_open_q1,coordinate_geometry_0052.png,"[""target=B; target_coordinates=[3, 5]; nearest_labels=['A']; nearest_distance=5.39; farthest_labels=['A']; farthest_distance=5.39""]","[""B""]",B,"[3,5]","[""A""]",5.39,"[""A""]",5.39
coordinate_geometry_0053_open_q1,coordinate_geometry_0053.png,"[""target=C; target_coordinates=[-4, 0]; nearest_labels=['B']; nearest_distance=3.16; farthest_labels=['A']; farthest_distance=8.06""]","[""C""]",C,"[-4,0]","[""B""]",3.16,"[""A""]",8.06
coordinate_geometry_0054_open_q1,coordinate_geometry_0054.png,"[""target=C; target_coordinates=[-1, 6]; nearest_labels=['A']; nearest_distance=2.24; farthest_labels=['B']; farthest_distance=8.25""]","[""C""]",C,"[-1,6]","[""A""]",2.24,"[""B""]",8.25
coordinate_geometry_0055_open_q1,coordinate_geometry_0055.png,"[""target=A; target_coordinates=[-4, 1]; nearest_labels=['B']; nearest_distance=4.47; farthest_labels=['B']; farthest_distance=4.47""]","[""A""]",A,"[-4,1]","[""B""]",4.47,"[""B""]",4.47
coordinate_geometry_0056_open_q1,coordinate_geometry_0056.png,"[""target=A; target_coordinates=[7, 8]; nearest_labels=['B']; nearest_distance=6.71; farthest_labels=['C']; farthest_distance=15.26""]","[""A""]",A,"[7,8]","[""B""]",6.71,"[""C""]",15.26
coordinate_geometry_0057_open_q1,coordinate_geometry_0057.png,"[""target=D; target_coordinates=[-5, 7]; nearest_labels=['C']; nearest_distance=9.49; farthest_labels=['B']; farthest_distance=13.6""]","[""D""]",D,"[-5,7]","[""C""]",9.49,"[""B""]",13.6
coordinate_geometry_0058_open_q1,coordinate_geometry_0058.png,"[""target=A; target_coordinates=[-2, -2]; nearest_labels=['B']; nearest_distance=5; farthest_labels=['B']; farthest_distance=5""]","[""A""]",A,"[-2,-2]","[""B""]",5,"[""B""]",5
coordinate_geometry_0059_open_q1,coordinate_geometry_0059.png,"[""target=A; target_coordinates=[6, -8]; nearest_labels=['B']; nearest_distance=13.45; farthest_labels=['C']; farthest_distance=14""]","[""A""]",A,"[6,-8]","[""B""]",13.45,"[""C""]",14
coordinate_geometry_0060_open_q1,coordinate_geometry_0060.png,"[""target=C; target_coordinates=[6, 2]; nearest_labels=['B']; nearest_distance=8.6; farthest_labels=['D']; farthest_distance=15.26""]","[""C""]",C,"[6,2]","[""B""]",8.6,"[""D""]",15.26
coordinate_geometry_0061_open_q1,coordinate_geometry_0061.png,"[""target=A; target_coordinates=[-2, 2]; nearest_labels=['B']; nearest_distance=3; farthest_labels=['B']; farthest_distance=3""]","[""A""]",A,"[-2,2]","[""B""]",3,"[""B""]",3
coordinate_geometry_0062_open_q1,coordinate_geometry_0062.png,"[""target=C; target_coordinates=[3, 2]; nearest_labels=['B']; nearest_distance=8.49; farthest_labels=['A']; farthest_distance=11.31""]","[""C""]",C,"[3,2]","[""B""]",8.49,"[""A""]",11.31
coordinate_geometry_0063_open_q1,coordinate_geometry_0063.png,"[""target=A; target_coordinates=[-2, 1]; nearest_labels=['B']; nearest_distance=2.24; farthest_labels=['D']; farthest_distance=8.06""]","[""A""]",A,"[-2,1]","[""B""]",2.24,"[""D""]",8.06
coordinate_geometry_0064_open_q1,coordinate_geometry_0064.png,"[""target=A; target_coordinates=[4, -8]; nearest_labels=['B']; nearest_distance=10; farthest_labels=['B']; farthest_distance=10""]","[""A""]",A,"[4,-8]","[""B""]",10,"[""B""]",10
coordinate_geometry_0065_open_q1,coordinate_geometry_0065.png,"[""target=C; target_coordinates=[5, -6]; nearest_labels=['B']; nearest_distance=2.83; farthest_labels=['A']; farthest_distance=7.07""]","[""C""]",C,"[5,-6]","[""B""]",2.83,"[""A""]",7.07
coordinate_geometry_0066_open_q1,coordinate_geometry_0066.png,"[""target=B; target_coordinates=[-2, 3]; nearest_labels=['A']; nearest_distance=2.24; farthest_labels=['C']; farthest_distance=8.94""]","[""B""]",B,"[-2,3]","[""A""]",2.24,"[""C""]",8.94
coordinate_geometry_0067_open_q1,coordinate_geometry_0067.png,"[""target=B; target_coordinates=[5, 0]; nearest_labels=['A']; nearest_distance=6; farthest_labels=['A']; farthest_distance=6""]","[""B""]",B,"[5,0]","[""A""]",6,"[""A""]",6
coordinate_geometry_0068_open_q1,coordinate_geometry_0068.png,"[""target=A; target_coordinates=[-1, 2]; nearest_labels=['B']; nearest_distance=4.47; farthest_labels=['C']; farthest_distance=6.71""]","[""A""]",A,"[-1,2]","[""B""]",4.47,"[""C""]",6.71
coordinate_geometry_0069_open_q1,coordinate_geometry_0069.png,"[""target=A; target_coordinates=[2, 1]; nearest_labels=['B']; nearest_distance=2.24; farthest_labels=['D']; farthest_distance=7.21""]","[""A""]",A,"[2,1]","[""B""]",2.24,"[""D""]",7.21
coordinate_geometry_0070_open_q1,coordinate_geometry_0070.png,"[""target=A; target_coordinates=[6, 6]; nearest_labels=['B']; nearest_distance=10.77; farthest_labels=['B']; farthest_distance=10.77""]","[""A""]",A,"[6,6]","[""B""]",10.77,"[""B""]",10.77
coordinate_geometry_0071_open_q1,coordinate_geometry_0071.png,"[""target=A; target_coordinates=[-3, 3]; nearest_labels=['B']; nearest_distance=2.24; farthest_labels=['C']; farthest_distance=11.18""]","[""A""]",A,"[-3,3]","[""B""]",2.24,"[""C""]",11.18
coordinate_geometry_0072_open_q1,coordinate_geometry_0072.png,"[""target=D; target_coordinates=[-1, 3]; nearest_labels=['B']; nearest_distance=3.16; farthest_labels=['C']; farthest_distance=9.22""]","[""D""]",D,"[-1,3]","[""B""]",3.16,"[""C""]",9.22
coordinate_geometry_0073_open_q1,coordinate_geometry_0073.png,"[""target=B; target_coordinates=[-3, 6]; nearest_labels=['A']; nearest_distance=11.05; farthest_labels=['A']; farthest_distance=11.05""]","[""B""]",B,"[-3,6]","[""A""]",11.05,"[""A""]",11.05
coordinate_geometry_0074_open_q1,coordinate_geometry_0074.png,"[""target=C; target_coordinates=[8, 6]; nearest_labels=['B']; nearest_distance=2.24; farthest_labels=['A']; farthest_distance=13.42""]","[""C""]",C,"[8,6]","[""B""]",2.24,"[""A""]",13.42
coordinate_geometry_0075_open_q1,coordinate_geometry_0075.png,"[""target=D; target_coordinates=[3, -5]; nearest_labels=['B']; nearest_distance=5.1; farthest_labels=['A']; farthest_distance=13.45""]","[""D""]",D,"[3,-5]","[""B""]",5.1,"[""A""]",13.45
coordinate_geometry_0076_open_q1,coordinate_geometry_0076.png,"[""target=B; target_coordinates=[1, -7]; nearest_labels=['A']; nearest_distance=5.83; farthest_labels=['A']; farthest_distance=5.83""]","[""B""]",B,"[1,-7]","[""A""]",5.83,"[""A""]",5.83
coordinate_geometry_0077_open_q1,coordinate_geometry_0077.png,"[""target=A; target_coordinates=[-3, 1]; nearest_labels=['B']; nearest_distance=4.24; farthest_labels=['C']; farthest_distance=7.07""]","[""A""]",A,"[-3,1]","[""B""]",4.24,"[""C""]",7.07
coordinate_geometry_0078_open_q1,coordinate_geometry_0078.png,"[""target=B; target_coordinates=[-2, -4]; nearest_labels=['A']; nearest_distance=2.24; farthest_labels=['C']; farthest_distance=8.94""]","[""B""]",B,"[-2,-4]","[""A""]",2.24,"[""C""]",8.94
coordinate_geometry_0079_open_q1,coordinate_geometry_0079.png,"[""target=B; target_coordinates=[-1, -1]; nearest_labels=['A']; nearest_distance=4.47; farthest_labels=['A']; farthest_distance=4.47""]","[""B""]",B,"[-1,-1]","[""A""]",4.47,"[""A""]",4.47
coordinate_geometry_0080_open_q1,coordinate_geometry_0080.png,"[""target=A; target_coordinates=[-2, -6]; nearest_labels=['B']; nearest_distance=2.24; farthest_labels=['C']; farthest_distance=13.42""]","[""A""]",A,"[-2,-6]","[""B""]",2.24,"[""C""]",13.42
coordinate_geometry_0081_open_q1,coordinate_geometry_0081.png,"[""target=A; target_coordinates=[-3, -3]; nearest_labels=['B']; nearest_distance=6.71; farthest_labels=['C']; farthest_distance=11.18""]","[""A""]",A,"[-3,-3]","[""B""]",6.71,"[""C""]",11.18
coordinate_geometry_0082_open_q1,coordinate_geometry_0082.png,"[""target=B; target_coordinates=[1, -3]; nearest_labels=['A']; nearest_distance=12.53; farthest_labels=['A']; farthest_distance=12.53""]","[""B""]",B,"[1,-3]","[""A""]",12.53,"[""A""]",12.53
coordinate_geometry_0083_open_q1,coordinate_geometry_0083.png,"[""target=A; target_coordinates=[-6, 2]; nearest_labels=['B']; nearest_distance=2.83; farthest_labels=['C']; farthest_distance=9.9""]","[""A""]",A,"[-6,2]","[""B""]",2.83,"[""C""]",9.9
coordinate_geometry_0084_open_q1,coordinate_geometry_0084.png,"[""target=D; target_coordinates=[6, 7]; nearest_labels=['C']; nearest_distance=8.54; farthest_labels=['A']; farthest_distance=12.81""]","[""D""]",D,"[6,7]","[""C""]",8.54,"[""A""]",12.81
coordinate_geometry_0085_open_q1,coordinate_geometry_0085.png,"[""target=A; target_coordinates=[-5, 2]; nearest_labels=['B']; nearest_distance=4.24; farthest_labels=['B']; farthest_distance=4.24""]","[""A""]",A,"[-5,2]","[""B""]",4.24,"[""B""]",4.24
coordinate_geometry_0086_open_q1,coordinate_geometry_0086.png,"[""target=A; target_coordinates=[-2, 5]; nearest_labels=['B']; nearest_distance=2.24; farthest_labels=['C']; farthest_distance=11.18""]","[""A""]",A,"[-2,5]","[""B""]",2.24,"[""C""]",11.18
coordinate_geometry_0087_open_q1,coordinate_geometry_0087.png,"[""target=C; target_coordinates=[-2, 1]; nearest_labels=['B']; nearest_distance=2.24; farthest_labels=['D']; farthest_distance=12.21""]","[""C""]",C,"[-2,1]","[""B""]",2.24,"[""D""]",12.21
coordinate_geometry_0088_open_q1,coordinate_geometry_0088.png,"[""target=B; target_coordinates=[-8, 8]; nearest_labels=['A']; nearest_distance=14.87; farthest_labels=['A']; farthest_distance=14.87""]","[""B""]",B,"[-8,8]","[""A""]",14.87,"[""A""]",14.87
coordinate_geometry_0089_open_q1,coordinate_geometry_0089.png,"[""target=B; target_coordinates=[3, -6]; nearest_labels=['A']; nearest_distance=3.61; farthest_labels=['C']; farthest_distance=13.04""]","[""B""]",B,"[3,-6]","[""A""]",3.61,"[""C""]",13.04
coordinate_geometry_0090_open_q1,coordinate_geometry_0090.png,"[""target=C; target_coordinates=[6, 1]; nearest_labels=['B']; nearest_distance=5.39; farthest_labels=['A']; farthest_distance=13.42""]","[""C""]",C,"[6,1]","[""B""]",5.39,"[""A""]",13.42
coordinate_geometry_0091_open_q1,coordinate_geometry_0091.png,"[""target=A; target_coordinates=[-3, -3]; nearest_labels=['B']; nearest_distance=11.4; farthest_labels=['B']; farthest_distance=11.4""]","[""A""]",A,"[-3,-3]","[""B""]",11.4,"[""B""]",11.4
coordinate_geometry_0092_open_q1,coordinate_geometry_0092.png,"[""target=B; target_coordinates=[8, 7]; nearest_labels=['A']; nearest_distance=14.42; farthest_labels=['C']; farthest_distance=17.03""]","[""B""]",B,"[8,7]","[""A""]",14.42,"[""C""]",17.03
coordinate_geometry_0093_open_q1,coordinate_geometry_0093.png,"[""target=B; target_coordinates=[-5, 3]; nearest_labels=['D']; nearest_distance=5.1; farthest_labels=['C']; farthest_distance=12.04""]","[""B""]",B,"[-5,3]","[""D""]",5.1,"[""C""]",12.04
coordinate_geometry_0094_open_q1,coordinate_geometry_0094.png,"[""target=A; target_coordinates=[-5, 0]; nearest_labels=['B']; nearest_distance=7.81; farthest_labels=['B']; farthest_distance=7.81""]","[""A""]",A,"[-5,0]","[""B""]",7.81,"[""B""]",7.81
coordinate_geometry_0095_open_q1,coordinate_geometry_0095.png,"[""target=B; target_coordinates=[7, -8]; nearest_labels=['A']; nearest_distance=4.12; farthest_labels=['C']; farthest_distance=11""]","[""B""]",B,"[7,-8]","[""A""]",4.12,"[""C""]",11
coordinate_geometry_0096_open_q1,coordinate_geometry_0096.png,"[""target=D; target_coordinates=[-3, 5]; nearest_labels=['B']; nearest_distance=3.61; farthest_labels=['C']; farthest_distance=13.6""]","[""D""]",D,"[-3,5]","[""B""]",3.61,"[""C""]",13.6
coordinate_geometry_0097_open_q1,coordinate_geometry_0097.png,"[""target=A; target_coordinates=[3, -7]; nearest_labels=['B']; nearest_distance=11; farthest_labels=['B']; farthest_distance=11""]","[""A""]",A,"[3,-7]","[""B""]",11,"[""B""]",11
coordinate_geometry_0098_open_q1,coordinate_geometry_0098.png,"[""target=C; target_coordinates=[7, 1]; nearest_labels=['B']; nearest_distance=8.25; farthest_labels=['A']; farthest_distance=14.14""]","[""C""]",C,"[7,1]","[""B""]",8.25,"[""A""]",14.14
coordinate_geometry_0099_open_q1,coordinate_geometry_0099.png,"[""target=D; target_coordinates=[0, 4]; nearest_labels=['B']; nearest_distance=5.1; farthest_labels=['C']; farthest_distance=10.77""]","[""D""]",D,"[0,4]","[""B""]",5.1,"[""C""]",10.77
coordinate_geometry_0100_open_q1,coordinate_geometry_0100.png,"[""target=B; target_coordinates=[4, 3]; nearest_labels=['A']; nearest_distance=6.32; farthest_labels=['A']; farthest_distance=6.32""]","[""B""]",B,"[4,3]","[""A""]",6.32,"[""A""]",6.32
coordinate_geometry_0101_open_q1,coordinate_geometry_0101.png,"[""target=A; target_coordinates=[3, 6]; nearest_labels=['C']; nearest_distance=8.6; farthest_labels=['B']; farthest_distance=10.2""]","[""A""]",A,"[3,6]","[""C""]",8.6,"[""B""]",10.2
coordinate_geometry_0102_open_q1,coordinate_geometry_0102.png,"[""target=C; target_coordinates=[1, 5]; nearest_labels=['B']; nearest_distance=4.12; farthest_labels=['D']; farthest_distance=8.54""]","[""C""]",C,"[1,5]","[""B""]",4.12,"[""D""]",8.54
coordinate_geometry_0103_open_q1,coordinate_geometry_0103.png,"[""target=B; target_coordinates=[-5, 4]; nearest_labels=['A']; nearest_distance=10.44; farthest_labels=['A']; farthest_distance=10.44""]","[""B""]",B,"[-5,4]","[""A""]",10.44,"[""A""]",10.44
