task,image,prompt,groundtruth,metadata
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0003.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",5.39,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":3}"
Image Description,coordinate_geometry_0004.png,What are the coordinates of point A?,"(-5, 4)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":4}"
Basic Relational Reasoning,coordinate_geometry_0004.png,"What is the distance between point A and point B, rounded to 2 decimal places?",14.42,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":4}"
Comparative Reasoning,coordinate_geometry_0004.png,What are the coordinates of the midpoint between point A and point B?,"(1, 0)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":4}"
Compound Reasoning,coordinate_geometry_0004.png,What is the sum of the x-coordinates of all points in this image?,2,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":4}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0004.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",12.21,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":4}"
Image Description,coordinate_geometry_0005.png,What are the coordinates of point C?,"(7, -6)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":5}"
Basic Relational Reasoning,coordinate_geometry_0005.png,"What is the distance between point A and point B, rounded to 2 decimal places?",6.71,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":5}"
Comparative Reasoning,coordinate_geometry_0005.png,Which two points are farthest together? Answer with both labels.,A and C,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":5}"
Compound Reasoning,coordinate_geometry_0005.png,What is the sum of the x-coordinates of all points in this image?,-1,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":5}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0005.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",4.47,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":5}"
Image Description,coordinate_geometry_0006.png,What are the coordinates of point C?,"(-2, 2)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":6}"
Basic Relational Reasoning,coordinate_geometry_0006.png,"What is the distance between point A and point B, rounded to 2 decimal places?",4.00,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":6}"
Comparative Reasoning,coordinate_geometry_0006.png,Which two points are farthest together? Answer with both labels.,A and D,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":6}"
Compound Reasoning,coordinate_geometry_0006.png,What is the sum of the x-coordinates of all points in this image?,1,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":6}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0006.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",5.39,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":6}"
Image Description,coordinate_geometry_0007.png,What are the coordinates of point B?,"(-6, -5)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":7}"
Basic Relational Reasoning,coordinate_geometry_0007.png,"What is the distance between point A and point B, rounded to 2 decimal places?",10.20,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":7}"
Comparative Reasoning,coordinate_geometry_0007.png,Which two points are closest together? Answer with both labels.,A and B,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":7}"
Compound Reasoning,coordinate_geometry_0007.png,"The distance from point A to point B is 10.20 units. Is this greater than, less than, or equal to 10 units?",greater than,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":7}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0007.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",12.37,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":7}"
Image Description,coordinate_geometry_0008.png,What are the coordinates of point A?,"(-6, 0)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":8}"
Basic Relational Reasoning,coordinate_geometry_0008.png,"What is the distance between point A and point B, rounded to 2 decimal places?",2.24,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":8}"
Comparative Reasoning,coordinate_geometry_0008.png,Which two points are closest together? Answer with both labels.,A and B,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":8}"
Compound Reasoning,coordinate_geometry_0008.png,"The distance from point A to point C is 6.71 units. Is this greater than, less than, or equal to 10 units?",less than,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":8}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0008.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",0.00,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":8}"
Image Description,coordinate_geometry_0009.png,What are the coordinates of point A?,"(-5, -6)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":9}"
Basic Relational Reasoning,coordinate_geometry_0009.png,"What is the distance between point A and point D, rounded to 2 decimal places?",17.69,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":9}"
Comparative Reasoning,coordinate_geometry_0009.png,Which two points are closest together? Answer with both labels.,A and B,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":9}"
Compound Reasoning,coordinate_geometry_0009.png,"Are points B, C, and D collinear (do they lie on one straight line)? Answer yes or no.",no,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":9}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0009.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",3.16,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":9}"
Image Description,coordinate_geometry_0010.png,What are the coordinates of point B?,"(-8, -2)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":10}"
Basic Relational Reasoning,coordinate_geometry_0010.png,"What is the distance between point A and point B, rounded to 2 decimal places?",15.81,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":10}"
Comparative Reasoning,coordinate_geometry_0010.png,Which two points are farthest together? Answer with both labels.,A and B,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":10}"
Compound Reasoning,coordinate_geometry_0010.png,"The distance from point A to point B is 15.81 units. Is this greater than, less than, or equal to 10 units?",greater than,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":10}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0010.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",17.00,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":10}"
Image Description,coordinate_geometry_0011.png,What are the coordinates of point C?,"(5, -5)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":11}"
Basic Relational Reasoning,coordinate_geometry_0011.png,"What is the distance between point B and point C, rounded to 2 decimal places?",8.94,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":11}"
Comparative Reasoning,coordinate_geometry_0011.png,What are the coordinates of the midpoint between point A and point B?,"(0, 5)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":11}"
Compound Reasoning,coordinate_geometry_0011.png,What is the sum of the x-coordinates of all points in this image?,5,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":11}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0011.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",3.00,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":11}"
Image Description,coordinate_geometry_0012.png,What are the coordinates of point B?,"(-2, -3)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":12}"
Basic Relational Reasoning,coordinate_geometry_0012.png,"What is the distance between point B and point D, rounded to 2 decimal places?",9.22,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":12}"
Comparative Reasoning,coordinate_geometry_0012.png,What are the coordinates of the midpoint between point C and point D?,"(1, 5.5)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":12}"
Compound Reasoning,coordinate_geometry_0012.png,"Are points A, B, and C collinear (do they lie on one straight line)? Answer yes or no.",yes,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":12}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0012.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",5.00,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":12}"
Image Description,coordinate_geometry_0013.png,What are the coordinates of point B?,"(-6, -2)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":13}"
Basic Relational Reasoning,coordinate_geometry_0013.png,"What is the distance between point A and point B, rounded to 2 decimal places?",3.61,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":13}"
Comparative Reasoning,coordinate_geometry_0013.png,Which two points are farthest together? Answer with both labels.,A and B,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":13}"
Compound Reasoning,coordinate_geometry_0013.png,"The distance from point A to point B is 3.61 units. Is this greater than, less than, or equal to 10 units?",less than,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":13}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0013.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",5.83,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":13}"
Image Description,coordinate_geometry_0014.png,What are the coordinates of point B?,"(-2, 1)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":14}"
Basic Relational Reasoning,coordinate_geometry_0014.png,"What is the distance between point A and point C, rounded to 2 decimal places?",8.49,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":14}"
Comparative Reasoning,coordinate_geometry_0014.png,Which two points are closest together? Answer with both labels.,A and B,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":14}"
Compound Reasoning,coordinate_geometry_0014.png,What is the sum of the x-coordinates of all points in this image?,-4,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":14}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0014.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",1.00,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":14}"
Image Description,coordinate_geometry_0015.png,What are the coordinates of point D?,"(-1, 1)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":15}"
Basic Relational Reasoning,coordinate_geometry_0015.png,"What is the distance between point A and point C, rounded to 2 decimal places?",11.18,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":15}"
Comparative Reasoning,coordinate_geometry_0015.png,Which two points are closest together? Answer with both labels.,A and D,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":15}"
Compound Reasoning,coordinate_geometry_0015.png,What is the sum of the x-coordinates of all points in this image?,4,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":15}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0015.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",7.07,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":15}"
Image Description,coordinate_geometry_0016.png,What are the coordinates of point B?,"(5, -1)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":16}"
Basic Relational Reasoning,coordinate_geometry_0016.png,"What is the distance between point A and point B, rounded to 2 decimal places?",2.83,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":16}"
Comparative Reasoning,coordinate_geometry_0016.png,Which two points are farthest together? Answer with both labels.,A and B,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":16}"
Compound Reasoning,coordinate_geometry_0016.png,What is the sum of the x-coordinates of all points in this image?,12,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":16}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0016.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",4.12,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":16}"
Image Description,coordinate_geometry_0017.png,What are the coordinates of point A?,"(-4, -3)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":17}"
Basic Relational Reasoning,coordinate_geometry_0017.png,"What is the distance between point A and point B, rounded to 2 decimal places?",6.71,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":17}"
Comparative Reasoning,coordinate_geometry_0017.png,What are the coordinates of the midpoint between point A and point C?,"(0, -1)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":17}"
Compound Reasoning,coordinate_geometry_0017.png,"Are points A, B, and C collinear (do they lie on one straight line)? Answer yes or no.",yes,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":17}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0017.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",5.66,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":17}"
Image Description,coordinate_geometry_0018.png,What are the coordinates of point A?,"(-3, 8)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":18}"
Basic Relational Reasoning,coordinate_geometry_0018.png,"What is the distance between point B and point C, rounded to 2 decimal places?",2.24,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":18}"
Comparative Reasoning,coordinate_geometry_0018.png,What are the coordinates of the midpoint between point B and point C?,"(-0.5, 3)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":18}"
Compound Reasoning,coordinate_geometry_0018.png,"The distance from point B to point C is 2.24 units. Is this greater than, less than, or equal to 10 units?",less than,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":18}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0018.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",3.00,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":18}"
Image Description,coordinate_geometry_0019.png,What are the coordinates of point B?,"(8, -2)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":19}"
Basic Relational Reasoning,coordinate_geometry_0019.png,"What is the distance between point A and point B, rounded to 2 decimal places?",3.00,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":19}"
Comparative Reasoning,coordinate_geometry_0019.png,Which two points are closest together? Answer with both labels.,A and B,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":19}"
Compound Reasoning,coordinate_geometry_0019.png,What is the sum of the x-coordinates of all points in this image?,16,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":19}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0019.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",4.47,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":19}"
Image Description,coordinate_geometry_0020.png,What are the coordinates of point A?,"(-3, -1)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":20}"
Basic Relational Reasoning,coordinate_geometry_0020.png,"What is the distance between point A and point B, rounded to 2 decimal places?",4.24,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":20}"
Comparative Reasoning,coordinate_geometry_0020.png,Which two points are farthest together? Answer with both labels.,A and C,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":20}"
Compound Reasoning,coordinate_geometry_0020.png,What is the sum of the x-coordinates of all points in this image?,-1,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":20}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0020.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",4.12,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":20}"
Image Description,coordinate_geometry_0021.png,What are the coordinates of point B?,"(3, -1)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":21}"
Basic Relational Reasoning,coordinate_geometry_0021.png,"What is the distance between point A and point B, rounded to 2 decimal places?",4.47,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":21}"
Comparative Reasoning,coordinate_geometry_0021.png,What are the coordinates of the midpoint between point A and point D?,"(3.5, -1)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":21}"
Compound Reasoning,coordinate_geometry_0021.png,"Are points A, B, and C collinear (do they lie on one straight line)? Answer yes or no.",yes,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":21}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0021.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",2.24,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":21}"
Image Description,coordinate_geometry_0022.png,What are the coordinates of point B?,"(-3, -5)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":22}"
Basic Relational Reasoning,coordinate_geometry_0022.png,"What is the distance between point A and point B, rounded to 2 decimal places?",12.08,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":22}"
Comparative Reasoning,coordinate_geometry_0022.png,What are the coordinates of the midpoint between point A and point B?,"(-5.5, 0.5)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":22}"
Compound Reasoning,coordinate_geometry_0022.png,"The distance from point A to point B is 12.08 units. Is this greater than, less than, or equal to 10 units?",greater than,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":22}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0022.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",10.44,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":22}"
Image Description,coordinate_geometry_0023.png,What are the coordinates of point A?,"(-1, -6)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":23}"
