task,image,prompt,groundtruth,metadata
Image Description,occluded_pattern_0003.png,How many objects are clearly visible (not hidden behind the occluder) in this image?,7,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.58,""object_radius_px"":9,""occluded_object_count"":3,""occluder_style"":""seamless"",""pattern_type"":""triangle"",""seed"":3,""shape_type"":""triangle"",""total_object_count"":10,""visible_object_count"":7}"
Basic Relational Reasoning,occluded_pattern_0003.png,"Assuming the pattern continues behind the occluded region, how many objects are there in total? Answer with a number in curly brackets, e.g. {12}.",10,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.58,""object_radius_px"":9,""occluded_object_count"":3,""occluder_style"":""seamless"",""pattern_type"":""triangle"",""seed"":3,""shape_type"":""triangle"",""total_object_count"":10,""visible_object_count"":7}"
Comparative Reasoning,occluded_pattern_0003.png,"What type of pattern do the objects form - a grid, a circle, or a triangular arrangement? Answer with one word.",triangle,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.58,""object_radius_px"":9,""occluded_object_count"":3,""occluder_style"":""seamless"",""pattern_type"":""triangle"",""seed"":3,""shape_type"":""triangle"",""total_object_count"":10,""visible_object_count"":7}"
Compound Reasoning,occluded_pattern_0003.png,How many objects are hidden behind the occluded region specifically (not counting the visible ones)? Answer with a number in curly brackets.,3,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.58,""object_radius_px"":9,""occluded_object_count"":3,""occluder_style"":""seamless"",""pattern_type"":""triangle"",""seed"":3,""shape_type"":""triangle"",""total_object_count"":10,""visible_object_count"":7}"
Extrapolative/Counterfactual Reasoning,occluded_pattern_0003.png,"If the occluder were removed and the pattern extended by one additional object outside the former occluded region, how many objects would be visible in total?",11,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.58,""object_radius_px"":9,""occluded_object_count"":3,""occluder_style"":""seamless"",""pattern_type"":""triangle"",""seed"":3,""shape_type"":""triangle"",""total_object_count"":10,""visible_object_count"":7}"
Image Description,occluded_pattern_0004.png,How many objects are clearly visible (not hidden behind the occluder) in this image?,16,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5422,""object_radius_px"":8,""occluded_object_count"":20,""occluder_style"":""visible_box"",""pattern_type"":""grid"",""seed"":4,""shape_type"":""square"",""total_object_count"":36,""visible_object_count"":16}"
Basic Relational Reasoning,occluded_pattern_0004.png,"Assuming the pattern continues behind the occluded region, how many objects are there in total? Answer with a number in curly brackets, e.g. {12}.",36,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5422,""object_radius_px"":8,""occluded_object_count"":20,""occluder_style"":""visible_box"",""pattern_type"":""grid"",""seed"":4,""shape_type"":""square"",""total_object_count"":36,""visible_object_count"":16}"
Comparative Reasoning,occluded_pattern_0004.png,"What type of pattern do the objects form - a grid, a circle, or a triangular arrangement? Answer with one word.",grid,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5422,""object_radius_px"":8,""occluded_object_count"":20,""occluder_style"":""visible_box"",""pattern_type"":""grid"",""seed"":4,""shape_type"":""square"",""total_object_count"":36,""visible_object_count"":16}"
Compound Reasoning,occluded_pattern_0004.png,How many objects are hidden behind the occluded region specifically (not counting the visible ones)? Answer with a number in curly brackets.,20,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5422,""object_radius_px"":8,""occluded_object_count"":20,""occluder_style"":""visible_box"",""pattern_type"":""grid"",""seed"":4,""shape_type"":""square"",""total_object_count"":36,""visible_object_count"":16}"
Extrapolative/Counterfactual Reasoning,occluded_pattern_0004.png,"If the occluder were removed and the pattern extended by one additional object outside the former occluded region, how many objects would be visible in total?",37,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5422,""object_radius_px"":8,""occluded_object_count"":20,""occluder_style"":""visible_box"",""pattern_type"":""grid"",""seed"":4,""shape_type"":""square"",""total_object_count"":36,""visible_object_count"":16}"
Image Description,occluded_pattern_0005.png,How many objects are clearly visible (not hidden behind the occluder) in this image?,10,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5743,""object_radius_px"":10,""occluded_object_count"":4,""occluder_style"":""seamless"",""pattern_type"":""circle"",""seed"":5,""shape_type"":""triangle"",""total_object_count"":14,""visible_object_count"":10}"
Basic Relational Reasoning,occluded_pattern_0005.png,"Assuming the pattern continues behind the occluded region, how many objects are there in total? Answer with a number in curly brackets, e.g. {12}.",14,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5743,""object_radius_px"":10,""occluded_object_count"":4,""occluder_style"":""seamless"",""pattern_type"":""circle"",""seed"":5,""shape_type"":""triangle"",""total_object_count"":14,""visible_object_count"":10}"
Comparative Reasoning,occluded_pattern_0005.png,"What type of pattern do the objects form - a grid, a circle, or a triangular arrangement? Answer with one word.",circle,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5743,""object_radius_px"":10,""occluded_object_count"":4,""occluder_style"":""seamless"",""pattern_type"":""circle"",""seed"":5,""shape_type"":""triangle"",""total_object_count"":14,""visible_object_count"":10}"
Compound Reasoning,occluded_pattern_0005.png,How many objects are hidden behind the occluded region specifically (not counting the visible ones)? Answer with a number in curly brackets.,4,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5743,""object_radius_px"":10,""occluded_object_count"":4,""occluder_style"":""seamless"",""pattern_type"":""circle"",""seed"":5,""shape_type"":""triangle"",""total_object_count"":14,""visible_object_count"":10}"
Extrapolative/Counterfactual Reasoning,occluded_pattern_0005.png,"If the occluder were removed and the pattern extended by one additional object outside the former occluded region, how many objects would be visible in total?",15,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5743,""object_radius_px"":10,""occluded_object_count"":4,""occluder_style"":""seamless"",""pattern_type"":""circle"",""seed"":5,""shape_type"":""triangle"",""total_object_count"":14,""visible_object_count"":10}"
Image Description,occluded_pattern_0006.png,How many objects are clearly visible (not hidden behind the occluder) in this image?,8,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.48,""object_radius_px"":11,""occluded_object_count"":2,""occluder_style"":""visible_box"",""pattern_type"":""triangle"",""seed"":6,""shape_type"":""dot"",""total_object_count"":10,""visible_object_count"":8}"
Basic Relational Reasoning,occluded_pattern_0006.png,"Assuming the pattern continues behind the occluded region, how many objects are there in total? Answer with a number in curly brackets, e.g. {12}.",10,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.48,""object_radius_px"":11,""occluded_object_count"":2,""occluder_style"":""visible_box"",""pattern_type"":""triangle"",""seed"":6,""shape_type"":""dot"",""total_object_count"":10,""visible_object_count"":8}"
Comparative Reasoning,occluded_pattern_0006.png,"What type of pattern do the objects form - a grid, a circle, or a triangular arrangement? Answer with one word.",triangle,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.48,""object_radius_px"":11,""occluded_object_count"":2,""occluder_style"":""visible_box"",""pattern_type"":""triangle"",""seed"":6,""shape_type"":""dot"",""total_object_count"":10,""visible_object_count"":8}"
Compound Reasoning,occluded_pattern_0006.png,How many objects are hidden behind the occluded region specifically (not counting the visible ones)? Answer with a number in curly brackets.,2,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.48,""object_radius_px"":11,""occluded_object_count"":2,""occluder_style"":""visible_box"",""pattern_type"":""triangle"",""seed"":6,""shape_type"":""dot"",""total_object_count"":10,""visible_object_count"":8}"
Extrapolative/Counterfactual Reasoning,occluded_pattern_0006.png,"If the occluder were removed and the pattern extended by one additional object outside the former occluded region, how many objects would be visible in total?",11,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.48,""object_radius_px"":11,""occluded_object_count"":2,""occluder_style"":""visible_box"",""pattern_type"":""triangle"",""seed"":6,""shape_type"":""dot"",""total_object_count"":10,""visible_object_count"":8}"
Image Description,occluded_pattern_0007.png,How many objects are clearly visible (not hidden behind the occluder) in this image?,5,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5578,""object_radius_px"":11,""occluded_object_count"":4,""occluder_style"":""seamless"",""pattern_type"":""grid"",""seed"":7,""shape_type"":""triangle"",""total_object_count"":9,""visible_object_count"":5}"
Basic Relational Reasoning,occluded_pattern_0007.png,"Assuming the pattern continues behind the occluded region, how many objects are there in total? Answer with a number in curly brackets, e.g. {12}.",9,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5578,""object_radius_px"":11,""occluded_object_count"":4,""occluder_style"":""seamless"",""pattern_type"":""grid"",""seed"":7,""shape_type"":""triangle"",""total_object_count"":9,""visible_object_count"":5}"
Comparative Reasoning,occluded_pattern_0007.png,"What type of pattern do the objects form - a grid, a circle, or a triangular arrangement? Answer with one word.",grid,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5578,""object_radius_px"":11,""occluded_object_count"":4,""occluder_style"":""seamless"",""pattern_type"":""grid"",""seed"":7,""shape_type"":""triangle"",""total_object_count"":9,""visible_object_count"":5}"
Compound Reasoning,occluded_pattern_0007.png,How many objects are hidden behind the occluded region specifically (not counting the visible ones)? Answer with a number in curly brackets.,4,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5578,""object_radius_px"":11,""occluded_object_count"":4,""occluder_style"":""seamless"",""pattern_type"":""grid"",""seed"":7,""shape_type"":""triangle"",""total_object_count"":9,""visible_object_count"":5}"
Extrapolative/Counterfactual Reasoning,occluded_pattern_0007.png,"If the occluder were removed and the pattern extended by one additional object outside the former occluded region, how many objects would be visible in total?",10,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5578,""object_radius_px"":11,""occluded_object_count"":4,""occluder_style"":""seamless"",""pattern_type"":""grid"",""seed"":7,""shape_type"":""triangle"",""total_object_count"":9,""visible_object_count"":5}"
Image Description,occluded_pattern_0008.png,How many objects are clearly visible (not hidden behind the occluder) in this image?,6,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5,""object_radius_px"":11,""occluded_object_count"":2,""occluder_style"":""visible_box"",""pattern_type"":""circle"",""seed"":8,""shape_type"":""dot"",""total_object_count"":8,""visible_object_count"":6}"
Basic Relational Reasoning,occluded_pattern_0008.png,"Assuming the pattern continues behind the occluded region, how many objects are there in total? Answer with a number in curly brackets, e.g. {12}.",8,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5,""object_radius_px"":11,""occluded_object_count"":2,""occluder_style"":""visible_box"",""pattern_type"":""circle"",""seed"":8,""shape_type"":""dot"",""total_object_count"":8,""visible_object_count"":6}"
Comparative Reasoning,occluded_pattern_0008.png,"What type of pattern do the objects form - a grid, a circle, or a triangular arrangement? Answer with one word.",circle,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5,""object_radius_px"":11,""occluded_object_count"":2,""occluder_style"":""visible_box"",""pattern_type"":""circle"",""seed"":8,""shape_type"":""dot"",""total_object_count"":8,""visible_object_count"":6}"
Compound Reasoning,occluded_pattern_0008.png,How many objects are hidden behind the occluded region specifically (not counting the visible ones)? Answer with a number in curly brackets.,2,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5,""object_radius_px"":11,""occluded_object_count"":2,""occluder_style"":""visible_box"",""pattern_type"":""circle"",""seed"":8,""shape_type"":""dot"",""total_object_count"":8,""visible_object_count"":6}"
Extrapolative/Counterfactual Reasoning,occluded_pattern_0008.png,"If the occluder were removed and the pattern extended by one additional object outside the former occluded region, how many objects would be visible in total?",9,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5,""object_radius_px"":11,""occluded_object_count"":2,""occluder_style"":""visible_box"",""pattern_type"":""circle"",""seed"":8,""shape_type"":""dot"",""total_object_count"":8,""visible_object_count"":6}"
Image Description,occluded_pattern_0009.png,How many objects are clearly visible (not hidden behind the occluder) in this image?,6,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.62,""object_radius_px"":10,""occluded_object_count"":4,""occluder_style"":""seamless"",""pattern_type"":""triangle"",""seed"":9,""shape_type"":""square"",""total_object_count"":10,""visible_object_count"":6}"
Basic Relational Reasoning,occluded_pattern_0009.png,"Assuming the pattern continues behind the occluded region, how many objects are there in total? Answer with a number in curly brackets, e.g. {12}.",10,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.62,""object_radius_px"":10,""occluded_object_count"":4,""occluder_style"":""seamless"",""pattern_type"":""triangle"",""seed"":9,""shape_type"":""square"",""total_object_count"":10,""visible_object_count"":6}"
Comparative Reasoning,occluded_pattern_0009.png,"What type of pattern do the objects form - a grid, a circle, or a triangular arrangement? Answer with one word.",triangle,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.62,""object_radius_px"":10,""occluded_object_count"":4,""occluder_style"":""seamless"",""pattern_type"":""triangle"",""seed"":9,""shape_type"":""square"",""total_object_count"":10,""visible_object_count"":6}"
Compound Reasoning,occluded_pattern_0009.png,How many objects are hidden behind the occluded region specifically (not counting the visible ones)? Answer with a number in curly brackets.,4,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.62,""object_radius_px"":10,""occluded_object_count"":4,""occluder_style"":""seamless"",""pattern_type"":""triangle"",""seed"":9,""shape_type"":""square"",""total_object_count"":10,""visible_object_count"":6}"
Extrapolative/Counterfactual Reasoning,occluded_pattern_0009.png,"If the occluder were removed and the pattern extended by one additional object outside the former occluded region, how many objects would be visible in total?",11,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.62,""object_radius_px"":10,""occluded_object_count"":4,""occluder_style"":""seamless"",""pattern_type"":""triangle"",""seed"":9,""shape_type"":""square"",""total_object_count"":10,""visible_object_count"":6}"
Image Description,occluded_pattern_0010.png,How many objects are clearly visible (not hidden behind the occluder) in this image?,8,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5422,""object_radius_px"":11,""occluded_object_count"":10,""occluder_style"":""visible_box"",""pattern_type"":""grid"",""seed"":10,""shape_type"":""dot"",""total_object_count"":18,""visible_object_count"":8}"
Basic Relational Reasoning,occluded_pattern_0010.png,"Assuming the pattern continues behind the occluded region, how many objects are there in total? Answer with a number in curly brackets, e.g. {12}.",18,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5422,""object_radius_px"":11,""occluded_object_count"":10,""occluder_style"":""visible_box"",""pattern_type"":""grid"",""seed"":10,""shape_type"":""dot"",""total_object_count"":18,""visible_object_count"":8}"
Comparative Reasoning,occluded_pattern_0010.png,"What type of pattern do the objects form - a grid, a circle, or a triangular arrangement? Answer with one word.",grid,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5422,""object_radius_px"":11,""occluded_object_count"":10,""occluder_style"":""visible_box"",""pattern_type"":""grid"",""seed"":10,""shape_type"":""dot"",""total_object_count"":18,""visible_object_count"":8}"
Compound Reasoning,occluded_pattern_0010.png,How many objects are hidden behind the occluded region specifically (not counting the visible ones)? Answer with a number in curly brackets.,10,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5422,""object_radius_px"":11,""occluded_object_count"":10,""occluder_style"":""visible_box"",""pattern_type"":""grid"",""seed"":10,""shape_type"":""dot"",""total_object_count"":18,""visible_object_count"":8}"
Extrapolative/Counterfactual Reasoning,occluded_pattern_0010.png,"If the occluder were removed and the pattern extended by one additional object outside the former occluded region, how many objects would be visible in total?",19,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5422,""object_radius_px"":11,""occluded_object_count"":10,""occluder_style"":""visible_box"",""pattern_type"":""grid"",""seed"":10,""shape_type"":""dot"",""total_object_count"":18,""visible_object_count"":8}"
Image Description,occluded_pattern_0011.png,How many objects are clearly visible (not hidden behind the occluder) in this image?,11,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5215,""object_radius_px"":11,""occluded_object_count"":2,""occluder_style"":""seamless"",""pattern_type"":""circle"",""seed"":11,""shape_type"":""square"",""total_object_count"":13,""visible_object_count"":11}"
Basic Relational Reasoning,occluded_pattern_0011.png,"Assuming the pattern continues behind the occluded region, how many objects are there in total? Answer with a number in curly brackets, e.g. {12}.",13,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5215,""object_radius_px"":11,""occluded_object_count"":2,""occluder_style"":""seamless"",""pattern_type"":""circle"",""seed"":11,""shape_type"":""square"",""total_object_count"":13,""visible_object_count"":11}"
Comparative Reasoning,occluded_pattern_0011.png,"What type of pattern do the objects form - a grid, a circle, or a triangular arrangement? Answer with one word.",circle,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5215,""object_radius_px"":11,""occluded_object_count"":2,""occluder_style"":""seamless"",""pattern_type"":""circle"",""seed"":11,""shape_type"":""square"",""total_object_count"":13,""visible_object_count"":11}"
Compound Reasoning,occluded_pattern_0011.png,How many objects are hidden behind the occluded region specifically (not counting the visible ones)? Answer with a number in curly brackets.,2,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5215,""object_radius_px"":11,""occluded_object_count"":2,""occluder_style"":""seamless"",""pattern_type"":""circle"",""seed"":11,""shape_type"":""square"",""total_object_count"":13,""visible_object_count"":11}"
Extrapolative/Counterfactual Reasoning,occluded_pattern_0011.png,"If the occluder were removed and the pattern extended by one additional object outside the former occluded region, how many objects would be visible in total?",14,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5215,""object_radius_px"":11,""occluded_object_count"":2,""occluder_style"":""seamless"",""pattern_type"":""circle"",""seed"":11,""shape_type"":""square"",""total_object_count"":13,""visible_object_count"":11}"
Image Description,occluded_pattern_0012.png,How many objects are clearly visible (not hidden behind the occluder) in this image?,4,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5333,""object_radius_px"":10,""occluded_object_count"":2,""occluder_style"":""visible_box"",""pattern_type"":""triangle"",""seed"":12,""shape_type"":""triangle"",""total_object_count"":6,""visible_object_count"":4}"
Basic Relational Reasoning,occluded_pattern_0012.png,"Assuming the pattern continues behind the occluded region, how many objects are there in total? Answer with a number in curly brackets, e.g. {12}.",6,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5333,""object_radius_px"":10,""occluded_object_count"":2,""occluder_style"":""visible_box"",""pattern_type"":""triangle"",""seed"":12,""shape_type"":""triangle"",""total_object_count"":6,""visible_object_count"":4}"
Comparative Reasoning,occluded_pattern_0012.png,"What type of pattern do the objects form - a grid, a circle, or a triangular arrangement? Answer with one word.",triangle,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5333,""object_radius_px"":10,""occluded_object_count"":2,""occluder_style"":""visible_box"",""pattern_type"":""triangle"",""seed"":12,""shape_type"":""triangle"",""total_object_count"":6,""visible_object_count"":4}"
Compound Reasoning,occluded_pattern_0012.png,How many objects are hidden behind the occluded region specifically (not counting the visible ones)? Answer with a number in curly brackets.,2,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5333,""object_radius_px"":10,""occluded_object_count"":2,""occluder_style"":""visible_box"",""pattern_type"":""triangle"",""seed"":12,""shape_type"":""triangle"",""total_object_count"":6,""visible_object_count"":4}"
Extrapolative/Counterfactual Reasoning,occluded_pattern_0012.png,"If the occluder were removed and the pattern extended by one additional object outside the former occluded region, how many objects would be visible in total?",7,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.5333,""object_radius_px"":10,""occluded_object_count"":2,""occluder_style"":""visible_box"",""pattern_type"":""triangle"",""seed"":12,""shape_type"":""triangle"",""total_object_count"":6,""visible_object_count"":4}"
Image Description,occluded_pattern_0013.png,How many objects are clearly visible (not hidden behind the occluder) in this image?,10,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.53,""object_radius_px"":9,""occluded_object_count"":6,""occluder_style"":""seamless"",""pattern_type"":""grid"",""seed"":13,""shape_type"":""square"",""total_object_count"":16,""visible_object_count"":10}"
Basic Relational Reasoning,occluded_pattern_0013.png,"Assuming the pattern continues behind the occluded region, how many objects are there in total? Answer with a number in curly brackets, e.g. {12}.",16,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.53,""object_radius_px"":9,""occluded_object_count"":6,""occluder_style"":""seamless"",""pattern_type"":""grid"",""seed"":13,""shape_type"":""square"",""total_object_count"":16,""visible_object_count"":10}"
Comparative Reasoning,occluded_pattern_0013.png,"What type of pattern do the objects form - a grid, a circle, or a triangular arrangement? Answer with one word.",grid,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.53,""object_radius_px"":9,""occluded_object_count"":6,""occluder_style"":""seamless"",""pattern_type"":""grid"",""seed"":13,""shape_type"":""square"",""total_object_count"":16,""visible_object_count"":10}"
Compound Reasoning,occluded_pattern_0013.png,How many objects are hidden behind the occluded region specifically (not counting the visible ones)? Answer with a number in curly brackets.,6,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.53,""object_radius_px"":9,""occluded_object_count"":6,""occluder_style"":""seamless"",""pattern_type"":""grid"",""seed"":13,""shape_type"":""square"",""total_object_count"":16,""visible_object_count"":10}"
Extrapolative/Counterfactual Reasoning,occluded_pattern_0013.png,"If the occluder were removed and the pattern extended by one additional object outside the former occluded region, how many objects would be visible in total?",17,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.53,""object_radius_px"":9,""occluded_object_count"":6,""occluder_style"":""seamless"",""pattern_type"":""grid"",""seed"":13,""shape_type"":""square"",""total_object_count"":16,""visible_object_count"":10}"
Image Description,occluded_pattern_0014.png,How many objects are clearly visible (not hidden behind the occluder) in this image?,5,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.6,""object_radius_px"":9,""occluded_object_count"":5,""occluder_style"":""visible_box"",""pattern_type"":""circle"",""seed"":14,""shape_type"":""triangle"",""total_object_count"":10,""visible_object_count"":5}"
Basic Relational Reasoning,occluded_pattern_0014.png,"Assuming the pattern continues behind the occluded region, how many objects are there in total? Answer with a number in curly brackets, e.g. {12}.",10,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.6,""object_radius_px"":9,""occluded_object_count"":5,""occluder_style"":""visible_box"",""pattern_type"":""circle"",""seed"":14,""shape_type"":""triangle"",""total_object_count"":10,""visible_object_count"":5}"
Comparative Reasoning,occluded_pattern_0014.png,"What type of pattern do the objects form - a grid, a circle, or a triangular arrangement? Answer with one word.",circle,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.6,""object_radius_px"":9,""occluded_object_count"":5,""occluder_style"":""visible_box"",""pattern_type"":""circle"",""seed"":14,""shape_type"":""triangle"",""total_object_count"":10,""visible_object_count"":5}"
Compound Reasoning,occluded_pattern_0014.png,How many objects are hidden behind the occluded region specifically (not counting the visible ones)? Answer with a number in curly brackets.,5,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.6,""object_radius_px"":9,""occluded_object_count"":5,""occluder_style"":""visible_box"",""pattern_type"":""circle"",""seed"":14,""shape_type"":""triangle"",""total_object_count"":10,""visible_object_count"":5}"
Extrapolative/Counterfactual Reasoning,occluded_pattern_0014.png,"If the occluder were removed and the pattern extended by one additional object outside the former occluded region, how many objects would be visible in total?",11,"{""dataset_version"":""occluded-pattern-2.0.0"",""difficulty_score"":0.6,""object_radius_px"":9,""occluded_object_count"":5,""occluder_style"":""visible_box"",""pattern_type"":""circle"",""seed"":14,""shape_type"":""triangle"",""total_object_count"":10,""visible_object_count"":5}"
