question_id,image,acceptance_set,targets,tolerances,shape_count,cumulative_rotation_degrees_nearest_5,shrink_pattern
nested_squares_0014_open_q1,nested_squares_0014.png,"[""shape_count=7; cumulative_rotation_degrees_nearest_5=75; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",7,75,constant
nested_squares_0015_open_q1,nested_squares_0015.png,"[""shape_count=12; cumulative_rotation_degrees_nearest_5=0; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",12,0,changing
nested_squares_0016_open_q1,nested_squares_0016.png,"[""shape_count=8; cumulative_rotation_degrees_nearest_5=45; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",8,45,changing
nested_squares_0017_open_q1,nested_squares_0017.png,"[""shape_count=5; cumulative_rotation_degrees_nearest_5=40; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",5,40,constant
nested_squares_0018_open_q1,nested_squares_0018.png,"[""shape_count=5; cumulative_rotation_degrees_nearest_5=75; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",5,75,constant
nested_squares_0019_open_q1,nested_squares_0019.png,"[""shape_count=12; cumulative_rotation_degrees_nearest_5=40; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",12,40,constant
nested_squares_0020_open_q1,nested_squares_0020.png,"[""shape_count=9; cumulative_rotation_degrees_nearest_5=0; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",9,0,changing
nested_squares_0021_open_q1,nested_squares_0021.png,"[""shape_count=5; cumulative_rotation_degrees_nearest_5=75; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",5,75,changing
nested_squares_0022_open_q1,nested_squares_0022.png,"[""shape_count=6; cumulative_rotation_degrees_nearest_5=45; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",6,45,changing
nested_squares_0023_open_q1,nested_squares_0023.png,"[""shape_count=7; cumulative_rotation_degrees_nearest_5=75; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",7,75,changing
nested_squares_0024_open_q1,nested_squares_0024.png,"[""shape_count=5; cumulative_rotation_degrees_nearest_5=40; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",5,40,changing
nested_squares_0025_open_q1,nested_squares_0025.png,"[""shape_count=5; cumulative_rotation_degrees_nearest_5=75; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",5,75,changing
nested_squares_0026_open_q1,nested_squares_0026.png,"[""shape_count=5; cumulative_rotation_degrees_nearest_5=75; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",5,75,constant
nested_squares_0027_open_q1,nested_squares_0027.png,"[""shape_count=12; cumulative_rotation_degrees_nearest_5=40; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",12,40,changing
nested_squares_0028_open_q1,nested_squares_0028.png,"[""shape_count=5; cumulative_rotation_degrees_nearest_5=75; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",5,75,changing
nested_squares_0029_open_q1,nested_squares_0029.png,"[""shape_count=12; cumulative_rotation_degrees_nearest_5=40; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",12,40,changing
nested_squares_0030_open_q1,nested_squares_0030.png,"[""shape_count=11; cumulative_rotation_degrees_nearest_5=75; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",11,75,changing
nested_squares_0031_open_q1,nested_squares_0031.png,"[""shape_count=12; cumulative_rotation_degrees_nearest_5=40; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",12,40,constant
nested_squares_0032_open_q1,nested_squares_0032.png,"[""shape_count=5; cumulative_rotation_degrees_nearest_5=40; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",5,40,changing
nested_squares_0033_open_q1,nested_squares_0033.png,"[""shape_count=4; cumulative_rotation_degrees_nearest_5=70; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",4,70,changing
nested_squares_0034_open_q1,nested_squares_0034.png,"[""shape_count=11; cumulative_rotation_degrees_nearest_5=75; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",11,75,constant
nested_squares_0035_open_q1,nested_squares_0035.png,"[""shape_count=7; cumulative_rotation_degrees_nearest_5=40; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",7,40,changing
nested_squares_0036_open_q1,nested_squares_0036.png,"[""shape_count=11; cumulative_rotation_degrees_nearest_5=70; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",11,70,changing
nested_squares_0037_open_q1,nested_squares_0037.png,"[""shape_count=4; cumulative_rotation_degrees_nearest_5=35; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",4,35,changing
nested_squares_0038_open_q1,nested_squares_0038.png,"[""shape_count=5; cumulative_rotation_degrees_nearest_5=40; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",5,40,constant
nested_squares_0039_open_q1,nested_squares_0039.png,"[""shape_count=9; cumulative_rotation_degrees_nearest_5=0; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",9,0,changing
nested_squares_0040_open_q1,nested_squares_0040.png,"[""shape_count=10; cumulative_rotation_degrees_nearest_5=70; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",10,70,changing
nested_squares_0041_open_q1,nested_squares_0041.png,"[""shape_count=5; cumulative_rotation_degrees_nearest_5=0; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",5,0,changing
nested_squares_0042_open_q1,nested_squares_0042.png,"[""shape_count=4; cumulative_rotation_degrees_nearest_5=70; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",4,70,constant
nested_squares_0043_open_q1,nested_squares_0043.png,"[""shape_count=6; cumulative_rotation_degrees_nearest_5=35; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",6,35,changing
nested_squares_0044_open_q1,nested_squares_0044.png,"[""shape_count=7; cumulative_rotation_degrees_nearest_5=70; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",7,70,changing
nested_squares_0045_open_q1,nested_squares_0045.png,"[""shape_count=7; cumulative_rotation_degrees_nearest_5=40; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",7,40,constant
nested_squares_0046_open_q1,nested_squares_0046.png,"[""shape_count=9; cumulative_rotation_degrees_nearest_5=35; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",9,35,changing
nested_squares_0047_open_q1,nested_squares_0047.png,"[""shape_count=11; cumulative_rotation_degrees_nearest_5=70; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",11,70,constant
nested_squares_0048_open_q1,nested_squares_0048.png,"[""shape_count=4; cumulative_rotation_degrees_nearest_5=35; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",4,35,constant
nested_squares_0049_open_q1,nested_squares_0049.png,"[""shape_count=9; cumulative_rotation_degrees_nearest_5=0; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",9,0,constant
nested_squares_0050_open_q1,nested_squares_0050.png,"[""shape_count=7; cumulative_rotation_degrees_nearest_5=70; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",7,70,changing
nested_squares_0051_open_q1,nested_squares_0051.png,"[""shape_count=10; cumulative_rotation_degrees_nearest_5=0; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",10,0,changing
nested_squares_0052_open_q1,nested_squares_0052.png,"[""shape_count=10; cumulative_rotation_degrees_nearest_5=35; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",10,35,changing
nested_squares_0053_open_q1,nested_squares_0053.png,"[""shape_count=10; cumulative_rotation_degrees_nearest_5=70; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",10,70,constant
nested_squares_0054_open_q1,nested_squares_0054.png,"[""shape_count=5; cumulative_rotation_degrees_nearest_5=0; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",5,0,constant
nested_squares_0055_open_q1,nested_squares_0055.png,"[""shape_count=6; cumulative_rotation_degrees_nearest_5=65; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",6,65,changing
nested_squares_0056_open_q1,nested_squares_0056.png,"[""shape_count=12; cumulative_rotation_degrees_nearest_5=35; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",12,35,changing
nested_squares_0057_open_q1,nested_squares_0057.png,"[""shape_count=6; cumulative_rotation_degrees_nearest_5=35; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",6,35,constant
nested_squares_0058_open_q1,nested_squares_0058.png,"[""shape_count=7; cumulative_rotation_degrees_nearest_5=70; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",7,70,constant
nested_squares_0059_open_q1,nested_squares_0059.png,"[""shape_count=7; cumulative_rotation_degrees_nearest_5=65; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",7,65,changing
nested_squares_0060_open_q1,nested_squares_0060.png,"[""shape_count=10; cumulative_rotation_degrees_nearest_5=30; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",10,30,changing
nested_squares_0061_open_q1,nested_squares_0061.png,"[""shape_count=10; cumulative_rotation_degrees_nearest_5=65; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",10,65,changing
nested_squares_0062_open_q1,nested_squares_0062.png,"[""shape_count=9; cumulative_rotation_degrees_nearest_5=35; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",9,35,constant
nested_squares_0063_open_q1,nested_squares_0063.png,"[""shape_count=4; cumulative_rotation_degrees_nearest_5=30; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",4,30,changing
nested_squares_0064_open_q1,nested_squares_0064.png,"[""shape_count=9; cumulative_rotation_degrees_nearest_5=65; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",9,65,changing
nested_squares_0065_open_q1,nested_squares_0065.png,"[""shape_count=7; cumulative_rotation_degrees_nearest_5=70; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",7,70,constant
nested_squares_0066_open_q1,nested_squares_0066.png,"[""shape_count=6; cumulative_rotation_degrees_nearest_5=30; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",6,30,changing
nested_squares_0067_open_q1,nested_squares_0067.png,"[""shape_count=11; cumulative_rotation_degrees_nearest_5=65; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",11,65,changing
nested_squares_0068_open_q1,nested_squares_0068.png,"[""shape_count=6; cumulative_rotation_degrees_nearest_5=30; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",6,30,changing
nested_squares_0069_open_q1,nested_squares_0069.png,"[""shape_count=10; cumulative_rotation_degrees_nearest_5=0; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",10,0,constant
nested_squares_0070_open_q1,nested_squares_0070.png,"[""shape_count=6; cumulative_rotation_degrees_nearest_5=60; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",6,60,changing
nested_squares_0071_open_q1,nested_squares_0071.png,"[""shape_count=8; cumulative_rotation_degrees_nearest_5=30; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",8,30,changing
nested_squares_0072_open_q1,nested_squares_0072.png,"[""shape_count=4; cumulative_rotation_degrees_nearest_5=60; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",4,60,changing
nested_squares_0073_open_q1,nested_squares_0073.png,"[""shape_count=5; cumulative_rotation_degrees_nearest_5=0; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",5,0,changing
nested_squares_0074_open_q1,nested_squares_0074.png,"[""shape_count=10; cumulative_rotation_degrees_nearest_5=35; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",10,35,constant
nested_squares_0075_open_q1,nested_squares_0075.png,"[""shape_count=6; cumulative_rotation_degrees_nearest_5=65; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",6,65,constant
nested_squares_0076_open_q1,nested_squares_0076.png,"[""shape_count=12; cumulative_rotation_degrees_nearest_5=25; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",12,25,changing
nested_squares_0077_open_q1,nested_squares_0077.png,"[""shape_count=12; cumulative_rotation_degrees_nearest_5=35; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",12,35,constant
nested_squares_0078_open_q1,nested_squares_0078.png,"[""shape_count=9; cumulative_rotation_degrees_nearest_5=0; shrink_pattern=changing""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",9,0,changing
nested_squares_0079_open_q1,nested_squares_0079.png,"[""shape_count=7; cumulative_rotation_degrees_nearest_5=65; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",7,65,constant
nested_squares_0080_open_q1,nested_squares_0080.png,"[""shape_count=10; cumulative_rotation_degrees_nearest_5=30; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",10,30,constant
nested_squares_0081_open_q1,nested_squares_0081.png,"[""shape_count=10; cumulative_rotation_degrees_nearest_5=65; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",10,65,constant
nested_squares_0082_open_q1,nested_squares_0082.png,"[""shape_count=4; cumulative_rotation_degrees_nearest_5=30; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",4,30,constant
nested_squares_0083_open_q1,nested_squares_0083.png,"[""shape_count=9; cumulative_rotation_degrees_nearest_5=65; shrink_pattern=constant""]","[""nested squares""]","{""cumulative_rotation_degrees_nearest_5"":{""absolute_tolerance"":2.5,""unit"":""degrees""},""shape_count"":{""absolute_tolerance"":0,""unit"":""count""}}",9,65,constant
