dataset,image_filename,difficulty_tercile,question_id,difficulty_level,question_text,groundtruth
route,route_puzzle_0550.png,medium,route_puzzle_0550_q2,2,Count the one-colored routes that go from A to D. Answer with a number in curly brackets e.g. {1},1
route,route_puzzle_0550.png,medium,route_puzzle_0550_q3,3,How many routes does letter A have in total (i.e. touching A)?,7
route,route_puzzle_0550.png,medium,route_puzzle_0550_q4,4,"Among all letters, list them in order from most connected routes to least connected routes.","[""A (degree 7)"",""B (degree 5—tie)"",""C (degree 5—tie)"",""D (degree 5—tie)""]"
route,route_puzzle_0550.png,medium,route_puzzle_0550_q5,5,"If one new route were added directly between B and C, what would the maximum endpoint degree become?",7
route,route_puzzle_0831.png,medium,route_puzzle_0831_q1,1,How many labeled endpoints (letters) are shown in this image?,5
route,route_puzzle_0831.png,medium,route_puzzle_0831_q2,2,Count the one-colored routes that go from C to E. Answer with a number in curly brackets e.g. {1},3
route,route_puzzle_0831.png,medium,route_puzzle_0831_q3,3,Which two letters have the most routes directly connecting them?,CE
route,route_puzzle_0831.png,medium,route_puzzle_0831_q4,4,List all letter-pairs that have exactly one connecting route between them.,"[""AB"",""AC"",""AD"",""AE"",""BD"",""CD""]"
route,route_puzzle_0831.png,medium,route_puzzle_0831_q5,5,"If one new route were added directly between B and A, what would the maximum endpoint degree become?",6
route,route_puzzle_2318.png,medium,route_puzzle_2318_q1,1,How many labeled endpoints (letters) are shown in this image?,4
route,route_puzzle_2318.png,medium,route_puzzle_2318_q2,2,Count the one-colored routes that go from C to D. Answer with a number in curly brackets e.g. {1},2
route,route_puzzle_2318.png,medium,route_puzzle_2318_q3,3,Which letter has the most routes connected to it?,C
route,route_puzzle_2318.png,medium,route_puzzle_2318_q4,4,"Is there any letter-pair with zero directly connecting routes? If yes, name one such pair; if no, answer 'none'.",BD
route,route_puzzle_2318.png,medium,route_puzzle_2318_q5,5,"If one new route were added directly between B and D, what would the maximum endpoint degree become?",9
route,route_puzzle_2577.png,medium,route_puzzle_2577_q1,1,How many labeled endpoints (letters) are shown in this image?,4
route,route_puzzle_2577.png,medium,route_puzzle_2577_q2,2,Count the one-colored routes that go from C to D. Answer with a number in curly brackets e.g. {1},1
route,route_puzzle_2577.png,medium,route_puzzle_2577_q3,3,How many routes does letter B have in total (i.e. touching B)?,8
route,route_puzzle_2577.png,medium,route_puzzle_2577_q4,4,List all letter-pairs that have exactly one connecting route between them.,"[""CD""]"
route,route_puzzle_2577.png,medium,route_puzzle_2577_q5,5,"If one new route were added directly between C and D, what would the maximum endpoint degree become?",8
route,route_puzzle_2950.png,medium,route_puzzle_2950_q1,1,How many distinct colored routes are visible in this image?,7
route,route_puzzle_2950.png,medium,route_puzzle_2950_q2,2,Count the one-colored routes that go from C to E. Answer with a number in curly brackets e.g. {1},1
route,route_puzzle_2950.png,medium,route_puzzle_2950_q3,3,How many routes does letter B have in total (i.e. touching B)?,3
route,route_puzzle_2950.png,medium,route_puzzle_2950_q4,4,"Is there any letter-pair with zero directly connecting routes? If yes, name one such pair; if no, answer 'none'.",CD
route,route_puzzle_2950.png,medium,route_puzzle_2950_q5,5,"If one new route were added directly between A and B, what would the maximum endpoint degree become?",4
route,route_puzzle_0862.png,high,route_puzzle_0862_q1,1,How many distinct colored routes are visible in this image?,10
route,route_puzzle_0862.png,high,route_puzzle_0862_q2,2,Count the one-colored routes that go from A to B. Answer with a number in curly brackets e.g. {1},1
route,route_puzzle_0862.png,high,route_puzzle_0862_q3,3,Which letter has the most routes connected to it?,B
route,route_puzzle_0862.png,high,route_puzzle_0862_q4,4,"Is there any letter-pair with zero directly connecting routes? If yes, name one such pair; if no, answer 'none'.",AE
route,route_puzzle_0862.png,high,route_puzzle_0862_q5,5,"If one new route were added directly between A and D, what would the maximum endpoint degree become?",7
route,route_puzzle_0942.png,high,route_puzzle_0942_q1,1,How many labeled endpoints (letters) are shown in this image?,6
route,route_puzzle_0942.png,high,route_puzzle_0942_q2,2,Count the one-colored routes that go from C to D. Answer with a number in curly brackets e.g. {1},2
route,route_puzzle_0942.png,high,route_puzzle_0942_q3,3,How many routes does letter D have in total (i.e. touching D)?,4
route,route_puzzle_0942.png,high,route_puzzle_0942_q4,4,List all letter-pairs that have exactly one connecting route between them.,"[""AE"",""AF"",""BC"",""BF"",""EF""]"
route,route_puzzle_0942.png,high,route_puzzle_0942_q5,5,"If one new route were added directly between A and B, what would the maximum endpoint degree become?",6
route,route_puzzle_1832.png,high,route_puzzle_1832_q1,1,How many labeled endpoints (letters) are shown in this image?,6
route,route_puzzle_1832.png,high,route_puzzle_1832_q2,2,Count the one-colored routes that go from A to D. Answer with a number in curly brackets e.g. {1},2
route,route_puzzle_1832.png,high,route_puzzle_1832_q3,3,How many routes does letter A have in total (i.e. touching A)?,7
route,route_puzzle_1832.png,high,route_puzzle_1832_q4,4,"Is there any letter-pair with zero directly connecting routes? If yes, name one such pair; if no, answer 'none'.",BF
route,route_puzzle_1832.png,high,route_puzzle_1832_q5,5,"If one new route were added directly between B and F, what would the maximum endpoint degree become?",7
route,route_puzzle_1839.png,high,route_puzzle_1839_q1,1,How many labeled endpoints (letters) are shown in this image?,6
route,route_puzzle_1839.png,high,route_puzzle_1839_q2,2,Count the one-colored routes that go from B to E. Answer with a number in curly brackets e.g. {1},1
route,route_puzzle_1839.png,high,route_puzzle_1839_q3,3,Which two letters have the most routes directly connecting them?,EF
route,route_puzzle_1839.png,high,route_puzzle_1839_q4,4,"Is there any letter-pair with zero directly connecting routes? If yes, name one such pair; if no, answer 'none'.",CE
route,route_puzzle_1839.png,high,route_puzzle_1839_q5,5,"If one new route were added directly between A and B, what would the maximum endpoint degree become?",4
route,route_puzzle_2492.png,high,route_puzzle_2492_q1,1,How many labeled endpoints (letters) are shown in this image?,6
route,route_puzzle_2492.png,high,route_puzzle_2492_q2,2,Count the one-colored routes that go from D to F. Answer with a number in curly brackets e.g. {1},1
route,route_puzzle_2492.png,high,route_puzzle_2492_q3,3,How many routes does letter D have in total (i.e. touching D)?,3
route,route_puzzle_2492.png,high,route_puzzle_2492_q4,4,List all letter-pairs that have exactly one connecting route between them.,"[""AB"",""AE"",""BC"",""BE"",""DF"",""EF""]"
route,route_puzzle_2492.png,high,route_puzzle_2492_q5,5,"If one new route were added directly between A and B, what would the maximum endpoint degree become?",7
nested_squares,nested_squares_v2_0152.png,low,nested_squares_v2_0152_q1,1,"How many squares are in this image? Please answer with a number in curly brackets, e.g. {10}.",6
nested_squares,nested_squares_v2_0152.png,low,nested_squares_v2_0152_q2,2,"Are the squares visually concentric (their center spread is less than 3% of the outermost side length), or is there a perceptible center offset? Answer 'concentric' or 'offset'.",offset
nested_squares,nested_squares_v2_0152.png,low,nested_squares_v2_0152_q3,3,"What is the approximate ratio of the outermost square's side length to the innermost square's side length? Answer as a number rounded to 1 decimal in curly brackets, e.g. {3.2}.",8.7
nested_squares,nested_squares_v2_0152.png,low,nested_squares_v2_0152_q4,4,"Through approximately how many degrees has the innermost square been rotated relative to the outermost square? Because regular squares have 4-fold symmetry, answer with a value from 0 to 90 in curly brackets, e.g. {25}.",64
nested_squares,nested_squares_v2_0152.png,low,nested_squares_v2_0152_q5,5,"If one more square were added inside the innermost one following the same size-reduction pattern, would its side length still be long enough to be visually distinguishable at this image resolution (i.e. greater than roughly 5% of the outermost square's side length)? Answer yes or no.",yes
nested_squares,nested_squares_v2_0471.png,low,nested_squares_v2_0471_q1,1,"How many squares are in this image? Please answer with a number in curly brackets, e.g. {10}.",8
nested_squares,nested_squares_v2_0471.png,low,nested_squares_v2_0471_q2,2,"Are the squares visually concentric (their center spread is less than 3% of the outermost side length), or is there a perceptible center offset? Answer 'concentric' or 'offset'.",concentric
nested_squares,nested_squares_v2_0471.png,low,nested_squares_v2_0471_q3,3,"What is the approximate ratio of the outermost square's side length to the innermost square's side length? Answer as a number rounded to 1 decimal in curly brackets, e.g. {3.2}.",17.5
nested_squares,nested_squares_v2_0471.png,low,nested_squares_v2_0471_q4,4,"Through approximately how many degrees has the innermost square been rotated relative to the outermost square? Because regular squares have 4-fold symmetry, answer with a value from 0 to 90 in curly brackets, e.g. {25}.",29
nested_squares,nested_squares_v2_0471.png,low,nested_squares_v2_0471_q5,5,"If one more square were added inside the innermost one following the same size-reduction pattern, would its side length still be long enough to be visually distinguishable at this image resolution (i.e. greater than roughly 5% of the outermost square's side length)? Answer yes or no.",no
nested_squares,nested_squares_v2_0634.png,low,nested_squares_v2_0634_q1,1,"How many squares are in this image? Please answer with a number in curly brackets, e.g. {10}.",4
nested_squares,nested_squares_v2_0634.png,low,nested_squares_v2_0634_q2,2,"Are the squares visually concentric (their center spread is less than 3% of the outermost side length), or is there a perceptible center offset? Answer 'concentric' or 'offset'.",concentric
nested_squares,nested_squares_v2_0634.png,low,nested_squares_v2_0634_q3,3,"What is the approximate ratio of the outermost square's side length to the innermost square's side length? Answer as a number rounded to 1 decimal in curly brackets, e.g. {3.2}.",12.1
nested_squares,nested_squares_v2_0634.png,low,nested_squares_v2_0634_q4,4,"Through approximately how many degrees has the innermost square been rotated relative to the outermost square? Because regular squares have 4-fold symmetry, answer with a value from 0 to 90 in curly brackets, e.g. {25}.",66
nested_squares,nested_squares_v2_0634.png,low,nested_squares_v2_0634_q5,5,"If one more square were added inside the innermost one following the same size-reduction pattern, would its side length still be long enough to be visually distinguishable at this image resolution (i.e. greater than roughly 5% of the outermost square's side length)? Answer yes or no.",no
nested_squares,nested_squares_v2_0709.png,low,nested_squares_v2_0709_q1,1,"How many squares are in this image? Please answer with a number in curly brackets, e.g. {10}.",4
nested_squares,nested_squares_v2_0709.png,low,nested_squares_v2_0709_q2,2,"Are the squares visually concentric (their center spread is less than 3% of the outermost side length), or is there a perceptible center offset? Answer 'concentric' or 'offset'.",offset
nested_squares,nested_squares_v2_0709.png,low,nested_squares_v2_0709_q3,3,"What is the approximate ratio of the outermost square's side length to the innermost square's side length? Answer as a number rounded to 1 decimal in curly brackets, e.g. {3.2}.",7.0
nested_squares,nested_squares_v2_0709.png,low,nested_squares_v2_0709_q4,4,"Through approximately how many degrees has the innermost square been rotated relative to the outermost square? Because regular squares have 4-fold symmetry, answer with a value from 0 to 90 in curly brackets, e.g. {25}.",45
nested_squares,nested_squares_v2_0709.png,low,nested_squares_v2_0709_q5,5,"If one more square were added inside the innermost one following the same size-reduction pattern, would its side length still be long enough to be visually distinguishable at this image resolution (i.e. greater than roughly 5% of the outermost square's side length)? Answer yes or no.",yes
nested_squares,nested_squares_v2_0754.png,low,nested_squares_v2_0754_q1,1,"How many squares are in this image? Please answer with a number in curly brackets, e.g. {10}.",6
nested_squares,nested_squares_v2_0754.png,low,nested_squares_v2_0754_q2,2,"Are the squares visually concentric (their center spread is less than 3% of the outermost side length), or is there a perceptible center offset? Answer 'concentric' or 'offset'.",concentric
nested_squares,nested_squares_v2_0754.png,low,nested_squares_v2_0754_q3,3,"What is the approximate ratio of the outermost square's side length to the innermost square's side length? Answer as a number rounded to 1 decimal in curly brackets, e.g. {3.2}.",10.3
nested_squares,nested_squares_v2_0754.png,low,nested_squares_v2_0754_q4,4,"Through approximately how many degrees has the innermost square been rotated relative to the outermost square? Because regular squares have 4-fold symmetry, answer with a value from 0 to 90 in curly brackets, e.g. {25}.",20
nested_squares,nested_squares_v2_0754.png,low,nested_squares_v2_0754_q5,5,"If one more square were added inside the innermost one following the same size-reduction pattern, would its side length still be long enough to be visually distinguishable at this image resolution (i.e. greater than roughly 5% of the outermost square's side length)? Answer yes or no.",yes
nested_squares,nested_squares_v2_0268.png,medium,nested_squares_v2_0268_q1,1,"How many squares are in this image? Please answer with a number in curly brackets, e.g. {10}.",9
nested_squares,nested_squares_v2_0268.png,medium,nested_squares_v2_0268_q2,2,"Are the squares visually concentric (their center spread is less than 3% of the outermost side length), or is there a perceptible center offset? Answer 'concentric' or 'offset'.",offset
nested_squares,nested_squares_v2_0268.png,medium,nested_squares_v2_0268_q3,3,"What is the approximate ratio of the outermost square's side length to the innermost square's side length? Answer as a number rounded to 1 decimal in curly brackets, e.g. {3.2}.",19.7
nested_squares,nested_squares_v2_0268.png,medium,nested_squares_v2_0268_q4,4,"Through approximately how many degrees has the innermost square been rotated relative to the outermost square? Because regular squares have 4-fold symmetry, answer with a value from 0 to 90 in curly brackets, e.g. {25}.",28
nested_squares,nested_squares_v2_0268.png,medium,nested_squares_v2_0268_q5,5,"If one more square were added inside the innermost one following the same size-reduction pattern, would its side length still be long enough to be visually distinguishable at this image resolution (i.e. greater than roughly 5% of the outermost square's side length)? Answer yes or no.",no
nested_squares,nested_squares_v2_1348.png,medium,nested_squares_v2_1348_q1,1,"How many squares are in this image? Please answer with a number in curly brackets, e.g. {10}.",7
nested_squares,nested_squares_v2_1348.png,medium,nested_squares_v2_1348_q2,2,"Are the squares visually concentric (their center spread is less than 3% of the outermost side length), or is there a perceptible center offset? Answer 'concentric' or 'offset'.",offset
nested_squares,nested_squares_v2_1348.png,medium,nested_squares_v2_1348_q3,3,"What is the approximate ratio of the outermost square's side length to the innermost square's side length? Answer as a number rounded to 1 decimal in curly brackets, e.g. {3.2}.",17.7
nested_squares,nested_squares_v2_1348.png,medium,nested_squares_v2_1348_q4,4,"Through approximately how many degrees has the innermost square been rotated relative to the outermost square? Because regular squares have 4-fold symmetry, answer with a value from 0 to 90 in curly brackets, e.g. {25}.",58
nested_squares,nested_squares_v2_1348.png,medium,nested_squares_v2_1348_q5,5,"If one more square were added inside the innermost one following the same size-reduction pattern, would its side length still be long enough to be visually distinguishable at this image resolution (i.e. greater than roughly 5% of the outermost square's side length)? Answer yes or no.",no
nested_squares,nested_squares_v2_2046.png,medium,nested_squares_v2_2046_q1,1,"How many squares are in this image? Please answer with a number in curly brackets, e.g. {10}.",9
nested_squares,nested_squares_v2_2046.png,medium,nested_squares_v2_2046_q2,2,"Are the squares visually concentric (their center spread is less than 3% of the outermost side length), or is there a perceptible center offset? Answer 'concentric' or 'offset'.",offset
nested_squares,nested_squares_v2_2046.png,medium,nested_squares_v2_2046_q3,3,"What is the approximate ratio of the outermost square's side length to the innermost square's side length? Answer as a number rounded to 1 decimal in curly brackets, e.g. {3.2}.",18.3
nested_squares,nested_squares_v2_2046.png,medium,nested_squares_v2_2046_q4,4,"Through approximately how many degrees has the innermost square been rotated relative to the outermost square? Because regular squares have 4-fold symmetry, answer with a value from 0 to 90 in curly brackets, e.g. {25}.",26
nested_squares,nested_squares_v2_2046.png,medium,nested_squares_v2_2046_q5,5,"If one more square were added inside the innermost one following the same size-reduction pattern, would its side length still be long enough to be visually distinguishable at this image resolution (i.e. greater than roughly 5% of the outermost square's side length)? Answer yes or no.",no
nested_squares,nested_squares_v2_2201.png,medium,nested_squares_v2_2201_q1,1,"How many squares are in this image? Please answer with a number in curly brackets, e.g. {10}.",6
nested_squares,nested_squares_v2_2201.png,medium,nested_squares_v2_2201_q2,2,"Are the squares visually concentric (their center spread is less than 3% of the outermost side length), or is there a perceptible center offset? Answer 'concentric' or 'offset'.",offset
nested_squares,nested_squares_v2_2201.png,medium,nested_squares_v2_2201_q3,3,"What is the approximate ratio of the outermost square's side length to the innermost square's side length? Answer as a number rounded to 1 decimal in curly brackets, e.g. {3.2}.",15.3
nested_squares,nested_squares_v2_2201.png,medium,nested_squares_v2_2201_q4,4,"Through approximately how many degrees has the innermost square been rotated relative to the outermost square? Because regular squares have 4-fold symmetry, answer with a value from 0 to 90 in curly brackets, e.g. {25}.",0
nested_squares,nested_squares_v2_2201.png,medium,nested_squares_v2_2201_q5,5,"If one more square were added inside the innermost one following the same size-reduction pattern, would its side length still be long enough to be visually distinguishable at this image resolution (i.e. greater than roughly 5% of the outermost square's side length)? Answer yes or no.",no
nested_squares,nested_squares_v2_2995.png,medium,nested_squares_v2_2995_q1,1,"How many squares are in this image? Please answer with a number in curly brackets, e.g. {10}.",9
nested_squares,nested_squares_v2_2995.png,medium,nested_squares_v2_2995_q2,2,"Are the squares visually concentric (their center spread is less than 3% of the outermost side length), or is there a perceptible center offset? Answer 'concentric' or 'offset'.",offset
nested_squares,nested_squares_v2_2995.png,medium,nested_squares_v2_2995_q3,3,"What is the approximate ratio of the outermost square's side length to the innermost square's side length? Answer as a number rounded to 1 decimal in curly brackets, e.g. {3.2}.",20.7
nested_squares,nested_squares_v2_2995.png,medium,nested_squares_v2_2995_q4,4,"Through approximately how many degrees has the innermost square been rotated relative to the outermost square? Because regular squares have 4-fold symmetry, answer with a value from 0 to 90 in curly brackets, e.g. {25}.",54
nested_squares,nested_squares_v2_2995.png,medium,nested_squares_v2_2995_q5,5,"If one more square were added inside the innermost one following the same size-reduction pattern, would its side length still be long enough to be visually distinguishable at this image resolution (i.e. greater than roughly 5% of the outermost square's side length)? Answer yes or no.",no
nested_squares,nested_squares_v2_0092.png,high,nested_squares_v2_0092_q1,1,"How many squares are in this image? Please answer with a number in curly brackets, e.g. {10}.",12
nested_squares,nested_squares_v2_0092.png,high,nested_squares_v2_0092_q2,2,"Are the squares visually concentric (their center spread is less than 3% of the outermost side length), or is there a perceptible center offset? Answer 'concentric' or 'offset'.",concentric
nested_squares,nested_squares_v2_0092.png,high,nested_squares_v2_0092_q3,3,"What is the approximate ratio of the outermost square's side length to the innermost square's side length? Answer as a number rounded to 1 decimal in curly brackets, e.g. {3.2}.",20.5
nested_squares,nested_squares_v2_0092.png,high,nested_squares_v2_0092_q4,4,"Through approximately how many degrees has the innermost square been rotated relative to the outermost square? Because regular squares have 4-fold symmetry, answer with a value from 0 to 90 in curly brackets, e.g. {25}.",73
nested_squares,nested_squares_v2_0092.png,high,nested_squares_v2_0092_q5,5,"If one more square were added inside the innermost one following the same size-reduction pattern, would its side length still be long enough to be visually distinguishable at this image resolution (i.e. greater than roughly 5% of the outermost square's side length)? Answer yes or no.",no
nested_squares,nested_squares_v2_0695.png,high,nested_squares_v2_0695_q1,1,"How many squares are in this image? Please answer with a number in curly brackets, e.g. {10}.",12
nested_squares,nested_squares_v2_0695.png,high,nested_squares_v2_0695_q2,2,"Are the squares visually concentric (their center spread is less than 3% of the outermost side length), or is there a perceptible center offset? Answer 'concentric' or 'offset'.",concentric
nested_squares,nested_squares_v2_0695.png,high,nested_squares_v2_0695_q3,3,"What is the approximate ratio of the outermost square's side length to the innermost square's side length? Answer as a number rounded to 1 decimal in curly brackets, e.g. {3.2}.",11.4
nested_squares,nested_squares_v2_0695.png,high,nested_squares_v2_0695_q4,4,"Through approximately how many degrees has the innermost square been rotated relative to the outermost square? Because regular squares have 4-fold symmetry, answer with a value from 0 to 90 in curly brackets, e.g. {25}.",65
nested_squares,nested_squares_v2_0695.png,high,nested_squares_v2_0695_q5,5,"If one more square were added inside the innermost one following the same size-reduction pattern, would its side length still be long enough to be visually distinguishable at this image resolution (i.e. greater than roughly 5% of the outermost square's side length)? Answer yes or no.",yes
nested_squares,nested_squares_v2_0881.png,high,nested_squares_v2_0881_q1,1,"How many squares are in this image? Please answer with a number in curly brackets, e.g. {10}.",11
nested_squares,nested_squares_v2_0881.png,high,nested_squares_v2_0881_q2,2,"Are the squares visually concentric (their center spread is less than 3% of the outermost side length), or is there a perceptible center offset? Answer 'concentric' or 'offset'.",concentric
nested_squares,nested_squares_v2_0881.png,high,nested_squares_v2_0881_q3,3,"What is the approximate ratio of the outermost square's side length to the innermost square's side length? Answer as a number rounded to 1 decimal in curly brackets, e.g. {3.2}.",22.9
nested_squares,nested_squares_v2_0881.png,high,nested_squares_v2_0881_q4,4,"Through approximately how many degrees has the innermost square been rotated relative to the outermost square? Because regular squares have 4-fold symmetry, answer with a value from 0 to 90 in curly brackets, e.g. {25}.",0
nested_squares,nested_squares_v2_0881.png,high,nested_squares_v2_0881_q5,5,"If one more square were added inside the innermost one following the same size-reduction pattern, would its side length still be long enough to be visually distinguishable at this image resolution (i.e. greater than roughly 5% of the outermost square's side length)? Answer yes or no.",no
nested_squares,nested_squares_v2_1524.png,high,nested_squares_v2_1524_q1,1,"How many squares are in this image? Please answer with a number in curly brackets, e.g. {10}.",7
nested_squares,nested_squares_v2_1524.png,high,nested_squares_v2_1524_q2,2,"Are the squares visually concentric (their center spread is less than 3% of the outermost side length), or is there a perceptible center offset? Answer 'concentric' or 'offset'.",concentric
nested_squares,nested_squares_v2_1524.png,high,nested_squares_v2_1524_q3,3,"What is the approximate ratio of the outermost square's side length to the innermost square's side length? Answer as a number rounded to 1 decimal in curly brackets, e.g. {3.2}.",10.8
nested_squares,nested_squares_v2_1524.png,high,nested_squares_v2_1524_q4,4,"Through approximately how many degrees has the innermost square been rotated relative to the outermost square? Because regular squares have 4-fold symmetry, answer with a value from 0 to 90 in curly brackets, e.g. {25}.",26
nested_squares,nested_squares_v2_1524.png,high,nested_squares_v2_1524_q5,5,"If one more square were added inside the innermost one following the same size-reduction pattern, would its side length still be long enough to be visually distinguishable at this image resolution (i.e. greater than roughly 5% of the outermost square's side length)? Answer yes or no.",yes
nested_squares,nested_squares_v2_2052.png,high,nested_squares_v2_2052_q1,1,"How many squares are in this image? Please answer with a number in curly brackets, e.g. {10}.",10
nested_squares,nested_squares_v2_2052.png,high,nested_squares_v2_2052_q2,2,"Are the squares visually concentric (their center spread is less than 3% of the outermost side length), or is there a perceptible center offset? Answer 'concentric' or 'offset'.",concentric
nested_squares,nested_squares_v2_2052.png,high,nested_squares_v2_2052_q3,3,"What is the approximate ratio of the outermost square's side length to the innermost square's side length? Answer as a number rounded to 1 decimal in curly brackets, e.g. {3.2}.",21.5
nested_squares,nested_squares_v2_2052.png,high,nested_squares_v2_2052_q4,4,"Through approximately how many degrees has the innermost square been rotated relative to the outermost square? Because regular squares have 4-fold symmetry, answer with a value from 0 to 90 in curly brackets, e.g. {25}.",63
nested_squares,nested_squares_v2_2052.png,high,nested_squares_v2_2052_q5,5,"If one more square were added inside the innermost one following the same size-reduction pattern, would its side length still be long enough to be visually distinguishable at this image resolution (i.e. greater than roughly 5% of the outermost square's side length)? Answer yes or no.",no
cube_structure,cube_structure_0448.png,low,cube_structure_0448_q1,1,"How many cubes make up this structure in total? Answer with a number in curly brackets, e.g. {12}.",9
cube_structure,cube_structure_0448.png,low,cube_structure_0448_q2,2,"How many cubes are touching the ground (bottom layer)? Answer with a number in curly brackets, e.g. {5}.",6
cube_structure,cube_structure_0448.png,low,cube_structure_0448_q3,3,"How many total layers (levels of height) does this structure have? Answer with a number in curly brackets, e.g. {3}.",3
cube_structure,cube_structure_0448.png,low,cube_structure_0448_q4,4,How many cubes are completely hidden from the current view? Answer with a number.,2
cube_structure,cube_structure_0448.png,low,cube_structure_0448_q5,5,"If this structure were rotated 180 degrees around the vertical axis, how many currently-hidden cubes would become visible? Answer with a number in curly brackets, e.g. {3}.",1
cube_structure,cube_structure_0465.png,low,cube_structure_0465_q1,1,"How many cubes make up this structure in total? Answer with a number in curly brackets, e.g. {12}.",11
cube_structure,cube_structure_0465.png,low,cube_structure_0465_q2,2,"How many cubes are touching the ground (bottom layer)? Answer with a number in curly brackets, e.g. {5}.",4
cube_structure,cube_structure_0465.png,low,cube_structure_0465_q3,3,"How many total layers (levels of height) does this structure have? Answer with a number in curly brackets, e.g. {3}.",4
cube_structure,cube_structure_0465.png,low,cube_structure_0465_q4,4,Is this structure physically stable—does every cube have support beneath it with no floating cubes? Answer yes or no.,yes
cube_structure,cube_structure_0465.png,low,cube_structure_0465_q5,5,"If one cube were added directly above a tallest column, what would the new total cube count and maximum height be? Answer as total,height.","12,5"
cube_structure,cube_structure_1512.png,low,cube_structure_1512_q1,1,"How many cubes make up this structure in total? Answer with a number in curly brackets, e.g. {12}.",10
cube_structure,cube_structure_1512.png,low,cube_structure_1512_q2,2,"How many cubes are touching the ground (bottom layer)? Answer with a number in curly brackets, e.g. {5}.",5
cube_structure,cube_structure_1512.png,low,cube_structure_1512_q3,3,"Which layer (counting from the ground as layer 1) has the most cubes? Answer with a number in curly brackets, e.g. {2}.",1
cube_structure,cube_structure_1512.png,low,cube_structure_1512_q4,4,Is this structure physically stable—does every cube have support beneath it with no floating cubes? Answer yes or no.,yes
cube_structure,cube_structure_1512.png,low,cube_structure_1512_q5,5,"If one cube were added directly above a tallest column, what would the new total cube count and maximum height be? Answer as total,height.","11,4"
cube_structure,cube_structure_1555.png,low,cube_structure_1555_q1,1,"How many cubes make up this structure in total? Answer with a number in curly brackets, e.g. {12}.",8
