question_id,image,acceptance_set,targets,direct_overlap_degree,total_overlap_pairs,above_average_radius_count,circles_isolated_after_removal,three_plus_overlap_percent
overlap_circles_0012_open_q1,overlap_circles_0012.png,"[""direct_overlap_degree=5; total_overlap_pairs=15; above_average_radius_count=5; circles_isolated_after_removal=1; three_plus_overlap_percent=70""]","[""largest circle""]",5,15,5,1,70
overlap_circles_0013_open_q1,overlap_circles_0013.png,"[""direct_overlap_degree=4; total_overlap_pairs=8; above_average_radius_count=3; circles_isolated_after_removal=2; three_plus_overlap_percent=57""]","[""largest circle""]",4,8,3,2,57
overlap_circles_0014_open_q1,overlap_circles_0014.png,"[""direct_overlap_degree=4; total_overlap_pairs=14; above_average_radius_count=4; circles_isolated_after_removal=0; three_plus_overlap_percent=88""]","[""largest circle""]",4,14,4,0,88
overlap_circles_0015_open_q1,overlap_circles_0015.png,"[""direct_overlap_degree=2; total_overlap_pairs=5; above_average_radius_count=2; circles_isolated_after_removal=0; three_plus_overlap_percent=20""]","[""largest circle""]",2,5,2,0,20
overlap_circles_0016_open_q1,overlap_circles_0016.png,"[""direct_overlap_degree=5; total_overlap_pairs=21; above_average_radius_count=6; circles_isolated_after_removal=0; three_plus_overlap_percent=58""]","[""largest circle""]",5,21,6,0,58
overlap_circles_0017_open_q1,overlap_circles_0017.png,"[""direct_overlap_degree=6; total_overlap_pairs=13; above_average_radius_count=3; circles_isolated_after_removal=1; three_plus_overlap_percent=67""]","[""largest circle""]",6,13,3,1,67
overlap_circles_0018_open_q1,overlap_circles_0018.png,"[""direct_overlap_degree=7; total_overlap_pairs=26; above_average_radius_count=5; circles_isolated_after_removal=0; three_plus_overlap_percent=83""]","[""largest circle""]",7,26,5,0,83
overlap_circles_0019_open_q1,overlap_circles_0019.png,"[""direct_overlap_degree=3; total_overlap_pairs=7; above_average_radius_count=3; circles_isolated_after_removal=0; three_plus_overlap_percent=33""]","[""largest circle""]",3,7,3,0,33
overlap_circles_0020_open_q1,overlap_circles_0020.png,"[""direct_overlap_degree=2; total_overlap_pairs=7; above_average_radius_count=3; circles_isolated_after_removal=0; three_plus_overlap_percent=33""]","[""largest circle""]",2,7,3,0,33
overlap_circles_0021_open_q1,overlap_circles_0021.png,"[""direct_overlap_degree=4; total_overlap_pairs=15; above_average_radius_count=4; circles_isolated_after_removal=0; three_plus_overlap_percent=73""]","[""largest circle""]",4,15,4,0,73
overlap_circles_0022_open_q1,overlap_circles_0022.png,"[""direct_overlap_degree=1; total_overlap_pairs=4; above_average_radius_count=2; circles_isolated_after_removal=0; three_plus_overlap_percent=0""]","[""largest circle""]",1,4,2,0,0
overlap_circles_0023_open_q1,overlap_circles_0023.png,"[""direct_overlap_degree=1; total_overlap_pairs=4; above_average_radius_count=3; circles_isolated_after_removal=0; three_plus_overlap_percent=20""]","[""largest circle""]",1,4,3,0,20
overlap_circles_0024_open_q1,overlap_circles_0024.png,"[""direct_overlap_degree=4; total_overlap_pairs=10; above_average_radius_count=3; circles_isolated_after_removal=1; three_plus_overlap_percent=57""]","[""largest circle""]",4,10,3,1,57
overlap_circles_0025_open_q1,overlap_circles_0025.png,"[""direct_overlap_degree=7; total_overlap_pairs=15; above_average_radius_count=4; circles_isolated_after_removal=1; three_plus_overlap_percent=88""]","[""largest circle""]",7,15,4,1,88
overlap_circles_0026_open_q1,overlap_circles_0026.png,"[""direct_overlap_degree=4; total_overlap_pairs=17; above_average_radius_count=4; circles_isolated_after_removal=0; three_plus_overlap_percent=64""]","[""largest circle""]",4,17,4,0,64
overlap_circles_0027_open_q1,overlap_circles_0027.png,"[""direct_overlap_degree=1; total_overlap_pairs=12; above_average_radius_count=4; circles_isolated_after_removal=0; three_plus_overlap_percent=78""]","[""largest circle""]",1,12,4,0,78
overlap_circles_0028_open_q1,overlap_circles_0028.png,"[""direct_overlap_degree=2; total_overlap_pairs=9; above_average_radius_count=4; circles_isolated_after_removal=0; three_plus_overlap_percent=57""]","[""largest circle""]",2,9,4,0,57
overlap_circles_0029_open_q1,overlap_circles_0029.png,"[""direct_overlap_degree=5; total_overlap_pairs=19; above_average_radius_count=5; circles_isolated_after_removal=0; three_plus_overlap_percent=80""]","[""largest circle""]",5,19,5,0,80
overlap_circles_0030_open_q1,overlap_circles_0030.png,"[""direct_overlap_degree=3; total_overlap_pairs=5; above_average_radius_count=2; circles_isolated_after_removal=1; three_plus_overlap_percent=40""]","[""largest circle""]",3,5,2,1,40
overlap_circles_0031_open_q1,overlap_circles_0031.png,"[""direct_overlap_degree=0; total_overlap_pairs=4; above_average_radius_count=2; circles_isolated_after_removal=0; three_plus_overlap_percent=0""]","[""largest circle""]",0,4,2,0,0
overlap_circles_0032_open_q1,overlap_circles_0032.png,"[""direct_overlap_degree=4; total_overlap_pairs=6; above_average_radius_count=2; circles_isolated_after_removal=3; three_plus_overlap_percent=29""]","[""largest circle""]",4,6,2,3,29
overlap_circles_0033_open_q1,overlap_circles_0033.png,"[""direct_overlap_degree=3; total_overlap_pairs=11; above_average_radius_count=5; circles_isolated_after_removal=2; three_plus_overlap_percent=75""]","[""largest circle""]",3,11,5,2,75
overlap_circles_0034_open_q1,overlap_circles_0034.png,"[""direct_overlap_degree=3; total_overlap_pairs=5; above_average_radius_count=2; circles_isolated_after_removal=0; three_plus_overlap_percent=20""]","[""largest circle""]",3,5,2,0,20
overlap_circles_0035_open_q1,overlap_circles_0035.png,"[""direct_overlap_degree=2; total_overlap_pairs=11; above_average_radius_count=4; circles_isolated_after_removal=1; three_plus_overlap_percent=71""]","[""largest circle""]",2,11,4,1,71
overlap_circles_0036_open_q1,overlap_circles_0036.png,"[""direct_overlap_degree=1; total_overlap_pairs=3; above_average_radius_count=3; circles_isolated_after_removal=1; three_plus_overlap_percent=0""]","[""largest circle""]",1,3,3,1,0
overlap_circles_0037_open_q1,overlap_circles_0037.png,"[""direct_overlap_degree=2; total_overlap_pairs=3; above_average_radius_count=3; circles_isolated_after_removal=2; three_plus_overlap_percent=0""]","[""largest circle""]",2,3,3,2,0
overlap_circles_0038_open_q1,overlap_circles_0038.png,"[""direct_overlap_degree=5; total_overlap_pairs=24; above_average_radius_count=5; circles_isolated_after_removal=1; three_plus_overlap_percent=82""]","[""largest circle""]",5,24,5,1,82
overlap_circles_0039_open_q1,overlap_circles_0039.png,"[""direct_overlap_degree=6; total_overlap_pairs=24; above_average_radius_count=5; circles_isolated_after_removal=0; three_plus_overlap_percent=91""]","[""largest circle""]",6,24,5,0,91
overlap_circles_0040_open_q1,overlap_circles_0040.png,"[""direct_overlap_degree=3; total_overlap_pairs=5; above_average_radius_count=3; circles_isolated_after_removal=1; three_plus_overlap_percent=40""]","[""largest circle""]",3,5,3,1,40
overlap_circles_0041_open_q1,overlap_circles_0041.png,"[""direct_overlap_degree=3; total_overlap_pairs=7; above_average_radius_count=4; circles_isolated_after_removal=2; three_plus_overlap_percent=50""]","[""largest circle""]",3,7,4,2,50
overlap_circles_0042_open_q1,overlap_circles_0042.png,"[""direct_overlap_degree=1; total_overlap_pairs=3; above_average_radius_count=2; circles_isolated_after_removal=0; three_plus_overlap_percent=0""]","[""largest circle""]",1,3,2,0,0
overlap_circles_0043_open_q1,overlap_circles_0043.png,"[""direct_overlap_degree=3; total_overlap_pairs=9; above_average_radius_count=3; circles_isolated_after_removal=1; three_plus_overlap_percent=57""]","[""largest circle""]",3,9,3,1,57
overlap_circles_0044_open_q1,overlap_circles_0044.png,"[""direct_overlap_degree=3; total_overlap_pairs=6; above_average_radius_count=3; circles_isolated_after_removal=0; three_plus_overlap_percent=17""]","[""largest circle""]",3,6,3,0,17
overlap_circles_0045_open_q1,overlap_circles_0045.png,"[""direct_overlap_degree=5; total_overlap_pairs=31; above_average_radius_count=5; circles_isolated_after_removal=0; three_plus_overlap_percent=100""]","[""largest circle""]",5,31,5,0,100
overlap_circles_0046_open_q1,overlap_circles_0046.png,"[""direct_overlap_degree=2; total_overlap_pairs=3; above_average_radius_count=2; circles_isolated_after_removal=2; three_plus_overlap_percent=0""]","[""largest circle""]",2,3,2,2,0
overlap_circles_0047_open_q1,overlap_circles_0047.png,"[""direct_overlap_degree=6; total_overlap_pairs=20; above_average_radius_count=6; circles_isolated_after_removal=0; three_plus_overlap_percent=82""]","[""largest circle""]",6,20,6,0,82
overlap_circles_0048_open_q1,overlap_circles_0048.png,"[""direct_overlap_degree=5; total_overlap_pairs=9; above_average_radius_count=4; circles_isolated_after_removal=1; three_plus_overlap_percent=43""]","[""largest circle""]",5,9,4,1,43
overlap_circles_0049_open_q1,overlap_circles_0049.png,"[""direct_overlap_degree=2; total_overlap_pairs=22; above_average_radius_count=5; circles_isolated_after_removal=1; three_plus_overlap_percent=82""]","[""largest circle""]",2,22,5,1,82
overlap_circles_0050_open_q1,overlap_circles_0050.png,"[""direct_overlap_degree=5; total_overlap_pairs=21; above_average_radius_count=4; circles_isolated_after_removal=0; three_plus_overlap_percent=90""]","[""largest circle""]",5,21,4,0,90
overlap_circles_0051_open_q1,overlap_circles_0051.png,"[""direct_overlap_degree=2; total_overlap_pairs=6; above_average_radius_count=3; circles_isolated_after_removal=1; three_plus_overlap_percent=0""]","[""largest circle""]",2,6,3,1,0
overlap_circles_0052_open_q1,overlap_circles_0052.png,"[""direct_overlap_degree=2; total_overlap_pairs=22; above_average_radius_count=7; circles_isolated_after_removal=0; three_plus_overlap_percent=75""]","[""largest circle""]",2,22,7,0,75
overlap_circles_0053_open_q1,overlap_circles_0053.png,"[""direct_overlap_degree=3; total_overlap_pairs=23; above_average_radius_count=7; circles_isolated_after_removal=0; three_plus_overlap_percent=100""]","[""largest circle""]",3,23,7,0,100
overlap_circles_0054_open_q1,overlap_circles_0054.png,"[""direct_overlap_degree=6; total_overlap_pairs=18; above_average_radius_count=4; circles_isolated_after_removal=0; three_plus_overlap_percent=89""]","[""largest circle""]",6,18,4,0,89
overlap_circles_0055_open_q1,overlap_circles_0055.png,"[""direct_overlap_degree=5; total_overlap_pairs=11; above_average_radius_count=3; circles_isolated_after_removal=0; three_plus_overlap_percent=86""]","[""largest circle""]",5,11,3,0,86
overlap_circles_0056_open_q1,overlap_circles_0056.png,"[""direct_overlap_degree=3; total_overlap_pairs=21; above_average_radius_count=5; circles_isolated_after_removal=0; three_plus_overlap_percent=83""]","[""largest circle""]",3,21,5,0,83
overlap_circles_0057_open_q1,overlap_circles_0057.png,"[""direct_overlap_degree=2; total_overlap_pairs=4; above_average_radius_count=3; circles_isolated_after_removal=1; three_plus_overlap_percent=20""]","[""largest circle""]",2,4,3,1,20
overlap_circles_0058_open_q1,overlap_circles_0058.png,"[""direct_overlap_degree=5; total_overlap_pairs=10; above_average_radius_count=3; circles_isolated_after_removal=2; three_plus_overlap_percent=62""]","[""largest circle""]",5,10,3,2,62
overlap_circles_0059_open_q1,overlap_circles_0059.png,"[""direct_overlap_degree=8; total_overlap_pairs=27; above_average_radius_count=5; circles_isolated_after_removal=0; three_plus_overlap_percent=83""]","[""largest circle""]",8,27,5,0,83
overlap_circles_0060_open_q1,overlap_circles_0060.png,"[""direct_overlap_degree=5; total_overlap_pairs=12; above_average_radius_count=4; circles_isolated_after_removal=0; three_plus_overlap_percent=71""]","[""largest circle""]",5,12,4,0,71
overlap_circles_0061_open_q1,overlap_circles_0061.png,"[""direct_overlap_degree=3; total_overlap_pairs=9; above_average_radius_count=4; circles_isolated_after_removal=1; three_plus_overlap_percent=50""]","[""largest circle""]",3,9,4,1,50
overlap_circles_0062_open_q1,overlap_circles_0062.png,"[""direct_overlap_degree=2; total_overlap_pairs=5; above_average_radius_count=3; circles_isolated_after_removal=1; three_plus_overlap_percent=33""]","[""largest circle""]",2,5,3,1,33
overlap_circles_0063_open_q1,overlap_circles_0063.png,"[""direct_overlap_degree=4; total_overlap_pairs=13; above_average_radius_count=3; circles_isolated_after_removal=2; three_plus_overlap_percent=56""]","[""largest circle""]",4,13,3,2,56
overlap_circles_0064_open_q1,overlap_circles_0064.png,"[""direct_overlap_degree=6; total_overlap_pairs=23; above_average_radius_count=4; circles_isolated_after_removal=0; three_plus_overlap_percent=91""]","[""largest circle""]",6,23,4,0,91
overlap_circles_0065_open_q1,overlap_circles_0065.png,"[""direct_overlap_degree=8; total_overlap_pairs=19; above_average_radius_count=4; circles_isolated_after_removal=0; three_plus_overlap_percent=100""]","[""largest circle""]",8,19,4,0,100
overlap_circles_0066_open_q1,overlap_circles_0066.png,"[""direct_overlap_degree=2; total_overlap_pairs=17; above_average_radius_count=5; circles_isolated_after_removal=2; three_plus_overlap_percent=64""]","[""largest circle""]",2,17,5,2,64
overlap_circles_0067_open_q1,overlap_circles_0067.png,"[""direct_overlap_degree=6; total_overlap_pairs=22; above_average_radius_count=5; circles_isolated_after_removal=0; three_plus_overlap_percent=91""]","[""largest circle""]",6,22,5,0,91
overlap_circles_0068_open_q1,overlap_circles_0068.png,"[""direct_overlap_degree=3; total_overlap_pairs=6; above_average_radius_count=3; circles_isolated_after_removal=2; three_plus_overlap_percent=50""]","[""largest circle""]",3,6,3,2,50
overlap_circles_0069_open_q1,overlap_circles_0069.png,"[""direct_overlap_degree=3; total_overlap_pairs=9; above_average_radius_count=2; circles_isolated_after_removal=0; three_plus_overlap_percent=57""]","[""largest circle""]",3,9,2,0,57
overlap_circles_0070_open_q1,overlap_circles_0070.png,"[""direct_overlap_degree=4; total_overlap_pairs=32; above_average_radius_count=5; circles_isolated_after_removal=0; three_plus_overlap_percent=100""]","[""largest circle""]",4,32,5,0,100
overlap_circles_0071_open_q1,overlap_circles_0071.png,"[""direct_overlap_degree=1; total_overlap_pairs=3; above_average_radius_count=2; circles_isolated_after_removal=1; three_plus_overlap_percent=0""]","[""largest circle""]",1,3,2,1,0
overlap_circles_0072_open_q1,overlap_circles_0072.png,"[""direct_overlap_degree=2; total_overlap_pairs=6; above_average_radius_count=3; circles_isolated_after_removal=1; three_plus_overlap_percent=0""]","[""largest circle""]",2,6,3,1,0
overlap_circles_0073_open_q1,overlap_circles_0073.png,"[""direct_overlap_degree=6; total_overlap_pairs=29; above_average_radius_count=7; circles_isolated_after_removal=0; three_plus_overlap_percent=92""]","[""largest circle""]",6,29,7,0,92
overlap_circles_0074_open_q1,overlap_circles_0074.png,"[""direct_overlap_degree=3; total_overlap_pairs=6; above_average_radius_count=3; circles_isolated_after_removal=2; three_plus_overlap_percent=67""]","[""largest circle""]",3,6,3,2,67
overlap_circles_0075_open_q1,overlap_circles_0075.png,"[""direct_overlap_degree=8; total_overlap_pairs=28; above_average_radius_count=5; circles_isolated_after_removal=0; three_plus_overlap_percent=100""]","[""largest circle""]",8,28,5,0,100
overlap_circles_0076_open_q1,overlap_circles_0076.png,"[""direct_overlap_degree=6; total_overlap_pairs=17; above_average_radius_count=3; circles_isolated_after_removal=1; three_plus_overlap_percent=64""]","[""largest circle""]",6,17,3,1,64
overlap_circles_0077_open_q1,overlap_circles_0077.png,"[""direct_overlap_degree=4; total_overlap_pairs=11; above_average_radius_count=3; circles_isolated_after_removal=1; three_plus_overlap_percent=75""]","[""largest circle""]",4,11,3,1,75
overlap_circles_0078_open_q1,overlap_circles_0078.png,"[""direct_overlap_degree=3; total_overlap_pairs=16; above_average_radius_count=4; circles_isolated_after_removal=1; three_plus_overlap_percent=78""]","[""largest circle""]",3,16,4,1,78
overlap_circles_0079_open_q1,overlap_circles_0079.png,"[""direct_overlap_degree=9; total_overlap_pairs=18; above_average_radius_count=4; circles_isolated_after_removal=1; three_plus_overlap_percent=70""]","[""largest circle""]",9,18,4,1,70
overlap_circles_0080_open_q1,overlap_circles_0080.png,"[""direct_overlap_degree=8; total_overlap_pairs=26; above_average_radius_count=5; circles_isolated_after_removal=1; three_plus_overlap_percent=91""]","[""largest circle""]",8,26,5,1,91
overlap_circles_0081_open_q1,overlap_circles_0081.png,"[""direct_overlap_degree=5; total_overlap_pairs=14; above_average_radius_count=3; circles_isolated_after_removal=1; three_plus_overlap_percent=60""]","[""largest circle""]",5,14,3,1,60
overlap_circles_0082_open_q1,overlap_circles_0082.png,"[""direct_overlap_degree=4; total_overlap_pairs=13; above_average_radius_count=5; circles_isolated_after_removal=0; three_plus_overlap_percent=56""]","[""largest circle""]",4,13,5,0,56
overlap_circles_0083_open_q1,overlap_circles_0083.png,"[""direct_overlap_degree=2; total_overlap_pairs=6; above_average_radius_count=4; circles_isolated_after_removal=0; three_plus_overlap_percent=0""]","[""largest circle""]",2,6,4,0,0
overlap_circles_0084_open_q1,overlap_circles_0084.png,"[""direct_overlap_degree=7; total_overlap_pairs=29; above_average_radius_count=5; circles_isolated_after_removal=0; three_plus_overlap_percent=92""]","[""largest circle""]",7,29,5,0,92
overlap_circles_0085_open_q1,overlap_circles_0085.png,"[""direct_overlap_degree=3; total_overlap_pairs=7; above_average_radius_count=3; circles_isolated_after_removal=1; three_plus_overlap_percent=50""]","[""largest circle""]",3,7,3,1,50
overlap_circles_0086_open_q1,overlap_circles_0086.png,"[""direct_overlap_degree=4; total_overlap_pairs=13; above_average_radius_count=4; circles_isolated_after_removal=0; three_plus_overlap_percent=50""]","[""largest circle""]",4,13,4,0,50
overlap_circles_0087_open_q1,overlap_circles_0087.png,"[""direct_overlap_degree=2; total_overlap_pairs=5; above_average_radius_count=4; circles_isolated_after_removal=0; three_plus_overlap_percent=0""]","[""largest circle""]",2,5,4,0,0
overlap_circles_0088_open_q1,overlap_circles_0088.png,"[""direct_overlap_degree=5; total_overlap_pairs=18; above_average_radius_count=5; circles_isolated_after_removal=1; three_plus_overlap_percent=70""]","[""largest circle""]",5,18,5,1,70
overlap_circles_0089_open_q1,overlap_circles_0089.png,"[""direct_overlap_degree=5; total_overlap_pairs=15; above_average_radius_count=5; circles_isolated_after_removal=0; three_plus_overlap_percent=67""]","[""largest circle""]",5,15,5,0,67
overlap_circles_0090_open_q1,overlap_circles_0090.png,"[""direct_overlap_degree=5; total_overlap_pairs=32; above_average_radius_count=7; circles_isolated_after_removal=0; three_plus_overlap_percent=100""]","[""largest circle""]",5,32,7,0,100
overlap_circles_0091_open_q1,overlap_circles_0091.png,"[""direct_overlap_degree=3; total_overlap_pairs=7; above_average_radius_count=3; circles_isolated_after_removal=1; three_plus_overlap_percent=29""]","[""largest circle""]",3,7,3,1,29
overlap_circles_0092_open_q1,overlap_circles_0092.png,"[""direct_overlap_degree=4; total_overlap_pairs=13; above_average_radius_count=5; circles_isolated_after_removal=1; three_plus_overlap_percent=67""]","[""largest circle""]",4,13,5,1,67
overlap_circles_0093_open_q1,overlap_circles_0093.png,"[""direct_overlap_degree=4; total_overlap_pairs=17; above_average_radius_count=4; circles_isolated_after_removal=0; three_plus_overlap_percent=70""]","[""largest circle""]",4,17,4,0,70
overlap_circles_0094_open_q1,overlap_circles_0094.png,"[""direct_overlap_degree=2; total_overlap_pairs=7; above_average_radius_count=2; circles_isolated_after_removal=0; three_plus_overlap_percent=33""]","[""largest circle""]",2,7,2,0,33
overlap_circles_0095_open_q1,overlap_circles_0095.png,"[""direct_overlap_degree=1; total_overlap_pairs=11; above_average_radius_count=5; circles_isolated_after_removal=0; three_plus_overlap_percent=71""]","[""largest circle""]",1,11,5,0,71
overlap_circles_0096_open_q1,overlap_circles_0096.png,"[""direct_overlap_degree=4; total_overlap_pairs=15; above_average_radius_count=3; circles_isolated_after_removal=0; three_plus_overlap_percent=73""]","[""largest circle""]",4,15,3,0,73
overlap_circles_0097_open_q1,overlap_circles_0097.png,"[""direct_overlap_degree=5; total_overlap_pairs=18; above_average_radius_count=6; circles_isolated_after_removal=0; three_plus_overlap_percent=80""]","[""largest circle""]",5,18,6,0,80
overlap_circles_0098_open_q1,overlap_circles_0098.png,"[""direct_overlap_degree=3; total_overlap_pairs=4; above_average_radius_count=3; circles_isolated_after_removal=2; three_plus_overlap_percent=20""]","[""largest circle""]",3,4,3,2,20
overlap_circles_0099_open_q1,overlap_circles_0099.png,"[""direct_overlap_degree=5; total_overlap_pairs=14; above_average_radius_count=3; circles_isolated_after_removal=0; three_plus_overlap_percent=75""]","[""largest circle""]",5,14,3,0,75
overlap_circles_0100_open_q1,overlap_circles_0100.png,"[""direct_overlap_degree=6; total_overlap_pairs=32; above_average_radius_count=7; circles_isolated_after_removal=0; three_plus_overlap_percent=100""]","[""largest circle""]",6,32,7,0,100
overlap_circles_0101_open_q1,overlap_circles_0101.png,"[""direct_overlap_degree=2; total_overlap_pairs=10; above_average_radius_count=4; circles_isolated_after_removal=1; three_plus_overlap_percent=30""]","[""largest circle""]",2,10,4,1,30
overlap_circles_0102_open_q1,overlap_circles_0102.png,"[""direct_overlap_degree=3; total_overlap_pairs=13; above_average_radius_count=5; circles_isolated_after_removal=0; three_plus_overlap_percent=70""]","[""largest circle""]",3,13,5,0,70
overlap_circles_0103_open_q1,overlap_circles_0103.png,"[""direct_overlap_degree=3; total_overlap_pairs=6; above_average_radius_count=3; circles_isolated_after_removal=1; three_plus_overlap_percent=50""]","[""largest circle""]",3,6,3,1,50
overlap_circles_0104_open_q1,overlap_circles_0104.png,"[""direct_overlap_degree=4; total_overlap_pairs=13; above_average_radius_count=3; circles_isolated_after_removal=1; three_plus_overlap_percent=62""]","[""largest circle""]",4,13,3,1,62
overlap_circles_0105_open_q1,overlap_circles_0105.png,"[""direct_overlap_degree=3; total_overlap_pairs=7; above_average_radius_count=3; circles_isolated_after_removal=0; three_plus_overlap_percent=67""]","[""largest circle""]",3,7,3,0,67
overlap_circles_0106_open_q1,overlap_circles_0106.png,"[""direct_overlap_degree=6; total_overlap_pairs=22; above_average_radius_count=5; circles_isolated_after_removal=2; three_plus_overlap_percent=67""]","[""largest circle""]",6,22,5,2,67
overlap_circles_0107_open_q1,overlap_circles_0107.png,"[""direct_overlap_degree=4; total_overlap_pairs=16; above_average_radius_count=5; circles_isolated_after_removal=0; three_plus_overlap_percent=55""]","[""largest circle""]",4,16,5,0,55
overlap_circles_0108_open_q1,overlap_circles_0108.png,"[""direct_overlap_degree=6; total_overlap_pairs=25; above_average_radius_count=5; circles_isolated_after_removal=0; three_plus_overlap_percent=100""]","[""largest circle""]",6,25,5,0,100
overlap_circles_0109_open_q1,overlap_circles_0109.png,"[""direct_overlap_degree=6; total_overlap_pairs=27; above_average_radius_count=7; circles_isolated_after_removal=0; three_plus_overlap_percent=83""]","[""largest circle""]",6,27,7,0,83
overlap_circles_0110_open_q1,overlap_circles_0110.png,"[""direct_overlap_degree=5; total_overlap_pairs=13; above_average_radius_count=3; circles_isolated_after_removal=0; three_plus_overlap_percent=75""]","[""largest circle""]",5,13,3,0,75
overlap_circles_0111_open_q1,overlap_circles_0111.png,"[""direct_overlap_degree=4; total_overlap_pairs=19; above_average_radius_count=7; circles_isolated_after_removal=0; three_plus_overlap_percent=75""]","[""largest circle""]",4,19,7,0,75
overlap_circles_0112_open_q1,overlap_circles_0112.png,"[""direct_overlap_degree=2; total_overlap_pairs=12; above_average_radius_count=3; circles_isolated_after_removal=1; three_plus_overlap_percent=56""]","[""largest circle""]",2,12,3,1,56
overlap_circles_0113_open_q1,overlap_circles_0113.png,"[""direct_overlap_degree=4; total_overlap_pairs=13; above_average_radius_count=5; circles_isolated_after_removal=1; three_plus_overlap_percent=78""]","[""largest circle""]",4,13,5,1,78
overlap_circles_0114_open_q1,overlap_circles_0114.png,"[""direct_overlap_degree=4; total_overlap_pairs=7; above_average_radius_count=2; circles_isolated_after_removal=2; three_plus_overlap_percent=67""]","[""largest circle""]",4,7,2,2,67
overlap_circles_0115_open_q1,overlap_circles_0115.png,"[""direct_overlap_degree=3; total_overlap_pairs=7; above_average_radius_count=2; circles_isolated_after_removal=1; three_plus_overlap_percent=50""]","[""largest circle""]",3,7,2,1,50
overlap_circles_0116_open_q1,overlap_circles_0116.png,"[""direct_overlap_degree=4; total_overlap_pairs=11; above_average_radius_count=5; circles_isolated_after_removal=0; three_plus_overlap_percent=44""]","[""largest circle""]",4,11,5,0,44
overlap_circles_0117_open_q1,overlap_circles_0117.png,"[""direct_overlap_degree=4; total_overlap_pairs=8; above_average_radius_count=4; circles_isolated_after_removal=1; three_plus_overlap_percent=57""]","[""largest circle""]",4,8,4,1,57
overlap_circles_0118_open_q1,overlap_circles_0118.png,"[""direct_overlap_degree=4; total_overlap_pairs=13; above_average_radius_count=3; circles_isolated_after_removal=1; three_plus_overlap_percent=67""]","[""largest circle""]",4,13,3,1,67
overlap_circles_0119_open_q1,overlap_circles_0119.png,"[""direct_overlap_degree=4; total_overlap_pairs=27; above_average_radius_count=5; circles_isolated_after_removal=0; three_plus_overlap_percent=91""]","[""largest circle""]",4,27,5,0,91
overlap_circles_0120_open_q1,overlap_circles_0120.png,"[""direct_overlap_degree=5; total_overlap_pairs=13; above_average_radius_count=3; circles_isolated_after_removal=0; three_plus_overlap_percent=62""]","[""largest circle""]",5,13,3,0,62
overlap_circles_0121_open_q1,overlap_circles_0121.png,"[""direct_overlap_degree=5; total_overlap_pairs=17; above_average_radius_count=5; circles_isolated_after_removal=0; three_plus_overlap_percent=64""]","[""largest circle""]",5,17,5,0,64
