task,image,prompt,groundtruth,metadata
Basic Relational Reasoning,physical_stability_0004.png,"Is block B's center of mass positioned to the left, right, or directly above the center of block A, which it rests on?",left,"{""counterfactual_scenario"":""stable_remains_stable"",""difficulty_score"":0.56,""is_stable"":true,""largest_offset_block"":""C"",""level2_upper_block"":""B"",""num_blocks"":3,""seed"":4,""tipping_joint"":null}"
Comparative Reasoning,physical_stability_0004.png,Which block has the largest absolute horizontal center offset from the block directly beneath it? Answer with the letter.,C,"{""counterfactual_scenario"":""stable_remains_stable"",""difficulty_score"":0.56,""is_stable"":true,""largest_offset_block"":""C"",""level2_upper_block"":""B"",""num_blocks"":3,""seed"":4,""tipping_joint"":null}"
Compound Reasoning,physical_stability_0004.png,"Is this entire stack stable, or will it tip over? If it tips, state the lowest joint at which it first becomes unstable.",stable,"{""counterfactual_scenario"":""stable_remains_stable"",""difficulty_score"":0.56,""is_stable"":true,""largest_offset_block"":""C"",""level2_upper_block"":""B"",""num_blocks"":3,""seed"":4,""tipping_joint"":null}"
Extrapolative/Counterfactual Reasoning,physical_stability_0004.png,"If topmost block C were removed, would the remaining stack be stable or unstable? Answer accordingly and briefly state the center-of-mass reason.","stable; after removing block C, every cumulative center of mass remains within its supporting base","{""counterfactual_scenario"":""stable_remains_stable"",""difficulty_score"":0.56,""is_stable"":true,""largest_offset_block"":""C"",""level2_upper_block"":""B"",""num_blocks"":3,""seed"":4,""tipping_joint"":null}"
Image Description,physical_stability_0005.png,How many blocks are in this stack?,5,"{""counterfactual_scenario"":""stable_becomes_unstable"",""difficulty_score"":0.84,""is_stable"":true,""largest_offset_block"":""E"",""level2_upper_block"":""D"",""num_blocks"":5,""seed"":5,""tipping_joint"":null}"
Basic Relational Reasoning,physical_stability_0005.png,"Is block D's center of mass positioned to the left, right, or directly above the center of block C, which it rests on?",directly above,"{""counterfactual_scenario"":""stable_becomes_unstable"",""difficulty_score"":0.84,""is_stable"":true,""largest_offset_block"":""E"",""level2_upper_block"":""D"",""num_blocks"":5,""seed"":5,""tipping_joint"":null}"
Comparative Reasoning,physical_stability_0005.png,Which block has the largest absolute horizontal center offset from the block directly beneath it? Answer with the letter.,E,"{""counterfactual_scenario"":""stable_becomes_unstable"",""difficulty_score"":0.84,""is_stable"":true,""largest_offset_block"":""E"",""level2_upper_block"":""D"",""num_blocks"":5,""seed"":5,""tipping_joint"":null}"
Compound Reasoning,physical_stability_0005.png,"Is this entire stack stable, or will it tip over? If it tips, state the lowest joint at which it first becomes unstable.",stable,"{""counterfactual_scenario"":""stable_becomes_unstable"",""difficulty_score"":0.84,""is_stable"":true,""largest_offset_block"":""E"",""level2_upper_block"":""D"",""num_blocks"":5,""seed"":5,""tipping_joint"":null}"
Extrapolative/Counterfactual Reasoning,physical_stability_0005.png,"If topmost block E were removed, would the remaining stack be stable or unstable? Answer accordingly and briefly state the center-of-mass reason.","unstable; after removing block E, the cumulative center of mass at the joint between block B and block A lies outside its supporting base","{""counterfactual_scenario"":""stable_becomes_unstable"",""difficulty_score"":0.84,""is_stable"":true,""largest_offset_block"":""E"",""level2_upper_block"":""D"",""num_blocks"":5,""seed"":5,""tipping_joint"":null}"
Image Description,physical_stability_0006.png,How many blocks are in this stack?,2,"{""counterfactual_scenario"":""unstable_becomes_stable"",""difficulty_score"":0.55,""is_stable"":false,""largest_offset_block"":""B"",""level2_upper_block"":""B"",""num_blocks"":2,""seed"":6,""tipping_joint"":""B""}"
Basic Relational Reasoning,physical_stability_0006.png,"Is block B's center of mass positioned to the left, right, or directly above the center of block A, which it rests on?",right,"{""counterfactual_scenario"":""unstable_becomes_stable"",""difficulty_score"":0.55,""is_stable"":false,""largest_offset_block"":""B"",""level2_upper_block"":""B"",""num_blocks"":2,""seed"":6,""tipping_joint"":""B""}"
Comparative Reasoning,physical_stability_0006.png,Which block has the largest absolute horizontal center offset from the block directly beneath it? Answer with the letter.,B,"{""counterfactual_scenario"":""unstable_becomes_stable"",""difficulty_score"":0.55,""is_stable"":false,""largest_offset_block"":""B"",""level2_upper_block"":""B"",""num_blocks"":2,""seed"":6,""tipping_joint"":""B""}"
Compound Reasoning,physical_stability_0006.png,"Is this entire stack stable, or will it tip over? If it tips, state the lowest joint at which it first becomes unstable.",tips between block B and block A,"{""counterfactual_scenario"":""unstable_becomes_stable"",""difficulty_score"":0.55,""is_stable"":false,""largest_offset_block"":""B"",""level2_upper_block"":""B"",""num_blocks"":2,""seed"":6,""tipping_joint"":""B""}"
Extrapolative/Counterfactual Reasoning,physical_stability_0006.png,"If topmost block B were removed, would the remaining stack be stable or unstable? Answer accordingly and briefly state the center-of-mass reason.","stable; after removing block B, every cumulative center of mass remains within its supporting base","{""counterfactual_scenario"":""unstable_becomes_stable"",""difficulty_score"":0.55,""is_stable"":false,""largest_offset_block"":""B"",""level2_upper_block"":""B"",""num_blocks"":2,""seed"":6,""tipping_joint"":""B""}"
Image Description,physical_stability_0007.png,How many blocks are in this stack?,4,"{""counterfactual_scenario"":""unstable_remains_unstable"",""difficulty_score"":0.83,""is_stable"":false,""largest_offset_block"":""C"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":7,""tipping_joint"":""C""}"
Basic Relational Reasoning,physical_stability_0007.png,"Is block C's center of mass positioned to the left, right, or directly above the center of block B, which it rests on?",right,"{""counterfactual_scenario"":""unstable_remains_unstable"",""difficulty_score"":0.83,""is_stable"":false,""largest_offset_block"":""C"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":7,""tipping_joint"":""C""}"
Comparative Reasoning,physical_stability_0007.png,Which block has the largest absolute horizontal center offset from the block directly beneath it? Answer with the letter.,C,"{""counterfactual_scenario"":""unstable_remains_unstable"",""difficulty_score"":0.83,""is_stable"":false,""largest_offset_block"":""C"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":7,""tipping_joint"":""C""}"
Compound Reasoning,physical_stability_0007.png,"Is this entire stack stable, or will it tip over? If it tips, state the lowest joint at which it first becomes unstable.",tips between block C and block B,"{""counterfactual_scenario"":""unstable_remains_unstable"",""difficulty_score"":0.83,""is_stable"":false,""largest_offset_block"":""C"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":7,""tipping_joint"":""C""}"
Extrapolative/Counterfactual Reasoning,physical_stability_0007.png,"If topmost block D were removed, would the remaining stack be stable or unstable? Answer accordingly and briefly state the center-of-mass reason.","unstable; after removing block D, the cumulative center of mass at the joint between block C and block B lies outside its supporting base","{""counterfactual_scenario"":""unstable_remains_unstable"",""difficulty_score"":0.83,""is_stable"":false,""largest_offset_block"":""C"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":7,""tipping_joint"":""C""}"
Image Description,physical_stability_0008.png,How many blocks are in this stack?,3,"{""counterfactual_scenario"":""stable_remains_stable"",""difficulty_score"":0.56,""is_stable"":true,""largest_offset_block"":""C"",""level2_upper_block"":""B"",""num_blocks"":3,""seed"":8,""tipping_joint"":null}"
Basic Relational Reasoning,physical_stability_0008.png,"Is block B's center of mass positioned to the left, right, or directly above the center of block A, which it rests on?",left,"{""counterfactual_scenario"":""stable_remains_stable"",""difficulty_score"":0.56,""is_stable"":true,""largest_offset_block"":""C"",""level2_upper_block"":""B"",""num_blocks"":3,""seed"":8,""tipping_joint"":null}"
Comparative Reasoning,physical_stability_0008.png,Which block has the largest absolute horizontal center offset from the block directly beneath it? Answer with the letter.,C,"{""counterfactual_scenario"":""stable_remains_stable"",""difficulty_score"":0.56,""is_stable"":true,""largest_offset_block"":""C"",""level2_upper_block"":""B"",""num_blocks"":3,""seed"":8,""tipping_joint"":null}"
Compound Reasoning,physical_stability_0008.png,"Is this entire stack stable, or will it tip over? If it tips, state the lowest joint at which it first becomes unstable.",stable,"{""counterfactual_scenario"":""stable_remains_stable"",""difficulty_score"":0.56,""is_stable"":true,""largest_offset_block"":""C"",""level2_upper_block"":""B"",""num_blocks"":3,""seed"":8,""tipping_joint"":null}"
Extrapolative/Counterfactual Reasoning,physical_stability_0008.png,"If topmost block C were removed, would the remaining stack be stable or unstable? Answer accordingly and briefly state the center-of-mass reason.","stable; after removing block C, every cumulative center of mass remains within its supporting base","{""counterfactual_scenario"":""stable_remains_stable"",""difficulty_score"":0.56,""is_stable"":true,""largest_offset_block"":""C"",""level2_upper_block"":""B"",""num_blocks"":3,""seed"":8,""tipping_joint"":null}"
Image Description,physical_stability_0009.png,How many blocks are in this stack?,4,"{""counterfactual_scenario"":""stable_becomes_unstable"",""difficulty_score"":0.75,""is_stable"":true,""largest_offset_block"":""D"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":9,""tipping_joint"":null}"
Basic Relational Reasoning,physical_stability_0009.png,"Is block C's center of mass positioned to the left, right, or directly above the center of block B, which it rests on?",directly above,"{""counterfactual_scenario"":""stable_becomes_unstable"",""difficulty_score"":0.75,""is_stable"":true,""largest_offset_block"":""D"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":9,""tipping_joint"":null}"
Comparative Reasoning,physical_stability_0009.png,Which block has the largest absolute horizontal center offset from the block directly beneath it? Answer with the letter.,D,"{""counterfactual_scenario"":""stable_becomes_unstable"",""difficulty_score"":0.75,""is_stable"":true,""largest_offset_block"":""D"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":9,""tipping_joint"":null}"
Compound Reasoning,physical_stability_0009.png,"Is this entire stack stable, or will it tip over? If it tips, state the lowest joint at which it first becomes unstable.",stable,"{""counterfactual_scenario"":""stable_becomes_unstable"",""difficulty_score"":0.75,""is_stable"":true,""largest_offset_block"":""D"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":9,""tipping_joint"":null}"
Extrapolative/Counterfactual Reasoning,physical_stability_0009.png,"If topmost block D were removed, would the remaining stack be stable or unstable? Answer accordingly and briefly state the center-of-mass reason.","unstable; after removing block D, the cumulative center of mass at the joint between block B and block A lies outside its supporting base","{""counterfactual_scenario"":""stable_becomes_unstable"",""difficulty_score"":0.75,""is_stable"":true,""largest_offset_block"":""D"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":9,""tipping_joint"":null}"
Image Description,physical_stability_0010.png,How many blocks are in this stack?,2,"{""counterfactual_scenario"":""unstable_becomes_stable"",""difficulty_score"":0.55,""is_stable"":false,""largest_offset_block"":""B"",""level2_upper_block"":""B"",""num_blocks"":2,""seed"":10,""tipping_joint"":""B""}"
Basic Relational Reasoning,physical_stability_0010.png,"Is block B's center of mass positioned to the left, right, or directly above the center of block A, which it rests on?",right,"{""counterfactual_scenario"":""unstable_becomes_stable"",""difficulty_score"":0.55,""is_stable"":false,""largest_offset_block"":""B"",""level2_upper_block"":""B"",""num_blocks"":2,""seed"":10,""tipping_joint"":""B""}"
Comparative Reasoning,physical_stability_0010.png,Which block has the largest absolute horizontal center offset from the block directly beneath it? Answer with the letter.,B,"{""counterfactual_scenario"":""unstable_becomes_stable"",""difficulty_score"":0.55,""is_stable"":false,""largest_offset_block"":""B"",""level2_upper_block"":""B"",""num_blocks"":2,""seed"":10,""tipping_joint"":""B""}"
Compound Reasoning,physical_stability_0010.png,"Is this entire stack stable, or will it tip over? If it tips, state the lowest joint at which it first becomes unstable.",tips between block B and block A,"{""counterfactual_scenario"":""unstable_becomes_stable"",""difficulty_score"":0.55,""is_stable"":false,""largest_offset_block"":""B"",""level2_upper_block"":""B"",""num_blocks"":2,""seed"":10,""tipping_joint"":""B""}"
Extrapolative/Counterfactual Reasoning,physical_stability_0010.png,"If topmost block B were removed, would the remaining stack be stable or unstable? Answer accordingly and briefly state the center-of-mass reason.","stable; after removing block B, every cumulative center of mass remains within its supporting base","{""counterfactual_scenario"":""unstable_becomes_stable"",""difficulty_score"":0.55,""is_stable"":false,""largest_offset_block"":""B"",""level2_upper_block"":""B"",""num_blocks"":2,""seed"":10,""tipping_joint"":""B""}"
Image Description,physical_stability_0011.png,How many blocks are in this stack?,4,"{""counterfactual_scenario"":""unstable_remains_unstable"",""difficulty_score"":0.83,""is_stable"":false,""largest_offset_block"":""C"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":11,""tipping_joint"":""C""}"
Basic Relational Reasoning,physical_stability_0011.png,"Is block C's center of mass positioned to the left, right, or directly above the center of block B, which it rests on?",right,"{""counterfactual_scenario"":""unstable_remains_unstable"",""difficulty_score"":0.83,""is_stable"":false,""largest_offset_block"":""C"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":11,""tipping_joint"":""C""}"
Comparative Reasoning,physical_stability_0011.png,Which block has the largest absolute horizontal center offset from the block directly beneath it? Answer with the letter.,C,"{""counterfactual_scenario"":""unstable_remains_unstable"",""difficulty_score"":0.83,""is_stable"":false,""largest_offset_block"":""C"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":11,""tipping_joint"":""C""}"
Compound Reasoning,physical_stability_0011.png,"Is this entire stack stable, or will it tip over? If it tips, state the lowest joint at which it first becomes unstable.",tips between block C and block B,"{""counterfactual_scenario"":""unstable_remains_unstable"",""difficulty_score"":0.83,""is_stable"":false,""largest_offset_block"":""C"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":11,""tipping_joint"":""C""}"
Extrapolative/Counterfactual Reasoning,physical_stability_0011.png,"If topmost block D were removed, would the remaining stack be stable or unstable? Answer accordingly and briefly state the center-of-mass reason.","unstable; after removing block D, the cumulative center of mass at the joint between block C and block B lies outside its supporting base","{""counterfactual_scenario"":""unstable_remains_unstable"",""difficulty_score"":0.83,""is_stable"":false,""largest_offset_block"":""C"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":11,""tipping_joint"":""C""}"
Image Description,physical_stability_0012.png,How many blocks are in this stack?,5,"{""counterfactual_scenario"":""stable_remains_stable"",""difficulty_score"":0.74,""is_stable"":true,""largest_offset_block"":""E"",""level2_upper_block"":""E"",""num_blocks"":5,""seed"":12,""tipping_joint"":null}"
Basic Relational Reasoning,physical_stability_0012.png,"Is block E's center of mass positioned to the left, right, or directly above the center of block D, which it rests on?",left,"{""counterfactual_scenario"":""stable_remains_stable"",""difficulty_score"":0.74,""is_stable"":true,""largest_offset_block"":""E"",""level2_upper_block"":""E"",""num_blocks"":5,""seed"":12,""tipping_joint"":null}"
Comparative Reasoning,physical_stability_0012.png,Which block has the largest absolute horizontal center offset from the block directly beneath it? Answer with the letter.,E,"{""counterfactual_scenario"":""stable_remains_stable"",""difficulty_score"":0.74,""is_stable"":true,""largest_offset_block"":""E"",""level2_upper_block"":""E"",""num_blocks"":5,""seed"":12,""tipping_joint"":null}"
Compound Reasoning,physical_stability_0012.png,"Is this entire stack stable, or will it tip over? If it tips, state the lowest joint at which it first becomes unstable.",stable,"{""counterfactual_scenario"":""stable_remains_stable"",""difficulty_score"":0.74,""is_stable"":true,""largest_offset_block"":""E"",""level2_upper_block"":""E"",""num_blocks"":5,""seed"":12,""tipping_joint"":null}"
Extrapolative/Counterfactual Reasoning,physical_stability_0012.png,"If topmost block E were removed, would the remaining stack be stable or unstable? Answer accordingly and briefly state the center-of-mass reason.","stable; after removing block E, every cumulative center of mass remains within its supporting base","{""counterfactual_scenario"":""stable_remains_stable"",""difficulty_score"":0.74,""is_stable"":true,""largest_offset_block"":""E"",""level2_upper_block"":""E"",""num_blocks"":5,""seed"":12,""tipping_joint"":null}"
Image Description,physical_stability_0013.png,How many blocks are in this stack?,4,"{""counterfactual_scenario"":""stable_becomes_unstable"",""difficulty_score"":0.75,""is_stable"":true,""largest_offset_block"":""D"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":13,""tipping_joint"":null}"
Basic Relational Reasoning,physical_stability_0013.png,"Is block C's center of mass positioned to the left, right, or directly above the center of block B, which it rests on?",directly above,"{""counterfactual_scenario"":""stable_becomes_unstable"",""difficulty_score"":0.75,""is_stable"":true,""largest_offset_block"":""D"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":13,""tipping_joint"":null}"
Comparative Reasoning,physical_stability_0013.png,Which block has the largest absolute horizontal center offset from the block directly beneath it? Answer with the letter.,D,"{""counterfactual_scenario"":""stable_becomes_unstable"",""difficulty_score"":0.75,""is_stable"":true,""largest_offset_block"":""D"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":13,""tipping_joint"":null}"
Compound Reasoning,physical_stability_0013.png,"Is this entire stack stable, or will it tip over? If it tips, state the lowest joint at which it first becomes unstable.",stable,"{""counterfactual_scenario"":""stable_becomes_unstable"",""difficulty_score"":0.75,""is_stable"":true,""largest_offset_block"":""D"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":13,""tipping_joint"":null}"
Extrapolative/Counterfactual Reasoning,physical_stability_0013.png,"If topmost block D were removed, would the remaining stack be stable or unstable? Answer accordingly and briefly state the center-of-mass reason.","unstable; after removing block D, the cumulative center of mass at the joint between block B and block A lies outside its supporting base","{""counterfactual_scenario"":""stable_becomes_unstable"",""difficulty_score"":0.75,""is_stable"":true,""largest_offset_block"":""D"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":13,""tipping_joint"":null}"
Image Description,physical_stability_0014.png,How many blocks are in this stack?,2,"{""counterfactual_scenario"":""unstable_becomes_stable"",""difficulty_score"":0.55,""is_stable"":false,""largest_offset_block"":""B"",""level2_upper_block"":""B"",""num_blocks"":2,""seed"":14,""tipping_joint"":""B""}"
Basic Relational Reasoning,physical_stability_0014.png,"Is block B's center of mass positioned to the left, right, or directly above the center of block A, which it rests on?",right,"{""counterfactual_scenario"":""unstable_becomes_stable"",""difficulty_score"":0.55,""is_stable"":false,""largest_offset_block"":""B"",""level2_upper_block"":""B"",""num_blocks"":2,""seed"":14,""tipping_joint"":""B""}"
Comparative Reasoning,physical_stability_0014.png,Which block has the largest absolute horizontal center offset from the block directly beneath it? Answer with the letter.,B,"{""counterfactual_scenario"":""unstable_becomes_stable"",""difficulty_score"":0.55,""is_stable"":false,""largest_offset_block"":""B"",""level2_upper_block"":""B"",""num_blocks"":2,""seed"":14,""tipping_joint"":""B""}"
Compound Reasoning,physical_stability_0014.png,"Is this entire stack stable, or will it tip over? If it tips, state the lowest joint at which it first becomes unstable.",tips between block B and block A,"{""counterfactual_scenario"":""unstable_becomes_stable"",""difficulty_score"":0.55,""is_stable"":false,""largest_offset_block"":""B"",""level2_upper_block"":""B"",""num_blocks"":2,""seed"":14,""tipping_joint"":""B""}"
Extrapolative/Counterfactual Reasoning,physical_stability_0014.png,"If topmost block B were removed, would the remaining stack be stable or unstable? Answer accordingly and briefly state the center-of-mass reason.","stable; after removing block B, every cumulative center of mass remains within its supporting base","{""counterfactual_scenario"":""unstable_becomes_stable"",""difficulty_score"":0.55,""is_stable"":false,""largest_offset_block"":""B"",""level2_upper_block"":""B"",""num_blocks"":2,""seed"":14,""tipping_joint"":""B""}"
Image Description,physical_stability_0015.png,How many blocks are in this stack?,3,"{""counterfactual_scenario"":""unstable_remains_unstable"",""difficulty_score"":0.74,""is_stable"":false,""largest_offset_block"":""B"",""level2_upper_block"":""B"",""num_blocks"":3,""seed"":15,""tipping_joint"":""B""}"
Basic Relational Reasoning,physical_stability_0015.png,"Is block B's center of mass positioned to the left, right, or directly above the center of block A, which it rests on?",right,"{""counterfactual_scenario"":""unstable_remains_unstable"",""difficulty_score"":0.74,""is_stable"":false,""largest_offset_block"":""B"",""level2_upper_block"":""B"",""num_blocks"":3,""seed"":15,""tipping_joint"":""B""}"
Comparative Reasoning,physical_stability_0015.png,Which block has the largest absolute horizontal center offset from the block directly beneath it? Answer with the letter.,B,"{""counterfactual_scenario"":""unstable_remains_unstable"",""difficulty_score"":0.74,""is_stable"":false,""largest_offset_block"":""B"",""level2_upper_block"":""B"",""num_blocks"":3,""seed"":15,""tipping_joint"":""B""}"
Compound Reasoning,physical_stability_0015.png,"Is this entire stack stable, or will it tip over? If it tips, state the lowest joint at which it first becomes unstable.",tips between block B and block A,"{""counterfactual_scenario"":""unstable_remains_unstable"",""difficulty_score"":0.74,""is_stable"":false,""largest_offset_block"":""B"",""level2_upper_block"":""B"",""num_blocks"":3,""seed"":15,""tipping_joint"":""B""}"
Extrapolative/Counterfactual Reasoning,physical_stability_0015.png,"If topmost block C were removed, would the remaining stack be stable or unstable? Answer accordingly and briefly state the center-of-mass reason.","unstable; after removing block C, the cumulative center of mass at the joint between block B and block A lies outside its supporting base","{""counterfactual_scenario"":""unstable_remains_unstable"",""difficulty_score"":0.74,""is_stable"":false,""largest_offset_block"":""B"",""level2_upper_block"":""B"",""num_blocks"":3,""seed"":15,""tipping_joint"":""B""}"
Image Description,physical_stability_0016.png,How many blocks are in this stack?,4,"{""counterfactual_scenario"":""stable_remains_stable"",""difficulty_score"":0.65,""is_stable"":true,""largest_offset_block"":""D"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":16,""tipping_joint"":null}"
Basic Relational Reasoning,physical_stability_0016.png,"Is block C's center of mass positioned to the left, right, or directly above the center of block B, which it rests on?",left,"{""counterfactual_scenario"":""stable_remains_stable"",""difficulty_score"":0.65,""is_stable"":true,""largest_offset_block"":""D"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":16,""tipping_joint"":null}"
Comparative Reasoning,physical_stability_0016.png,Which block has the largest absolute horizontal center offset from the block directly beneath it? Answer with the letter.,D,"{""counterfactual_scenario"":""stable_remains_stable"",""difficulty_score"":0.65,""is_stable"":true,""largest_offset_block"":""D"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":16,""tipping_joint"":null}"
Compound Reasoning,physical_stability_0016.png,"Is this entire stack stable, or will it tip over? If it tips, state the lowest joint at which it first becomes unstable.",stable,"{""counterfactual_scenario"":""stable_remains_stable"",""difficulty_score"":0.65,""is_stable"":true,""largest_offset_block"":""D"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":16,""tipping_joint"":null}"
Extrapolative/Counterfactual Reasoning,physical_stability_0016.png,"If topmost block D were removed, would the remaining stack be stable or unstable? Answer accordingly and briefly state the center-of-mass reason.","stable; after removing block D, every cumulative center of mass remains within its supporting base","{""counterfactual_scenario"":""stable_remains_stable"",""difficulty_score"":0.65,""is_stable"":true,""largest_offset_block"":""D"",""level2_upper_block"":""C"",""num_blocks"":4,""seed"":16,""tipping_joint"":null}"
