question_id,image,acceptance_set,targets,target_color,target_type,target_shadow_direction,target_shadow_length,longest_shadow_colors
shadow_inference_0034_open_q1,shadow_inference_0034.png,"[""target_color=purple; target_type=cone; target_shadow_direction=right; target_shadow_length=46.1; longest_shadow_colors=['purple']""]","[""purple""]",purple,cone,right,46.1,"[""purple""]"
shadow_inference_0035_open_q1,shadow_inference_0035.png,"[""target_color=blue; target_type=cone; target_shadow_direction=right; target_shadow_length=116.9; longest_shadow_colors=['blue']""]","[""blue""]",blue,cone,right,116.9,"[""blue""]"
shadow_inference_0036_open_q1,shadow_inference_0036.png,"[""target_color=purple; target_type=cylinder; target_shadow_direction=upper-left; target_shadow_length=56.2; longest_shadow_colors=['purple']""]","[""purple""]",purple,cylinder,upper-left,56.2,"[""purple""]"
shadow_inference_0037_open_q1,shadow_inference_0037.png,"[""target_color=orange; target_type=cone; target_shadow_direction=left; target_shadow_length=105.6; longest_shadow_colors=['orange']""]","[""orange""]",orange,cone,left,105.6,"[""orange""]"
shadow_inference_0038_open_q1,shadow_inference_0038.png,"[""target_color=orange; target_type=cone; target_shadow_direction=right; target_shadow_length=78.7; longest_shadow_colors=['orange']""]","[""orange""]",orange,cone,right,78.7,"[""orange""]"
shadow_inference_0039_open_q1,shadow_inference_0039.png,"[""target_color=purple; target_type=cube; target_shadow_direction=left; target_shadow_length=117.7; longest_shadow_colors=['purple']""]","[""purple""]",purple,cube,left,117.7,"[""purple""]"
shadow_inference_0040_open_q1,shadow_inference_0040.png,"[""target_color=purple; target_type=sphere; target_shadow_direction=upper-right; target_shadow_length=30.0; longest_shadow_colors=['blue']""]","[""purple""]",purple,sphere,upper-right,30.0,"[""blue""]"
shadow_inference_0041_open_q1,shadow_inference_0041.png,"[""target_color=teal; target_type=cylinder; target_shadow_direction=upper-right; target_shadow_length=31.2; longest_shadow_colors=['blue']""]","[""teal""]",teal,cylinder,upper-right,31.2,"[""blue""]"
shadow_inference_0042_open_q1,shadow_inference_0042.png,"[""target_color=blue; target_type=cube; target_shadow_direction=left; target_shadow_length=49.4; longest_shadow_colors=['blue']""]","[""blue""]",blue,cube,left,49.4,"[""blue""]"
shadow_inference_0043_open_q1,shadow_inference_0043.png,"[""target_color=teal; target_type=cube; target_shadow_direction=right; target_shadow_length=61.4; longest_shadow_colors=['teal']""]","[""teal""]",teal,cube,right,61.4,"[""teal""]"
shadow_inference_0044_open_q1,shadow_inference_0044.png,"[""target_color=blue; target_type=cube; target_shadow_direction=right; target_shadow_length=116.5; longest_shadow_colors=['blue']""]","[""blue""]",blue,cube,right,116.5,"[""blue""]"
shadow_inference_0045_open_q1,shadow_inference_0045.png,"[""target_color=orange; target_type=cube; target_shadow_direction=upper-left; target_shadow_length=146.7; longest_shadow_colors=['orange']""]","[""orange""]",orange,cube,upper-left,146.7,"[""orange""]"
shadow_inference_0046_open_q1,shadow_inference_0046.png,"[""target_color=blue; target_type=cone; target_shadow_direction=left; target_shadow_length=46.6; longest_shadow_colors=['blue']""]","[""blue""]",blue,cone,left,46.6,"[""blue""]"
shadow_inference_0047_open_q1,shadow_inference_0047.png,"[""target_color=orange; target_type=cylinder; target_shadow_direction=right; target_shadow_length=90.6; longest_shadow_colors=['orange']""]","[""orange""]",orange,cylinder,right,90.6,"[""orange""]"
shadow_inference_0048_open_q1,shadow_inference_0048.png,"[""target_color=orange; target_type=sphere; target_shadow_direction=left; target_shadow_length=87.3; longest_shadow_colors=['orange']""]","[""orange""]",orange,sphere,left,87.3,"[""orange""]"
shadow_inference_0049_open_q1,shadow_inference_0049.png,"[""target_color=purple; target_type=cone; target_shadow_direction=upper-left; target_shadow_length=60.8; longest_shadow_colors=['teal']""]","[""purple""]",purple,cone,upper-left,60.8,"[""teal""]"
shadow_inference_0050_open_q1,shadow_inference_0050.png,"[""target_color=blue; target_type=cone; target_shadow_direction=right; target_shadow_length=110.3; longest_shadow_colors=['blue']""]","[""blue""]",blue,cone,right,110.3,"[""blue""]"
shadow_inference_0051_open_q1,shadow_inference_0051.png,"[""target_color=purple; target_type=cone; target_shadow_direction=upper-right; target_shadow_length=71.5; longest_shadow_colors=['purple']""]","[""purple""]",purple,cone,upper-right,71.5,"[""purple""]"
shadow_inference_0052_open_q1,shadow_inference_0052.png,"[""target_color=blue; target_type=cube; target_shadow_direction=right; target_shadow_length=74.3; longest_shadow_colors=['blue']""]","[""blue""]",blue,cube,right,74.3,"[""blue""]"
shadow_inference_0053_open_q1,shadow_inference_0053.png,"[""target_color=orange; target_type=cone; target_shadow_direction=right; target_shadow_length=59.0; longest_shadow_colors=['orange']""]","[""orange""]",orange,cone,right,59.0,"[""orange""]"
shadow_inference_0054_open_q1,shadow_inference_0054.png,"[""target_color=blue; target_type=cone; target_shadow_direction=right; target_shadow_length=95.7; longest_shadow_colors=['blue']""]","[""blue""]",blue,cone,right,95.7,"[""blue""]"
shadow_inference_0055_open_q1,shadow_inference_0055.png,"[""target_color=purple; target_type=cylinder; target_shadow_direction=left; target_shadow_length=88.4; longest_shadow_colors=['purple']""]","[""purple""]",purple,cylinder,left,88.4,"[""purple""]"
shadow_inference_0056_open_q1,shadow_inference_0056.png,"[""target_color=teal; target_type=sphere; target_shadow_direction=right; target_shadow_length=121.0; longest_shadow_colors=['teal']""]","[""teal""]",teal,sphere,right,121.0,"[""teal""]"
shadow_inference_0057_open_q1,shadow_inference_0057.png,"[""target_color=purple; target_type=cylinder; target_shadow_direction=left; target_shadow_length=39.5; longest_shadow_colors=['blue']""]","[""purple""]",purple,cylinder,left,39.5,"[""blue""]"
shadow_inference_0058_open_q1,shadow_inference_0058.png,"[""target_color=teal; target_type=cone; target_shadow_direction=left; target_shadow_length=96.0; longest_shadow_colors=['teal']""]","[""teal""]",teal,cone,left,96.0,"[""teal""]"
shadow_inference_0059_open_q1,shadow_inference_0059.png,"[""target_color=blue; target_type=cylinder; target_shadow_direction=left; target_shadow_length=54.7; longest_shadow_colors=['blue']""]","[""blue""]",blue,cylinder,left,54.7,"[""blue""]"
shadow_inference_0060_open_q1,shadow_inference_0060.png,"[""target_color=purple; target_type=cube; target_shadow_direction=upper-right; target_shadow_length=43.8; longest_shadow_colors=['purple']""]","[""purple""]",purple,cube,upper-right,43.8,"[""purple""]"
shadow_inference_0061_open_q1,shadow_inference_0061.png,"[""target_color=purple; target_type=cone; target_shadow_direction=right; target_shadow_length=68.7; longest_shadow_colors=['orange']""]","[""purple""]",purple,cone,right,68.7,"[""orange""]"
shadow_inference_0062_open_q1,shadow_inference_0062.png,"[""target_color=orange; target_type=sphere; target_shadow_direction=upper-right; target_shadow_length=81.7; longest_shadow_colors=['orange']""]","[""orange""]",orange,sphere,upper-right,81.7,"[""orange""]"
shadow_inference_0063_open_q1,shadow_inference_0063.png,"[""target_color=purple; target_type=sphere; target_shadow_direction=left; target_shadow_length=126.2; longest_shadow_colors=['orange']""]","[""purple""]",purple,sphere,left,126.2,"[""orange""]"
shadow_inference_0064_open_q1,shadow_inference_0064.png,"[""target_color=blue; target_type=cube; target_shadow_direction=left; target_shadow_length=107.7; longest_shadow_colors=['blue']""]","[""blue""]",blue,cube,left,107.7,"[""blue""]"
shadow_inference_0065_open_q1,shadow_inference_0065.png,"[""target_color=teal; target_type=cylinder; target_shadow_direction=right; target_shadow_length=72.7; longest_shadow_colors=['teal']""]","[""teal""]",teal,cylinder,right,72.7,"[""teal""]"
shadow_inference_0066_open_q1,shadow_inference_0066.png,"[""target_color=teal; target_type=cube; target_shadow_direction=right; target_shadow_length=56.5; longest_shadow_colors=['teal']""]","[""teal""]",teal,cube,right,56.5,"[""teal""]"
shadow_inference_0067_open_q1,shadow_inference_0067.png,"[""target_color=blue; target_type=cube; target_shadow_direction=upper-right; target_shadow_length=71.0; longest_shadow_colors=['blue']""]","[""blue""]",blue,cube,upper-right,71.0,"[""blue""]"
shadow_inference_0068_open_q1,shadow_inference_0068.png,"[""target_color=orange; target_type=cube; target_shadow_direction=left; target_shadow_length=115.3; longest_shadow_colors=['orange']""]","[""orange""]",orange,cube,left,115.3,"[""orange""]"
shadow_inference_0069_open_q1,shadow_inference_0069.png,"[""target_color=teal; target_type=sphere; target_shadow_direction=right; target_shadow_length=44.1; longest_shadow_colors=['purple']""]","[""teal""]",teal,sphere,right,44.1,"[""purple""]"
shadow_inference_0070_open_q1,shadow_inference_0070.png,"[""target_color=teal; target_type=cone; target_shadow_direction=upper-left; target_shadow_length=61.1; longest_shadow_colors=['teal']""]","[""teal""]",teal,cone,upper-left,61.1,"[""teal""]"
shadow_inference_0071_open_q1,shadow_inference_0071.png,"[""target_color=blue; target_type=cylinder; target_shadow_direction=left; target_shadow_length=117.7; longest_shadow_colors=['blue']""]","[""blue""]",blue,cylinder,left,117.7,"[""blue""]"
shadow_inference_0072_open_q1,shadow_inference_0072.png,"[""target_color=orange; target_type=sphere; target_shadow_direction=right; target_shadow_length=65.3; longest_shadow_colors=['orange']""]","[""orange""]",orange,sphere,right,65.3,"[""orange""]"
shadow_inference_0073_open_q1,shadow_inference_0073.png,"[""target_color=purple; target_type=cylinder; target_shadow_direction=right; target_shadow_length=81.4; longest_shadow_colors=['purple']""]","[""purple""]",purple,cylinder,right,81.4,"[""purple""]"
shadow_inference_0074_open_q1,shadow_inference_0074.png,"[""target_color=blue; target_type=cube; target_shadow_direction=left; target_shadow_length=38.2; longest_shadow_colors=['teal']""]","[""blue""]",blue,cube,left,38.2,"[""teal""]"
shadow_inference_0075_open_q1,shadow_inference_0075.png,"[""target_color=orange; target_type=cylinder; target_shadow_direction=right; target_shadow_length=53.2; longest_shadow_colors=['teal']""]","[""orange""]",orange,cylinder,right,53.2,"[""teal""]"
shadow_inference_0076_open_q1,shadow_inference_0076.png,"[""target_color=teal; target_type=cone; target_shadow_direction=left; target_shadow_length=101.8; longest_shadow_colors=['teal']""]","[""teal""]",teal,cone,left,101.8,"[""teal""]"
shadow_inference_0077_open_q1,shadow_inference_0077.png,"[""target_color=blue; target_type=sphere; target_shadow_direction=right; target_shadow_length=80.3; longest_shadow_colors=['blue']""]","[""blue""]",blue,sphere,right,80.3,"[""blue""]"
shadow_inference_0078_open_q1,shadow_inference_0078.png,"[""target_color=purple; target_type=cylinder; target_shadow_direction=upper-right; target_shadow_length=58.0; longest_shadow_colors=['purple']""]","[""purple""]",purple,cylinder,upper-right,58.0,"[""purple""]"
shadow_inference_0079_open_q1,shadow_inference_0079.png,"[""target_color=blue; target_type=cone; target_shadow_direction=left; target_shadow_length=57.0; longest_shadow_colors=['orange']""]","[""blue""]",blue,cone,left,57.0,"[""orange""]"
shadow_inference_0080_open_q1,shadow_inference_0080.png,"[""target_color=blue; target_type=cylinder; target_shadow_direction=right; target_shadow_length=105.3; longest_shadow_colors=['blue']""]","[""blue""]",blue,cylinder,right,105.3,"[""blue""]"
shadow_inference_0081_open_q1,shadow_inference_0081.png,"[""target_color=blue; target_type=cone; target_shadow_direction=left; target_shadow_length=79.1; longest_shadow_colors=['blue']""]","[""blue""]",blue,cone,left,79.1,"[""blue""]"
shadow_inference_0082_open_q1,shadow_inference_0082.png,"[""target_color=blue; target_type=cube; target_shadow_direction=left; target_shadow_length=103.4; longest_shadow_colors=['blue']""]","[""blue""]",blue,cube,left,103.4,"[""blue""]"
shadow_inference_0083_open_q1,shadow_inference_0083.png,"[""target_color=blue; target_type=cone; target_shadow_direction=left; target_shadow_length=86.1; longest_shadow_colors=['blue']""]","[""blue""]",blue,cone,left,86.1,"[""blue""]"
shadow_inference_0084_open_q1,shadow_inference_0084.png,"[""target_color=purple; target_type=cone; target_shadow_direction=upper-left; target_shadow_length=42.0; longest_shadow_colors=['teal']""]","[""purple""]",purple,cone,upper-left,42.0,"[""teal""]"
shadow_inference_0085_open_q1,shadow_inference_0085.png,"[""target_color=purple; target_type=cylinder; target_shadow_direction=left; target_shadow_length=65.7; longest_shadow_colors=['purple']""]","[""purple""]",purple,cylinder,left,65.7,"[""purple""]"
shadow_inference_0086_open_q1,shadow_inference_0086.png,"[""target_color=teal; target_type=cube; target_shadow_direction=left; target_shadow_length=64.5; longest_shadow_colors=['teal']""]","[""teal""]",teal,cube,left,64.5,"[""teal""]"
shadow_inference_0087_open_q1,shadow_inference_0087.png,"[""target_color=teal; target_type=cube; target_shadow_direction=left; target_shadow_length=102.9; longest_shadow_colors=['blue']""]","[""teal""]",teal,cube,left,102.9,"[""blue""]"
shadow_inference_0088_open_q1,shadow_inference_0088.png,"[""target_color=orange; target_type=sphere; target_shadow_direction=right; target_shadow_length=31.9; longest_shadow_colors=['blue']""]","[""orange""]",orange,sphere,right,31.9,"[""blue""]"
shadow_inference_0089_open_q1,shadow_inference_0089.png,"[""target_color=purple; target_type=sphere; target_shadow_direction=upper-right; target_shadow_length=100.5; longest_shadow_colors=['purple']""]","[""purple""]",purple,sphere,upper-right,100.5,"[""purple""]"
shadow_inference_0090_open_q1,shadow_inference_0090.png,"[""target_color=orange; target_type=sphere; target_shadow_direction=right; target_shadow_length=94.7; longest_shadow_colors=['orange']""]","[""orange""]",orange,sphere,right,94.7,"[""orange""]"
shadow_inference_0091_open_q1,shadow_inference_0091.png,"[""target_color=purple; target_type=cone; target_shadow_direction=upper-right; target_shadow_length=42.4; longest_shadow_colors=['purple']""]","[""purple""]",purple,cone,upper-right,42.4,"[""purple""]"
shadow_inference_0092_open_q1,shadow_inference_0092.png,"[""target_color=teal; target_type=sphere; target_shadow_direction=right; target_shadow_length=44.9; longest_shadow_colors=['orange']""]","[""teal""]",teal,sphere,right,44.9,"[""orange""]"
shadow_inference_0093_open_q1,shadow_inference_0093.png,"[""target_color=orange; target_type=cube; target_shadow_direction=right; target_shadow_length=81.7; longest_shadow_colors=['orange']""]","[""orange""]",orange,cube,right,81.7,"[""orange""]"
shadow_inference_0094_open_q1,shadow_inference_0094.png,"[""target_color=orange; target_type=cone; target_shadow_direction=left; target_shadow_length=100.7; longest_shadow_colors=['orange']""]","[""orange""]",orange,cone,left,100.7,"[""orange""]"
shadow_inference_0095_open_q1,shadow_inference_0095.png,"[""target_color=teal; target_type=cone; target_shadow_direction=left; target_shadow_length=120.2; longest_shadow_colors=['teal']""]","[""teal""]",teal,cone,left,120.2,"[""teal""]"
shadow_inference_0096_open_q1,shadow_inference_0096.png,"[""target_color=blue; target_type=cone; target_shadow_direction=left; target_shadow_length=52.6; longest_shadow_colors=['blue']""]","[""blue""]",blue,cone,left,52.6,"[""blue""]"
shadow_inference_0097_open_q1,shadow_inference_0097.png,"[""target_color=teal; target_type=cube; target_shadow_direction=left; target_shadow_length=158.4; longest_shadow_colors=['teal']""]","[""teal""]",teal,cube,left,158.4,"[""teal""]"
shadow_inference_0098_open_q1,shadow_inference_0098.png,"[""target_color=blue; target_type=sphere; target_shadow_direction=right; target_shadow_length=54.9; longest_shadow_colors=['blue']""]","[""blue""]",blue,sphere,right,54.9,"[""blue""]"
shadow_inference_0099_open_q1,shadow_inference_0099.png,"[""target_color=teal; target_type=sphere; target_shadow_direction=right; target_shadow_length=116.4; longest_shadow_colors=['teal']""]","[""teal""]",teal,sphere,right,116.4,"[""teal""]"
shadow_inference_0100_open_q1,shadow_inference_0100.png,"[""target_color=teal; target_type=sphere; target_shadow_direction=right; target_shadow_length=89.1; longest_shadow_colors=['teal']""]","[""teal""]",teal,sphere,right,89.1,"[""teal""]"
shadow_inference_0101_open_q1,shadow_inference_0101.png,"[""target_color=orange; target_type=cone; target_shadow_direction=right; target_shadow_length=60.6; longest_shadow_colors=['orange']""]","[""orange""]",orange,cone,right,60.6,"[""orange""]"
shadow_inference_0102_open_q1,shadow_inference_0102.png,"[""target_color=teal; target_type=sphere; target_shadow_direction=right; target_shadow_length=82.7; longest_shadow_colors=['teal']""]","[""teal""]",teal,sphere,right,82.7,"[""teal""]"
shadow_inference_0103_open_q1,shadow_inference_0103.png,"[""target_color=purple; target_type=cone; target_shadow_direction=left; target_shadow_length=48.1; longest_shadow_colors=['purple']""]","[""purple""]",purple,cone,left,48.1,"[""purple""]"
shadow_inference_0104_open_q1,shadow_inference_0104.png,"[""target_color=purple; target_type=cube; target_shadow_direction=left; target_shadow_length=61.0; longest_shadow_colors=['purple']""]","[""purple""]",purple,cube,left,61.0,"[""purple""]"
shadow_inference_0105_open_q1,shadow_inference_0105.png,"[""target_color=blue; target_type=cylinder; target_shadow_direction=right; target_shadow_length=82.3; longest_shadow_colors=['blue']""]","[""blue""]",blue,cylinder,right,82.3,"[""blue""]"
shadow_inference_0106_open_q1,shadow_inference_0106.png,"[""target_color=purple; target_type=sphere; target_shadow_direction=left; target_shadow_length=79.4; longest_shadow_colors=['purple']""]","[""purple""]",purple,sphere,left,79.4,"[""purple""]"
shadow_inference_0107_open_q1,shadow_inference_0107.png,"[""target_color=purple; target_type=sphere; target_shadow_direction=right; target_shadow_length=118.5; longest_shadow_colors=['purple']""]","[""purple""]",purple,sphere,right,118.5,"[""purple""]"
shadow_inference_0108_open_q1,shadow_inference_0108.png,"[""target_color=teal; target_type=cone; target_shadow_direction=right; target_shadow_length=42.2; longest_shadow_colors=['blue']""]","[""teal""]",teal,cone,right,42.2,"[""blue""]"
shadow_inference_0109_open_q1,shadow_inference_0109.png,"[""target_color=blue; target_type=cylinder; target_shadow_direction=left; target_shadow_length=50.6; longest_shadow_colors=['blue']""]","[""blue""]",blue,cylinder,left,50.6,"[""blue""]"
shadow_inference_0110_open_q1,shadow_inference_0110.png,"[""target_color=teal; target_type=cylinder; target_shadow_direction=right; target_shadow_length=77.5; longest_shadow_colors=['teal']""]","[""teal""]",teal,cylinder,right,77.5,"[""teal""]"
shadow_inference_0111_open_q1,shadow_inference_0111.png,"[""target_color=purple; target_type=sphere; target_shadow_direction=left; target_shadow_length=70.2; longest_shadow_colors=['orange']""]","[""purple""]",purple,sphere,left,70.2,"[""orange""]"
shadow_inference_0112_open_q1,shadow_inference_0112.png,"[""target_color=orange; target_type=sphere; target_shadow_direction=right; target_shadow_length=123.7; longest_shadow_colors=['orange']""]","[""orange""]",orange,sphere,right,123.7,"[""orange""]"
shadow_inference_0113_open_q1,shadow_inference_0113.png,"[""target_color=blue; target_type=cone; target_shadow_direction=right; target_shadow_length=90.9; longest_shadow_colors=['blue']""]","[""blue""]",blue,cone,right,90.9,"[""blue""]"
shadow_inference_0114_open_q1,shadow_inference_0114.png,"[""target_color=teal; target_type=cone; target_shadow_direction=upper-left; target_shadow_length=37.2; longest_shadow_colors=['teal']""]","[""teal""]",teal,cone,upper-left,37.2,"[""teal""]"
shadow_inference_0115_open_q1,shadow_inference_0115.png,"[""target_color=orange; target_type=sphere; target_shadow_direction=right; target_shadow_length=79.8; longest_shadow_colors=['orange']""]","[""orange""]",orange,sphere,right,79.8,"[""orange""]"
shadow_inference_0116_open_q1,shadow_inference_0116.png,"[""target_color=orange; target_type=cube; target_shadow_direction=left; target_shadow_length=81.7; longest_shadow_colors=['orange']""]","[""orange""]",orange,cube,left,81.7,"[""orange""]"
shadow_inference_0117_open_q1,shadow_inference_0117.png,"[""target_color=teal; target_type=cube; target_shadow_direction=right; target_shadow_length=53.9; longest_shadow_colors=['teal']""]","[""teal""]",teal,cube,right,53.9,"[""teal""]"
shadow_inference_0118_open_q1,shadow_inference_0118.png,"[""target_color=teal; target_type=cube; target_shadow_direction=right; target_shadow_length=107.2; longest_shadow_colors=['teal']""]","[""teal""]",teal,cube,right,107.2,"[""teal""]"
shadow_inference_0119_open_q1,shadow_inference_0119.png,"[""target_color=blue; target_type=cylinder; target_shadow_direction=right; target_shadow_length=39.4; longest_shadow_colors=['blue']""]","[""blue""]",blue,cylinder,right,39.4,"[""blue""]"
shadow_inference_0120_open_q1,shadow_inference_0120.png,"[""target_color=teal; target_type=cube; target_shadow_direction=right; target_shadow_length=49.2; longest_shadow_colors=['teal']""]","[""teal""]",teal,cube,right,49.2,"[""teal""]"
shadow_inference_0121_open_q1,shadow_inference_0121.png,"[""target_color=purple; target_type=cylinder; target_shadow_direction=left; target_shadow_length=77.5; longest_shadow_colors=['purple']""]","[""purple""]",purple,cylinder,left,77.5,"[""purple""]"
