question_id,task,image,prompt,groundtruth
shadow_inference_0010_q3,Comparative Reasoning,shadow_inference_0010.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high
shadow_inference_0010_q4,Compound Reasoning,shadow_inference_0010.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0010_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0010.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0011_q1,Image Description,shadow_inference_0011.png,How many objects are casting a shadow in this image?,2
shadow_inference_0011_q2,Basic Relational Reasoning,shadow_inference_0011.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right
shadow_inference_0011_q3,Comparative Reasoning,shadow_inference_0011.png,Which object casts the LONGEST shadow? Answer with that object's color.,blue
shadow_inference_0011_q4,Compound Reasoning,shadow_inference_0011.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",45
shadow_inference_0011_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0011.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter
shadow_inference_0012_q1,Image Description,shadow_inference_0012.png,How many objects are casting a shadow in this image?,1
shadow_inference_0012_q2,Basic Relational Reasoning,shadow_inference_0012.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",back
shadow_inference_0012_q3,Comparative Reasoning,shadow_inference_0012.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,low
shadow_inference_0012_q4,Compound Reasoning,shadow_inference_0012.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0012_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0012.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0013_q1,Image Description,shadow_inference_0013.png,How many objects are casting a shadow in this image?,1
shadow_inference_0013_q2,Basic Relational Reasoning,shadow_inference_0013.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right
shadow_inference_0013_q3,Comparative Reasoning,shadow_inference_0013.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high
shadow_inference_0013_q4,Compound Reasoning,shadow_inference_0013.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",60
shadow_inference_0013_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0013.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter
shadow_inference_0014_q1,Image Description,shadow_inference_0014.png,How many objects are casting a shadow in this image?,1
shadow_inference_0014_q2,Basic Relational Reasoning,shadow_inference_0014.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",left
shadow_inference_0014_q3,Comparative Reasoning,shadow_inference_0014.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,low
shadow_inference_0014_q4,Compound Reasoning,shadow_inference_0014.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",30
shadow_inference_0014_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0014.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0015_q1,Image Description,shadow_inference_0015.png,How many objects are casting a shadow in this image?,2
shadow_inference_0015_q2,Basic Relational Reasoning,shadow_inference_0015.png,Do all objects in this image appear to be lit by the same light source? Answer yes or no.,no
shadow_inference_0015_q3,Comparative Reasoning,shadow_inference_0015.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high
shadow_inference_0015_q4,Compound Reasoning,shadow_inference_0015.png,Which object's shadow does NOT match the lighting direction of the others? Answer with that object's color.,teal
shadow_inference_0015_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0015.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter
shadow_inference_0016_q1,Image Description,shadow_inference_0016.png,How many objects are casting a shadow in this image?,2
shadow_inference_0016_q2,Basic Relational Reasoning,shadow_inference_0016.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right
shadow_inference_0016_q3,Comparative Reasoning,shadow_inference_0016.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high
shadow_inference_0016_q4,Compound Reasoning,shadow_inference_0016.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",60
shadow_inference_0016_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0016.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0017_q1,Image Description,shadow_inference_0017.png,How many objects are casting a shadow in this image?,2
shadow_inference_0017_q2,Basic Relational Reasoning,shadow_inference_0017.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right
shadow_inference_0017_q3,Comparative Reasoning,shadow_inference_0017.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high
shadow_inference_0017_q4,Compound Reasoning,shadow_inference_0017.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",60
shadow_inference_0017_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0017.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter
shadow_inference_0018_q1,Image Description,shadow_inference_0018.png,How many objects are casting a shadow in this image?,1
shadow_inference_0018_q2,Basic Relational Reasoning,shadow_inference_0018.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",left
shadow_inference_0018_q3,Comparative Reasoning,shadow_inference_0018.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,low
shadow_inference_0018_q4,Compound Reasoning,shadow_inference_0018.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",30
shadow_inference_0018_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0018.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0019_q1,Image Description,shadow_inference_0019.png,How many objects are casting a shadow in this image?,3
shadow_inference_0019_q2,Basic Relational Reasoning,shadow_inference_0019.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right
shadow_inference_0019_q3,Comparative Reasoning,shadow_inference_0019.png,Which object casts the LONGEST shadow? Answer with that object's color.,teal
shadow_inference_0019_q4,Compound Reasoning,shadow_inference_0019.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0019_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0019.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter
shadow_inference_0020_q1,Image Description,shadow_inference_0020.png,How many objects are casting a shadow in this image?,1
shadow_inference_0020_q2,Basic Relational Reasoning,shadow_inference_0020.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",left
shadow_inference_0020_q3,Comparative Reasoning,shadow_inference_0020.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high
shadow_inference_0020_q4,Compound Reasoning,shadow_inference_0020.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",60
shadow_inference_0020_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0020.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0021_q1,Image Description,shadow_inference_0021.png,How many objects are casting a shadow in this image?,2
shadow_inference_0021_q2,Basic Relational Reasoning,shadow_inference_0021.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",back
shadow_inference_0021_q3,Comparative Reasoning,shadow_inference_0021.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,low
shadow_inference_0021_q4,Compound Reasoning,shadow_inference_0021.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0021_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0021.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter
shadow_inference_0022_q1,Image Description,shadow_inference_0022.png,How many objects are casting a shadow in this image?,1
shadow_inference_0022_q2,Basic Relational Reasoning,shadow_inference_0022.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right
shadow_inference_0022_q3,Comparative Reasoning,shadow_inference_0022.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high
shadow_inference_0022_q4,Compound Reasoning,shadow_inference_0022.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0022_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0022.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0023_q1,Image Description,shadow_inference_0023.png,How many objects are casting a shadow in this image?,3
shadow_inference_0023_q2,Basic Relational Reasoning,shadow_inference_0023.png,Do all objects in this image appear to be lit by the same light source? Answer yes or no.,no
shadow_inference_0023_q3,Comparative Reasoning,shadow_inference_0023.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,low
shadow_inference_0023_q4,Compound Reasoning,shadow_inference_0023.png,Which object's shadow does NOT match the lighting direction of the others? Answer with that object's color.,orange
shadow_inference_0023_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0023.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter
shadow_inference_0024_q1,Image Description,shadow_inference_0024.png,How many objects are casting a shadow in this image?,2
shadow_inference_0024_q2,Basic Relational Reasoning,shadow_inference_0024.png,Do all objects in this image appear to be lit by the same light source? Answer yes or no.,no
shadow_inference_0024_q3,Comparative Reasoning,shadow_inference_0024.png,Which object casts the LONGEST shadow? Answer with that object's color.,teal
shadow_inference_0024_q4,Compound Reasoning,shadow_inference_0024.png,Which object's shadow does NOT match the lighting direction of the others? Answer with that object's color.,orange
shadow_inference_0024_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0024.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0025_q1,Image Description,shadow_inference_0025.png,How many objects are casting a shadow in this image?,1
shadow_inference_0025_q2,Basic Relational Reasoning,shadow_inference_0025.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",left
shadow_inference_0025_q3,Comparative Reasoning,shadow_inference_0025.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,low
shadow_inference_0025_q4,Compound Reasoning,shadow_inference_0025.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0025_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0025.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter
shadow_inference_0026_q1,Image Description,shadow_inference_0026.png,How many objects are casting a shadow in this image?,3
shadow_inference_0026_q2,Basic Relational Reasoning,shadow_inference_0026.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right
shadow_inference_0026_q3,Comparative Reasoning,shadow_inference_0026.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high
shadow_inference_0026_q4,Compound Reasoning,shadow_inference_0026.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0026_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0026.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0027_q1,Image Description,shadow_inference_0027.png,How many objects are casting a shadow in this image?,1
shadow_inference_0027_q2,Basic Relational Reasoning,shadow_inference_0027.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right
shadow_inference_0027_q3,Comparative Reasoning,shadow_inference_0027.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high
shadow_inference_0027_q4,Compound Reasoning,shadow_inference_0027.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",60
shadow_inference_0027_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0027.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter
shadow_inference_0028_q1,Image Description,shadow_inference_0028.png,How many objects are casting a shadow in this image?,1
shadow_inference_0028_q2,Basic Relational Reasoning,shadow_inference_0028.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right
shadow_inference_0028_q3,Comparative Reasoning,shadow_inference_0028.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,low
shadow_inference_0028_q4,Compound Reasoning,shadow_inference_0028.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",45
shadow_inference_0028_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0028.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0029_q1,Image Description,shadow_inference_0029.png,How many objects are casting a shadow in this image?,2
shadow_inference_0029_q2,Basic Relational Reasoning,shadow_inference_0029.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right
shadow_inference_0029_q3,Comparative Reasoning,shadow_inference_0029.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,low
shadow_inference_0029_q4,Compound Reasoning,shadow_inference_0029.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",30
shadow_inference_0029_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0029.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter
shadow_inference_0030_q1,Image Description,shadow_inference_0030.png,How many objects are casting a shadow in this image?,1
shadow_inference_0030_q2,Basic Relational Reasoning,shadow_inference_0030.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",back
shadow_inference_0030_q3,Comparative Reasoning,shadow_inference_0030.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,low
shadow_inference_0030_q4,Compound Reasoning,shadow_inference_0030.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0030_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0030.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0031_q1,Image Description,shadow_inference_0031.png,How many objects are casting a shadow in this image?,3
shadow_inference_0031_q2,Basic Relational Reasoning,shadow_inference_0031.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right
shadow_inference_0031_q3,Comparative Reasoning,shadow_inference_0031.png,Which object casts the LONGEST shadow? Answer with that object's color.,orange
shadow_inference_0031_q4,Compound Reasoning,shadow_inference_0031.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",30
shadow_inference_0031_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0031.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter
shadow_inference_0032_q1,Image Description,shadow_inference_0032.png,How many objects are casting a shadow in this image?,1
shadow_inference_0032_q2,Basic Relational Reasoning,shadow_inference_0032.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",back
shadow_inference_0032_q3,Comparative Reasoning,shadow_inference_0032.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,low
shadow_inference_0032_q4,Compound Reasoning,shadow_inference_0032.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0032_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0032.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0033_q1,Image Description,shadow_inference_0033.png,How many objects are casting a shadow in this image?,2
shadow_inference_0033_q2,Basic Relational Reasoning,shadow_inference_0033.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",left
shadow_inference_0033_q3,Comparative Reasoning,shadow_inference_0033.png,Which object casts the LONGEST shadow? Answer with that object's color.,orange
shadow_inference_0033_q4,Compound Reasoning,shadow_inference_0033.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",60
shadow_inference_0033_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0033.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter
shadow_inference_0034_q1,Image Description,shadow_inference_0034.png,How many objects are casting a shadow in this image?,1
shadow_inference_0034_q2,Basic Relational Reasoning,shadow_inference_0034.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",left
shadow_inference_0034_q3,Comparative Reasoning,shadow_inference_0034.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high
shadow_inference_0034_q4,Compound Reasoning,shadow_inference_0034.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",60
shadow_inference_0034_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0034.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0035_q1,Image Description,shadow_inference_0035.png,How many objects are casting a shadow in this image?,1
shadow_inference_0035_q2,Basic Relational Reasoning,shadow_inference_0035.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",left
shadow_inference_0035_q3,Comparative Reasoning,shadow_inference_0035.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,low
shadow_inference_0035_q4,Compound Reasoning,shadow_inference_0035.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0035_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0035.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter
shadow_inference_0036_q1,Image Description,shadow_inference_0036.png,How many objects are casting a shadow in this image?,2
shadow_inference_0036_q2,Basic Relational Reasoning,shadow_inference_0036.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",front
shadow_inference_0036_q3,Comparative Reasoning,shadow_inference_0036.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high
shadow_inference_0036_q4,Compound Reasoning,shadow_inference_0036.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0036_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0036.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0037_q1,Image Description,shadow_inference_0037.png,How many objects are casting a shadow in this image?,3
shadow_inference_0037_q2,Basic Relational Reasoning,shadow_inference_0037.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right
shadow_inference_0037_q3,Comparative Reasoning,shadow_inference_0037.png,Which object casts the LONGEST shadow? Answer with that object's color.,orange
shadow_inference_0037_q4,Compound Reasoning,shadow_inference_0037.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference_0037_q5,Extrapolative/Counterfactual Reasoning,shadow_inference_0037.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter
shadow_inference_0038_q1,Image Description,shadow_inference_0038.png,How many objects are casting a shadow in this image?,1
