task,image,prompt,groundtruth,metadata
Image Description,polyhedron_0003.png,"How many faces does this solid have in total, including hidden faces?",8,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":12,""face_count"":8,""face_shape_types"":""triangles"",""is_convex"":true,""seed"":3,""solid_class"":""Platonic"",""solid_name"":""octahedron"",""vertex_count"":6,""visible_face_count"":4}"
Basic Relational Reasoning,polyhedron_0003.png,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,convex,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":12,""face_count"":8,""face_shape_types"":""triangles"",""is_convex"":true,""seed"":3,""solid_class"":""Platonic"",""solid_name"":""octahedron"",""vertex_count"":6,""visible_face_count"":4}"
Comparative Reasoning,polyhedron_0003.png,How many vertices (corner points) does this solid have?,6,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":12,""face_count"":8,""face_shape_types"":""triangles"",""is_convex"":true,""seed"":3,""solid_class"":""Platonic"",""solid_name"":""octahedron"",""vertex_count"":6,""visible_face_count"":4}"
Compound Reasoning,polyhedron_0003.png,Is this solid composed of overlapping shapes forming a compound structure? Answer yes or no.,no,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":12,""face_count"":8,""face_shape_types"":""triangles"",""is_convex"":true,""seed"":3,""solid_class"":""Platonic"",""solid_name"":""octahedron"",""vertex_count"":6,""visible_face_count"":4}"
Extrapolative/Counterfactual Reasoning,polyhedron_0003.png,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":12,""face_count"":8,""face_shape_types"":""triangles"",""is_convex"":true,""seed"":3,""solid_class"":""Platonic"",""solid_name"":""octahedron"",""vertex_count"":6,""visible_face_count"":4}"
Image Description,polyhedron_0004.png,"How many faces does this solid have in total, including hidden faces?",12,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":30,""face_count"":12,""face_shape_types"":""pentagons"",""is_convex"":true,""seed"":4,""solid_class"":""Platonic"",""solid_name"":""dodecahedron"",""vertex_count"":20,""visible_face_count"":6}"
Basic Relational Reasoning,polyhedron_0004.png,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,convex,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":30,""face_count"":12,""face_shape_types"":""pentagons"",""is_convex"":true,""seed"":4,""solid_class"":""Platonic"",""solid_name"":""dodecahedron"",""vertex_count"":20,""visible_face_count"":6}"
Comparative Reasoning,polyhedron_0004.png,"What shape are the faces of this solid — triangles, squares, pentagons, or a mix of shapes?",pentagons,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":30,""face_count"":12,""face_shape_types"":""pentagons"",""is_convex"":true,""seed"":4,""solid_class"":""Platonic"",""solid_name"":""dodecahedron"",""vertex_count"":20,""visible_face_count"":6}"
Compound Reasoning,polyhedron_0004.png,"Using Euler's formula, if this solid has 20 vertices and 30 edges, how many faces must it have?",12,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":30,""face_count"":12,""face_shape_types"":""pentagons"",""is_convex"":true,""seed"":4,""solid_class"":""Platonic"",""solid_name"":""dodecahedron"",""vertex_count"":20,""visible_face_count"":6}"
Extrapolative/Counterfactual Reasoning,polyhedron_0004.png,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":30,""face_count"":12,""face_shape_types"":""pentagons"",""is_convex"":true,""seed"":4,""solid_class"":""Platonic"",""solid_name"":""dodecahedron"",""vertex_count"":20,""visible_face_count"":6}"
Image Description,polyhedron_0005.png,"How many faces does this solid have in total, including hidden faces?",20,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":30,""face_count"":20,""face_shape_types"":""triangles"",""is_convex"":true,""seed"":5,""solid_class"":""Platonic"",""solid_name"":""icosahedron"",""vertex_count"":12,""visible_face_count"":10}"
Basic Relational Reasoning,polyhedron_0005.png,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,convex,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":30,""face_count"":20,""face_shape_types"":""triangles"",""is_convex"":true,""seed"":5,""solid_class"":""Platonic"",""solid_name"":""icosahedron"",""vertex_count"":12,""visible_face_count"":10}"
Comparative Reasoning,polyhedron_0005.png,How many vertices (corner points) does this solid have?,12,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":30,""face_count"":20,""face_shape_types"":""triangles"",""is_convex"":true,""seed"":5,""solid_class"":""Platonic"",""solid_name"":""icosahedron"",""vertex_count"":12,""visible_face_count"":10}"
Compound Reasoning,polyhedron_0005.png,Is this solid composed of overlapping shapes forming a compound structure? Answer yes or no.,no,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":30,""face_count"":20,""face_shape_types"":""triangles"",""is_convex"":true,""seed"":5,""solid_class"":""Platonic"",""solid_name"":""icosahedron"",""vertex_count"":12,""visible_face_count"":10}"
Extrapolative/Counterfactual Reasoning,polyhedron_0005.png,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":30,""face_count"":20,""face_shape_types"":""triangles"",""is_convex"":true,""seed"":5,""solid_class"":""Platonic"",""solid_name"":""icosahedron"",""vertex_count"":12,""visible_face_count"":10}"
Image Description,polyhedron_0006.png,"How many faces does this solid have in total, including hidden faces?",8,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":18,""face_count"":8,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":6,""solid_class"":""Archimedean"",""solid_name"":""truncated tetrahedron"",""vertex_count"":12,""visible_face_count"":4}"
Basic Relational Reasoning,polyhedron_0006.png,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,convex,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":18,""face_count"":8,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":6,""solid_class"":""Archimedean"",""solid_name"":""truncated tetrahedron"",""vertex_count"":12,""visible_face_count"":4}"
Comparative Reasoning,polyhedron_0006.png,"What shape are the faces of this solid — triangles, squares, pentagons, or a mix of shapes?",mixed,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":18,""face_count"":8,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":6,""solid_class"":""Archimedean"",""solid_name"":""truncated tetrahedron"",""vertex_count"":12,""visible_face_count"":4}"
Compound Reasoning,polyhedron_0006.png,"Using Euler's formula, if this solid has 12 vertices and 18 edges, how many faces must it have?",8,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":18,""face_count"":8,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":6,""solid_class"":""Archimedean"",""solid_name"":""truncated tetrahedron"",""vertex_count"":12,""visible_face_count"":4}"
Extrapolative/Counterfactual Reasoning,polyhedron_0006.png,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":18,""face_count"":8,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":6,""solid_class"":""Archimedean"",""solid_name"":""truncated tetrahedron"",""vertex_count"":12,""visible_face_count"":4}"
Image Description,polyhedron_0007.png,"How many faces does this solid have in total, including hidden faces?",14,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":24,""face_count"":14,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":7,""solid_class"":""Archimedean"",""solid_name"":""cuboctahedron"",""vertex_count"":12,""visible_face_count"":7}"
Basic Relational Reasoning,polyhedron_0007.png,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,convex,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":24,""face_count"":14,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":7,""solid_class"":""Archimedean"",""solid_name"":""cuboctahedron"",""vertex_count"":12,""visible_face_count"":7}"
Comparative Reasoning,polyhedron_0007.png,"What shape are the faces of this solid — triangles, squares, pentagons, or a mix of shapes?",mixed,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":24,""face_count"":14,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":7,""solid_class"":""Archimedean"",""solid_name"":""cuboctahedron"",""vertex_count"":12,""visible_face_count"":7}"
Compound Reasoning,polyhedron_0007.png,"Using Euler's formula, if this solid has 12 vertices and 24 edges, how many faces must it have?",14,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":24,""face_count"":14,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":7,""solid_class"":""Archimedean"",""solid_name"":""cuboctahedron"",""vertex_count"":12,""visible_face_count"":7}"
Extrapolative/Counterfactual Reasoning,polyhedron_0007.png,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":24,""face_count"":14,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":7,""solid_class"":""Archimedean"",""solid_name"":""cuboctahedron"",""vertex_count"":12,""visible_face_count"":7}"
Image Description,polyhedron_0008.png,"How many faces does this solid have in total, including hidden faces?",14,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":36,""face_count"":14,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":8,""solid_class"":""Archimedean"",""solid_name"":""truncated cube"",""vertex_count"":24,""visible_face_count"":7}"
Basic Relational Reasoning,polyhedron_0008.png,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,convex,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":36,""face_count"":14,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":8,""solid_class"":""Archimedean"",""solid_name"":""truncated cube"",""vertex_count"":24,""visible_face_count"":7}"
Comparative Reasoning,polyhedron_0008.png,"What shape are the faces of this solid — triangles, squares, pentagons, or a mix of shapes?",mixed,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":36,""face_count"":14,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":8,""solid_class"":""Archimedean"",""solid_name"":""truncated cube"",""vertex_count"":24,""visible_face_count"":7}"
Compound Reasoning,polyhedron_0008.png,"Using Euler's formula, if this solid has 24 vertices and 36 edges, how many faces must it have?",14,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":36,""face_count"":14,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":8,""solid_class"":""Archimedean"",""solid_name"":""truncated cube"",""vertex_count"":24,""visible_face_count"":7}"
Extrapolative/Counterfactual Reasoning,polyhedron_0008.png,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":36,""face_count"":14,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":8,""solid_class"":""Archimedean"",""solid_name"":""truncated cube"",""vertex_count"":24,""visible_face_count"":7}"
Image Description,polyhedron_0009.png,"How many faces does this solid have in total, including hidden faces?",14,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":36,""face_count"":14,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":9,""solid_class"":""Archimedean"",""solid_name"":""truncated octahedron"",""vertex_count"":24,""visible_face_count"":7}"
Basic Relational Reasoning,polyhedron_0009.png,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,convex,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":36,""face_count"":14,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":9,""solid_class"":""Archimedean"",""solid_name"":""truncated octahedron"",""vertex_count"":24,""visible_face_count"":7}"
Comparative Reasoning,polyhedron_0009.png,"What shape are the faces of this solid — triangles, squares, pentagons, or a mix of shapes?",mixed,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":36,""face_count"":14,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":9,""solid_class"":""Archimedean"",""solid_name"":""truncated octahedron"",""vertex_count"":24,""visible_face_count"":7}"
Compound Reasoning,polyhedron_0009.png,"Using Euler's formula, if this solid has 24 vertices and 36 edges, how many faces must it have?",14,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":36,""face_count"":14,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":9,""solid_class"":""Archimedean"",""solid_name"":""truncated octahedron"",""vertex_count"":24,""visible_face_count"":7}"
Extrapolative/Counterfactual Reasoning,polyhedron_0009.png,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":36,""face_count"":14,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":9,""solid_class"":""Archimedean"",""solid_name"":""truncated octahedron"",""vertex_count"":24,""visible_face_count"":7}"
Image Description,polyhedron_0010.png,"How many faces does this solid have in total, including hidden faces?",26,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":48,""face_count"":26,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":10,""solid_class"":""Archimedean"",""solid_name"":""rhombicuboctahedron"",""vertex_count"":24,""visible_face_count"":13}"
Basic Relational Reasoning,polyhedron_0010.png,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,convex,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":48,""face_count"":26,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":10,""solid_class"":""Archimedean"",""solid_name"":""rhombicuboctahedron"",""vertex_count"":24,""visible_face_count"":13}"
Comparative Reasoning,polyhedron_0010.png,How many faces of this solid face toward the camera from this viewing angle?,13,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":48,""face_count"":26,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":10,""solid_class"":""Archimedean"",""solid_name"":""rhombicuboctahedron"",""vertex_count"":24,""visible_face_count"":13}"
Compound Reasoning,polyhedron_0010.png,"Which family does this solid belong to: Platonic, Archimedean, Catalan, Compound, or Non-convex?",Archimedean,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":48,""face_count"":26,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":10,""solid_class"":""Archimedean"",""solid_name"":""rhombicuboctahedron"",""vertex_count"":24,""visible_face_count"":13}"
Extrapolative/Counterfactual Reasoning,polyhedron_0010.png,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":48,""face_count"":26,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":10,""solid_class"":""Archimedean"",""solid_name"":""rhombicuboctahedron"",""vertex_count"":24,""visible_face_count"":13}"
Image Description,polyhedron_0011.png,"How many faces does this solid have in total, including hidden faces?",32,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":60,""face_count"":32,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":11,""solid_class"":""Archimedean"",""solid_name"":""icosidodecahedron"",""vertex_count"":30,""visible_face_count"":16}"
Basic Relational Reasoning,polyhedron_0011.png,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,convex,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":60,""face_count"":32,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":11,""solid_class"":""Archimedean"",""solid_name"":""icosidodecahedron"",""vertex_count"":30,""visible_face_count"":16}"
Comparative Reasoning,polyhedron_0011.png,How many vertices (corner points) does this solid have?,30,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":60,""face_count"":32,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":11,""solid_class"":""Archimedean"",""solid_name"":""icosidodecahedron"",""vertex_count"":30,""visible_face_count"":16}"
Compound Reasoning,polyhedron_0011.png,"Using Euler's formula, if this solid has 30 vertices and 60 edges, how many faces must it have?",32,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":60,""face_count"":32,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":11,""solid_class"":""Archimedean"",""solid_name"":""icosidodecahedron"",""vertex_count"":30,""visible_face_count"":16}"
Extrapolative/Counterfactual Reasoning,polyhedron_0011.png,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":60,""face_count"":32,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":11,""solid_class"":""Archimedean"",""solid_name"":""icosidodecahedron"",""vertex_count"":30,""visible_face_count"":16}"
Image Description,polyhedron_0012.png,"How many faces does this solid have in total, including hidden faces?",12,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":18,""face_count"":12,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":12,""solid_class"":""Catalan"",""solid_name"":""triakis tetrahedron"",""vertex_count"":8,""visible_face_count"":6}"
Basic Relational Reasoning,polyhedron_0012.png,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,convex,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":18,""face_count"":12,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":12,""solid_class"":""Catalan"",""solid_name"":""triakis tetrahedron"",""vertex_count"":8,""visible_face_count"":6}"
Comparative Reasoning,polyhedron_0012.png,"What shape are the faces of this solid — triangles, squares, pentagons, or a mix of shapes?",mixed,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":18,""face_count"":12,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":12,""solid_class"":""Catalan"",""solid_name"":""triakis tetrahedron"",""vertex_count"":8,""visible_face_count"":6}"
Compound Reasoning,polyhedron_0012.png,"Which family does this solid belong to: Platonic, Archimedean, Catalan, Compound, or Non-convex?",Catalan,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":18,""face_count"":12,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":12,""solid_class"":""Catalan"",""solid_name"":""triakis tetrahedron"",""vertex_count"":8,""visible_face_count"":6}"
Extrapolative/Counterfactual Reasoning,polyhedron_0012.png,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":18,""face_count"":12,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":12,""solid_class"":""Catalan"",""solid_name"":""triakis tetrahedron"",""vertex_count"":8,""visible_face_count"":6}"
Image Description,polyhedron_0013.png,"How many faces does this solid have in total, including hidden faces?",12,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":24,""face_count"":12,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":13,""solid_class"":""Catalan"",""solid_name"":""rhombic dodecahedron"",""vertex_count"":14,""visible_face_count"":6}"
Basic Relational Reasoning,polyhedron_0013.png,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,convex,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":24,""face_count"":12,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":13,""solid_class"":""Catalan"",""solid_name"":""rhombic dodecahedron"",""vertex_count"":14,""visible_face_count"":6}"
Comparative Reasoning,polyhedron_0013.png,"What shape are the faces of this solid — triangles, squares, pentagons, or a mix of shapes?",mixed,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":24,""face_count"":12,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":13,""solid_class"":""Catalan"",""solid_name"":""rhombic dodecahedron"",""vertex_count"":14,""visible_face_count"":6}"
Compound Reasoning,polyhedron_0013.png,Is this solid composed of overlapping shapes forming a compound structure? Answer yes or no.,no,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":24,""face_count"":12,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":13,""solid_class"":""Catalan"",""solid_name"":""rhombic dodecahedron"",""vertex_count"":14,""visible_face_count"":6}"
Extrapolative/Counterfactual Reasoning,polyhedron_0013.png,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":24,""face_count"":12,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":13,""solid_class"":""Catalan"",""solid_name"":""rhombic dodecahedron"",""vertex_count"":14,""visible_face_count"":6}"
Image Description,polyhedron_0014.png,"How many faces does this solid have in total, including hidden faces?",24,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":36,""face_count"":24,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":14,""solid_class"":""Catalan"",""solid_name"":""triakis octahedron"",""vertex_count"":14,""visible_face_count"":12}"
Basic Relational Reasoning,polyhedron_0014.png,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,convex,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":36,""face_count"":24,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":14,""solid_class"":""Catalan"",""solid_name"":""triakis octahedron"",""vertex_count"":14,""visible_face_count"":12}"
Comparative Reasoning,polyhedron_0014.png,How many faces of this solid face toward the camera from this viewing angle?,12,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":36,""face_count"":24,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":14,""solid_class"":""Catalan"",""solid_name"":""triakis octahedron"",""vertex_count"":14,""visible_face_count"":12}"
Compound Reasoning,polyhedron_0014.png,"Which family does this solid belong to: Platonic, Archimedean, Catalan, Compound, or Non-convex?",Catalan,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":36,""face_count"":24,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":14,""solid_class"":""Catalan"",""solid_name"":""triakis octahedron"",""vertex_count"":14,""visible_face_count"":12}"
Extrapolative/Counterfactual Reasoning,polyhedron_0014.png,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":36,""face_count"":24,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":14,""solid_class"":""Catalan"",""solid_name"":""triakis octahedron"",""vertex_count"":14,""visible_face_count"":12}"
Image Description,polyhedron_0015.png,"How many faces does this solid have in total, including hidden faces?",30,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":60,""face_count"":30,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":15,""solid_class"":""Catalan"",""solid_name"":""rhombic triacontahedron"",""vertex_count"":32,""visible_face_count"":15}"
Basic Relational Reasoning,polyhedron_0015.png,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,convex,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":60,""face_count"":30,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":15,""solid_class"":""Catalan"",""solid_name"":""rhombic triacontahedron"",""vertex_count"":32,""visible_face_count"":15}"
Comparative Reasoning,polyhedron_0015.png,"What shape are the faces of this solid — triangles, squares, pentagons, or a mix of shapes?",mixed,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":60,""face_count"":30,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":15,""solid_class"":""Catalan"",""solid_name"":""rhombic triacontahedron"",""vertex_count"":32,""visible_face_count"":15}"
Compound Reasoning,polyhedron_0015.png,"Using Euler's formula, if this solid has 32 vertices and 60 edges, how many faces must it have?",30,"{""dataset_version"":""polyhedron-4.0.0"",""edge_count"":60,""face_count"":30,""face_shape_types"":""mixed"",""is_convex"":true,""seed"":15,""solid_class"":""Catalan"",""solid_name"":""rhombic triacontahedron"",""vertex_count"":32,""visible_face_count"":15}"
