question_id,task,image,prompt
gear_train_0004_q3,Comparative Reasoning,gear_train_0004.png,Which gear rotates the fastest (has the highest RPM)? Answer with the letter.
gear_train_0004_q4,Compound Reasoning,gear_train_0004.png,"Gear A (the driver) rotates at 120 RPM. What is the RPM of gear C, which is 2 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0004_q5,Extrapolative/Counterfactual Reasoning,gear_train_0004.png,"If gear C's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear C's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0005_q1,Image Description,gear_train_0005.png,How many gears are shown in this gear train?
gear_train_0005_q2,Basic Relational Reasoning,gear_train_0005.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0005_q3,Comparative Reasoning,gear_train_0005.png,Which gear in this train has the most teeth? Answer with the letter.
gear_train_0005_q4,Compound Reasoning,gear_train_0005.png,"Gear A (the driver) rotates at 30 RPM. What is the RPM of gear E, which is 4 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0005_q5,Extrapolative/Counterfactual Reasoning,gear_train_0005.png,"If gear C's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear E's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0006_q1,Image Description,gear_train_0006.png,How many gears are shown in this gear train?
gear_train_0006_q2,Basic Relational Reasoning,gear_train_0006.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0006_q3,Comparative Reasoning,gear_train_0006.png,Which gear rotates the fastest (has the highest RPM)? Answer with the letter.
gear_train_0006_q4,Compound Reasoning,gear_train_0006.png,"Gear A (the driver) rotates at 45 RPM. What is the RPM of gear E, which is 4 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0006_q5,Extrapolative/Counterfactual Reasoning,gear_train_0006.png,"If gear A's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear E's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0007_q1,Image Description,gear_train_0007.png,How many gears are shown in this gear train?
gear_train_0007_q2,Basic Relational Reasoning,gear_train_0007.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0007_q3,Comparative Reasoning,gear_train_0007.png,Which gear in this train has the most teeth? Answer with the letter.
gear_train_0007_q4,Compound Reasoning,gear_train_0007.png,"Gear A (the driver) rotates at 72 RPM. What is the RPM of gear D, which is 3 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0007_q5,Extrapolative/Counterfactual Reasoning,gear_train_0007.png,"If gear D's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear D's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0008_q1,Image Description,gear_train_0008.png,How many gears are shown in this gear train?
gear_train_0008_q2,Basic Relational Reasoning,gear_train_0008.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0008_q3,Comparative Reasoning,gear_train_0008.png,Which gear rotates the fastest (has the highest RPM)? Answer with the letter.
gear_train_0008_q4,Compound Reasoning,gear_train_0008.png,"Gear A (the driver) rotates at 50 RPM. What is the RPM of gear C, which is 2 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0008_q5,Extrapolative/Counterfactual Reasoning,gear_train_0008.png,"If gear B's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear C's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0009_q1,Image Description,gear_train_0009.png,How many gears are shown in this gear train?
gear_train_0009_q2,Basic Relational Reasoning,gear_train_0009.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0009_q3,Comparative Reasoning,gear_train_0009.png,Which gear in this train has the most teeth? Answer with the letter.
gear_train_0009_q4,Compound Reasoning,gear_train_0009.png,"Gear A (the driver) rotates at 30 RPM. What is the RPM of gear D, which is 3 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0009_q5,Extrapolative/Counterfactual Reasoning,gear_train_0009.png,"If gear A's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear D's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0010_q1,Image Description,gear_train_0010.png,How many gears are shown in this gear train?
gear_train_0010_q2,Basic Relational Reasoning,gear_train_0010.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0010_q3,Comparative Reasoning,gear_train_0010.png,Which gear rotates the fastest (has the highest RPM)? Answer with the letter.
gear_train_0010_q4,Compound Reasoning,gear_train_0010.png,"Gear A (the driver) rotates at 120 RPM. What is the RPM of gear C, which is 2 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0010_q5,Extrapolative/Counterfactual Reasoning,gear_train_0010.png,"If gear C's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear C's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0011_q1,Image Description,gear_train_0011.png,How many gears are shown in this gear train?
gear_train_0011_q2,Basic Relational Reasoning,gear_train_0011.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0011_q3,Comparative Reasoning,gear_train_0011.png,Which gear in this train has the most teeth? Answer with the letter.
gear_train_0011_q4,Compound Reasoning,gear_train_0011.png,"Gear A (the driver) rotates at 45 RPM. What is the RPM of gear D, which is 3 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0011_q5,Extrapolative/Counterfactual Reasoning,gear_train_0011.png,"If gear C's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear D's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0012_q1,Image Description,gear_train_0012.png,How many gears are shown in this gear train?
gear_train_0012_q2,Basic Relational Reasoning,gear_train_0012.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0012_q3,Comparative Reasoning,gear_train_0012.png,Which gear rotates the fastest (has the highest RPM)? Answer with the letter.
gear_train_0012_q4,Compound Reasoning,gear_train_0012.png,"Gear A (the driver) rotates at 30 RPM. What is the RPM of gear D, which is 3 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0012_q5,Extrapolative/Counterfactual Reasoning,gear_train_0012.png,"If gear A's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear D's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0013_q1,Image Description,gear_train_0013.png,How many gears are shown in this gear train?
gear_train_0013_q2,Basic Relational Reasoning,gear_train_0013.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0013_q3,Comparative Reasoning,gear_train_0013.png,Which gear in this train has the most teeth? Answer with the letter.
gear_train_0013_q4,Compound Reasoning,gear_train_0013.png,"Gear A (the driver) rotates at 40 RPM. What is the RPM of gear D, which is 3 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0013_q5,Extrapolative/Counterfactual Reasoning,gear_train_0013.png,"If gear D's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear D's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0014_q1,Image Description,gear_train_0014.png,How many gears are shown in this gear train?
gear_train_0014_q2,Basic Relational Reasoning,gear_train_0014.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0014_q3,Comparative Reasoning,gear_train_0014.png,Which gear rotates the fastest (has the highest RPM)? Answer with the letter.
gear_train_0014_q4,Compound Reasoning,gear_train_0014.png,"Gear A (the driver) rotates at 60 RPM. What is the RPM of gear C, which is 2 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0014_q5,Extrapolative/Counterfactual Reasoning,gear_train_0014.png,"If gear B's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear C's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0015_q1,Image Description,gear_train_0015.png,How many gears are shown in this gear train?
gear_train_0015_q2,Basic Relational Reasoning,gear_train_0015.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0015_q3,Comparative Reasoning,gear_train_0015.png,Which gear in this train has the most teeth? Answer with the letter.
gear_train_0015_q4,Compound Reasoning,gear_train_0015.png,"Gear A (the driver) rotates at 50 RPM. What is the RPM of gear C, which is 2 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0015_q5,Extrapolative/Counterfactual Reasoning,gear_train_0015.png,"If gear A's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear C's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0016_q1,Image Description,gear_train_0016.png,How many gears are shown in this gear train?
gear_train_0016_q2,Basic Relational Reasoning,gear_train_0016.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0016_q3,Comparative Reasoning,gear_train_0016.png,Which gear rotates the fastest (has the highest RPM)? Answer with the letter.
gear_train_0016_q4,Compound Reasoning,gear_train_0016.png,"Gear A (the driver) rotates at 120 RPM. What is the RPM of gear D, which is 3 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0016_q5,Extrapolative/Counterfactual Reasoning,gear_train_0016.png,"If gear D's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear D's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0017_q1,Image Description,gear_train_0017.png,How many gears are shown in this gear train?
gear_train_0017_q2,Basic Relational Reasoning,gear_train_0017.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0017_q3,Comparative Reasoning,gear_train_0017.png,Which gear in this train has the most teeth? Answer with the letter.
gear_train_0017_q4,Compound Reasoning,gear_train_0017.png,"Gear A (the driver) rotates at 40 RPM. What is the RPM of gear E, which is 3 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0017_q5,Extrapolative/Counterfactual Reasoning,gear_train_0017.png,"If gear C's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear E's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0018_q1,Image Description,gear_train_0018.png,How many gears are shown in this gear train?
gear_train_0018_q2,Basic Relational Reasoning,gear_train_0018.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0018_q3,Comparative Reasoning,gear_train_0018.png,Which gear rotates the fastest (has the highest RPM)? Answer with the letter.
gear_train_0018_q4,Compound Reasoning,gear_train_0018.png,"Gear A (the driver) rotates at 50 RPM. What is the RPM of gear C, which is 2 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0018_q5,Extrapolative/Counterfactual Reasoning,gear_train_0018.png,"If gear A's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear C's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0019_q1,Image Description,gear_train_0019.png,How many gears are shown in this gear train?
gear_train_0019_q2,Basic Relational Reasoning,gear_train_0019.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0019_q3,Comparative Reasoning,gear_train_0019.png,Which gear in this train has the most teeth? Answer with the letter.
gear_train_0019_q4,Compound Reasoning,gear_train_0019.png,"Gear A (the driver) rotates at 72 RPM. What is the RPM of gear E, which is 4 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0019_q5,Extrapolative/Counterfactual Reasoning,gear_train_0019.png,"If gear E's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear E's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0020_q1,Image Description,gear_train_0020.png,How many gears are shown in this gear train?
gear_train_0020_q2,Basic Relational Reasoning,gear_train_0020.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0020_q3,Comparative Reasoning,gear_train_0020.png,Which gear rotates the fastest (has the highest RPM)? Answer with the letter.
gear_train_0020_q4,Compound Reasoning,gear_train_0020.png,"Gear A (the driver) rotates at 30 RPM. What is the RPM of gear C, which is 2 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0020_q5,Extrapolative/Counterfactual Reasoning,gear_train_0020.png,"If gear D's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear C's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0021_q1,Image Description,gear_train_0021.png,How many gears are shown in this gear train?
gear_train_0021_q2,Basic Relational Reasoning,gear_train_0021.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0021_q3,Comparative Reasoning,gear_train_0021.png,Which gear in this train has the most teeth? Answer with the letter.
gear_train_0021_q4,Compound Reasoning,gear_train_0021.png,"Gear A (the driver) rotates at 50 RPM. What is the RPM of gear C, which is 2 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0021_q5,Extrapolative/Counterfactual Reasoning,gear_train_0021.png,"If gear A's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear C's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0022_q1,Image Description,gear_train_0022.png,How many gears are shown in this gear train?
gear_train_0022_q2,Basic Relational Reasoning,gear_train_0022.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0022_q3,Comparative Reasoning,gear_train_0022.png,Which gear rotates the fastest (has the highest RPM)? Answer with the letter.
gear_train_0022_q4,Compound Reasoning,gear_train_0022.png,"Gear A (the driver) rotates at 45 RPM. What is the RPM of gear C, which is 2 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0022_q5,Extrapolative/Counterfactual Reasoning,gear_train_0022.png,"If gear C's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear C's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0023_q1,Image Description,gear_train_0023.png,How many gears are shown in this gear train?
gear_train_0023_q2,Basic Relational Reasoning,gear_train_0023.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0023_q3,Comparative Reasoning,gear_train_0023.png,Which gear in this train has the most teeth? Answer with the letter.
gear_train_0023_q4,Compound Reasoning,gear_train_0023.png,"Gear A (the driver) rotates at 72 RPM. What is the RPM of gear E, which is 3 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0023_q5,Extrapolative/Counterfactual Reasoning,gear_train_0023.png,"If gear C's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear E's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0024_q1,Image Description,gear_train_0024.png,How many gears are shown in this gear train?
gear_train_0024_q2,Basic Relational Reasoning,gear_train_0024.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0024_q3,Comparative Reasoning,gear_train_0024.png,Which gear rotates the fastest (has the highest RPM)? Answer with the letter.
gear_train_0024_q4,Compound Reasoning,gear_train_0024.png,"Gear A (the driver) rotates at 45 RPM. What is the RPM of gear E, which is 4 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0024_q5,Extrapolative/Counterfactual Reasoning,gear_train_0024.png,"If gear A's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear E's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0025_q1,Image Description,gear_train_0025.png,How many gears are shown in this gear train?
gear_train_0025_q2,Basic Relational Reasoning,gear_train_0025.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0025_q3,Comparative Reasoning,gear_train_0025.png,Which gear in this train has the most teeth? Answer with the letter.
gear_train_0025_q4,Compound Reasoning,gear_train_0025.png,"Gear A (the driver) rotates at 30 RPM. What is the RPM of gear D, which is 3 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0025_q5,Extrapolative/Counterfactual Reasoning,gear_train_0025.png,"If gear D's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear D's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0026_q1,Image Description,gear_train_0026.png,How many gears are shown in this gear train?
gear_train_0026_q2,Basic Relational Reasoning,gear_train_0026.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0026_q3,Comparative Reasoning,gear_train_0026.png,Which gear rotates the fastest (has the highest RPM)? Answer with the letter.
gear_train_0026_q4,Compound Reasoning,gear_train_0026.png,"Gear A (the driver) rotates at 120 RPM. What is the RPM of gear E, which is 4 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0026_q5,Extrapolative/Counterfactual Reasoning,gear_train_0026.png,"If gear B's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear E's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0027_q1,Image Description,gear_train_0027.png,How many gears are shown in this gear train?
gear_train_0027_q2,Basic Relational Reasoning,gear_train_0027.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0027_q3,Comparative Reasoning,gear_train_0027.png,Which gear in this train has the most teeth? Answer with the letter.
gear_train_0027_q4,Compound Reasoning,gear_train_0027.png,"Gear A (the driver) rotates at 72 RPM. What is the RPM of gear E, which is 3 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0027_q5,Extrapolative/Counterfactual Reasoning,gear_train_0027.png,"If gear A's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear E's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0028_q1,Image Description,gear_train_0028.png,How many gears are shown in this gear train?
gear_train_0028_q2,Basic Relational Reasoning,gear_train_0028.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0028_q3,Comparative Reasoning,gear_train_0028.png,Which gear rotates the fastest (has the highest RPM)? Answer with the letter.
gear_train_0028_q4,Compound Reasoning,gear_train_0028.png,"Gear A (the driver) rotates at 45 RPM. What is the RPM of gear C, which is 2 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0028_q5,Extrapolative/Counterfactual Reasoning,gear_train_0028.png,"If gear C's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear C's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0029_q1,Image Description,gear_train_0029.png,How many gears are shown in this gear train?
gear_train_0029_q2,Basic Relational Reasoning,gear_train_0029.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0029_q3,Comparative Reasoning,gear_train_0029.png,Which gear in this train has the most teeth? Answer with the letter.
gear_train_0029_q4,Compound Reasoning,gear_train_0029.png,"Gear A (the driver) rotates at 72 RPM. What is the RPM of gear E, which is 4 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0029_q5,Extrapolative/Counterfactual Reasoning,gear_train_0029.png,"If gear B's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear E's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0030_q1,Image Description,gear_train_0030.png,How many gears are shown in this gear train?
gear_train_0030_q2,Basic Relational Reasoning,gear_train_0030.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0030_q3,Comparative Reasoning,gear_train_0030.png,Which gear rotates the fastest (has the highest RPM)? Answer with the letter.
gear_train_0030_q4,Compound Reasoning,gear_train_0030.png,"Gear A (the driver) rotates at 90 RPM. What is the RPM of gear E, which is 3 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0030_q5,Extrapolative/Counterfactual Reasoning,gear_train_0030.png,"If gear A's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear E's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0031_q1,Image Description,gear_train_0031.png,How many gears are shown in this gear train?
gear_train_0031_q2,Basic Relational Reasoning,gear_train_0031.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0031_q3,Comparative Reasoning,gear_train_0031.png,Which gear in this train has the most teeth? Answer with the letter.
gear_train_0031_q4,Compound Reasoning,gear_train_0031.png,"Gear A (the driver) rotates at 45 RPM. What is the RPM of gear C, which is 2 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0031_q5,Extrapolative/Counterfactual Reasoning,gear_train_0031.png,"If gear C's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear C's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0032_q1,Image Description,gear_train_0032.png,How many gears are shown in this gear train?
gear_train_0032_q2,Basic Relational Reasoning,gear_train_0032.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0032_q3,Comparative Reasoning,gear_train_0032.png,Which gear rotates the fastest (has the highest RPM)? Answer with the letter.
gear_train_0032_q4,Compound Reasoning,gear_train_0032.png,"Gear A (the driver) rotates at 50 RPM. What is the RPM of gear C, which is 2 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0032_q5,Extrapolative/Counterfactual Reasoning,gear_train_0032.png,"If gear B's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear C's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0033_q1,Image Description,gear_train_0033.png,How many gears are shown in this gear train?
gear_train_0033_q2,Basic Relational Reasoning,gear_train_0033.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0033_q3,Comparative Reasoning,gear_train_0033.png,Which gear in this train has the most teeth? Answer with the letter.
gear_train_0033_q4,Compound Reasoning,gear_train_0033.png,"Gear A (the driver) rotates at 72 RPM. What is the RPM of gear D, which is 2 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0033_q5,Extrapolative/Counterfactual Reasoning,gear_train_0033.png,"If gear A's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear D's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0034_q1,Image Description,gear_train_0034.png,How many gears are shown in this gear train?
gear_train_0034_q2,Basic Relational Reasoning,gear_train_0034.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0034_q3,Comparative Reasoning,gear_train_0034.png,Which gear rotates the fastest (has the highest RPM)? Answer with the letter.
gear_train_0034_q4,Compound Reasoning,gear_train_0034.png,"Gear A (the driver) rotates at 40 RPM. What is the RPM of gear E, which is 4 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0034_q5,Extrapolative/Counterfactual Reasoning,gear_train_0034.png,"If gear E's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear E's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0035_q1,Image Description,gear_train_0035.png,How many gears are shown in this gear train?
gear_train_0035_q2,Basic Relational Reasoning,gear_train_0035.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0035_q3,Comparative Reasoning,gear_train_0035.png,Which gear in this train has the most teeth? Answer with the letter.
gear_train_0035_q4,Compound Reasoning,gear_train_0035.png,"Gear A (the driver) rotates at 60 RPM. What is the RPM of gear E, which is 4 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0035_q5,Extrapolative/Counterfactual Reasoning,gear_train_0035.png,"If gear D's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear E's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0036_q1,Image Description,gear_train_0036.png,How many gears are shown in this gear train?
gear_train_0036_q2,Basic Relational Reasoning,gear_train_0036.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0036_q3,Comparative Reasoning,gear_train_0036.png,Which gear rotates the fastest (has the highest RPM)? Answer with the letter.
gear_train_0036_q4,Compound Reasoning,gear_train_0036.png,"Gear A (the driver) rotates at 30 RPM. What is the RPM of gear D, which is 3 meshes from the driver? Answer with a number rounded to 1 decimal place."
gear_train_0036_q5,Extrapolative/Counterfactual Reasoning,gear_train_0036.png,"If gear A's tooth count were doubled while the driver's RPM and direction stayed fixed, would gear D's rotation speed increase, decrease, or stay the same? Also state whether its rotation direction would change."
gear_train_0037_q1,Image Description,gear_train_0037.png,How many gears are shown in this gear train?
gear_train_0037_q2,Basic Relational Reasoning,gear_train_0037.png,"Gear B directly meshes with gear A (the driver). Does gear B rotate in the same direction as the driver, or the opposite direction?"
gear_train_0037_q3,Comparative Reasoning,gear_train_0037.png,Which gear in this train has the most teeth? Answer with the letter.
