question_id,image,acceptance_set,tolerances,targets,correct_choice,attributes_changed_together
rpm_0028_open_q1,rpm_0028.png,"[""correct_choice=7; attributes_changed_together=[\""size\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",7,"[""size"",""count""]"
rpm_0029_open_q1,rpm_0029.png,"[""correct_choice=7; attributes_changed_together=[\""shape\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",7,"[""shape"",""count""]"
rpm_0030_open_q1,rpm_0030.png,"[""correct_choice=5; attributes_changed_together=[\""size\"",\""color\""]""]",{},"[""matrix"",""numbered choices""]",5,"[""size"",""color""]"
rpm_0031_open_q1,rpm_0031.png,"[""correct_choice=7; attributes_changed_together=[\""size\"",\""color\""]""]",{},"[""matrix"",""numbered choices""]",7,"[""size"",""color""]"
rpm_0032_open_q1,rpm_0032.png,"[""correct_choice=3; attributes_changed_together=[\""rotation\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",3,"[""rotation"",""count""]"
rpm_0033_open_q1,rpm_0033.png,"[""correct_choice=5; attributes_changed_together=[\""color\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",5,"[""color"",""count""]"
rpm_0034_open_q1,rpm_0034.png,"[""correct_choice=8; attributes_changed_together=[\""size\"",\""rotation\""]""]",{},"[""matrix"",""numbered choices""]",8,"[""size"",""rotation""]"
rpm_0035_open_q1,rpm_0035.png,"[""correct_choice=4; attributes_changed_together=[\""color\"",\""rotation\""]""]",{},"[""matrix"",""numbered choices""]",4,"[""color"",""rotation""]"
rpm_0036_open_q1,rpm_0036.png,"[""correct_choice=2; attributes_changed_together=[\""rotation\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",2,"[""rotation"",""count""]"
rpm_0037_open_q1,rpm_0037.png,"[""correct_choice=4; attributes_changed_together=[\""shape\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",4,"[""shape"",""count""]"
rpm_0038_open_q1,rpm_0038.png,"[""correct_choice=1; attributes_changed_together=[\""shape\"",\""size\""]""]",{},"[""matrix"",""numbered choices""]",1,"[""shape"",""size""]"
rpm_0039_open_q1,rpm_0039.png,"[""correct_choice=1; attributes_changed_together=[\""size\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",1,"[""size"",""count""]"
rpm_0040_open_q1,rpm_0040.png,"[""correct_choice=4; attributes_changed_together=[\""color\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",4,"[""color"",""count""]"
rpm_0041_open_q1,rpm_0041.png,"[""correct_choice=5; attributes_changed_together=[\""color\"",\""rotation\""]""]",{},"[""matrix"",""numbered choices""]",5,"[""color"",""rotation""]"
rpm_0042_open_q1,rpm_0042.png,"[""correct_choice=7; attributes_changed_together=[\""size\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",7,"[""size"",""count""]"
rpm_0043_open_q1,rpm_0043.png,"[""correct_choice=3; attributes_changed_together=[\""shape\"",\""color\""]""]",{},"[""matrix"",""numbered choices""]",3,"[""shape"",""color""]"
rpm_0044_open_q1,rpm_0044.png,"[""correct_choice=3; attributes_changed_together=[\""size\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",3,"[""size"",""count""]"
rpm_0045_open_q1,rpm_0045.png,"[""correct_choice=8; attributes_changed_together=[\""shape\"",\""color\""]""]",{},"[""matrix"",""numbered choices""]",8,"[""shape"",""color""]"
rpm_0046_open_q1,rpm_0046.png,"[""correct_choice=3; attributes_changed_together=[\""rotation\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",3,"[""rotation"",""count""]"
rpm_0047_open_q1,rpm_0047.png,"[""correct_choice=1; attributes_changed_together=[\""color\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",1,"[""color"",""count""]"
rpm_0048_open_q1,rpm_0048.png,"[""correct_choice=4; attributes_changed_together=[\""color\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",4,"[""color"",""count""]"
rpm_0049_open_q1,rpm_0049.png,"[""correct_choice=8; attributes_changed_together=[\""shape\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",8,"[""shape"",""count""]"
rpm_0050_open_q1,rpm_0050.png,"[""correct_choice=6; attributes_changed_together=[\""size\"",\""color\""]""]",{},"[""matrix"",""numbered choices""]",6,"[""size"",""color""]"
rpm_0051_open_q1,rpm_0051.png,"[""correct_choice=2; attributes_changed_together=[\""size\"",\""color\""]""]",{},"[""matrix"",""numbered choices""]",2,"[""size"",""color""]"
rpm_0052_open_q1,rpm_0052.png,"[""correct_choice=8; attributes_changed_together=[\""rotation\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",8,"[""rotation"",""count""]"
rpm_0053_open_q1,rpm_0053.png,"[""correct_choice=3; attributes_changed_together=[\""rotation\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",3,"[""rotation"",""count""]"
rpm_0054_open_q1,rpm_0054.png,"[""correct_choice=1; attributes_changed_together=[\""shape\"",\""size\""]""]",{},"[""matrix"",""numbered choices""]",1,"[""shape"",""size""]"
rpm_0055_open_q1,rpm_0055.png,"[""correct_choice=4; attributes_changed_together=[\""size\"",\""rotation\""]""]",{},"[""matrix"",""numbered choices""]",4,"[""size"",""rotation""]"
rpm_0056_open_q1,rpm_0056.png,"[""correct_choice=4; attributes_changed_together=[\""color\"",\""rotation\""]""]",{},"[""matrix"",""numbered choices""]",4,"[""color"",""rotation""]"
rpm_0057_open_q1,rpm_0057.png,"[""correct_choice=6; attributes_changed_together=[\""size\"",\""rotation\""]""]",{},"[""matrix"",""numbered choices""]",6,"[""size"",""rotation""]"
rpm_0058_open_q1,rpm_0058.png,"[""correct_choice=5; attributes_changed_together=[\""shape\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",5,"[""shape"",""count""]"
rpm_0059_open_q1,rpm_0059.png,"[""correct_choice=2; attributes_changed_together=[\""size\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",2,"[""size"",""count""]"
rpm_0060_open_q1,rpm_0060.png,"[""correct_choice=6; attributes_changed_together=[\""shape\"",\""color\""]""]",{},"[""matrix"",""numbered choices""]",6,"[""shape"",""color""]"
rpm_0061_open_q1,rpm_0061.png,"[""correct_choice=5; attributes_changed_together=[\""size\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",5,"[""size"",""count""]"
rpm_0062_open_q1,rpm_0062.png,"[""correct_choice=2; attributes_changed_together=[\""color\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",2,"[""color"",""count""]"
rpm_0063_open_q1,rpm_0063.png,"[""correct_choice=7; attributes_changed_together=[\""color\"",\""rotation\""]""]",{},"[""matrix"",""numbered choices""]",7,"[""color"",""rotation""]"
rpm_0064_open_q1,rpm_0064.png,"[""correct_choice=8; attributes_changed_together=[\""color\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",8,"[""color"",""count""]"
rpm_0065_open_q1,rpm_0065.png,"[""correct_choice=4; attributes_changed_together=[\""shape\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",4,"[""shape"",""count""]"
rpm_0066_open_q1,rpm_0066.png,"[""correct_choice=7; attributes_changed_together=[\""rotation\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",7,"[""rotation"",""count""]"
rpm_0067_open_q1,rpm_0067.png,"[""correct_choice=5; attributes_changed_together=[\""rotation\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",5,"[""rotation"",""count""]"
rpm_0068_open_q1,rpm_0068.png,"[""correct_choice=2; attributes_changed_together=[\""rotation\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",2,"[""rotation"",""count""]"
rpm_0069_open_q1,rpm_0069.png,"[""correct_choice=2; attributes_changed_together=[\""shape\"",\""size\""]""]",{},"[""matrix"",""numbered choices""]",2,"[""shape"",""size""]"
rpm_0070_open_q1,rpm_0070.png,"[""correct_choice=3; attributes_changed_together=[\""size\"",\""color\""]""]",{},"[""matrix"",""numbered choices""]",3,"[""size"",""color""]"
rpm_0071_open_q1,rpm_0071.png,"[""correct_choice=8; attributes_changed_together=[\""size\"",\""rotation\""]""]",{},"[""matrix"",""numbered choices""]",8,"[""size"",""rotation""]"
rpm_0072_open_q1,rpm_0072.png,"[""correct_choice=8; attributes_changed_together=[\""shape\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",8,"[""shape"",""count""]"
rpm_0073_open_q1,rpm_0073.png,"[""correct_choice=3; attributes_changed_together=[\""shape\"",\""size\""]""]",{},"[""matrix"",""numbered choices""]",3,"[""shape"",""size""]"
rpm_0074_open_q1,rpm_0074.png,"[""correct_choice=2; attributes_changed_together=[\""size\"",\""rotation\""]""]",{},"[""matrix"",""numbered choices""]",2,"[""size"",""rotation""]"
rpm_0075_open_q1,rpm_0075.png,"[""correct_choice=3; attributes_changed_together=[\""color\"",\""rotation\""]""]",{},"[""matrix"",""numbered choices""]",3,"[""color"",""rotation""]"
rpm_0076_open_q1,rpm_0076.png,"[""correct_choice=5; attributes_changed_together=[\""color\"",\""rotation\""]""]",{},"[""matrix"",""numbered choices""]",5,"[""color"",""rotation""]"
rpm_0077_open_q1,rpm_0077.png,"[""correct_choice=4; attributes_changed_together=[\""size\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",4,"[""size"",""count""]"
rpm_0078_open_q1,rpm_0078.png,"[""correct_choice=3; attributes_changed_together=[\""shape\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",3,"[""shape"",""count""]"
rpm_0079_open_q1,rpm_0079.png,"[""correct_choice=8; attributes_changed_together=[\""size\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",8,"[""size"",""count""]"
rpm_0080_open_q1,rpm_0080.png,"[""correct_choice=1; attributes_changed_together=[\""color\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",1,"[""color"",""count""]"
rpm_0081_open_q1,rpm_0081.png,"[""correct_choice=4; attributes_changed_together=[\""rotation\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",4,"[""rotation"",""count""]"
rpm_0082_open_q1,rpm_0082.png,"[""correct_choice=1; attributes_changed_together=[\""color\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",1,"[""color"",""count""]"
rpm_0083_open_q1,rpm_0083.png,"[""correct_choice=8; attributes_changed_together=[\""rotation\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",8,"[""rotation"",""count""]"
rpm_0084_open_q1,rpm_0084.png,"[""correct_choice=7; attributes_changed_together=[\""color\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",7,"[""color"",""count""]"
rpm_0085_open_q1,rpm_0085.png,"[""correct_choice=2; attributes_changed_together=[\""shape\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",2,"[""shape"",""count""]"
rpm_0086_open_q1,rpm_0086.png,"[""correct_choice=3; attributes_changed_together=[\""shape\"",\""size\""]""]",{},"[""matrix"",""numbered choices""]",3,"[""shape"",""size""]"
rpm_0087_open_q1,rpm_0087.png,"[""correct_choice=4; attributes_changed_together=[\""shape\"",\""size\""]""]",{},"[""matrix"",""numbered choices""]",4,"[""shape"",""size""]"
rpm_0088_open_q1,rpm_0088.png,"[""correct_choice=1; attributes_changed_together=[\""shape\"",\""color\""]""]",{},"[""matrix"",""numbered choices""]",1,"[""shape"",""color""]"
rpm_0089_open_q1,rpm_0089.png,"[""correct_choice=1; attributes_changed_together=[\""color\"",\""rotation\""]""]",{},"[""matrix"",""numbered choices""]",1,"[""color"",""rotation""]"
rpm_0090_open_q1,rpm_0090.png,"[""correct_choice=2; attributes_changed_together=[\""size\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",2,"[""size"",""count""]"
rpm_0091_open_q1,rpm_0091.png,"[""correct_choice=7; attributes_changed_together=[\""size\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",7,"[""size"",""count""]"
rpm_0092_open_q1,rpm_0092.png,"[""correct_choice=4; attributes_changed_together=[\""shape\"",\""color\""]""]",{},"[""matrix"",""numbered choices""]",4,"[""shape"",""color""]"
rpm_0093_open_q1,rpm_0093.png,"[""correct_choice=5; attributes_changed_together=[\""size\"",\""color\""]""]",{},"[""matrix"",""numbered choices""]",5,"[""size"",""color""]"
rpm_0094_open_q1,rpm_0094.png,"[""correct_choice=4; attributes_changed_together=[\""color\"",\""rotation\""]""]",{},"[""matrix"",""numbered choices""]",4,"[""color"",""rotation""]"
rpm_0095_open_q1,rpm_0095.png,"[""correct_choice=2; attributes_changed_together=[\""rotation\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",2,"[""rotation"",""count""]"
rpm_0096_open_q1,rpm_0096.png,"[""correct_choice=5; attributes_changed_together=[\""color\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",5,"[""color"",""count""]"
rpm_0097_open_q1,rpm_0097.png,"[""correct_choice=3; attributes_changed_together=[\""shape\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",3,"[""shape"",""count""]"
rpm_0098_open_q1,rpm_0098.png,"[""correct_choice=6; attributes_changed_together=[\""size\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",6,"[""size"",""count""]"
rpm_0099_open_q1,rpm_0099.png,"[""correct_choice=7; attributes_changed_together=[\""color\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",7,"[""color"",""count""]"
rpm_0100_open_q1,rpm_0100.png,"[""correct_choice=7; attributes_changed_together=[\""rotation\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",7,"[""rotation"",""count""]"
rpm_0101_open_q1,rpm_0101.png,"[""correct_choice=8; attributes_changed_together=[\""rotation\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",8,"[""rotation"",""count""]"
rpm_0102_open_q1,rpm_0102.png,"[""correct_choice=1; attributes_changed_together=[\""rotation\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",1,"[""rotation"",""count""]"
rpm_0103_open_q1,rpm_0103.png,"[""correct_choice=4; attributes_changed_together=[\""shape\"",\""size\""]""]",{},"[""matrix"",""numbered choices""]",4,"[""shape"",""size""]"
rpm_0104_open_q1,rpm_0104.png,"[""correct_choice=1; attributes_changed_together=[\""size\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",1,"[""size"",""count""]"
rpm_0105_open_q1,rpm_0105.png,"[""correct_choice=4; attributes_changed_together=[\""size\"",\""rotation\""]""]",{},"[""matrix"",""numbered choices""]",4,"[""size"",""rotation""]"
rpm_0106_open_q1,rpm_0106.png,"[""correct_choice=6; attributes_changed_together=[\""shape\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",6,"[""shape"",""count""]"
rpm_0107_open_q1,rpm_0107.png,"[""correct_choice=1; attributes_changed_together=[\""shape\"",\""color\""]""]",{},"[""matrix"",""numbered choices""]",1,"[""shape"",""color""]"
rpm_0108_open_q1,rpm_0108.png,"[""correct_choice=1; attributes_changed_together=[\""shape\"",\""size\""]""]",{},"[""matrix"",""numbered choices""]",1,"[""shape"",""size""]"
rpm_0109_open_q1,rpm_0109.png,"[""correct_choice=3; attributes_changed_together=[\""shape\"",\""color\""]""]",{},"[""matrix"",""numbered choices""]",3,"[""shape"",""color""]"
rpm_0110_open_q1,rpm_0110.png,"[""correct_choice=2; attributes_changed_together=[\""color\"",\""rotation\""]""]",{},"[""matrix"",""numbered choices""]",2,"[""color"",""rotation""]"
rpm_0111_open_q1,rpm_0111.png,"[""correct_choice=1; attributes_changed_together=[\""color\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",1,"[""color"",""count""]"
rpm_0112_open_q1,rpm_0112.png,"[""correct_choice=6; attributes_changed_together=[\""color\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",6,"[""color"",""count""]"
rpm_0113_open_q1,rpm_0113.png,"[""correct_choice=7; attributes_changed_together=[\""shape\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",7,"[""shape"",""count""]"
rpm_0114_open_q1,rpm_0114.png,"[""correct_choice=3; attributes_changed_together=[\""size\"",\""color\""]""]",{},"[""matrix"",""numbered choices""]",3,"[""size"",""color""]"
rpm_0115_open_q1,rpm_0115.png,"[""correct_choice=8; attributes_changed_together=[\""size\"",\""color\""]""]",{},"[""matrix"",""numbered choices""]",8,"[""size"",""color""]"
rpm_0116_open_q1,rpm_0116.png,"[""correct_choice=5; attributes_changed_together=[\""rotation\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",5,"[""rotation"",""count""]"
rpm_0117_open_q1,rpm_0117.png,"[""correct_choice=4; attributes_changed_together=[\""size\"",\""rotation\""]""]",{},"[""matrix"",""numbered choices""]",4,"[""size"",""rotation""]"
rpm_0118_open_q1,rpm_0118.png,"[""correct_choice=1; attributes_changed_together=[\""color\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",1,"[""color"",""count""]"
rpm_0119_open_q1,rpm_0119.png,"[""correct_choice=3; attributes_changed_together=[\""size\"",\""rotation\""]""]",{},"[""matrix"",""numbered choices""]",3,"[""size"",""rotation""]"
rpm_0120_open_q1,rpm_0120.png,"[""correct_choice=3; attributes_changed_together=[\""shape\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",3,"[""shape"",""count""]"
rpm_0121_open_q1,rpm_0121.png,"[""correct_choice=8; attributes_changed_together=[\""shape\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",8,"[""shape"",""count""]"
rpm_0122_open_q1,rpm_0122.png,"[""correct_choice=7; attributes_changed_together=[\""shape\"",\""size\""]""]",{},"[""matrix"",""numbered choices""]",7,"[""shape"",""size""]"
rpm_0123_open_q1,rpm_0123.png,"[""correct_choice=1; attributes_changed_together=[\""color\"",\""rotation\""]""]",{},"[""matrix"",""numbered choices""]",1,"[""color"",""rotation""]"
rpm_0124_open_q1,rpm_0124.png,"[""correct_choice=8; attributes_changed_together=[\""size\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",8,"[""size"",""count""]"
rpm_0125_open_q1,rpm_0125.png,"[""correct_choice=7; attributes_changed_together=[\""size\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",7,"[""size"",""count""]"
rpm_0126_open_q1,rpm_0126.png,"[""correct_choice=4; attributes_changed_together=[\""shape\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",4,"[""shape"",""count""]"
rpm_0127_open_q1,rpm_0127.png,"[""correct_choice=2; attributes_changed_together=[\""shape\"",\""size\""]""]",{},"[""matrix"",""numbered choices""]",2,"[""shape"",""size""]"
rpm_0128_open_q1,rpm_0128.png,"[""correct_choice=1; attributes_changed_together=[\""shape\"",\""color\""]""]",{},"[""matrix"",""numbered choices""]",1,"[""shape"",""color""]"
rpm_0129_open_q1,rpm_0129.png,"[""correct_choice=3; attributes_changed_together=[\""rotation\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",3,"[""rotation"",""count""]"
rpm_0130_open_q1,rpm_0130.png,"[""correct_choice=6; attributes_changed_together=[\""color\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",6,"[""color"",""count""]"
rpm_0131_open_q1,rpm_0131.png,"[""correct_choice=5; attributes_changed_together=[\""rotation\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",5,"[""rotation"",""count""]"
rpm_0132_open_q1,rpm_0132.png,"[""correct_choice=6; attributes_changed_together=[\""shape\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",6,"[""shape"",""count""]"
rpm_0133_open_q1,rpm_0133.png,"[""correct_choice=8; attributes_changed_together=[\""size\"",\""color\""]""]",{},"[""matrix"",""numbered choices""]",8,"[""size"",""color""]"
rpm_0134_open_q1,rpm_0134.png,"[""correct_choice=8; attributes_changed_together=[\""size\"",\""color\""]""]",{},"[""matrix"",""numbered choices""]",8,"[""size"",""color""]"
rpm_0135_open_q1,rpm_0135.png,"[""correct_choice=1; attributes_changed_together=[\""shape\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",1,"[""shape"",""count""]"
rpm_0136_open_q1,rpm_0136.png,"[""correct_choice=6; attributes_changed_together=[\""shape\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",6,"[""shape"",""count""]"
rpm_0137_open_q1,rpm_0137.png,"[""correct_choice=2; attributes_changed_together=[\""shape\"",\""size\""]""]",{},"[""matrix"",""numbered choices""]",2,"[""shape"",""size""]"
rpm_0138_open_q1,rpm_0138.png,"[""correct_choice=7; attributes_changed_together=[\""size\"",\""rotation\""]""]",{},"[""matrix"",""numbered choices""]",7,"[""size"",""rotation""]"
rpm_0139_open_q1,rpm_0139.png,"[""correct_choice=2; attributes_changed_together=[\""color\"",\""rotation\""]""]",{},"[""matrix"",""numbered choices""]",2,"[""color"",""rotation""]"
rpm_0140_open_q1,rpm_0140.png,"[""correct_choice=1; attributes_changed_together=[\""color\"",\""rotation\""]""]",{},"[""matrix"",""numbered choices""]",1,"[""color"",""rotation""]"
rpm_0141_open_q1,rpm_0141.png,"[""correct_choice=4; attributes_changed_together=[\""size\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",4,"[""size"",""count""]"
rpm_0142_open_q1,rpm_0142.png,"[""correct_choice=7; attributes_changed_together=[\""size\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",7,"[""size"",""count""]"
rpm_0143_open_q1,rpm_0143.png,"[""correct_choice=2; attributes_changed_together=[\""shape\"",\""color\""]""]",{},"[""matrix"",""numbered choices""]",2,"[""shape"",""color""]"
rpm_0144_open_q1,rpm_0144.png,"[""correct_choice=7; attributes_changed_together=[\""size\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",7,"[""size"",""count""]"
rpm_0145_open_q1,rpm_0145.png,"[""correct_choice=4; attributes_changed_together=[\""color\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",4,"[""color"",""count""]"
rpm_0146_open_q1,rpm_0146.png,"[""correct_choice=1; attributes_changed_together=[\""rotation\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",1,"[""rotation"",""count""]"
rpm_0147_open_q1,rpm_0147.png,"[""correct_choice=7; attributes_changed_together=[\""color\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",7,"[""color"",""count""]"
rpm_0148_open_q1,rpm_0148.png,"[""correct_choice=4; attributes_changed_together=[\""color\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",4,"[""color"",""count""]"
rpm_0149_open_q1,rpm_0149.png,"[""correct_choice=2; attributes_changed_together=[\""shape\"",\""count\""]""]",{},"[""matrix"",""numbered choices""]",2,"[""shape"",""count""]"
rpm_0150_open_q1,rpm_0150.png,"[""correct_choice=4; attributes_changed_together=[\""shape\"",\""size\""]""]",{},"[""matrix"",""numbered choices""]",4,"[""shape"",""size""]"
rpm_0151_open_q1,rpm_0151.png,"[""correct_choice=8; attributes_changed_together=[\""shape\"",\""color\""]""]",{},"[""matrix"",""numbered choices""]",8,"[""shape"",""color""]"
