task,image,prompt,groundtruth,metadata
Image Description,line_intersect_0003.png,How many line segments make up the blue line?,4,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.7933,""leftmost_intersection_x"":99.314204,""num_blue_segments"":4,""num_red_segments"":4,""red_above_blue_at_end"":false,""red_above_blue_at_start"":false,""red_self_intersecting"":false,""rightmost_intersection_x"":388.239554,""seed"":3,""total_intersections"":4,""wording_variant"":""intersection_points""}"
Basic Relational Reasoning,line_intersect_0003.png,"Count the intersection points where the blue and red lines meet. Put your answer in curly brackets, e.g. {2}.",4,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.7933,""leftmost_intersection_x"":99.314204,""num_blue_segments"":4,""num_red_segments"":4,""red_above_blue_at_end"":false,""red_above_blue_at_start"":false,""red_self_intersecting"":false,""rightmost_intersection_x"":388.239554,""seed"":3,""total_intersections"":4,""wording_variant"":""intersection_points""}"
Comparative Reasoning,line_intersect_0003.png,Is the leftmost intersection point closer to the left edge or the right edge of the image? Answer 'left' or 'right'.,left,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.7933,""leftmost_intersection_x"":99.314204,""num_blue_segments"":4,""num_red_segments"":4,""red_above_blue_at_end"":false,""red_above_blue_at_start"":false,""red_self_intersecting"":false,""rightmost_intersection_x"":388.239554,""seed"":3,""total_intersections"":4,""wording_variant"":""intersection_points""}"
Compound Reasoning,line_intersect_0003.png,"If the two lines intersect an odd number of times, the line that starts higher must end lower (and vice versa). Based on this rule, do these two lines intersect an odd or even number of times? Answer 'odd' or 'even'.",even,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.7933,""leftmost_intersection_x"":99.314204,""num_blue_segments"":4,""num_red_segments"":4,""red_above_blue_at_end"":false,""red_above_blue_at_start"":false,""red_self_intersecting"":false,""rightmost_intersection_x"":388.239554,""seed"":3,""total_intersections"":4,""wording_variant"":""intersection_points""}"
Extrapolative/Counterfactual Reasoning,line_intersect_0003.png,"If the entire red polyline were translated exactly 60 pixels downward without changing its shape, how many red-blue intersections would remain?",0,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.7933,""leftmost_intersection_x"":99.314204,""num_blue_segments"":4,""num_red_segments"":4,""red_above_blue_at_end"":false,""red_above_blue_at_start"":false,""red_self_intersecting"":false,""rightmost_intersection_x"":388.239554,""seed"":3,""total_intersections"":4,""wording_variant"":""intersection_points""}"
Image Description,line_intersect_0004.png,How many line segments make up the blue line?,2,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":true,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.09,""leftmost_intersection_x"":365.129446,""num_blue_segments"":2,""num_red_segments"":2,""red_above_blue_at_end"":false,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":365.129446,""seed"":4,""total_intersections"":1,""wording_variant"":""touch_each_other""}"
Basic Relational Reasoning,line_intersect_0004.png,"How many times do the blue and red lines touch each other? Answer with a number in curly brackets, e.g. {5}.",1,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":true,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.09,""leftmost_intersection_x"":365.129446,""num_blue_segments"":2,""num_red_segments"":2,""red_above_blue_at_end"":false,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":365.129446,""seed"":4,""total_intersections"":1,""wording_variant"":""touch_each_other""}"
Comparative Reasoning,line_intersect_0004.png,"At the leftmost point of the image, which line is higher: red or blue?",red,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":true,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.09,""leftmost_intersection_x"":365.129446,""num_blue_segments"":2,""num_red_segments"":2,""red_above_blue_at_end"":false,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":365.129446,""seed"":4,""total_intersections"":1,""wording_variant"":""touch_each_other""}"
Compound Reasoning,line_intersect_0004.png,"If the two lines intersect an odd number of times, the line that starts higher must end lower (and vice versa). Based on this rule, do these two lines intersect an odd or even number of times? Answer 'odd' or 'even'.",odd,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":true,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.09,""leftmost_intersection_x"":365.129446,""num_blue_segments"":2,""num_red_segments"":2,""red_above_blue_at_end"":false,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":365.129446,""seed"":4,""total_intersections"":1,""wording_variant"":""touch_each_other""}"
Extrapolative/Counterfactual Reasoning,line_intersect_0004.png,"If the entire red polyline were translated exactly 60 pixels downward without changing its shape, how many red-blue intersections would remain?",0,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":true,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.09,""leftmost_intersection_x"":365.129446,""num_blue_segments"":2,""num_red_segments"":2,""red_above_blue_at_end"":false,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":365.129446,""seed"":4,""total_intersections"":1,""wording_variant"":""touch_each_other""}"
Image Description,line_intersect_0005.png,How many line segments make up the red line?,5,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":true,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":1,""leftmost_intersection_x"":94.684281,""num_blue_segments"":5,""num_red_segments"":5,""red_above_blue_at_end"":false,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":422.680413,""seed"":5,""total_intersections"":5,""wording_variant"":""intersection_points""}"
Basic Relational Reasoning,line_intersect_0005.png,"Count the intersection points where the blue and red lines meet. Put your answer in curly brackets, e.g. {2}.",5,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":true,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":1,""leftmost_intersection_x"":94.684281,""num_blue_segments"":5,""num_red_segments"":5,""red_above_blue_at_end"":false,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":422.680413,""seed"":5,""total_intersections"":5,""wording_variant"":""intersection_points""}"
Comparative Reasoning,line_intersect_0005.png,"At the leftmost point of the image, which line is higher: red or blue?",red,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":true,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":1,""leftmost_intersection_x"":94.684281,""num_blue_segments"":5,""num_red_segments"":5,""red_above_blue_at_end"":false,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":422.680413,""seed"":5,""total_intersections"":5,""wording_variant"":""intersection_points""}"
Compound Reasoning,line_intersect_0005.png,"If the two lines intersect an odd number of times, the line that starts higher must end lower (and vice versa). Based on this rule, do these two lines intersect an odd or even number of times? Answer 'odd' or 'even'.",odd,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":true,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":1,""leftmost_intersection_x"":94.684281,""num_blue_segments"":5,""num_red_segments"":5,""red_above_blue_at_end"":false,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":422.680413,""seed"":5,""total_intersections"":5,""wording_variant"":""intersection_points""}"
Extrapolative/Counterfactual Reasoning,line_intersect_0005.png,"If the entire red polyline were translated exactly 60 pixels downward without changing its shape, how many red-blue intersections would remain?",2,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":true,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":1,""leftmost_intersection_x"":94.684281,""num_blue_segments"":5,""num_red_segments"":5,""red_above_blue_at_end"":false,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":422.680413,""seed"":5,""total_intersections"":5,""wording_variant"":""intersection_points""}"
Image Description,line_intersect_0006.png,How many line segments make up the blue line?,4,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.4133,""leftmost_intersection_x"":109.024319,""num_blue_segments"":4,""num_red_segments"":4,""red_above_blue_at_end"":true,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":421.714095,""seed"":6,""total_intersections"":2,""wording_variant"":""touch_each_other""}"
Basic Relational Reasoning,line_intersect_0006.png,"How many times do the blue and red lines touch each other? Answer with a number in curly brackets, e.g. {5}.",2,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.4133,""leftmost_intersection_x"":109.024319,""num_blue_segments"":4,""num_red_segments"":4,""red_above_blue_at_end"":true,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":421.714095,""seed"":6,""total_intersections"":2,""wording_variant"":""touch_each_other""}"
Comparative Reasoning,line_intersect_0006.png,Is the leftmost intersection point closer to the left edge or the right edge of the image? Answer 'left' or 'right'.,left,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.4133,""leftmost_intersection_x"":109.024319,""num_blue_segments"":4,""num_red_segments"":4,""red_above_blue_at_end"":true,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":421.714095,""seed"":6,""total_intersections"":2,""wording_variant"":""touch_each_other""}"
Compound Reasoning,line_intersect_0006.png,"How many intersection points occur in the left half versus the right half? Answer as left,right.","1,1","{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.4133,""leftmost_intersection_x"":109.024319,""num_blue_segments"":4,""num_red_segments"":4,""red_above_blue_at_end"":true,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":421.714095,""seed"":6,""total_intersections"":2,""wording_variant"":""touch_each_other""}"
Extrapolative/Counterfactual Reasoning,line_intersect_0006.png,"If you removed the segment of the red line closest to the left edge, how many intersection points would remain? Answer with a number in curly brackets.",1,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.4133,""leftmost_intersection_x"":109.024319,""num_blue_segments"":4,""num_red_segments"":4,""red_above_blue_at_end"":true,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":421.714095,""seed"":6,""total_intersections"":2,""wording_variant"":""touch_each_other""}"
Image Description,line_intersect_0007.png,How many line segments make up the red line?,2,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.0,""leftmost_intersection_x"":null,""num_blue_segments"":2,""num_red_segments"":2,""red_above_blue_at_end"":true,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":null,""seed"":7,""total_intersections"":0,""wording_variant"":""touch_each_other""}"
Basic Relational Reasoning,line_intersect_0007.png,"How many times do the blue and red lines touch each other? Answer with a number in curly brackets, e.g. {5}.",0,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.0,""leftmost_intersection_x"":null,""num_blue_segments"":2,""num_red_segments"":2,""red_above_blue_at_end"":true,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":null,""seed"":7,""total_intersections"":0,""wording_variant"":""touch_each_other""}"
Comparative Reasoning,line_intersect_0007.png,Does the red line end above or below the blue line at the rightmost point?,above,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.0,""leftmost_intersection_x"":null,""num_blue_segments"":2,""num_red_segments"":2,""red_above_blue_at_end"":true,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":null,""seed"":7,""total_intersections"":0,""wording_variant"":""touch_each_other""}"
Compound Reasoning,line_intersect_0007.png,"If the two lines intersect an odd number of times, the line that starts higher must end lower (and vice versa). Based on this rule, do these two lines intersect an odd or even number of times? Answer 'odd' or 'even'.",even,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.0,""leftmost_intersection_x"":null,""num_blue_segments"":2,""num_red_segments"":2,""red_above_blue_at_end"":true,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":null,""seed"":7,""total_intersections"":0,""wording_variant"":""touch_each_other""}"
Extrapolative/Counterfactual Reasoning,line_intersect_0007.png,"If the entire red polyline were translated exactly 60 pixels downward without changing its shape, how many red-blue intersections would remain?",2,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.0,""leftmost_intersection_x"":null,""num_blue_segments"":2,""num_red_segments"":2,""red_above_blue_at_end"":true,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":null,""seed"":7,""total_intersections"":0,""wording_variant"":""touch_each_other""}"
Image Description,line_intersect_0008.png,How many line segments make up the red line?,3,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":true,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.2067,""leftmost_intersection_x"":384.866793,""num_blue_segments"":3,""num_red_segments"":3,""red_above_blue_at_end"":false,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":384.866793,""seed"":8,""total_intersections"":1,""wording_variant"":""intersection_points""}"
Basic Relational Reasoning,line_intersect_0008.png,"Count the intersection points where the blue and red lines meet. Put your answer in curly brackets, e.g. {2}.",1,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":true,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.2067,""leftmost_intersection_x"":384.866793,""num_blue_segments"":3,""num_red_segments"":3,""red_above_blue_at_end"":false,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":384.866793,""seed"":8,""total_intersections"":1,""wording_variant"":""intersection_points""}"
Comparative Reasoning,line_intersect_0008.png,"At the leftmost point of the image, which line is higher: red or blue?",red,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":true,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.2067,""leftmost_intersection_x"":384.866793,""num_blue_segments"":3,""num_red_segments"":3,""red_above_blue_at_end"":false,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":384.866793,""seed"":8,""total_intersections"":1,""wording_variant"":""intersection_points""}"
Compound Reasoning,line_intersect_0008.png,"How many intersection points occur in the left half of the image versus the right half? Answer as two numbers separated by a comma, e.g. {2,1}.","0,1","{""blue_self_intersecting"":false,""crossed_from_above_to_below"":true,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.2067,""leftmost_intersection_x"":384.866793,""num_blue_segments"":3,""num_red_segments"":3,""red_above_blue_at_end"":false,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":384.866793,""seed"":8,""total_intersections"":1,""wording_variant"":""intersection_points""}"
Extrapolative/Counterfactual Reasoning,line_intersect_0008.png,"If the entire red polyline were translated exactly 60 pixels downward without changing its shape, how many red-blue intersections would remain?",0,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":true,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.2067,""leftmost_intersection_x"":384.866793,""num_blue_segments"":3,""num_red_segments"":3,""red_above_blue_at_end"":false,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":384.866793,""seed"":8,""total_intersections"":1,""wording_variant"":""intersection_points""}"
Image Description,line_intersect_0009.png,How many line segments make up the blue line?,2,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.0,""leftmost_intersection_x"":null,""num_blue_segments"":2,""num_red_segments"":2,""red_above_blue_at_end"":true,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":null,""seed"":9,""total_intersections"":0,""wording_variant"":""touch_each_other""}"
Basic Relational Reasoning,line_intersect_0009.png,"How many times do the blue and red lines touch each other? Answer with a number in curly brackets, e.g. {5}.",0,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.0,""leftmost_intersection_x"":null,""num_blue_segments"":2,""num_red_segments"":2,""red_above_blue_at_end"":true,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":null,""seed"":9,""total_intersections"":0,""wording_variant"":""touch_each_other""}"
Comparative Reasoning,line_intersect_0009.png,Does the red line end above or below the blue line at the rightmost point?,above,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.0,""leftmost_intersection_x"":null,""num_blue_segments"":2,""num_red_segments"":2,""red_above_blue_at_end"":true,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":null,""seed"":9,""total_intersections"":0,""wording_variant"":""touch_each_other""}"
Compound Reasoning,line_intersect_0009.png,"If the two lines intersect an odd number of times, the line that starts higher must end lower (and vice versa). Based on this rule, do these two lines intersect an odd or even number of times? Answer 'odd' or 'even'.",even,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.0,""leftmost_intersection_x"":null,""num_blue_segments"":2,""num_red_segments"":2,""red_above_blue_at_end"":true,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":null,""seed"":9,""total_intersections"":0,""wording_variant"":""touch_each_other""}"
Extrapolative/Counterfactual Reasoning,line_intersect_0009.png,"If the entire red polyline were translated exactly 60 pixels downward without changing its shape, how many red-blue intersections would remain?",2,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.0,""leftmost_intersection_x"":null,""num_blue_segments"":2,""num_red_segments"":2,""red_above_blue_at_end"":true,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":null,""seed"":9,""total_intersections"":0,""wording_variant"":""touch_each_other""}"
Image Description,line_intersect_0010.png,How many line segments make up the red line?,5,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.35,""leftmost_intersection_x"":null,""num_blue_segments"":5,""num_red_segments"":5,""red_above_blue_at_end"":true,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":null,""seed"":10,""total_intersections"":0,""wording_variant"":""touch_each_other""}"
Basic Relational Reasoning,line_intersect_0010.png,"How many times do the blue and red lines touch each other? Answer with a number in curly brackets, e.g. {5}.",0,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.35,""leftmost_intersection_x"":null,""num_blue_segments"":5,""num_red_segments"":5,""red_above_blue_at_end"":true,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":null,""seed"":10,""total_intersections"":0,""wording_variant"":""touch_each_other""}"
Comparative Reasoning,line_intersect_0010.png,Does the red line end above or below the blue line at the rightmost point?,above,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.35,""leftmost_intersection_x"":null,""num_blue_segments"":5,""num_red_segments"":5,""red_above_blue_at_end"":true,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":null,""seed"":10,""total_intersections"":0,""wording_variant"":""touch_each_other""}"
Compound Reasoning,line_intersect_0010.png,"How many intersection points occur in the left half of the image versus the right half? Answer as two numbers separated by a comma, e.g. {2,1}.","0,0","{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.35,""leftmost_intersection_x"":null,""num_blue_segments"":5,""num_red_segments"":5,""red_above_blue_at_end"":true,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":null,""seed"":10,""total_intersections"":0,""wording_variant"":""touch_each_other""}"
Extrapolative/Counterfactual Reasoning,line_intersect_0010.png,"If the entire red polyline were translated exactly 60 pixels downward without changing its shape, how many red-blue intersections would remain?",4,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":false,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.35,""leftmost_intersection_x"":null,""num_blue_segments"":5,""num_red_segments"":5,""red_above_blue_at_end"":true,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":null,""seed"":10,""total_intersections"":0,""wording_variant"":""touch_each_other""}"
Image Description,line_intersect_0011.png,How many line segments make up the red line?,4,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":true,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.7033,""leftmost_intersection_x"":95.716289,""num_blue_segments"":4,""num_red_segments"":4,""red_above_blue_at_end"":false,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":414.224843,""seed"":11,""total_intersections"":3,""wording_variant"":""touch_each_other""}"
Basic Relational Reasoning,line_intersect_0011.png,"How many times do the blue and red lines touch each other? Answer with a number in curly brackets, e.g. {5}.",3,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":true,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.7033,""leftmost_intersection_x"":95.716289,""num_blue_segments"":4,""num_red_segments"":4,""red_above_blue_at_end"":false,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":414.224843,""seed"":11,""total_intersections"":3,""wording_variant"":""touch_each_other""}"
Comparative Reasoning,line_intersect_0011.png,Is the leftmost intersection point closer to the left edge or the right edge of the image? Answer 'left' or 'right'.,left,"{""blue_self_intersecting"":false,""crossed_from_above_to_below"":true,""dataset_version"":""line-intersection-3.0.0"",""difficulty_score"":0.7033,""leftmost_intersection_x"":95.716289,""num_blue_segments"":4,""num_red_segments"":4,""red_above_blue_at_end"":false,""red_above_blue_at_start"":true,""red_self_intersecting"":false,""rightmost_intersection_x"":414.224843,""seed"":11,""total_intersections"":3,""wording_variant"":""touch_each_other""}"
