question_id,task,image,prompt,groundtruth
line_intersect_0014_q2,Basic Relational Reasoning,line_intersect_0014.png,"How many times do the blue and red lines touch each other? Answer with a number in curly brackets, e.g. {5}.",4
line_intersect_0014_q3,Comparative Reasoning,line_intersect_0014.png,Is the leftmost intersection point closer to the left edge or the right edge of the image? Answer 'left' or 'right'.,left
line_intersect_0014_q4,Compound Reasoning,line_intersect_0014.png,"How many intersection points occur in the left half versus the right half? Answer as left,right.","1,3"
line_intersect_0014_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0014.png,"If you removed the segment of the red line closest to the left edge, how many intersection points would remain? Answer with a number in curly brackets.",4
line_intersect_0015_q1,Image Description,line_intersect_0015.png,How many line segments make up the red line?,2
line_intersect_0015_q2,Basic Relational Reasoning,line_intersect_0015.png,"Count the intersection points where the blue and red lines meet. Put your answer in curly brackets, e.g. {2}.",2
line_intersect_0015_q3,Comparative Reasoning,line_intersect_0015.png,Does the red line end above or below the blue line at the rightmost point?,above
line_intersect_0015_q4,Compound Reasoning,line_intersect_0015.png,"How many intersection points occur in the left half of the image versus the right half? Answer as two numbers separated by a comma, e.g. {2,1}.","1,1"
line_intersect_0015_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0015.png,"If the entire red polyline were translated exactly 20 pixels downward without changing its shape, how many red-blue intersections would remain?",2
line_intersect_0016_q1,Image Description,line_intersect_0016.png,How many line segments make up the blue line?,4
line_intersect_0016_q2,Basic Relational Reasoning,line_intersect_0016.png,"Count the intersection points where the blue and red lines meet. Put your answer in curly brackets, e.g. {2}.",1
line_intersect_0016_q3,Comparative Reasoning,line_intersect_0016.png,Does the red line end above or below the blue line at the rightmost point?,below
line_intersect_0016_q4,Compound Reasoning,line_intersect_0016.png,"If the two lines intersect an odd number of times, the line that starts higher must end lower (and vice versa). Based on this rule, do these two lines intersect an odd or even number of times? Answer 'odd' or 'even'.",odd
line_intersect_0016_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0016.png,"If the entire red polyline were translated exactly 20 pixels downward without changing its shape, how many red-blue intersections would remain?",1
line_intersect_0017_q1,Image Description,line_intersect_0017.png,How many line segments make up the blue line?,4
line_intersect_0017_q2,Basic Relational Reasoning,line_intersect_0017.png,"How many times do the blue and red lines touch each other? Answer with a number in curly brackets, e.g. {5}.",2
line_intersect_0017_q3,Comparative Reasoning,line_intersect_0017.png,"At the leftmost point of the image, which line is higher: red or blue?",blue
line_intersect_0017_q4,Compound Reasoning,line_intersect_0017.png,"If the two lines intersect an odd number of times, the line that starts higher must end lower (and vice versa). Based on this rule, do these two lines intersect an odd or even number of times? Answer 'odd' or 'even'.",even
line_intersect_0017_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0017.png,"If the entire red polyline were translated exactly 20 pixels downward without changing its shape, how many red-blue intersections would remain?",2
line_intersect_0018_q1,Image Description,line_intersect_0018.png,How many line segments make up the blue line?,4
line_intersect_0018_q2,Basic Relational Reasoning,line_intersect_0018.png,"Count the intersection points where the blue and red lines meet. Put your answer in curly brackets, e.g. {2}.",1
line_intersect_0018_q3,Comparative Reasoning,line_intersect_0018.png,"At the leftmost point of the image, which line is higher: red or blue?",blue
line_intersect_0018_q4,Compound Reasoning,line_intersect_0018.png,"If the two lines intersect an odd number of times, the line that starts higher must end lower (and vice versa). Based on this rule, do these two lines intersect an odd or even number of times? Answer 'odd' or 'even'.",odd
line_intersect_0018_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0018.png,"If the entire red polyline were translated exactly 20 pixels downward without changing its shape, how many red-blue intersections would remain?",1
line_intersect_0019_q1,Image Description,line_intersect_0019.png,How many line segments make up the red line?,5
line_intersect_0019_q2,Basic Relational Reasoning,line_intersect_0019.png,"How many times do the blue and red lines touch each other? Answer with a number in curly brackets, e.g. {5}.",0
line_intersect_0019_q3,Comparative Reasoning,line_intersect_0019.png,"At the leftmost point of the image, which line is higher: red or blue?",red
line_intersect_0019_q4,Compound Reasoning,line_intersect_0019.png,"If the two lines intersect an odd number of times, the line that starts higher must end lower (and vice versa). Based on this rule, do these two lines intersect an odd or even number of times? Answer 'odd' or 'even'.",even
line_intersect_0019_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0019.png,"If the entire red polyline were translated exactly 20 pixels downward without changing its shape, how many red-blue intersections would remain?",0
line_intersect_0020_q1,Image Description,line_intersect_0020.png,How many line segments make up the red line?,2
line_intersect_0020_q2,Basic Relational Reasoning,line_intersect_0020.png,"How many times do the blue and red lines touch each other? Answer with a number in curly brackets, e.g. {5}.",2
line_intersect_0020_q3,Comparative Reasoning,line_intersect_0020.png,Is the leftmost intersection point closer to the left edge or the right edge of the image? Answer 'left' or 'right'.,left
line_intersect_0020_q4,Compound Reasoning,line_intersect_0020.png,"How many intersection points occur in the left half versus the right half? Answer as left,right.","1,1"
line_intersect_0020_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0020.png,"If you removed the segment of the red line closest to the left edge, how many intersection points would remain? Answer with a number in curly brackets.",1
line_intersect_0021_q1,Image Description,line_intersect_0021.png,How many line segments make up the blue line?,5
line_intersect_0021_q2,Basic Relational Reasoning,line_intersect_0021.png,"Count the intersection points where the blue and red lines meet. Put your answer in curly brackets, e.g. {2}.",2
line_intersect_0021_q3,Comparative Reasoning,line_intersect_0021.png,Does the red line end above or below the blue line at the rightmost point?,below
line_intersect_0021_q4,Compound Reasoning,line_intersect_0021.png,"How many intersection points occur in the left half versus the right half? Answer as left,right.","1,1"
line_intersect_0021_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0021.png,"If you removed the segment of the red line closest to the left edge, how many intersection points would remain? Answer with a number in curly brackets.",2
line_intersect_0022_q1,Image Description,line_intersect_0022.png,How many line segments make up the blue line?,2
line_intersect_0022_q2,Basic Relational Reasoning,line_intersect_0022.png,"How many times do the blue and red lines touch each other? Answer with a number in curly brackets, e.g. {5}.",2
line_intersect_0022_q3,Comparative Reasoning,line_intersect_0022.png,Is the leftmost intersection point closer to the left edge or the right edge of the image? Answer 'left' or 'right'.,left
line_intersect_0022_q4,Compound Reasoning,line_intersect_0022.png,"How many intersection points occur in the left half versus the right half? Answer as left,right.","1,1"
line_intersect_0022_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0022.png,"If you removed the segment of the red line closest to the left edge, how many intersection points would remain? Answer with a number in curly brackets.",1
line_intersect_0023_q1,Image Description,line_intersect_0023.png,How many line segments make up the red line?,3
line_intersect_0023_q2,Basic Relational Reasoning,line_intersect_0023.png,"Count the intersection points where the blue and red lines meet. Put your answer in curly brackets, e.g. {2}.",0
line_intersect_0023_q3,Comparative Reasoning,line_intersect_0023.png,Does the red line end above or below the blue line at the rightmost point?,below
line_intersect_0023_q4,Compound Reasoning,line_intersect_0023.png,"If the two lines intersect an odd number of times, the line that starts higher must end lower (and vice versa). Based on this rule, do these two lines intersect an odd or even number of times? Answer 'odd' or 'even'.",even
line_intersect_0023_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0023.png,"If the entire red polyline were translated exactly 20 pixels downward without changing its shape, how many red-blue intersections would remain?",0
line_intersect_0024_q1,Image Description,line_intersect_0024.png,How many line segments make up the red line?,3
line_intersect_0024_q2,Basic Relational Reasoning,line_intersect_0024.png,"Count the intersection points where the blue and red lines meet. Put your answer in curly brackets, e.g. {2}.",1
line_intersect_0024_q3,Comparative Reasoning,line_intersect_0024.png,Is the leftmost intersection point closer to the left edge or the right edge of the image? Answer 'left' or 'right'.,left
line_intersect_0024_q4,Compound Reasoning,line_intersect_0024.png,"If the two lines intersect an odd number of times, the line that starts higher must end lower (and vice versa). Based on this rule, do these two lines intersect an odd or even number of times? Answer 'odd' or 'even'.",odd
line_intersect_0024_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0024.png,"If the entire red polyline were translated exactly 20 pixels downward without changing its shape, how many red-blue intersections would remain?",1
line_intersect_0025_q1,Image Description,line_intersect_0025.png,How many line segments make up the blue line?,2
line_intersect_0025_q2,Basic Relational Reasoning,line_intersect_0025.png,"Count the intersection points where the blue and red lines meet. Put your answer in curly brackets, e.g. {2}.",1
line_intersect_0025_q3,Comparative Reasoning,line_intersect_0025.png,"At the leftmost point of the image, which line is higher: red or blue?",red
line_intersect_0025_q4,Compound Reasoning,line_intersect_0025.png,"How many intersection points occur in the left half versus the right half? Answer as left,right.","0,1"
line_intersect_0025_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0025.png,"If you removed the segment of the red line closest to the left edge, how many intersection points would remain? Answer with a number in curly brackets.",1
line_intersect_0026_q1,Image Description,line_intersect_0026.png,How many line segments make up the red line?,4
line_intersect_0026_q2,Basic Relational Reasoning,line_intersect_0026.png,"Count the intersection points where the blue and red lines meet. Put your answer in curly brackets, e.g. {2}.",4
line_intersect_0026_q3,Comparative Reasoning,line_intersect_0026.png,Does the red line end above or below the blue line at the rightmost point?,above
line_intersect_0026_q4,Compound Reasoning,line_intersect_0026.png,"How many intersection points occur in the left half of the image versus the right half? Answer as two numbers separated by a comma, e.g. {2,1}.","2,2"
line_intersect_0026_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0026.png,"If the entire red polyline were translated exactly 20 pixels downward without changing its shape, how many red-blue intersections would remain?",4
line_intersect_0027_q1,Image Description,line_intersect_0027.png,How many line segments make up the blue line?,4
line_intersect_0027_q2,Basic Relational Reasoning,line_intersect_0027.png,"Count the intersection points where the blue and red lines meet. Put your answer in curly brackets, e.g. {2}.",1
line_intersect_0027_q3,Comparative Reasoning,line_intersect_0027.png,Does the red line end above or below the blue line at the rightmost point?,below
line_intersect_0027_q4,Compound Reasoning,line_intersect_0027.png,"How many intersection points occur in the left half of the image versus the right half? Answer as two numbers separated by a comma, e.g. {2,1}.","1,0"
line_intersect_0027_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0027.png,"If the entire red polyline were translated exactly 20 pixels downward without changing its shape, how many red-blue intersections would remain?",1
line_intersect_0028_q1,Image Description,line_intersect_0028.png,How many line segments make up the blue line?,5
line_intersect_0028_q2,Basic Relational Reasoning,line_intersect_0028.png,"Count the intersection points where the blue and red lines meet. Put your answer in curly brackets, e.g. {2}.",1
line_intersect_0028_q3,Comparative Reasoning,line_intersect_0028.png,"At the leftmost point of the image, which line is higher: red or blue?",red
line_intersect_0028_q4,Compound Reasoning,line_intersect_0028.png,"How many intersection points occur in the left half versus the right half? Answer as left,right.","1,0"
line_intersect_0028_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0028.png,"If you removed the segment of the red line closest to the left edge, how many intersection points would remain? Answer with a number in curly brackets.",1
line_intersect_0029_q1,Image Description,line_intersect_0029.png,How many line segments make up the red line?,2
line_intersect_0029_q2,Basic Relational Reasoning,line_intersect_0029.png,"How many times do the blue and red lines touch each other? Answer with a number in curly brackets, e.g. {5}.",2
line_intersect_0029_q3,Comparative Reasoning,line_intersect_0029.png,Is the leftmost intersection point closer to the left edge or the right edge of the image? Answer 'left' or 'right'.,left
line_intersect_0029_q4,Compound Reasoning,line_intersect_0029.png,"How many intersection points occur in the left half versus the right half? Answer as left,right.","1,1"
line_intersect_0029_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0029.png,"If you removed the segment of the red line closest to the left edge, how many intersection points would remain? Answer with a number in curly brackets.",1
line_intersect_0030_q1,Image Description,line_intersect_0030.png,How many line segments make up the blue line?,5
line_intersect_0030_q2,Basic Relational Reasoning,line_intersect_0030.png,"How many times do the blue and red lines touch each other? Answer with a number in curly brackets, e.g. {5}.",5
line_intersect_0030_q3,Comparative Reasoning,line_intersect_0030.png,"At the leftmost point of the image, which line is higher: red or blue?",red
line_intersect_0030_q4,Compound Reasoning,line_intersect_0030.png,"If the two lines intersect an odd number of times, the line that starts higher must end lower (and vice versa). Based on this rule, do these two lines intersect an odd or even number of times? Answer 'odd' or 'even'.",odd
line_intersect_0030_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0030.png,"If the entire red polyline were translated exactly 20 pixels downward without changing its shape, how many red-blue intersections would remain?",5
line_intersect_0031_q1,Image Description,line_intersect_0031.png,How many line segments make up the blue line?,2
line_intersect_0031_q2,Basic Relational Reasoning,line_intersect_0031.png,"How many times do the blue and red lines touch each other? Answer with a number in curly brackets, e.g. {5}.",1
line_intersect_0031_q3,Comparative Reasoning,line_intersect_0031.png,Is the leftmost intersection point closer to the left edge or the right edge of the image? Answer 'left' or 'right'.,left
line_intersect_0031_q4,Compound Reasoning,line_intersect_0031.png,"How many intersection points occur in the left half versus the right half? Answer as left,right.","1,0"
line_intersect_0031_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0031.png,"If you removed the segment of the red line closest to the left edge, how many intersection points would remain? Answer with a number in curly brackets.",0
line_intersect_0032_q1,Image Description,line_intersect_0032.png,How many line segments make up the blue line?,2
line_intersect_0032_q2,Basic Relational Reasoning,line_intersect_0032.png,"How many times do the blue and red lines touch each other? Answer with a number in curly brackets, e.g. {5}.",2
line_intersect_0032_q3,Comparative Reasoning,line_intersect_0032.png,"At the leftmost point of the image, which line is higher: red or blue?",red
line_intersect_0032_q4,Compound Reasoning,line_intersect_0032.png,"How many intersection points occur in the left half versus the right half? Answer as left,right.","1,1"
line_intersect_0032_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0032.png,"If you removed the segment of the red line closest to the left edge, how many intersection points would remain? Answer with a number in curly brackets.",1
line_intersect_0033_q1,Image Description,line_intersect_0033.png,How many line segments make up the blue line?,4
line_intersect_0033_q2,Basic Relational Reasoning,line_intersect_0033.png,"Count the intersection points where the blue and red lines meet. Put your answer in curly brackets, e.g. {2}.",3
line_intersect_0033_q3,Comparative Reasoning,line_intersect_0033.png,Is the leftmost intersection point closer to the left edge or the right edge of the image? Answer 'left' or 'right'.,left
line_intersect_0033_q4,Compound Reasoning,line_intersect_0033.png,"How many intersection points occur in the left half versus the right half? Answer as left,right.","1,2"
line_intersect_0033_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0033.png,"If you removed the segment of the red line closest to the left edge, how many intersection points would remain? Answer with a number in curly brackets.",3
line_intersect_0034_q1,Image Description,line_intersect_0034.png,How many line segments make up the blue line?,3
line_intersect_0034_q2,Basic Relational Reasoning,line_intersect_0034.png,"Count the intersection points where the blue and red lines meet. Put your answer in curly brackets, e.g. {2}.",0
line_intersect_0034_q3,Comparative Reasoning,line_intersect_0034.png,"At the leftmost point of the image, which line is higher: red or blue?",blue
line_intersect_0034_q4,Compound Reasoning,line_intersect_0034.png,"If the two lines intersect an odd number of times, the line that starts higher must end lower (and vice versa). Based on this rule, do these two lines intersect an odd or even number of times? Answer 'odd' or 'even'.",even
line_intersect_0034_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0034.png,"If the entire red polyline were translated exactly 20 pixels downward without changing its shape, how many red-blue intersections would remain?",0
line_intersect_0035_q1,Image Description,line_intersect_0035.png,How many line segments make up the red line?,5
line_intersect_0035_q2,Basic Relational Reasoning,line_intersect_0035.png,"Count the intersection points where the blue and red lines meet. Put your answer in curly brackets, e.g. {2}.",2
line_intersect_0035_q3,Comparative Reasoning,line_intersect_0035.png,Does the red line end above or below the blue line at the rightmost point?,below
line_intersect_0035_q4,Compound Reasoning,line_intersect_0035.png,"How many intersection points occur in the left half versus the right half? Answer as left,right.","2,0"
line_intersect_0035_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0035.png,"If you removed the segment of the red line closest to the left edge, how many intersection points would remain? Answer with a number in curly brackets.",2
line_intersect_0036_q1,Image Description,line_intersect_0036.png,How many line segments make up the blue line?,4
line_intersect_0036_q2,Basic Relational Reasoning,line_intersect_0036.png,"How many times do the blue and red lines touch each other? Answer with a number in curly brackets, e.g. {5}.",0
line_intersect_0036_q3,Comparative Reasoning,line_intersect_0036.png,"At the leftmost point of the image, which line is higher: red or blue?",red
line_intersect_0036_q4,Compound Reasoning,line_intersect_0036.png,"How many intersection points occur in the left half of the image versus the right half? Answer as two numbers separated by a comma, e.g. {2,1}.","0,0"
line_intersect_0036_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0036.png,"If the entire red polyline were translated exactly 20 pixels downward without changing its shape, how many red-blue intersections would remain?",0
line_intersect_0037_q1,Image Description,line_intersect_0037.png,How many line segments make up the blue line?,2
line_intersect_0037_q2,Basic Relational Reasoning,line_intersect_0037.png,"How many times do the blue and red lines touch each other? Answer with a number in curly brackets, e.g. {5}.",2
line_intersect_0037_q3,Comparative Reasoning,line_intersect_0037.png,"At the leftmost point of the image, which line is higher: red or blue?",blue
line_intersect_0037_q4,Compound Reasoning,line_intersect_0037.png,"If the two lines intersect an odd number of times, the line that starts higher must end lower (and vice versa). Based on this rule, do these two lines intersect an odd or even number of times? Answer 'odd' or 'even'.",even
line_intersect_0037_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0037.png,"If the entire red polyline were translated exactly 20 pixels downward without changing its shape, how many red-blue intersections would remain?",2
line_intersect_0038_q1,Image Description,line_intersect_0038.png,How many line segments make up the blue line?,5
line_intersect_0038_q2,Basic Relational Reasoning,line_intersect_0038.png,"How many times do the blue and red lines touch each other? Answer with a number in curly brackets, e.g. {5}.",0
line_intersect_0038_q3,Comparative Reasoning,line_intersect_0038.png,Does the red line end above or below the blue line at the rightmost point?,above
line_intersect_0038_q4,Compound Reasoning,line_intersect_0038.png,"If the two lines intersect an odd number of times, the line that starts higher must end lower (and vice versa). Based on this rule, do these two lines intersect an odd or even number of times? Answer 'odd' or 'even'.",even
line_intersect_0038_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0038.png,"If the entire red polyline were translated exactly 20 pixels downward without changing its shape, how many red-blue intersections would remain?",0
line_intersect_0039_q1,Image Description,line_intersect_0039.png,How many line segments make up the blue line?,2
line_intersect_0039_q2,Basic Relational Reasoning,line_intersect_0039.png,"How many times do the blue and red lines touch each other? Answer with a number in curly brackets, e.g. {5}.",0
line_intersect_0039_q3,Comparative Reasoning,line_intersect_0039.png,"At the leftmost point of the image, which line is higher: red or blue?",red
line_intersect_0039_q4,Compound Reasoning,line_intersect_0039.png,"How many intersection points occur in the left half of the image versus the right half? Answer as two numbers separated by a comma, e.g. {2,1}.","0,0"
line_intersect_0039_q5,Extrapolative/Counterfactual Reasoning,line_intersect_0039.png,"If the entire red polyline were translated exactly 20 pixels downward without changing its shape, how many red-blue intersections would remain?",0
