task,image,prompt,groundtruth,metadata
Compound Reasoning,impossible_object_0004.png,How many crossing points are visible where one beam passes over another? Answer with a number.,7,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.615,""mode"":""impossible"",""num_beams"":5,""num_crossings"":7,""reference_crossing_id"":""X1"",""reference_front_beam"":""B"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":""B"",""seed"":82000004}"
Extrapolative/Counterfactual Reasoning,impossible_object_0004.png,"Which single beam, if removed, would make this structure physically constructible? Answer with the beam label, or 'already constructible' if the structure requires no change.",B,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.615,""mode"":""impossible"",""num_beams"":5,""num_crossings"":7,""reference_crossing_id"":""X1"",""reference_front_beam"":""B"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":""B"",""seed"":82000004}"
Image Description,impossible_object_0005.png,How many distinct beams or segments make up this structure?,5,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.47,""mode"":""possible"",""num_beams"":5,""num_crossings"":8,""reference_crossing_id"":""X7"",""reference_front_beam"":""E"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":null,""seed"":82000005}"
Basic Relational Reasoning,impossible_object_0005.png,Is this 3D structure physically constructible in real space? Answer yes or no.,yes,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.47,""mode"":""possible"",""num_beams"":5,""num_crossings"":8,""reference_crossing_id"":""X7"",""reference_front_beam"":""E"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":null,""seed"":82000005}"
Comparative Reasoning,impossible_object_0005.png,"At the crossing closest to the image centre, which beam passes in front? Answer with the beam label.",E,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.47,""mode"":""possible"",""num_beams"":5,""num_crossings"":8,""reference_crossing_id"":""X7"",""reference_front_beam"":""E"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":null,""seed"":82000005}"
Compound Reasoning,impossible_object_0005.png,How many crossing points are visible where one beam passes over another? Answer with a number.,8,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.47,""mode"":""possible"",""num_beams"":5,""num_crossings"":8,""reference_crossing_id"":""X7"",""reference_front_beam"":""E"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":null,""seed"":82000005}"
Extrapolative/Counterfactual Reasoning,impossible_object_0005.png,"Which single beam, if removed, would make this structure physically constructible? Answer with the beam label, or 'already constructible' if the structure requires no change.",already constructible,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.47,""mode"":""possible"",""num_beams"":5,""num_crossings"":8,""reference_crossing_id"":""X7"",""reference_front_beam"":""E"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":null,""seed"":82000005}"
Image Description,impossible_object_0006.png,How many distinct beams or segments make up this structure?,5,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.65,""mode"":""impossible"",""num_beams"":5,""num_crossings"":8,""reference_crossing_id"":""X1"",""reference_front_beam"":""D"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":""C"",""seed"":82000006}"
Basic Relational Reasoning,impossible_object_0006.png,Is this 3D structure physically constructible in real space? Answer yes or no.,no,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.65,""mode"":""impossible"",""num_beams"":5,""num_crossings"":8,""reference_crossing_id"":""X1"",""reference_front_beam"":""D"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":""C"",""seed"":82000006}"
Comparative Reasoning,impossible_object_0006.png,"At the crossing closest to the image centre, which beam passes in front? Answer with the beam label.",D,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.65,""mode"":""impossible"",""num_beams"":5,""num_crossings"":8,""reference_crossing_id"":""X1"",""reference_front_beam"":""D"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":""C"",""seed"":82000006}"
Compound Reasoning,impossible_object_0006.png,How many crossing points are visible where one beam passes over another? Answer with a number.,8,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.65,""mode"":""impossible"",""num_beams"":5,""num_crossings"":8,""reference_crossing_id"":""X1"",""reference_front_beam"":""D"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":""C"",""seed"":82000006}"
Extrapolative/Counterfactual Reasoning,impossible_object_0006.png,"Which single beam, if removed, would make this structure physically constructible? Answer with the beam label, or 'already constructible' if the structure requires no change.",C,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.65,""mode"":""impossible"",""num_beams"":5,""num_crossings"":8,""reference_crossing_id"":""X1"",""reference_front_beam"":""D"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":""C"",""seed"":82000006}"
Image Description,impossible_object_0007.png,How many distinct beams or segments make up this structure?,5,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.505,""mode"":""possible"",""num_beams"":5,""num_crossings"":9,""reference_crossing_id"":""X1"",""reference_front_beam"":""C"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":null,""seed"":82000007}"
Basic Relational Reasoning,impossible_object_0007.png,Is this 3D structure physically constructible in real space? Answer yes or no.,yes,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.505,""mode"":""possible"",""num_beams"":5,""num_crossings"":9,""reference_crossing_id"":""X1"",""reference_front_beam"":""C"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":null,""seed"":82000007}"
Comparative Reasoning,impossible_object_0007.png,"At the crossing closest to the image centre, which beam passes in front? Answer with the beam label.",C,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.505,""mode"":""possible"",""num_beams"":5,""num_crossings"":9,""reference_crossing_id"":""X1"",""reference_front_beam"":""C"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":null,""seed"":82000007}"
Compound Reasoning,impossible_object_0007.png,How many crossing points are visible where one beam passes over another? Answer with a number.,9,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.505,""mode"":""possible"",""num_beams"":5,""num_crossings"":9,""reference_crossing_id"":""X1"",""reference_front_beam"":""C"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":null,""seed"":82000007}"
Extrapolative/Counterfactual Reasoning,impossible_object_0007.png,"Which single beam, if removed, would make this structure physically constructible? Answer with the beam label, or 'already constructible' if the structure requires no change.",already constructible,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.505,""mode"":""possible"",""num_beams"":5,""num_crossings"":9,""reference_crossing_id"":""X1"",""reference_front_beam"":""C"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":null,""seed"":82000007}"
Image Description,impossible_object_0008.png,How many distinct beams or segments make up this structure?,5,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.685,""mode"":""impossible"",""num_beams"":5,""num_crossings"":9,""reference_crossing_id"":""X4"",""reference_front_beam"":""A"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":""D"",""seed"":82000008}"
Basic Relational Reasoning,impossible_object_0008.png,Is this 3D structure physically constructible in real space? Answer yes or no.,no,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.685,""mode"":""impossible"",""num_beams"":5,""num_crossings"":9,""reference_crossing_id"":""X4"",""reference_front_beam"":""A"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":""D"",""seed"":82000008}"
Comparative Reasoning,impossible_object_0008.png,"At the crossing closest to the image centre, which beam passes in front? Answer with the beam label.",A,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.685,""mode"":""impossible"",""num_beams"":5,""num_crossings"":9,""reference_crossing_id"":""X4"",""reference_front_beam"":""A"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":""D"",""seed"":82000008}"
Compound Reasoning,impossible_object_0008.png,How many crossing points are visible where one beam passes over another? Answer with a number.,9,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.685,""mode"":""impossible"",""num_beams"":5,""num_crossings"":9,""reference_crossing_id"":""X4"",""reference_front_beam"":""A"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":""D"",""seed"":82000008}"
Extrapolative/Counterfactual Reasoning,impossible_object_0008.png,"Which single beam, if removed, would make this structure physically constructible? Answer with the beam label, or 'already constructible' if the structure requires no change.",D,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.685,""mode"":""impossible"",""num_beams"":5,""num_crossings"":9,""reference_crossing_id"":""X4"",""reference_front_beam"":""A"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":""D"",""seed"":82000008}"
Image Description,impossible_object_0009.png,How many distinct beams or segments make up this structure?,6,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.44,""mode"":""possible"",""num_beams"":6,""num_crossings"":6,""reference_crossing_id"":""X1"",""reference_front_beam"":""F"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":null,""seed"":82000009}"
Basic Relational Reasoning,impossible_object_0009.png,Is this 3D structure physically constructible in real space? Answer yes or no.,yes,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.44,""mode"":""possible"",""num_beams"":6,""num_crossings"":6,""reference_crossing_id"":""X1"",""reference_front_beam"":""F"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":null,""seed"":82000009}"
Comparative Reasoning,impossible_object_0009.png,"At the crossing closest to the image centre, which beam passes in front? Answer with the beam label.",F,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.44,""mode"":""possible"",""num_beams"":6,""num_crossings"":6,""reference_crossing_id"":""X1"",""reference_front_beam"":""F"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":null,""seed"":82000009}"
Compound Reasoning,impossible_object_0009.png,How many crossing points are visible where one beam passes over another? Answer with a number.,6,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.44,""mode"":""possible"",""num_beams"":6,""num_crossings"":6,""reference_crossing_id"":""X1"",""reference_front_beam"":""F"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":null,""seed"":82000009}"
Extrapolative/Counterfactual Reasoning,impossible_object_0009.png,"Which single beam, if removed, would make this structure physically constructible? Answer with the beam label, or 'already constructible' if the structure requires no change.",already constructible,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.44,""mode"":""possible"",""num_beams"":6,""num_crossings"":6,""reference_crossing_id"":""X1"",""reference_front_beam"":""F"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":null,""seed"":82000009}"
Image Description,impossible_object_0010.png,How many distinct beams or segments make up this structure?,6,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.62,""mode"":""impossible"",""num_beams"":6,""num_crossings"":6,""reference_crossing_id"":""X5"",""reference_front_beam"":""F"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":""E"",""seed"":82000010}"
Basic Relational Reasoning,impossible_object_0010.png,Is this 3D structure physically constructible in real space? Answer yes or no.,no,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.62,""mode"":""impossible"",""num_beams"":6,""num_crossings"":6,""reference_crossing_id"":""X5"",""reference_front_beam"":""F"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":""E"",""seed"":82000010}"
Comparative Reasoning,impossible_object_0010.png,"At the crossing closest to the image centre, which beam passes in front? Answer with the beam label.",F,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.62,""mode"":""impossible"",""num_beams"":6,""num_crossings"":6,""reference_crossing_id"":""X5"",""reference_front_beam"":""F"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":""E"",""seed"":82000010}"
Compound Reasoning,impossible_object_0010.png,How many crossing points are visible where one beam passes over another? Answer with a number.,6,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.62,""mode"":""impossible"",""num_beams"":6,""num_crossings"":6,""reference_crossing_id"":""X5"",""reference_front_beam"":""F"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":""E"",""seed"":82000010}"
Extrapolative/Counterfactual Reasoning,impossible_object_0010.png,"Which single beam, if removed, would make this structure physically constructible? Answer with the beam label, or 'already constructible' if the structure requires no change.",E,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.62,""mode"":""impossible"",""num_beams"":6,""num_crossings"":6,""reference_crossing_id"":""X5"",""reference_front_beam"":""F"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":""E"",""seed"":82000010}"
Image Description,impossible_object_0011.png,How many distinct beams or segments make up this structure?,6,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.475,""mode"":""possible"",""num_beams"":6,""num_crossings"":7,""reference_crossing_id"":""X5"",""reference_front_beam"":""E"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":null,""seed"":82000011}"
Basic Relational Reasoning,impossible_object_0011.png,Is this 3D structure physically constructible in real space? Answer yes or no.,yes,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.475,""mode"":""possible"",""num_beams"":6,""num_crossings"":7,""reference_crossing_id"":""X5"",""reference_front_beam"":""E"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":null,""seed"":82000011}"
Comparative Reasoning,impossible_object_0011.png,"At the crossing closest to the image centre, which beam passes in front? Answer with the beam label.",E,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.475,""mode"":""possible"",""num_beams"":6,""num_crossings"":7,""reference_crossing_id"":""X5"",""reference_front_beam"":""E"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":null,""seed"":82000011}"
Compound Reasoning,impossible_object_0011.png,How many crossing points are visible where one beam passes over another? Answer with a number.,7,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.475,""mode"":""possible"",""num_beams"":6,""num_crossings"":7,""reference_crossing_id"":""X5"",""reference_front_beam"":""E"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":null,""seed"":82000011}"
Extrapolative/Counterfactual Reasoning,impossible_object_0011.png,"Which single beam, if removed, would make this structure physically constructible? Answer with the beam label, or 'already constructible' if the structure requires no change.",already constructible,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.475,""mode"":""possible"",""num_beams"":6,""num_crossings"":7,""reference_crossing_id"":""X5"",""reference_front_beam"":""E"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":null,""seed"":82000011}"
Image Description,impossible_object_0012.png,How many distinct beams or segments make up this structure?,6,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.655,""mode"":""impossible"",""num_beams"":6,""num_crossings"":7,""reference_crossing_id"":""X3"",""reference_front_beam"":""D"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":""F"",""seed"":82000012}"
Basic Relational Reasoning,impossible_object_0012.png,Is this 3D structure physically constructible in real space? Answer yes or no.,no,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.655,""mode"":""impossible"",""num_beams"":6,""num_crossings"":7,""reference_crossing_id"":""X3"",""reference_front_beam"":""D"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":""F"",""seed"":82000012}"
Comparative Reasoning,impossible_object_0012.png,"At the crossing closest to the image centre, which beam passes in front? Answer with the beam label.",D,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.655,""mode"":""impossible"",""num_beams"":6,""num_crossings"":7,""reference_crossing_id"":""X3"",""reference_front_beam"":""D"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":""F"",""seed"":82000012}"
Compound Reasoning,impossible_object_0012.png,How many crossing points are visible where one beam passes over another? Answer with a number.,7,"{""dataset_version"":""impossible-object-4.0.0"",""depth_constraint_representation"":""directed beam-label front/back relation per projected crossing"",""difficulty_score"":0.655,""mode"":""impossible"",""num_beams"":6,""num_crossings"":7,""reference_crossing_id"":""X3"",""reference_front_beam"":""D"",""reference_rule"":""crossing with minimum Euclidean distance to image centre"",""removable_beam_label"":""F"",""seed"":82000012}"
