question_id,image,acceptance_set,tolerances,targets,reflection_count,exit_edge,exit_position
laser_mirror_0014_open_q1,laser_mirror_0014.png,"[""reflection_count=2; exit_edge=right; exit_position=4""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",2,right,4
laser_mirror_0015_open_q1,laser_mirror_0015.png,"[""reflection_count=3; exit_edge=right; exit_position=6""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",3,right,6
laser_mirror_0017_open_q1,laser_mirror_0017.png,"[""reflection_count=1; exit_edge=bottom; exit_position=2""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,bottom,2
laser_mirror_0018_open_q1,laser_mirror_0018.png,"[""reflection_count=1; exit_edge=left; exit_position=1""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,left,1
laser_mirror_0019_open_q1,laser_mirror_0019.png,"[""reflection_count=1; exit_edge=right; exit_position=6""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,right,6
laser_mirror_0021_open_q1,laser_mirror_0021.png,"[""reflection_count=1; exit_edge=top; exit_position=1""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,top,1
laser_mirror_0022_open_q1,laser_mirror_0022.png,"[""reflection_count=1; exit_edge=top; exit_position=6""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,top,6
laser_mirror_0023_open_q1,laser_mirror_0023.png,"[""reflection_count=1; exit_edge=bottom; exit_position=1""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,bottom,1
laser_mirror_0025_open_q1,laser_mirror_0025.png,"[""reflection_count=1; exit_edge=bottom; exit_position=2""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,bottom,2
laser_mirror_0026_open_q1,laser_mirror_0026.png,"[""reflection_count=1; exit_edge=bottom; exit_position=5""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,bottom,5
laser_mirror_0027_open_q1,laser_mirror_0027.png,"[""reflection_count=2; exit_edge=bottom; exit_position=4""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",2,bottom,4
laser_mirror_0029_open_q1,laser_mirror_0029.png,"[""reflection_count=1; exit_edge=top; exit_position=2""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,top,2
laser_mirror_0030_open_q1,laser_mirror_0030.png,"[""reflection_count=2; exit_edge=left; exit_position=4""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",2,left,4
laser_mirror_0031_open_q1,laser_mirror_0031.png,"[""reflection_count=3; exit_edge=top; exit_position=7""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",3,top,7
laser_mirror_0033_open_q1,laser_mirror_0033.png,"[""reflection_count=1; exit_edge=right; exit_position=1""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,right,1
laser_mirror_0034_open_q1,laser_mirror_0034.png,"[""reflection_count=1; exit_edge=right; exit_position=4""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,right,4
laser_mirror_0035_open_q1,laser_mirror_0035.png,"[""reflection_count=1; exit_edge=left; exit_position=5""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,left,5
laser_mirror_0037_open_q1,laser_mirror_0037.png,"[""reflection_count=1; exit_edge=right; exit_position=1""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,right,1
laser_mirror_0038_open_q1,laser_mirror_0038.png,"[""reflection_count=1; exit_edge=left; exit_position=6""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,left,6
laser_mirror_0039_open_q1,laser_mirror_0039.png,"[""reflection_count=2; exit_edge=right; exit_position=3""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",2,right,3
laser_mirror_0041_open_q1,laser_mirror_0041.png,"[""reflection_count=1; exit_edge=right; exit_position=1""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,right,1
laser_mirror_0042_open_q1,laser_mirror_0042.png,"[""reflection_count=1; exit_edge=right; exit_position=5""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,right,5
laser_mirror_0043_open_q1,laser_mirror_0043.png,"[""reflection_count=1; exit_edge=left; exit_position=7""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,left,7
laser_mirror_0045_open_q1,laser_mirror_0045.png,"[""reflection_count=1; exit_edge=bottom; exit_position=1""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,bottom,1
laser_mirror_0046_open_q1,laser_mirror_0046.png,"[""reflection_count=2; exit_edge=left; exit_position=3""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",2,left,3
laser_mirror_0047_open_q1,laser_mirror_0047.png,"[""reflection_count=1; exit_edge=right; exit_position=6""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,right,6
laser_mirror_0049_open_q1,laser_mirror_0049.png,"[""reflection_count=2; exit_edge=top; exit_position=2""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",2,top,2
laser_mirror_0050_open_q1,laser_mirror_0050.png,"[""reflection_count=1; exit_edge=left; exit_position=6""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,left,6
laser_mirror_0051_open_q1,laser_mirror_0051.png,"[""reflection_count=1; exit_edge=top; exit_position=6""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,top,6
laser_mirror_0053_open_q1,laser_mirror_0053.png,"[""reflection_count=1; exit_edge=top; exit_position=3""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,top,3
laser_mirror_0054_open_q1,laser_mirror_0054.png,"[""reflection_count=1; exit_edge=right; exit_position=1""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,right,1
laser_mirror_0055_open_q1,laser_mirror_0055.png,"[""reflection_count=1; exit_edge=left; exit_position=1""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,left,1
laser_mirror_0057_open_q1,laser_mirror_0057.png,"[""reflection_count=1; exit_edge=right; exit_position=5""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,right,5
laser_mirror_0058_open_q1,laser_mirror_0058.png,"[""reflection_count=1; exit_edge=right; exit_position=5""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,right,5
laser_mirror_0059_open_q1,laser_mirror_0059.png,"[""reflection_count=1; exit_edge=top; exit_position=3""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,top,3
laser_mirror_0061_open_q1,laser_mirror_0061.png,"[""reflection_count=1; exit_edge=bottom; exit_position=2""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,bottom,2
laser_mirror_0062_open_q1,laser_mirror_0062.png,"[""reflection_count=1; exit_edge=left; exit_position=5""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,left,5
laser_mirror_0063_open_q1,laser_mirror_0063.png,"[""reflection_count=3; exit_edge=right; exit_position=7""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",3,right,7
laser_mirror_0065_open_q1,laser_mirror_0065.png,"[""reflection_count=2; exit_edge=right; exit_position=3""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",2,right,3
laser_mirror_0066_open_q1,laser_mirror_0066.png,"[""reflection_count=1; exit_edge=top; exit_position=4""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,top,4
laser_mirror_0067_open_q1,laser_mirror_0067.png,"[""reflection_count=1; exit_edge=left; exit_position=3""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,left,3
laser_mirror_0069_open_q1,laser_mirror_0069.png,"[""reflection_count=1; exit_edge=left; exit_position=3""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,left,3
laser_mirror_0070_open_q1,laser_mirror_0070.png,"[""reflection_count=2; exit_edge=bottom; exit_position=5""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",2,bottom,5
laser_mirror_0071_open_q1,laser_mirror_0071.png,"[""reflection_count=2; exit_edge=bottom; exit_position=3""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",2,bottom,3
laser_mirror_0073_open_q1,laser_mirror_0073.png,"[""reflection_count=1; exit_edge=top; exit_position=1""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,top,1
laser_mirror_0074_open_q1,laser_mirror_0074.png,"[""reflection_count=1; exit_edge=top; exit_position=4""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,top,4
laser_mirror_0075_open_q1,laser_mirror_0075.png,"[""reflection_count=2; exit_edge=left; exit_position=5""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",2,left,5
laser_mirror_0077_open_q1,laser_mirror_0077.png,"[""reflection_count=1; exit_edge=top; exit_position=4""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,top,4
laser_mirror_0078_open_q1,laser_mirror_0078.png,"[""reflection_count=1; exit_edge=left; exit_position=6""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,left,6
laser_mirror_0079_open_q1,laser_mirror_0079.png,"[""reflection_count=2; exit_edge=top; exit_position=6""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",2,top,6
laser_mirror_0081_open_q1,laser_mirror_0081.png,"[""reflection_count=1; exit_edge=top; exit_position=3""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,top,3
laser_mirror_0082_open_q1,laser_mirror_0082.png,"[""reflection_count=1; exit_edge=bottom; exit_position=6""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,bottom,6
laser_mirror_0083_open_q1,laser_mirror_0083.png,"[""reflection_count=1; exit_edge=bottom; exit_position=3""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,bottom,3
laser_mirror_0085_open_q1,laser_mirror_0085.png,"[""reflection_count=2; exit_edge=right; exit_position=5""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",2,right,5
laser_mirror_0086_open_q1,laser_mirror_0086.png,"[""reflection_count=1; exit_edge=left; exit_position=6""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,left,6
laser_mirror_0087_open_q1,laser_mirror_0087.png,"[""reflection_count=2; exit_edge=bottom; exit_position=2""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",2,bottom,2
laser_mirror_0089_open_q1,laser_mirror_0089.png,"[""reflection_count=1; exit_edge=bottom; exit_position=3""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,bottom,3
laser_mirror_0090_open_q1,laser_mirror_0090.png,"[""reflection_count=1; exit_edge=top; exit_position=1""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,top,1
laser_mirror_0091_open_q1,laser_mirror_0091.png,"[""reflection_count=1; exit_edge=left; exit_position=5""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,left,5
laser_mirror_0093_open_q1,laser_mirror_0093.png,"[""reflection_count=1; exit_edge=bottom; exit_position=5""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,bottom,5
laser_mirror_0094_open_q1,laser_mirror_0094.png,"[""reflection_count=1; exit_edge=right; exit_position=6""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,right,6
laser_mirror_0095_open_q1,laser_mirror_0095.png,"[""reflection_count=2; exit_edge=right; exit_position=2""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",2,right,2
laser_mirror_0097_open_q1,laser_mirror_0097.png,"[""reflection_count=1; exit_edge=right; exit_position=3""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,right,3
laser_mirror_0098_open_q1,laser_mirror_0098.png,"[""reflection_count=1; exit_edge=left; exit_position=1""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,left,1
laser_mirror_0099_open_q1,laser_mirror_0099.png,"[""reflection_count=2; exit_edge=bottom; exit_position=5""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",2,bottom,5
laser_mirror_0101_open_q1,laser_mirror_0101.png,"[""reflection_count=1; exit_edge=right; exit_position=1""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,right,1
laser_mirror_0102_open_q1,laser_mirror_0102.png,"[""reflection_count=1; exit_edge=right; exit_position=2""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,right,2
laser_mirror_0103_open_q1,laser_mirror_0103.png,"[""reflection_count=1; exit_edge=top; exit_position=3""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,top,3
laser_mirror_0105_open_q1,laser_mirror_0105.png,"[""reflection_count=1; exit_edge=left; exit_position=2""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,left,2
laser_mirror_0106_open_q1,laser_mirror_0106.png,"[""reflection_count=1; exit_edge=top; exit_position=3""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,top,3
laser_mirror_0107_open_q1,laser_mirror_0107.png,"[""reflection_count=2; exit_edge=top; exit_position=6""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",2,top,6
laser_mirror_0109_open_q1,laser_mirror_0109.png,"[""reflection_count=1; exit_edge=bottom; exit_position=1""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,bottom,1
laser_mirror_0110_open_q1,laser_mirror_0110.png,"[""reflection_count=1; exit_edge=bottom; exit_position=5""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,bottom,5
laser_mirror_0111_open_q1,laser_mirror_0111.png,"[""reflection_count=2; exit_edge=top; exit_position=4""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",2,top,4
laser_mirror_0113_open_q1,laser_mirror_0113.png,"[""reflection_count=1; exit_edge=left; exit_position=2""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,left,2
laser_mirror_0114_open_q1,laser_mirror_0114.png,"[""reflection_count=1; exit_edge=bottom; exit_position=1""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,bottom,1
laser_mirror_0115_open_q1,laser_mirror_0115.png,"[""reflection_count=2; exit_edge=left; exit_position=3""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",2,left,3
laser_mirror_0117_open_q1,laser_mirror_0117.png,"[""reflection_count=1; exit_edge=top; exit_position=1""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,top,1
laser_mirror_0118_open_q1,laser_mirror_0118.png,"[""reflection_count=2; exit_edge=bottom; exit_position=6""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",2,bottom,6
laser_mirror_0119_open_q1,laser_mirror_0119.png,"[""reflection_count=2; exit_edge=left; exit_position=5""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",2,left,5
laser_mirror_0121_open_q1,laser_mirror_0121.png,"[""reflection_count=1; exit_edge=bottom; exit_position=5""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,bottom,5
laser_mirror_0122_open_q1,laser_mirror_0122.png,"[""reflection_count=1; exit_edge=left; exit_position=6""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,left,6
laser_mirror_0123_open_q1,laser_mirror_0123.png,"[""reflection_count=1; exit_edge=bottom; exit_position=3""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,bottom,3
laser_mirror_0125_open_q1,laser_mirror_0125.png,"[""reflection_count=2; exit_edge=left; exit_position=3""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",2,left,3
laser_mirror_0126_open_q1,laser_mirror_0126.png,"[""reflection_count=3; exit_edge=left; exit_position=2""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",3,left,2
laser_mirror_0127_open_q1,laser_mirror_0127.png,"[""reflection_count=3; exit_edge=bottom; exit_position=7""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",3,bottom,7
laser_mirror_0129_open_q1,laser_mirror_0129.png,"[""reflection_count=1; exit_edge=left; exit_position=5""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,left,5
laser_mirror_0130_open_q1,laser_mirror_0130.png,"[""reflection_count=1; exit_edge=top; exit_position=3""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,top,3
laser_mirror_0131_open_q1,laser_mirror_0131.png,"[""reflection_count=1; exit_edge=top; exit_position=6""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,top,6
laser_mirror_0133_open_q1,laser_mirror_0133.png,"[""reflection_count=1; exit_edge=top; exit_position=3""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,top,3
laser_mirror_0134_open_q1,laser_mirror_0134.png,"[""reflection_count=1; exit_edge=left; exit_position=6""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",1,left,6
laser_mirror_0135_open_q1,laser_mirror_0135.png,"[""reflection_count=2; exit_edge=right; exit_position=7""]","{""exit_position"":{""absolute_tolerance"":0,""unit"":""grid position""},""reflection_count"":{""absolute_tolerance"":0,""unit"":""count""}}","[""laser path""]",2,right,7
